BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000782292, 0.0000000066, 30, 0.28, 7.53, 0.0000782292, 0.0000000066, 142, 0.0000780678, 0.0000002264, 301, 1.00, 1.00
1, 0.0000221543, 0.0000004619, 78, 0.58, 4.01, 0.0000379872, 0.0000000064, 142, 0.0000379872, 0.0000000064, 142, 1.71, 1.71
2, 0.0000345863, 0.0000000503, 32, 0.20, 2.43, 0.0000345863, 0.0000000503, 92, 0.0000345863, 0.0000000503, 92, 1.00, 1.00
3, 0.0000136702, 0.0000000499, 27, 0.26, 2.51, 0.0000136702, 0.0000000499, 93, 0.0000136702, 0.0000000499, 93, 1.00, 1.00
4, 0.0000382683, 0.0000000161, 26, 0.12, 2.37, 0.0000382683, 0.0000000161, 93, 0.0000382683, 0.0000000161, 93, 1.00, 1.00
5, 0.0000033454, 0.0000000016, 2, 0.02, 0.38, 0.0000033454, 0.0000000016, 15, 0.0000033454, 0.0000000016, 15, 1.00, 1.00
6, 0.0000065765, 0.0000000069, 32, 0.10, 0.32, 0.0000065765, 0.0000000069, 9, 0.0000065765, 0.0000000069, 9, 1.00, 1.00
7, 0.0000173537, 0.0000000986, 32, 0.15, 0.49, 0.0000173537, 0.0000000986, 14, 0.0000173537, 0.0000000986, 14, 1.00, 1.00
8, 0.0000188715, 0.0000000109, 21, 0.20, 6.32, 0.0000188715, 0.0000000109, 253, 0.0000188715, 0.0000000109, 253, 1.00, 1.00
9, 0.0000164894, 0.0000000266, 22, 0.15, 3.34, 0.0000164894, 0.0000000266, 132, 0.0000164894, 0.0000000266, 132, 1.00, 1.00
10, 0.0000304450, 0.0000000675, 32, 0.13, 1.36, 0.0000304450, 0.0000000675, 51, 0.0000304450, 0.0000000675, 51, 1.00, 1.00
11, 0.0000525926, 0.0000000033, 32, 0.16, 6.23, 0.0000525926, 0.0000000033, 251, 0.0000525926, 0.0000000033, 251, 1.00, 1.00
12, 0.0000189991, 0.0000000033, 32, 0.13, 6.00, 0.0000189991, 0.0000000033, 243, 0.0000189991, 0.0000000033, 243, 1.00, 1.00
13, 0.0000232113, 0.0000000739, 28, 0.14, 0.70, 0.0000232113, 0.0000000739, 23, 0.0000232113, 0.0000000739, 23, 1.00, 1.00
14, 0.0000141929, 0.0000000519, 28, 0.19, 5.15, 0.0000141929, 0.0000000519, 205, 0.0000141929, 0.0000000519, 205, 1.00, 1.00
15, 0.0000341611, 0.0000000613, 27, 0.09, 2.79, 0.0000341611, 0.0000000613, 112, 0.0000341611, 0.0000000613, 112, 1.00, 1.00
16, 0.0000626264, 0.0000000006, 32, 0.14, 7.39, 0.0000626264, 0.0000000006, 300, 0.0000626264, 0.0000000006, 300, 1.00, 1.00
17, 0.0000263882, 0.0000000004, 32, 0.12, 7.37, 0.0000263882, 0.0000000004, 141, 0.0000204074, 0.0000000020, 1546, 1.00, 0.77
18, 0.0000274772, 0.0000002416, 80, 0.43, 7.68, 0.0000297383, 0.0000000296, 298, 0.0000195401, 0.0000000069, 1632, 1.08, 0.71
19, 0.0000165341, 0.0000000099, 31, 0.10, 7.35, 0.0000165341, 0.0000000099, 134, 0.0000156515, 0.0000000648, 925, 1.00, 0.95
20, 0.0000359306, 0.0000000010, 11, 0.30, 2.28, 0.0000359306, 0.0000000010, 82, 0.0000359306, 0.0000000010, 82, 1.00, 1.00
21, 0.0000868690, 0.0000002411, 51, 0.49, 7.74, 0.0000872648, 0.0000000033, 294, 0.0000818584, 0.0000000131, 317, 1.00, 0.94
22, 0.0000400263, 0.0000000009, 29, 0.25, 7.21, 0.0000400263, 0.0000000009, 288, 0.0000400263, 0.0000000009, 288, 1.00, 1.00
23, 0.0000437847, 0.0000000077, 19, 0.32, 6.65, 0.0000437847, 0.0000000077, 262, 0.0000437847, 0.0000000077, 262, 1.00, 1.00
24, 0.0000196820, 0.0000000047, 32, 0.15, 4.86, 0.0000196820, 0.0000000047, 195, 0.0000196820, 0.0000000047, 195, 1.00, 1.00
25, 0.0000028691, 0.0000000000, 7, 0.03, 1.38, 0.0000028691, 0.0000000000, 56, 0.0000028691, 0.0000000000, 56, 1.00, 1.00
26, 0.0000022359, 0.0000000005, 2, 0.02, 0.16, 0.0000022359, 0.0000000005, 6, 0.0000022359, 0.0000000005, 6, 1.00, 1.00
27, 0.0000329189, 0.0000000270, 14, 0.16, 1.97, 0.0000329189, 0.0000000270, 75, 0.0000329189, 0.0000000270, 75, 1.00, 1.00
28, 0.0000022855, 0.0000000004, 2, 0.02, 0.77, 0.0000022855, 0.0000000004, 31, 0.0000022855, 0.0000000004, 31, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000762880, 0.0000007241, 56, 0.46, 7.73, 0.0000780678, 0.0000002264, 301, 0.0000780678, 0.0000002264, 301, 1.02, 1.02
1, 0.0000221758, 0.0000002494, 86, 0.67, 4.10, 0.0000379872, 0.0000000064, 142, 0.0000379872, 0.0000000064, 142, 1.71, 1.71
2, 0.0000339627, 0.0000004827, 60, 0.47, 2.69, 0.0000345863, 0.0000000503, 92, 0.0000345863, 0.0000000503, 92, 1.02, 1.02
3, 0.0000136702, 0.0000000499, 26, 0.26, 2.51, 0.0000136702, 0.0000000499, 93, 0.0000136702, 0.0000000499, 93, 1.00, 1.00
4, 0.0000382683, 0.0000000161, 26, 0.12, 2.37, 0.0000382683, 0.0000000161, 93, 0.0000382683, 0.0000000161, 93, 1.00, 1.00
5, 0.0000033454, 0.0000000016, 2, 0.02, 0.38, 0.0000033454, 0.0000000016, 15, 0.0000033454, 0.0000000016, 15, 1.00, 1.00
6, 0.0000065765, 0.0000000069, 32, 0.11, 0.33, 0.0000065765, 0.0000000069, 9, 0.0000065765, 0.0000000069, 9, 1.00, 1.00
7, 0.0000173537, 0.0000000986, 32, 0.15, 0.49, 0.0000173537, 0.0000000986, 14, 0.0000173537, 0.0000000986, 14, 1.00, 1.00
8, 0.0000188715, 0.0000000109, 21, 0.20, 6.32, 0.0000188715, 0.0000000109, 253, 0.0000188715, 0.0000000109, 253, 1.00, 1.00
9, 0.0000164894, 0.0000000266, 22, 0.15, 3.34, 0.0000164894, 0.0000000266, 132, 0.0000164894, 0.0000000266, 132, 1.00, 1.00
10, 0.0000304450, 0.0000000675, 32, 0.12, 1.35, 0.0000304450, 0.0000000675, 51, 0.0000304450, 0.0000000675, 51, 1.00, 1.00
11, 0.0000525926, 0.0000000033, 32, 0.17, 6.24, 0.0000525926, 0.0000000033, 251, 0.0000525926, 0.0000000033, 251, 1.00, 1.00
12, 0.0000189991, 0.0000000033, 32, 0.15, 6.03, 0.0000189991, 0.0000000033, 243, 0.0000189991, 0.0000000033, 243, 1.00, 1.00
13, 0.0000232113, 0.0000000739, 28, 0.15, 0.70, 0.0000232113, 0.0000000739, 23, 0.0000232113, 0.0000000739, 23, 1.00, 1.00
14, 0.0000141929, 0.0000000519, 28, 0.18, 5.14, 0.0000141929, 0.0000000519, 205, 0.0000141929, 0.0000000519, 205, 1.00, 1.00
15, 0.0000341611, 0.0000000613, 27, 0.09, 2.80, 0.0000341611, 0.0000000613, 112, 0.0000341611, 0.0000000613, 112, 1.00, 1.00
16, 0.0000511728, 0.0000003858, 87, 0.71, 7.97, 0.0000626264, 0.0000000006, 300, 0.0000626264, 0.0000000006, 300, 1.22, 1.22
17, 0.0000208173, 0.0000000006, 25, 0.14, 24.31, 0.0000208173, 0.0000000006, 805, 0.0000204074, 0.0000000020, 1546, 1.00, 0.98
18, 0.0000223574, 0.0000000174, 27, 0.15, 24.32, 0.0000223574, 0.0000000174, 910, 0.0000195401, 0.0000000069, 1632, 1.00, 0.87
19, 0.0000156515, 0.0000000648, 32, 0.15, 22.51, 0.0000156515, 0.0000000648, 925, 0.0000156515, 0.0000000648, 925, 1.00, 1.00
20, 0.0000359306, 0.0000000010, 11, 0.31, 2.30, 0.0000359306, 0.0000000010, 82, 0.0000359306, 0.0000000010, 82, 1.00, 1.00
21, 0.0000818584, 0.0000000131, 13, 0.39, 8.05, 0.0000818584, 0.0000000131, 317, 0.0000818584, 0.0000000131, 317, 1.00, 1.00
22, 0.0000400263, 0.0000000009, 28, 0.25, 7.22, 0.0000400263, 0.0000000009, 288, 0.0000400263, 0.0000000009, 288, 1.00, 1.00
23, 0.0000437847, 0.0000000077, 21, 0.31, 6.65, 0.0000437847, 0.0000000077, 262, 0.0000437847, 0.0000000077, 262, 1.00, 1.00
24, 0.0000196820, 0.0000000047, 32, 0.15, 4.86, 0.0000196820, 0.0000000047, 195, 0.0000196820, 0.0000000047, 195, 1.00, 1.00
25, 0.0000028691, 0.0000000000, 7, 0.03, 1.38, 0.0000028691, 0.0000000000, 56, 0.0000028691, 0.0000000000, 56, 1.00, 1.00
26, 0.0000022359, 0.0000000005, 2, 0.02, 0.16, 0.0000022359, 0.0000000005, 6, 0.0000022359, 0.0000000005, 6, 1.00, 1.00
27, 0.0000329189, 0.0000000270, 14, 0.17, 1.98, 0.0000329189, 0.0000000270, 75, 0.0000329189, 0.0000000270, 75, 1.00, 1.00
28, 0.0000022855, 0.0000000004, 2, 0.02, 0.77, 0.0000022855, 0.0000000004, 31, 0.0000022855, 0.0000000004, 31, 1.00, 1.00
BENCH: resnet152
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0002020693, 0.0000002414, 50, 0.33, 0.35, 0.0002104335, 0.0000096906, 1, 0.0000688507, 0.0000000216, 292, 1.04, 0.34
1, 0.0001057808, 0.0000005069, 97, 0.64, 0.67, 0.0007010595, 0.0000171031, 1, 0.0000413643, 0.0000000665, 193, 6.63, 0.39
2, 0.0000289973, 0.0000002309, 90, 0.46, 0.49, 0.0000711653, 0.0000029207, 2, 0.0000358037, 0.0000000902, 144, 2.45, 1.23
3, 0.0000162128, 0.0000002414, 99, 0.75, 0.77, 0.0008414444, 0.0000554228, 1, 0.0000163850, 0.0000000007, 38, 51.90, 1.01
4, 0.0000390306, 0.0000011897, 30, 0.20, 0.22, 0.0000390306, 0.0000011897, 1, 0.0000334398, 0.0000000372, 18, 1.00, 0.86
5, 0.0001198286, 0.0000015444, 7, 0.03, 0.05, 0.0001198286, 0.0000015444, 6, 0.0000033514, 0.0000000039, 45, 1.00, 0.03
6, 0.0000097277, 0.0000004178, 100, 0.52, 0.54, 0.0000268179, 0.0000019999, 1, 0.0000066619, 0.0000000161, 64, 2.76, 0.68
7, 0.0002597488, 0.0000042324, 58, 0.26, 0.28, 0.0013098761, 0.0001037848, 1, 0.0000157179, 0.0000000127, 188, 5.04, 0.06
8, 0.0000274237, 0.0000002521, 76, 1.13, 1.15, 0.0001047782, 0.0000067122, 1, 0.0000179699, 0.0000000131, 33, 3.82, 0.66
9, 0.0000194715, 0.0000003986, 92, 0.69, 0.71, 0.0000891859, 0.0000054379, 1, 0.0000147590, 0.0000000267, 155, 4.58, 0.76
10, 0.0000445010, 0.0000000401, 78, 0.97, 1.00, 0.0004137103, 0.0000250023, 1, 0.0000251348, 0.0000000576, 125, 9.30, 0.56
11, 0.0000882345, 0.0000002411, 70, 0.84, 0.86, 0.0001585053, 0.0000119885, 1, 0.0000433486, 0.0000000994, 114, 1.80, 0.49
12, 0.0000517062, 0.0000004181, 82, 0.41, 0.44, 0.0000699374, 0.0000052995, 7, 0.0000190809, 0.0000000005, 215, 1.35, 0.37
13, 0.0001428157, 0.0000000450, 54, 0.89, 0.92, 0.0007387236, 0.0000501094, 1, 0.0000210636, 0.0000000041, 246, 5.17, 0.15
14, 0.0000097277, 0.0000004178, 79, 0.39, 0.41, 0.0000449430, 0.0000028834, 1, 0.0000154406, 0.0000000093, 303, 4.62, 1.59
15, 0.0001484797, 0.0000004183, 84, 0.44, 0.46, 0.0020696865, 0.0000771408, 1, 0.0000329857, 0.0000000005, 75, 13.94, 0.22
16, 0.0021952852, 0.0000002416, 81, 1.20, 1.22, 0.0212057100, 0.0000032018, 1, 0.0000520238, 0.0000000422, 204, 9.66, 0.02
17, 0.0000317435, 0.0000004180, 91, 0.68, 0.71, 0.0000755246, 0.0000019157, 10, 0.0000204721, 0.0000000314, 706, 2.38, 0.64
18, 0.0000314737, 0.0000011619, 25, 0.12, 0.14, 0.0000314737, 0.0000011619, 1, 0.0000216128, 0.0000000023, 1643, 1.00, 0.69
19, 0.0000237227, 0.0000002414, 95, 0.39, 0.41, 0.0002215485, 0.0000085258, 1, 0.0000149607, 0.0000000178, 1162, 9.34, 0.63
20, 0.0000967888, 0.0000000302, 92, 0.54, 0.57, 0.0021437125, 0.0000647797, 1, 0.0000473188, 0.0000001040, 99, 22.15, 0.49
21, 0.0003314772, 0.0000006450, 85, 0.65, 0.67, 0.0008256820, 0.0000480657, 8, 0.0000980520, 0.0000002590, 386, 2.49, 0.30
22, 0.0000458987, 0.0000002342, 91, 0.42, 0.44, 0.0002825925, 0.0000218985, 1, 0.0000352280, 0.0000000016, 276, 6.16, 0.77
23, 0.0000817455, 0.0000030739, 25, 0.14, 0.16, 0.0000817455, 0.0000030739, 39, 0.0000362035, 0.0000000365, 183, 1.00, 0.44
24, 0.0000923677, 0.0000002196, 100, 0.67, 0.69, 0.0008888345, 0.0000356310, 2, 0.0000238453, 0.0000000585, 274, 9.62, 0.26
25, 0.0000158697, 0.0000004688, 7, 0.03, 0.05, 0.0000158697, 0.0000004688, 48, 0.0000043123, 0.0000000078, 63, 1.00, 0.27
26, 0.0000022728, 0.0000000373, 2, 0.02, 0.04, 0.0000022728, 0.0000000373, 1, 0.0000022342, 0.0000000008, 6, 1.00, 0.98
27, 0.0001129758, 0.0000002376, 42, 0.28, 0.31, 0.0001627940, 0.0000058348, 1, 0.0000293993, 0.0000000005, 65, 1.44, 0.26
28, 0.0000023590, 0.0000000806, 10, 0.03, 0.06, 0.0000023590, 0.0000000806, 1, 0.0000022888, 0.0000000034, 23, 1.00, 0.97
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0001349755, 0.0000008791, 86, 0.64, 0.89, 0.0001966899, 0.0000000082, 3, 0.0000688507, 0.0000000216, 292, 1.46, 0.51
1, 0.0000735940, 0.0000002477, 28, 0.10, 0.34, 0.0000735940, 0.0000002477, 9, 0.0000413643, 0.0000000665, 193, 1.00, 0.56
2, 0.0000457645, 0.0000000323, 32, 0.10, 0.35, 0.0000457645, 0.0000000323, 4, 0.0000358037, 0.0000000902, 144, 1.00, 0.78
3, 0.0000143092, 0.0000004198, 79, 0.33, 0.57, 0.0000505422, 0.0000000023, 10, 0.0000163850, 0.0000000007, 38, 3.53, 1.15
4, 0.0000390306, 0.0000011897, 30, 0.21, 0.45, 0.0000390306, 0.0000011897, 1, 0.0000334398, 0.0000000372, 18, 1.00, 0.86
5, 0.0000037396, 0.0000000089, 7, 0.03, 0.27, 0.0000037396, 0.0000000089, 9, 0.0000033514, 0.0000000039, 45, 1.00, 0.90
6, 0.0000056050, 0.0000004200, 76, 0.67, 0.92, 0.0000113712, 0.0000000284, 9, 0.0000066619, 0.0000000161, 64, 2.03, 1.19
7, 0.0000319688, 0.0000000899, 31, 0.09, 0.34, 0.0000319688, 0.0000000899, 2, 0.0000157179, 0.0000000127, 188, 1.00, 0.49
8, 0.0000199594, 0.0000000022, 25, 0.21, 0.46, 0.0000199594, 0.0000000022, 9, 0.0000179699, 0.0000000131, 33, 1.00, 0.90
9, 0.0000117385, 0.0000003731, 91, 0.42, 0.67, 0.0000347105, 0.0000001211, 3, 0.0000147590, 0.0000000267, 155, 2.96, 1.26
10, 0.0000527771, 0.0000000016, 32, 0.17, 0.41, 0.0000527771, 0.0000000016, 6, 0.0000251348, 0.0000000576, 125, 1.00, 0.48
11, 0.0000940372, 0.0000002416, 57, 0.41, 0.65, 0.0001006500, 0.0000003011, 4, 0.0000433486, 0.0000000994, 114, 1.07, 0.46
12, 0.0000517115, 0.0000004180, 82, 0.40, 0.65, 0.0000699374, 0.0000052995, 7, 0.0000190809, 0.0000000005, 215, 1.35, 0.37
13, 0.0000295980, 0.0000000073, 21, 0.16, 0.41, 0.0000295980, 0.0000000073, 5, 0.0000210636, 0.0000000041, 246, 1.00, 0.71
14, 0.0000110823, 0.0000004679, 84, 0.56, 0.80, 0.0000311114, 0.0000000004, 8, 0.0000154406, 0.0000000093, 303, 2.81, 1.39
15, 0.0000504402, 0.0000000392, 32, 0.09, 0.34, 0.0000504402, 0.0000000392, 2, 0.0000329857, 0.0000000005, 75, 1.00, 0.65
16, 0.0000956635, 0.0000002201, 32, 0.13, 0.37, 0.0000956635, 0.0000002201, 3, 0.0000520238, 0.0000000422, 204, 1.00, 0.54
17, 0.0000696320, 0.0000000000, 88, 0.91, 1.15, 0.0000755246, 0.0000019157, 10, 0.0000204721, 0.0000000314, 706, 1.08, 0.29
18, 0.0000314737, 0.0000011619, 24, 0.11, 0.36, 0.0000314737, 0.0000011619, 1, 0.0000216128, 0.0000000023, 1643, 1.00, 0.69
19, 0.0000266460, 0.0000000620, 28, 0.09, 0.33, 0.0000266460, 0.0000000620, 10, 0.0000149607, 0.0000000178, 1162, 1.00, 0.56
20, 0.0000481865, 0.0000001124, 32, 0.09, 0.34, 0.0000481865, 0.0000001124, 7, 0.0000473188, 0.0000001040, 99, 1.00, 0.98
21, 0.0003512263, 0.0000003856, 79, 0.52, 0.76, 0.0008256820, 0.0000480657, 8, 0.0000980520, 0.0000002590, 386, 2.35, 0.28
22, 0.0000556533, 0.0000004718, 83, 0.38, 0.62, 0.0000704829, 0.0000000021, 2, 0.0000352280, 0.0000000016, 276, 1.27, 0.63
23, 0.0000370347, 0.0000002414, 100, 0.61, 0.86, 0.0000817455, 0.0000030739, 39, 0.0000362035, 0.0000000365, 183, 2.21, 0.98
24, 0.0000694444, 0.0000000019, 28, 0.16, 0.41, 0.0000694444, 0.0000000019, 7, 0.0000238453, 0.0000000585, 274, 1.00, 0.34
25, 0.0000158697, 0.0000004688, 7, 0.03, 0.27, 0.0000158697, 0.0000004688, 48, 0.0000043123, 0.0000000078, 63, 1.00, 0.27
26, 0.0000022342, 0.0000000008, 2, 0.02, 0.17, 0.0000022342, 0.0000000008, 6, 0.0000022342, 0.0000000008, 6, 1.00, 1.00
27, 0.0000461624, 0.0000000234, 15, 0.05, 0.30, 0.0000461624, 0.0000000234, 5, 0.0000293993, 0.0000000005, 65, 1.00, 0.64
28, 0.0000023590, 0.0000000806, 10, 0.03, 0.28, 0.0000023590, 0.0000000806, 1, 0.0000022888, 0.0000000034, 23, 1.00, 0.97
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0000720210, 0.0000008702, 91, 0.31, 1.53, 0.0001021033, 0.0000043960, 14, 0.0000688507, 0.0000000216, 292, 1.42, 0.96
1, 0.0000691633, 0.0000001571, 32, 0.13, 1.35, 0.0000691633, 0.0000001571, 45, 0.0000413643, 0.0000000665, 193, 1.00, 0.60
2, 0.0000423582, 0.0000008267, 32, 0.11, 1.33, 0.0000423582, 0.0000008267, 45, 0.0000358037, 0.0000000902, 144, 1.00, 0.85
3, 0.0000163850, 0.0000000007, 31, 0.15, 1.07, 0.0000163850, 0.0000000007, 38, 0.0000163850, 0.0000000007, 38, 1.00, 1.00
4, 0.0000259408, 0.0000002414, 84, 0.66, 1.10, 0.0000334398, 0.0000000372, 18, 0.0000334398, 0.0000000372, 18, 1.29, 1.29
5, 0.0000033514, 0.0000000039, 2, 0.02, 1.12, 0.0000033514, 0.0000000039, 45, 0.0000033514, 0.0000000039, 45, 1.00, 1.00
6, 0.0000070696, 0.0000000207, 29, 0.13, 1.35, 0.0000070696, 0.0000000207, 15, 0.0000066619, 0.0000000161, 64, 1.00, 0.94
7, 0.0000245400, 0.0000000006, 32, 0.13, 1.35, 0.0000245400, 0.0000000006, 29, 0.0000157179, 0.0000000127, 188, 1.00, 0.64
8, 0.0000179699, 0.0000000131, 25, 0.18, 0.98, 0.0000179699, 0.0000000131, 33, 0.0000179699, 0.0000000131, 33, 1.00, 1.00
9, 0.0000156070, 0.0000000093, 27, 0.18, 1.40, 0.0000156070, 0.0000000093, 33, 0.0000147590, 0.0000000267, 155, 1.00, 0.95
10, 0.0000282145, 0.0000000026, 32, 0.14, 1.35, 0.0000282145, 0.0000000026, 50, 0.0000251348, 0.0000000576, 125, 1.00, 0.89
11, 0.0000438346, 0.0000002550, 32, 0.14, 1.35, 0.0000438346, 0.0000002550, 21, 0.0000433486, 0.0000000994, 114, 1.00, 0.99
12, 0.0000210484, 0.0000000546, 27, 0.11, 1.33, 0.0000210484, 0.0000000546, 30, 0.0000190809, 0.0000000005, 215, 1.00, 0.91
13, 0.0000295980, 0.0000000073, 21, 0.16, 1.37, 0.0000295980, 0.0000000073, 5, 0.0000210636, 0.0000000041, 246, 1.00, 0.71
14, 0.0000150080, 0.0000002263, 89, 0.31, 1.53, 0.0000219756, 0.0000000227, 26, 0.0000154406, 0.0000000093, 303, 1.46, 1.03
15, 0.0000504402, 0.0000000392, 32, 0.10, 1.32, 0.0000504402, 0.0000000392, 2, 0.0000329857, 0.0000000005, 75, 1.00, 0.65
16, 0.0000725855, 0.0000003485, 27, 0.14, 1.36, 0.0000725855, 0.0000003485, 18, 0.0000520238, 0.0000000422, 204, 1.00, 0.72
17, 0.0000180798, 0.0000002545, 88, 0.31, 1.53, 0.0000340905, 0.0000000021, 33, 0.0000204721, 0.0000000314, 706, 1.89, 1.13
18, 0.0000310021, 0.0000000678, 27, 0.24, 1.46, 0.0000310021, 0.0000000678, 40, 0.0000216128, 0.0000000023, 1643, 1.00, 0.70
19, 0.0000266460, 0.0000000620, 28, 0.08, 1.30, 0.0000266460, 0.0000000620, 10, 0.0000149607, 0.0000000178, 1162, 1.00, 0.56
20, 0.0000481865, 0.0000001124, 32, 0.09, 1.31, 0.0000481865, 0.0000001124, 7, 0.0000473188, 0.0000001040, 99, 1.00, 0.98
21, 0.0001351678, 0.0000004183, 100, 0.39, 1.61, 0.0001575621, 0.0000001011, 45, 0.0000980520, 0.0000002590, 386, 1.17, 0.73
22, 0.0000704829, 0.0000000021, 31, 0.12, 1.34, 0.0000704829, 0.0000000021, 2, 0.0000352280, 0.0000000016, 276, 1.00, 0.50
23, 0.0000373760, 0.0000004180, 100, 0.54, 1.76, 0.0000436382, 0.0000000068, 49, 0.0000362035, 0.0000000365, 183, 1.17, 0.97
24, 0.0000694444, 0.0000000019, 28, 0.14, 1.36, 0.0000694444, 0.0000000019, 7, 0.0000238453, 0.0000000585, 274, 1.00, 0.34
25, 0.0000051740, 0.0000000001, 7, 0.04, 1.26, 0.0000051740, 0.0000000001, 50, 0.0000043123, 0.0000000078, 63, 1.00, 0.83
26, 0.0000022342, 0.0000000008, 2, 0.02, 0.17, 0.0000022342, 0.0000000008, 6, 0.0000022342, 0.0000000008, 6, 1.00, 1.00
27, 0.0000426662, 0.0000002414, 47, 0.29, 1.51, 0.0000461624, 0.0000000234, 5, 0.0000293993, 0.0000000005, 65, 1.08, 0.69
28, 0.0000022888, 0.0000000034, 12, 0.05, 0.61, 0.0000022888, 0.0000000034, 23, 0.0000022888, 0.0000000034, 23, 1.00, 1.00
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0000910845, 0.0000000067, 32, 0.11, 2.55, 0.0000910845, 0.0000000067, 97, 0.0000688507, 0.0000000216, 292, 1.00, 0.76
1, 0.0000691633, 0.0000001571, 32, 0.21, 2.64, 0.0000691633, 0.0000001571, 45, 0.0000413643, 0.0000000665, 193, 1.00, 0.60
2, 0.0000423582, 0.0000008267, 32, 0.11, 2.55, 0.0000423582, 0.0000008267, 45, 0.0000358037, 0.0000000902, 144, 1.00, 0.85
3, 0.0000163850, 0.0000000007, 31, 0.16, 1.08, 0.0000163850, 0.0000000007, 38, 0.0000163850, 0.0000000007, 38, 1.00, 1.00
4, 0.0000259408, 0.0000002414, 75, 0.63, 1.06, 0.0000334398, 0.0000000372, 18, 0.0000334398, 0.0000000372, 18, 1.29, 1.29
5, 0.0000033514, 0.0000000039, 2, 0.02, 1.12, 0.0000033514, 0.0000000039, 45, 0.0000033514, 0.0000000039, 45, 1.00, 1.00
6, 0.0000066619, 0.0000000161, 26, 0.13, 1.69, 0.0000066619, 0.0000000161, 64, 0.0000066619, 0.0000000161, 64, 1.00, 1.00
7, 0.0000178996, 0.0000000005, 32, 0.14, 2.58, 0.0000178996, 0.0000000005, 71, 0.0000157179, 0.0000000127, 188, 1.00, 0.88
8, 0.0000179699, 0.0000000131, 25, 0.18, 0.98, 0.0000179699, 0.0000000131, 33, 0.0000179699, 0.0000000131, 33, 1.00, 1.00
9, 0.0000156070, 0.0000000093, 26, 0.17, 2.61, 0.0000156070, 0.0000000093, 33, 0.0000147590, 0.0000000267, 155, 1.00, 0.95
10, 0.0000282145, 0.0000000026, 32, 0.14, 2.57, 0.0000282145, 0.0000000026, 50, 0.0000251348, 0.0000000576, 125, 1.00, 0.89
11, 0.0000438346, 0.0000002550, 32, 0.14, 2.58, 0.0000438346, 0.0000002550, 21, 0.0000433486, 0.0000000994, 114, 1.00, 0.99
12, 0.0000210484, 0.0000000546, 27, 0.14, 2.58, 0.0000210484, 0.0000000546, 30, 0.0000190809, 0.0000000005, 215, 1.00, 0.91
13, 0.0000136530, 0.0000004830, 76, 0.39, 2.82, 0.0000212917, 0.0000000564, 88, 0.0000210636, 0.0000000041, 246, 1.56, 1.54
14, 0.0000205238, 0.0000000011, 13, 0.29, 2.73, 0.0000205238, 0.0000000011, 94, 0.0000154406, 0.0000000093, 303, 1.00, 0.75
15, 0.0000329857, 0.0000000005, 28, 0.18, 2.00, 0.0000329857, 0.0000000005, 75, 0.0000329857, 0.0000000005, 75, 1.00, 1.00
16, 0.0000568265, 0.0000000509, 32, 0.17, 2.60, 0.0000568265, 0.0000000509, 71, 0.0000520238, 0.0000000422, 204, 1.00, 0.92
17, 0.0000226663, 0.0000002645, 92, 0.43, 2.86, 0.0000304388, 0.0000008741, 65, 0.0000204721, 0.0000000314, 706, 1.34, 0.90
18, 0.0000235130, 0.0000000199, 28, 0.20, 2.64, 0.0000235130, 0.0000000199, 82, 0.0000216128, 0.0000000023, 1643, 1.00, 0.92
19, 0.0000256224, 0.0000000065, 32, 0.10, 2.53, 0.0000256224, 0.0000000065, 69, 0.0000149607, 0.0000000178, 1162, 1.00, 0.58
