BENCH: resnet50
TOP: 1
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
33, 0.00014448, 0.00000008, 37, 0.07, 0.00014448, 0.00000008, 257, 0.00014261, 0.00000007, 449, 1.00, 0.99
34, 0.00000252, 0.00000007, 96, 0.14, 0.00000351, 0.00000000, 28, 0.00000351, 0.00000000, 28, 1.39, 1.39
35, 0.00000010, 0.00000002, 14, 0.04, 0.00000327, 0.00000010, 1, 0.00000327, 0.00000010, 1, 33.17, 33.17
36, 0.00001861, 0.00000001, 1, 0.06, 0.00001861, 0.00000001, 21, 0.00001861, 0.00000001, 21, 1.00, 1.00
37, 0.00000716, 0.00000001, 36, 0.05, 0.00000716, 0.00000001, 48, 0.00000716, 0.00000001, 48, 1.00, 1.00
TOP: 1000
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
0, 0.00000699, 0.00000002, 10, 0.02, 0.00000699, 0.00000002, 1, 0.00000699, 0.00000002, 1, 1.00, 1.00
1, 0.00009118, 0.00000050, 100, 0.24, 0.00009510, 0.00000004, 257, 0.00009510, 0.00000004, 257, 1.04, 1.04
2, 0.00003654, 0.00000015, 72, 0.20, 0.00003869, 0.00000007, 138, 0.00003869, 0.00000007, 138, 1.06, 1.06
3, 0.00005235, 0.00000003, 33, 0.06, 0.00005235, 0.00000003, 222, 0.00005235, 0.00000003, 222, 1.00, 1.00
4, 0.00008450, 0.00000025, 69, 0.14, 0.00008740, 0.00000008, 193, 0.00008740, 0.00000008, 193, 1.03, 1.03
5, 0.00002601, 0.00000005, 40, 0.10, 0.00002601, 0.00000005, 74, 0.00002601, 0.00000005, 74, 1.00, 1.00
6, 0.00003358, 0.00000003, 37, 0.09, 0.00003358, 0.00000003, 172, 0.00003358, 0.00000003, 172, 1.00, 1.00
7, 0.00002503, 0.00000037, 100, 0.28, 0.00002677, 0.00000020, 131, 0.00002677, 0.00000020, 131, 1.07, 1.07
8, 0.00004614, 0.00000040, 79, 0.21, 0.00004660, 0.00000007, 75, 0.00004660, 0.00000007, 75, 1.01, 1.01
9, 0.00004183, 0.00000003, 37, 0.07, 0.00004183, 0.00000003, 343, 0.00004183, 0.00000003, 343, 1.00, 1.00
10, 0.00001849, 0.00000050, 72, 0.22, 0.00001924, 0.00000003, 113, 0.00001924, 0.00000003, 113, 1.04, 1.04
11, 0.00002333, 0.00000031, 72, 0.21, 0.00002403, 0.00000003, 76, 0.00002403, 0.00000003, 76, 1.03, 1.03
12, 0.00003094, 0.00000002, 37, 0.07, 0.00003094, 0.00000002, 198, 0.00003094, 0.00000002, 198, 1.00, 1.00
13, 0.00002059, 0.00000011, 100, 0.25, 0.00002230, 0.00000005, 162, 0.00002230, 0.00000005, 162, 1.08, 1.08
14, 0.00003109, 0.00000008, 100, 0.22, 0.00003135, 0.00000008, 204, 0.00003135, 0.00000008, 204, 1.01, 1.01
15, 0.00006585, 0.00000023, 37, 0.06, 0.00006585, 0.00000023, 158, 0.00006585, 0.00000023, 158, 1.00, 1.00
16, 0.00001441, 0.00000021, 72, 0.26, 0.00001484, 0.00000002, 73, 0.00001484, 0.00000002, 73, 1.03, 1.03
17, 0.00003499, 0.00000010, 37, 0.07, 0.00003499, 0.00000010, 70, 0.00003499, 0.00000010, 70, 1.00, 1.00
18, 0.00002302, 0.00000047, 100, 0.24, 0.00002429, 0.00000023, 143, 0.00002429, 0.00000023, 143, 1.06, 1.06
19, 0.00005801, 0.00000006, 37, 0.06, 0.00005801, 0.00000006, 385, 0.00005801, 0.00000006, 385, 1.00, 1.00
20, 0.00005335, 0.00000041, 79, 0.18, 0.00005589, 0.00000012, 532, 0.00005589, 0.00000012, 532, 1.05, 1.05
21, 0.00001588, 0.00000008, 76, 0.37, 0.00001996, 0.00000001, 69, 0.00001996, 0.00000001, 69, 1.26, 1.26
22, 0.00006945, 0.00000092, 82, 0.15, 0.00007052, 0.00000024, 200, 0.00007052, 0.00000024, 200, 1.02, 1.02
23, 0.00001285, 0.00000016, 40, 0.09, 0.00001285, 0.00000016, 105, 0.00001285, 0.00000016, 105, 1.00, 1.00
24, 0.00008449, 0.00000028, 37, 0.07, 0.00008449, 0.00000028, 89, 0.00008449, 0.00000028, 89, 1.00, 1.00
25, 0.00007315, 0.00000036, 99, 0.24, 0.00007753, 0.00000005, 460, 0.00007753, 0.00000005, 460, 1.06, 1.06
26, 0.00001282, 0.00000003, 68, 0.33, 0.00001288, 0.00000001, 42, 0.00001288, 0.00000001, 42, 1.00, 1.00
27, 0.00004364, 0.00000017, 82, 0.13, 0.00004411, 0.00000001, 134, 0.00004411, 0.00000001, 134, 1.01, 1.01
28, 0.00001394, 0.00000028, 100, 0.21, 0.00001478, 0.00000002, 70, 0.00001478, 0.00000002, 70, 1.06, 1.06
29, 0.00007884, 0.00000118, 74, 0.13, 0.00008174, 0.00000004, 710, 0.00008174, 0.00000004, 710, 1.04, 1.04
30, 0.00007531, 0.00000028, 100, 0.20, 0.00007820, 0.00000008, 961, 0.00007820, 0.00000008, 961, 1.04, 1.04
31, 0.00001322, 0.00000061, 43, 0.14, 0.00001364, 0.00000054, 41, 0.00001364, 0.00000054, 41, 1.03, 1.03
32, 0.00013050, 0.00000040, 75, 0.13, 0.00013690, 0.00000020, 410, 0.00013690, 0.00000020, 410, 1.05, 1.05
33, 0.00013895, 0.00000052, 100, 0.21, 0.00014261, 0.00000007, 449, 0.00014261, 0.00000007, 449, 1.03, 1.03
34, 0.00000254, 0.00000007, 100, 0.15, 0.00000351, 0.00000000, 28, 0.00000351, 0.00000000, 28, 1.38, 1.38
35, 0.00000010, 0.00000002, 14, 0.04, 0.00000327, 0.00000010, 1, 0.00000327, 0.00000010, 1, 31.57, 31.57
36, 0.00001861, 0.00000001, 1, 0.07, 0.00001861, 0.00000001, 21, 0.00001861, 0.00000001, 21, 1.00, 1.00
37, 0.00000716, 0.00000001, 36, 0.05, 0.00000716, 0.00000001, 48, 0.00000716, 0.00000001, 48, 1.00, 1.00
BENCH: inception_v3
TOP: 1
TOP: 10
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
0, 0.00000809, 0.00000002, 10, 0.02, 0.00000809, 0.00000002, 1, 0.00000809, 0.00000002, 1, 1.00, 1.00
1, 0.00000591, 0.00000001, 37, 0.06, 0.00000591, 0.00000001, 10, 0.00000567, 0.00000001, 26, 1.00, 0.96
2, 0.00008112, 0.00000077, 82, 0.15, 0.00008452, 0.00000011, 1, 0.00008452, 0.00000011, 1, 1.04, 1.04
3, 0.00019827, 0.00000034, 100, 0.18, 0.00046368, 0.00000107, 10, 0.00021142, 0.00000083, 81, 2.34, 1.07
4, 0.00016822, 0.00000332, 82, 0.22, 0.00017687, 0.00000027, 6, 0.00017687, 0.00000027, 6, 1.05, 1.05
5, 0.00000584, 0.00000003, 14, 0.04, 0.00000624, 0.00000001, 1, 0.00000624, 0.00000001, 1, 1.07, 1.07
6, 0.00000469, 0.00000000, 40, 0.06, 0.00000469, 0.00000000, 7, 0.00000469, 0.00000000, 7, 1.00, 1.00
7, 0.00008048, 0.00000042, 72, 0.13, 0.00008441, 0.00000008, 5, 0.00008441, 0.00000008, 5, 1.05, 1.05
8, 0.00025878, 0.00000076, 94, 0.45, 0.00030018, 0.00000181, 5, 0.00017000, 0.00000026, 46, 1.16, 0.66
9, 0.00074406, 0.00000533, 100, 0.49, 0.00090498, 0.00000017, 8, 0.00031747, 0.00000056, 226, 1.22, 0.43
10, 0.00013640, 0.00000086, 100, 0.24, 0.00026810, 0.00000038, 2, 0.00009212, 0.00000004, 188, 1.97, 0.68
11, 0.00015193, 0.00000113, 100, 0.51, 0.00018747, 0.00000020, 8, 0.00014268, 0.00000033, 24, 1.23, 0.94
12, 0.00011790, 0.00000051, 100, 0.20, 0.00014651, 0.00000023, 10, 0.00009120, 0.00000026, 120, 1.24, 0.77
13, 0.00000429, 0.00000001, 16, 0.16, 0.00000429, 0.00000001, 10, 0.00000396, 0.00000000, 17, 1.00, 0.92
14, 0.00009839, 0.00000047, 100, 0.19, 0.00011869, 0.00000027, 3, 0.00009786, 0.00000019, 57, 1.21, 0.99
15, 0.00089459, 0.00001613, 100, 0.35, 0.00095900, 0.00000013, 9, 0.00027606, 0.00000030, 408, 1.07, 0.31
16, 0.00037071, 0.00000109, 70, 0.39, 0.00039003, 0.00000038, 6, 0.00027660, 0.00000033, 276, 1.05, 0.75
17, 0.00026205, 0.00000251, 100, 0.44, 0.00039242, 0.00000120, 2, 0.00019793, 0.00000015, 306, 1.50, 0.76
18, 0.00031272, 0.00000046, 39, 0.11, 0.00031272, 0.00000046, 9, 0.00024333, 0.00000025, 95, 1.00, 0.78
19, 0.00028999, 0.00000345, 82, 0.22, 0.00042646, 0.00000091, 2, 0.00014246, 0.00000031, 234, 1.47, 0.49
20, 0.00039417, 0.00000167, 72, 0.31, 0.00042312, 0.00000100, 1, 0.00020192, 0.00000055, 129, 1.07, 0.51
21, 0.00061087, 0.00000237, 72, 0.21, 0.00063154, 0.00000081, 6, 0.00024897, 0.00000120, 135, 1.03, 0.41
22, 0.00001210, 0.00000020, 10, 0.02, 0.00001210, 0.00000020, 1, 0.00001210, 0.00000020, 1, 1.00, 1.00
23, 0.00001888, 0.00000021, 79, 0.23, 0.00003769, 0.00000013, 1, 0.00000814, 0.00000001, 20, 2.00, 0.43
24, 0.00042035, 0.00000444, 29, 0.11, 0.00043164, 0.00000068, 8, 0.00012846, 0.00000013, 68, 1.03, 0.31
25, 0.00027722, 0.00000134, 100, 0.24, 0.00033416, 0.00000047, 6, 0.00020042, 0.00000043, 78, 1.21, 0.72
26, 0.00016610, 0.00000356, 93, 0.53, 0.00018846, 0.00000350, 3, 0.00011582, 0.00000008, 92, 1.13, 0.70
27, 0.00014049, 0.00000010, 40, 0.09, 0.00014049, 0.00000010, 5, 0.00013460, 0.00000022, 115, 1.00, 0.96
28, 0.00026681, 0.00000778, 98, 0.56, 0.00030246, 0.00000043, 2, 0.00019469, 0.00000079, 68, 1.13, 0.73
29, 0.00000514, 0.00000000, 24, 0.07, 0.00000514, 0.00000000, 3, 0.00000506, 0.00000002, 25, 1.00, 0.98
30, 0.00013573, 0.00000025, 100, 0.19, 0.00017289, 0.00000044, 6, 0.00016160, 0.00000341, 39, 1.27, 1.19
31, 0.00000517, 0.00000001, 10, 0.03, 0.00000517, 0.00000001, 1, 0.00000517, 0.00000001, 1, 1.00, 1.00
32, 0.00002500, 0.00000041, 73, 0.70, 0.00006007, 0.00000158, 1, 0.00001342, 0.00000002, 19, 2.40, 0.54
33, 0.00008770, 0.00000132, 98, 0.24, 0.00013826, 0.00000039, 4, 0.00011103, 0.00000012, 16, 1.58, 1.27
34, 0.00000483, 0.00000001, 11, 0.03, 0.00000483, 0.00000001, 1, 0.00000483, 0.00000001, 1, 1.00, 1.00
35, 0.00001782, 0.00000045, 93, 0.53, 0.00003232, 0.00000009, 6, 0.00001133, 0.00000001, 56, 1.81, 0.64
36, 0.00009114, 0.00000020, 33, 0.06, 0.00009114, 0.00000020, 7, 0.00008492, 0.00000029, 53, 1.00, 0.93
37, 0.00000446, 0.00000001, 10, 0.03, 0.00000446, 0.00000001, 1, 0.00000446, 0.00000001, 1, 1.00, 1.00
38, 0.00001122, 0.00000035, 100, 0.57, 0.00002423, 0.00000002, 1, 0.00000988, 0.00000001, 46, 2.16, 0.88
39, 0.00004699, 0.00000085, 70, 0.13, 0.00009227, 0.00000033, 3, 0.00005574, 0.00000020, 16, 1.96, 1.19
40, 0.00062972, 0.00000827, 100, 0.32, 0.00067038, 0.00000131, 5, 0.00025206, 0.00000038, 329, 1.06, 0.40
41, 0.00046485, 0.00000846, 74, 0.41, 0.00049276, 0.00000074, 9, 0.00037965, 0.00000021, 360, 1.06, 0.82
42, 0.00008712, 0.00000040, 98, 0.52, 0.00009100, 0.00000012, 6, 0.00007317, 0.00000019, 29, 1.04, 0.84
43, 0.00074784, 0.00000501, 95, 0.63, 0.00107985, 0.00000065, 2, 0.00036165, 0.00000010, 346, 1.44, 0.48
44, 0.00023255, 0.00000202, 75, 0.16, 0.00024101, 0.00000029, 8, 0.00014905, 0.00000022, 63, 1.04, 0.64
45, 0.00343869, 0.00000256, 40, 0.15, 0.00343869, 0.00000256, 3, 0.00078659, 0.00000048, 274, 1.00, 0.23
46, 0.00590495, 0.00000959, 40, 0.20, 0.00590495, 0.00000959, 6, 0.00155203, 0.00000399, 321, 1.00, 0.26
47, 0.00002121, 0.00000005, 40, 0.07, 0.00002121, 0.00000005, 4, 0.00001144, 0.00000001, 31, 1.00, 0.54
48, 0.00016801, 0.00000198, 87, 0.64, 0.00020785, 0.00000015, 10, 0.00016759, 0.00000050, 16, 1.24, 1.00
49, 0.00677305, 0.00001092, 100, 0.84, 0.00716859, 0.00000681, 5, 0.00264319, 0.00000806, 845, 1.06, 0.39
50, 0.00000920, 0.00000003, 16, 0.20, 0.00000920, 0.00000003, 3, 0.00000846, 0.00000000, 24, 1.00, 0.92
51, 0.00010507, 0.00000058, 74, 0.13, 0.00011836, 0.00000043, 8, 0.00008090, 0.00000033, 33, 1.13, 0.77
52, 0.00010804, 0.00000324, 100, 0.31, 0.00023469, 0.00000654, 8, 0.00009291, 0.00000004, 86, 2.17, 0.86
53, 0.00011243, 0.00000048, 72, 0.12, 0.00011913, 0.00000011, 9, 0.00010102, 0.00000041, 165, 1.06, 0.90
54, 0.00177724, 0.00002323, 99, 0.45, 0.00210770, 0.00000543, 10, 0.00119967, 0.00000091, 263, 1.19, 0.68
55, 0.00021755, 0.00000115, 79, 0.23, 0.00022831, 0.00000042, 1, 0.00016460, 0.00000011, 145, 1.05, 0.76
56, 0.00020245, 0.00000065, 85, 0.23, 0.00025750, 0.00000060, 7, 0.00016727, 0.00000045, 43, 1.27, 0.83
57, 0.00016344, 0.00000309, 99, 0.44, 0.00019979, 0.00000048, 4, 0.00012368, 0.00000007, 27, 1.22, 0.76
58, 0.00017218, 0.00000173, 95, 0.55, 0.00026606, 0.00000067, 9, 0.00015977, 0.00000007, 21, 1.55, 0.93
59, 0.00000230, 0.00000004, 72, 0.11, 0.00000345, 0.00000000, 7, 0.00000343, 0.00000001, 15, 1.50, 1.49
60, 0.00000036, 0.00000003, 20, 0.07, 0.00000670, 0.00000001, 1, 0.00000670, 0.00000001, 1, 18.57, 18.57
61, 0.00006167, 0.00000005, 1, 0.08, 0.00006167, 0.00000005, 3, 0.00002812, 0.00000002, 24, 1.00, 0.46
62, 0.00000765, 0.00000001, 35, 0.06, 0.00000765, 0.00000001, 1, 0.00000727, 0.00000000, 37, 1.00, 0.95
TOP: 50
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
0, 0.00000809, 0.00000002, 10, 0.02, 0.00000809, 0.00000002, 1, 0.00000809, 0.00000002, 1, 1.00, 1.00
1, 0.00000567, 0.00000001, 40, 0.06, 0.00000567, 0.00000001, 26, 0.00000567, 0.00000001, 26, 1.00, 1.00
2, 0.00008375, 0.00000061, 79, 0.15, 0.00008452, 0.00000011, 1, 0.00008452, 0.00000011, 1, 1.01, 1.01
3, 0.00021208, 0.00000061, 96, 0.31, 0.00024130, 0.00000032, 35, 0.00021142, 0.00000083, 81, 1.14, 1.00
4, 0.00016600, 0.00000071, 82, 0.22, 0.00017687, 0.00000027, 6, 0.00017687, 0.00000027, 6, 1.07, 1.07
5, 0.00000579, 0.00000014, 10, 0.02, 0.00000624, 0.00000001, 1, 0.00000624, 0.00000001, 1, 1.08, 1.08
6, 0.00000469, 0.00000000, 39, 0.07, 0.00000469, 0.00000000, 7, 0.00000469, 0.00000000, 7, 1.00, 1.00
7, 0.00007914, 0.00000018, 74, 0.14, 0.00008441, 0.00000008, 5, 0.00008441, 0.00000008, 5, 1.07, 1.07
8, 0.00015847, 0.00000018, 71, 0.30, 0.00017000, 0.00000026, 46, 0.00017000, 0.00000026, 46, 1.07, 1.07
9, 0.00032549, 0.00000293, 100, 0.26, 0.00035127, 0.00000005, 24, 0.00031747, 0.00000056, 226, 1.08, 0.98
10, 0.00009495, 0.00000041, 75, 0.17, 0.00010353, 0.00000019, 38, 0.00009212, 0.00000004, 188, 1.09, 0.97
11, 0.00013135, 0.00000043, 100, 0.21, 0.00014268, 0.00000033, 24, 0.00014268, 0.00000033, 24, 1.09, 1.09
12, 0.00010449, 0.00000038, 84, 0.19, 0.00014299, 0.00000022, 18, 0.00009120, 0.00000026, 120, 1.37, 0.87
13, 0.00000396, 0.00000000, 16, 0.15, 0.00000396, 0.00000000, 17, 0.00000396, 0.00000000, 17, 1.00, 1.00
14, 0.00008081, 0.00000023, 97, 0.45, 0.00010094, 0.00000031, 18, 0.00009786, 0.00000019, 57, 1.25, 1.21
15, 0.00067815, 0.00001301, 74, 0.34, 0.00071457, 0.00000306, 44, 0.00027606, 0.00000030, 408, 1.05, 0.41
16, 0.00037413, 0.00000411, 93, 0.66, 0.00039003, 0.00000038, 6, 0.00027660, 0.00000033, 276, 1.04, 0.74
17, 0.00024088, 0.00000116, 74, 0.17, 0.00025887, 0.00000070, 26, 0.00019793, 0.00000015, 306, 1.07, 0.82
18, 0.00029615, 0.00000151, 73, 0.35, 0.00031272, 0.00000046, 9, 0.00024333, 0.00000025, 95, 1.06, 0.82
19, 0.00015497, 0.00000108, 100, 0.23, 0.00018280, 0.00000037, 44, 0.00014246, 0.00000031, 234, 1.18, 0.92
20, 0.00026859, 0.00000137, 68, 0.39, 0.00030719, 0.00000073, 15, 0.00020192, 0.00000055, 129, 1.14, 0.75
21, 0.00024925, 0.00000333, 95, 0.56, 0.00039855, 0.00000081, 36, 0.00024897, 0.00000120, 135, 1.60, 1.00
22, 0.00001210, 0.00000020, 10, 0.03, 0.00001210, 0.00000020, 1, 0.00001210, 0.00000020, 1, 1.00, 1.00
23, 0.00000814, 0.00000001, 35, 0.07, 0.00000814, 0.00000001, 20, 0.00000814, 0.00000001, 20, 1.00, 1.00
24, 0.00017065, 0.00000114, 100, 0.36, 0.00023537, 0.00000027, 45, 0.00012846, 0.00000013, 68, 1.38, 0.75
25, 0.00020497, 0.00000083, 100, 0.24, 0.00023585, 0.00000035, 48, 0.00020042, 0.00000043, 78, 1.15, 0.98
26, 0.00015903, 0.00000062, 71, 0.20, 0.00017487, 0.00000035, 33, 0.00011582, 0.00000008, 92, 1.10, 0.73
27, 0.00013259, 0.00000124, 74, 0.16, 0.00014049, 0.00000010, 5, 0.00013460, 0.00000022, 115, 1.06, 1.02
28, 0.00024966, 0.00000412, 78, 0.33, 0.00030246, 0.00000043, 2, 0.00019469, 0.00000079, 68, 1.21, 0.78
29, 0.00000506, 0.00000002, 16, 0.07, 0.00000506, 0.00000002, 25, 0.00000506, 0.00000002, 25, 1.00, 1.00
30, 0.00015096, 0.00000221, 70, 0.40, 0.00016160, 0.00000341, 39, 0.00016160, 0.00000341, 39, 1.07, 1.07
31, 0.00000517, 0.00000001, 10, 0.02, 0.00000517, 0.00000001, 1, 0.00000517, 0.00000001, 1, 1.00, 1.00
32, 0.00001342, 0.00000002, 37, 0.06, 0.00001342, 0.00000002, 19, 0.00001342, 0.00000002, 19, 1.00, 1.00
33, 0.00010177, 0.00000018, 100, 0.35, 0.00011103, 0.00000012, 16, 0.00011103, 0.00000012, 16, 1.09, 1.09
34, 0.00000483, 0.00000001, 11, 0.03, 0.00000483, 0.00000001, 1, 0.00000483, 0.00000001, 1, 1.00, 1.00
35, 0.00000920, 0.00000045, 100, 0.30, 0.00001580, 0.00000000, 42, 0.00001133, 0.00000001, 56, 1.72, 1.23
36, 0.00006851, 0.00000102, 100, 0.17, 0.00008736, 0.00000006, 16, 0.00008492, 0.00000029, 53, 1.28, 1.24
37, 0.00000446, 0.00000001, 10, 0.03, 0.00000446, 0.00000001, 1, 0.00000446, 0.00000001, 1, 1.00, 1.00
38, 0.00000988, 0.00000001, 38, 0.06, 0.00000988, 0.00000001, 46, 0.00000988, 0.00000001, 46, 1.00, 1.00
39, 0.00005574, 0.00000020, 37, 0.07, 0.00005574, 0.00000020, 16, 0.00005574, 0.00000020, 16, 1.00, 1.00
40, 0.00036775, 0.00000099, 72, 0.28, 0.00038776, 0.00000052, 16, 0.00025206, 0.00000038, 329, 1.05, 0.69
41, 0.00045484, 0.00000148, 85, 0.44, 0.00049276, 0.00000074, 9, 0.00037965, 0.00000021, 360, 1.08, 0.83
42, 0.00006631, 0.00000007, 100, 0.23, 0.00007317, 0.00000019, 29, 0.00007317, 0.00000019, 29, 1.10, 1.10
43, 0.00047727, 0.00000008, 41, 0.10, 0.00047727, 0.00000008, 25, 0.00036165, 0.00000010, 346, 1.00, 0.76
44, 0.00012779, 0.00000100, 100, 0.36, 0.00016564, 0.00000069, 19, 0.00014905, 0.00000022, 63, 1.30, 1.17
45, 0.00089592, 0.00000832, 73, 0.20, 0.00095391, 0.00000024, 13, 0.00078659, 0.00000048, 274, 1.06, 0.88
46, 0.00189100, 0.00000707, 82, 0.48, 0.00233933, 0.00000450, 50, 0.00155203, 0.00000399, 321, 1.24, 0.82
47, 0.00001144, 0.00000001, 16, 0.03, 0.00001144, 0.00000001, 31, 0.00001144, 0.00000001, 31, 1.00, 1.00
48, 0.00015478, 0.00000027, 63, 0.36, 0.00016759, 0.00000050, 16, 0.00016759, 0.00000050, 16, 1.08, 1.08
49, 0.00364056, 0.00000901, 99, 0.85, 0.00381313, 0.00000233, 32, 0.00264319, 0.00000806, 845, 1.05, 0.73
50, 0.00000846, 0.00000000, 15, 0.19, 0.00000846, 0.00000000, 24, 0.00000846, 0.00000000, 24, 1.00, 1.00
51, 0.00007524, 0.00000022, 100, 0.22, 0.00008090, 0.00000033, 33, 0.00008090, 0.00000033, 33, 1.08, 1.08
52, 0.00009486, 0.00000087, 70, 0.12, 0.00010359, 0.00000010, 38, 0.00009291, 0.00000004, 86, 1.09, 0.98
53, 0.00010858, 0.00000003, 72, 0.12, 0.00011913, 0.00000011, 9, 0.00010102, 0.00000041, 165, 1.10, 0.93
54, 0.00173647, 0.00002907, 94, 0.72, 0.00210770, 0.00000543, 10, 0.00119967, 0.00000091, 263, 1.21, 0.69
55, 0.00021982, 0.00000227, 82, 0.24, 0.00022831, 0.00000042, 1, 0.00016460, 0.00000011, 145, 1.04, 0.75
56, 0.00015944, 0.00000240, 82, 0.27, 0.00016727, 0.00000045, 43, 0.00016727, 0.00000045, 43, 1.05, 1.05
57, 0.00010403, 0.00000427, 98, 0.21, 0.00012368, 0.00000007, 27, 0.00012368, 0.00000007, 27, 1.19, 1.19
58, 0.00014287, 0.00001012, 75, 0.16, 0.00015977, 0.00000007, 21, 0.00015977, 0.00000007, 21, 1.12, 1.12
59, 0.00000234, 0.00000005, 100, 0.15, 0.00000343, 0.00000001, 15, 0.00000343, 0.00000001, 15, 1.47, 1.47
60, 0.00000037, 0.00000003, 14, 0.04, 0.00000670, 0.00000001, 1, 0.00000670, 0.00000001, 1, 18.16, 18.16
61, 0.00002812, 0.00000002, 1, 0.06, 0.00002812, 0.00000002, 24, 0.00002812, 0.00000002, 24, 1.00, 1.00
62, 0.00000727, 0.00000000, 46, 0.06, 0.00000727, 0.00000000, 37, 0.00000727, 0.00000000, 37, 1.00, 1.00
TOP: 100
Layer, Droplet time(s), Droplet std(s), Droplet trials, Droplet Tuning(min), Meta-{top} time(s), Meta-{top} std(s), trials-{top}, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-{top}, speedup-10k
0, 0.00000809, 0.00000002, 10, 0.03, 0.00000809, 0.00000002, 1, 0.00000809, 0.00000002, 1, 1.00, 1.00
1, 0.00000567, 0.00000001, 39, 0.07, 0.00000567, 0.00000001, 26, 0.00000567, 0.00000001, 26, 1.00, 1.00
2, 0.00008170, 0.00000009, 82, 0.15, 0.00008452, 0.00000011, 1, 0.00008452, 0.00000011, 1, 1.03, 1.03
3, 0.00021142, 0.00000083, 37, 0.08, 0.00021142, 0.00000083, 81, 0.00021142, 0.00000083, 81, 1.00, 1.00
4, 0.00016577, 0.00000070, 82, 0.22, 0.00017687, 0.00000027, 6, 0.00017687, 0.00000027, 6, 1.07, 1.07
5, 0.00000560, 0.00000008, 14, 0.04, 0.00000624, 0.00000001, 1, 0.00000624, 0.00000001, 1, 1.12, 1.12
6, 0.00000469, 0.00000000, 40, 0.06, 0.00000469, 0.00000000, 7, 0.00000469, 0.00000000, 7, 1.00, 1.00
7, 0.00007996, 0.00000038, 100, 0.20, 0.00008441, 0.00000008, 5, 0.00008441, 0.00000008, 5, 1.06, 1.06
8, 0.00015863, 0.00000026, 82, 0.19, 0.00017000, 0.00000026, 46, 0.00017000, 0.00000026, 46, 1.07, 1.07
9, 0.00030056, 0.00000029, 100, 0.35, 0.00033285, 0.00000080, 75, 0.00031747, 0.00000056, 226, 1.11, 1.06
10, 0.00009197, 0.00000101, 100, 0.23, 0.00009754, 0.00000011, 98, 0.00009212, 0.00000004, 188, 1.06, 1.00
11, 0.00013044, 0.00000023, 100, 0.22, 0.00014268, 0.00000033, 24, 0.00014268, 0.00000033, 24, 1.09, 1.09
12, 0.00009369, 0.00000009, 40, 0.08, 0.00009369, 0.00000009, 64, 0.00009120, 0.00000026, 120, 1.00, 0.97
13, 0.00000396, 0.00000000, 16, 0.15, 0.00000396, 0.00000000, 17, 0.00000396, 0.00000000, 17, 1.00, 1.00
14, 0.00008456, 0.00000071, 100, 0.20, 0.00009786, 0.00000019, 57, 0.00009786, 0.00000019, 57, 1.16, 1.16
15, 0.00029744, 0.00000163, 40, 0.10, 0.00029744, 0.00000163, 74, 0.00027606, 0.00000030, 408, 1.00, 0.93
16, 0.00031061, 0.00000460, 72, 0.17, 0.00033567, 0.00000027, 91, 0.00027660, 0.00000033, 276, 1.08, 0.89
17, 0.00021319, 0.00000108, 100, 0.22, 0.00022746, 0.00000011, 74, 0.00019793, 0.00000015, 306, 1.07, 0.93
18, 0.00022830, 0.00000171, 72, 0.26, 0.00024333, 0.00000025, 95, 0.00024333, 0.00000025, 95, 1.07, 1.07
19, 0.00014146, 0.00000318, 72, 0.15, 0.00016043, 0.00000033, 96, 0.00014246, 0.00000031, 234, 1.13, 1.01
20, 0.00020612, 0.00000025, 71, 0.36, 0.00022174, 0.00000012, 68, 0.00020192, 0.00000055, 129, 1.08, 0.98
21, 0.00022866, 0.00000189, 98, 0.46, 0.00026396, 0.00000079, 100, 0.00024897, 0.00000120, 135, 1.15, 1.09
22, 0.00001210, 0.00000020, 10, 0.04, 0.00001210, 0.00000020, 1, 0.00001210, 0.00000020, 1, 1.00, 1.00
23, 0.00000814, 0.00000001, 35, 0.07, 0.00000814, 0.00000001, 20, 0.00000814, 0.00000001, 20, 1.00, 1.00
24, 0.00012063, 0.00000029, 90, 0.58, 0.00012846, 0.00000013, 68, 0.00012846, 0.00000013, 68, 1.06, 1.06
25, 0.00018856, 0.00000239, 78, 0.37, 0.00020042, 0.00000043, 78, 0.00020042, 0.00000043, 78, 1.06, 1.06
26, 0.00011079, 0.00000166, 72, 0.17, 0.00011582, 0.00000008, 92, 0.00011582, 0.00000008, 92, 1.05, 1.05
27, 0.00012705, 0.00000141, 66, 0.37, 0.00013504, 0.00000028, 66, 0.00013460, 0.00000022, 115, 1.06, 1.06
