BENCH: shufflenet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
36, 0.0001078760, 0.0000003722, 94, 1.66, 4.00, 0.0001094917, 0.0000002616, 92, 0.0001051660, 0.0000000720, 777, 1.01, 0.97
37, 0.0000145752, 0.0000005824, 11, 0.14, 0.19, 0.0000343340, 0.0000053616, 2, 0.0000343340, 0.0000053616, 2, 2.36, 2.36
38, 0.0007728257, 0.0000033742, 100, 2.09, 4.43, 0.0010653792, 0.0000005872, 23, 0.0006344470, 0.0000004222, 197, 1.38, 0.82
39, 0.0008829102, 0.0000009750, 95, 2.59, 4.93, 0.0008874559, 0.0000011145, 27, 0.0005722510, 0.0000005060, 210, 1.01, 0.65
40, 0.0000109888, 0.0000000187, 11, 0.13, 0.16, 0.0000109888, 0.0000000187, 1, 0.0000109888, 0.0000000187, 1, 1.00, 1.00
41, 0.0002134187, 0.0000015989, 89, 1.81, 4.15, 0.0002254787, 0.0000027430, 73, 0.0001710102, 0.0000351377, 182, 1.06, 0.80
42, 0.0000120821, 0.0000001921, 11, 0.13, 0.17, 0.0000120821, 0.0000001921, 2, 0.0000120821, 0.0000001921, 2, 1.00, 1.00
43, 0.0014604140, 0.0000031951, 97, 2.36, 4.70, 0.0015485823, 0.0000004968, 66, 0.0003944122, 0.0000065570, 325, 1.06, 0.27
44, 0.0000091200, 0.0000001450, 11, 0.13, 0.18, 0.0000112032, 0.0000000114, 2, 0.0000112032, 0.0000000114, 2, 1.23, 1.23
45, 0.0001938447, 0.0000003977, 14, 0.64, 2.98, 0.0001938447, 0.0000003977, 76, 0.0001167542, 0.0000003209, 133, 1.00, 0.60
46, 0.0000107301, 0.0000001558, 23, 0.27, 1.25, 0.0000107301, 0.0000001558, 42, 0.0000107301, 0.0000001558, 42, 1.00, 1.00
47, 0.0000014183, 0.0000001772, 11, 0.13, 0.15, 0.0000573958, 0.0000002358, 1, 0.0000573958, 0.0000002358, 1, 40.47, 40.47
48, 0.0000392063, 0.0000000198, 49, 0.81, 1.75, 0.0000392063, 0.0000000198, 40, 0.0000392063, 0.0000000198, 40, 1.00, 1.00
49, 0.0000268768, 0.0000005255, 39, 0.54, 1.48, 0.0000270850, 0.0000000298, 40, 0.0000270850, 0.0000000298, 40, 1.01, 1.01
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000153155, 0.0000002153, 11, 0.14, 0.21, 0.0000153155, 0.0000002153, 3, 0.0000153155, 0.0000002153, 3, 1.00, 1.00
1, 0.0003638468, 0.0000005303, 98, 2.17, 5.49, 0.0003707163, 0.0000010520, 142, 0.0003707163, 0.0000010520, 142, 1.02, 1.02
2, 0.0002160020, 0.0000011994, 94, 2.33, 6.40, 0.0002192614, 0.0000016489, 174, 0.0002192614, 0.0000016489, 174, 1.02, 1.02
3, 0.0001626065, 0.0000009152, 62, 2.10, 3.87, 0.0001844685, 0.0000000448, 76, 0.0001844685, 0.0000000448, 76, 1.13, 1.13
4, 0.0000159751, 0.0000000129, 11, 0.16, 0.23, 0.0000159751, 0.0000000129, 3, 0.0000159751, 0.0000000129, 3, 1.00, 1.00
5, 0.0001269530, 0.0000006511, 100, 1.71, 3.75, 0.0001591705, 0.0000000525, 87, 0.0001591705, 0.0000000525, 87, 1.25, 1.25
6, 0.0000161135, 0.0000007216, 11, 0.14, 0.18, 0.0000221104, 0.0000105175, 2, 0.0000221104, 0.0000105175, 2, 1.37, 1.37
7, 0.0002530792, 0.0000021768, 87, 2.82, 6.89, 0.0004336730, 0.0000004883, 174, 0.0004336730, 0.0000004883, 174, 1.71, 1.71
8, 0.0000188014, 0.0000000813, 16, 0.38, 0.50, 0.0000188014, 0.0000000813, 5, 0.0000188014, 0.0000000813, 5, 1.00, 1.00
9, 0.0000280551, 0.0000000081, 11, 0.15, 0.22, 0.0000280551, 0.0000000081, 3, 0.0000280551, 0.0000000081, 3, 1.00, 1.00
10, 0.0001019493, 0.0000000833, 100, 1.41, 2.74, 0.0001279260, 0.0000001881, 57, 0.0001279260, 0.0000001881, 57, 1.25, 1.25
11, 0.0000219349, 0.0000000207, 11, 0.14, 0.19, 0.0000219349, 0.0000000207, 2, 0.0000219349, 0.0000000207, 2, 1.00, 1.00
12, 0.0000227587, 0.0000010136, 11, 0.17, 0.22, 0.0000277888, 0.0000068514, 2, 0.0000277888, 0.0000068514, 2, 1.22, 1.22
13, 0.0001254428, 0.0000010726, 100, 1.57, 4.73, 0.0001519179, 0.0000003338, 135, 0.0001519179, 0.0000003338, 135, 1.21, 1.21
14, 0.0000207087, 0.0000000209, 11, 0.14, 0.17, 0.0000207087, 0.0000000209, 1, 0.0000207087, 0.0000000209, 1, 1.00, 1.00
15, 0.0004855230, 0.0000007987, 93, 1.84, 6.51, 0.0005071803, 0.0000006481, 160, 0.0002798070, 0.0000004527, 541, 1.04, 0.58
16, 0.0000143542, 0.0000000162, 11, 0.14, 0.19, 0.0000143542, 0.0000000162, 2, 0.0000143542, 0.0000000162, 2, 1.00, 1.00
17, 0.0001739783, 0.0000006995, 96, 2.28, 6.96, 0.0001815418, 0.0000002073, 197, 0.0001588110, 0.0000001035, 263, 1.04, 0.91
18, 0.0000264685, 0.0000000752, 11, 0.25, 0.29, 0.0000264685, 0.0000000752, 2, 0.0000264685, 0.0000000752, 2, 1.00, 1.00
19, 0.0004964180, 0.0000001659, 82, 1.78, 6.45, 0.0005084247, 0.0000001166, 157, 0.0004367769, 0.0000000966, 221, 1.02, 0.88
20, 0.0006537230, 0.0000013742, 80, 1.76, 6.44, 0.0006549297, 0.0000006000, 175, 0.0005602252, 0.0000006213, 209, 1.00, 0.86
21, 0.0000226670, 0.0000014018, 11, 0.15, 0.20, 0.0000250106, 0.0000063261, 2, 0.0000250106, 0.0000063261, 2, 1.10, 1.10
22, 0.0001017860, 0.0000004517, 93, 1.47, 5.77, 0.0001521034, 0.0000397452, 184, 0.0001521034, 0.0000397452, 184, 1.49, 1.49
23, 0.0000140667, 0.0000006467, 11, 0.18, 0.22, 0.0000271611, 0.0000001047, 2, 0.0000271611, 0.0000001047, 2, 1.93, 1.93
24, 0.0003603152, 0.0000005055, 97, 2.08, 6.76, 0.0006000705, 0.0000009064, 189, 0.0003273761, 0.0000005579, 503, 1.67, 0.91
25, 0.0000142131, 0.0000000122, 11, 0.14, 0.18, 0.0000142131, 0.0000000122, 2, 0.0000142131, 0.0000000122, 2, 1.00, 1.00
26, 0.0001145927, 0.0000001368, 99, 1.70, 4.74, 0.0001181779, 0.0000001775, 130, 0.0001181779, 0.0000001775, 130, 1.03, 1.03
27, 0.0000189373, 0.0000000331, 11, 0.15, 0.18, 0.0000189373, 0.0000000331, 1, 0.0000189373, 0.0000000331, 1, 1.00, 1.00
28, 0.0003293047, 0.0000020039, 99, 2.06, 4.21, 0.0003343190, 0.0000007112, 92, 0.0003343190, 0.0000007112, 92, 1.02, 1.02
29, 0.0011784945, 0.0000014192, 81, 2.11, 6.79, 0.0011821855, 0.0000007280, 195, 0.0011005366, 0.0000009862, 210, 1.00, 0.93
30, 0.0000126278, 0.0000000653, 11, 0.13, 0.16, 0.0000126278, 0.0000000653, 1, 0.0000126278, 0.0000000653, 1, 1.00, 1.00
31, 0.0000162367, 0.0000009490, 11, 0.14, 0.21, 0.0000289510, 0.0000038514, 3, 0.0000289510, 0.0000038514, 3, 1.78, 1.78
32, 0.0001561098, 0.0000001265, 96, 1.54, 6.22, 0.0001589237, 0.0000006880, 132, 0.0001040667, 0.0000000964, 835, 1.02, 0.67
33, 0.0000128299, 0.0000000443, 11, 0.14, 0.23, 0.0000128299, 0.0000000443, 4, 0.0000128299, 0.0000000443, 4, 1.00, 1.00
34, 0.0004283008, 0.0000008340, 88, 1.79, 6.47, 0.0004623530, 0.0000011433, 194, 0.0002963549, 0.0000005388, 1401, 1.08, 0.69
35, 0.0000120195, 0.0000000333, 11, 0.14, 0.16, 0.0000120195, 0.0000000333, 1, 0.0000120195, 0.0000000333, 1, 1.00, 1.00
36, 0.0001054360, 0.0000009208, 99, 1.68, 6.36, 0.0001066816, 0.0000001236, 133, 0.0001051660, 0.0000000720, 777, 1.01, 1.00
37, 0.0000150768, 0.0000004371, 11, 0.14, 0.19, 0.0000343340, 0.0000053616, 2, 0.0000343340, 0.0000053616, 2, 2.28, 2.28
38, 0.0006344470, 0.0000004222, 50, 0.81, 5.41, 0.0006344470, 0.0000004222, 197, 0.0006344470, 0.0000004222, 197, 1.00, 1.00
39, 0.0005835473, 0.0000011963, 91, 2.05, 6.72, 0.0005994936, 0.0000105421, 193, 0.0005722510, 0.0000005060, 210, 1.03, 0.98
40, 0.0000109888, 0.0000000187, 11, 0.14, 0.16, 0.0000109888, 0.0000000187, 1, 0.0000109888, 0.0000000187, 1, 1.00, 1.00
41, 0.0001313078, 0.0000007470, 100, 1.85, 6.10, 0.0001710102, 0.0000351377, 182, 0.0001710102, 0.0000351377, 182, 1.30, 1.30
42, 0.0000119785, 0.0000003724, 11, 0.13, 0.17, 0.0000120821, 0.0000001921, 2, 0.0000120821, 0.0000001921, 2, 1.01, 1.01
43, 0.0005217032, 0.0000006599, 93, 2.31, 6.99, 0.0005342995, 0.0000060971, 144, 0.0003944122, 0.0000065570, 325, 1.02, 0.76
44, 0.0000092117, 0.0000001868, 11, 0.13, 0.18, 0.0000112032, 0.0000000114, 2, 0.0000112032, 0.0000000114, 2, 1.22, 1.22
45, 0.0001156845, 0.0000003770, 92, 1.84, 4.95, 0.0001167542, 0.0000003209, 133, 0.0001167542, 0.0000003209, 133, 1.01, 1.01
46, 0.0000107301, 0.0000001558, 23, 0.34, 1.32, 0.0000107301, 0.0000001558, 42, 0.0000107301, 0.0000001558, 42, 1.00, 1.00
47, 0.0000016200, 0.0000002510, 11, 0.13, 0.15, 0.0000573958, 0.0000002358, 1, 0.0000573958, 0.0000002358, 1, 35.43, 35.43
48, 0.0000392063, 0.0000000198, 48, 0.80, 1.74, 0.0000392063, 0.0000000198, 40, 0.0000392063, 0.0000000198, 40, 1.00, 1.00
49, 0.0000270850, 0.0000000298, 38, 0.48, 1.42, 0.0000270850, 0.0000000298, 40, 0.0000270850, 0.0000000298, 40, 1.00, 1.00
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000152752, 0.0000002962, 11, 0.14, 0.21, 0.0000153155, 0.0000002153, 3, 0.0000153155, 0.0000002153, 3, 1.00, 1.00
1, 0.0003503133, 0.0000020805, 98, 2.29, 5.61, 0.0003707163, 0.0000010520, 142, 0.0003707163, 0.0000010520, 142, 1.06, 1.06
2, 0.0002180938, 0.0000009435, 96, 2.24, 6.31, 0.0002192614, 0.0000016489, 174, 0.0002192614, 0.0000016489, 174, 1.01, 1.01
3, 0.0001571748, 0.0000003628, 58, 1.82, 3.60, 0.0001844685, 0.0000000448, 76, 0.0001844685, 0.0000000448, 76, 1.17, 1.17
4, 0.0000158235, 0.0000005361, 11, 0.16, 0.23, 0.0000159751, 0.0000000129, 3, 0.0000159751, 0.0000000129, 3, 1.01, 1.01
5, 0.0001279462, 0.0000006963, 100, 1.65, 3.68, 0.0001591705, 0.0000000525, 87, 0.0001591705, 0.0000000525, 87, 1.24, 1.24
6, 0.0000164818, 0.0000006041, 11, 0.14, 0.18, 0.0000221104, 0.0000105175, 2, 0.0000221104, 0.0000105175, 2, 1.34, 1.34
7, 0.0002646027, 0.0000016818, 85, 2.66, 6.73, 0.0004336730, 0.0000004883, 174, 0.0004336730, 0.0000004883, 174, 1.64, 1.64
8, 0.0000188014, 0.0000000813, 16, 0.38, 0.49, 0.0000188014, 0.0000000813, 5, 0.0000188014, 0.0000000813, 5, 1.00, 1.00
9, 0.0000280551, 0.0000000081, 11, 0.14, 0.21, 0.0000280551, 0.0000000081, 3, 0.0000280551, 0.0000000081, 3, 1.00, 1.00
10, 0.0001010727, 0.0000011942, 100, 1.39, 2.73, 0.0001279260, 0.0000001881, 57, 0.0001279260, 0.0000001881, 57, 1.27, 1.27
11, 0.0000219349, 0.0000000207, 11, 0.14, 0.19, 0.0000219349, 0.0000000207, 2, 0.0000219349, 0.0000000207, 2, 1.00, 1.00
12, 0.0000229053, 0.0000008211, 11, 0.17, 0.22, 0.0000277888, 0.0000068514, 2, 0.0000277888, 0.0000068514, 2, 1.21, 1.21
13, 0.0001241027, 0.0000007077, 100, 1.52, 4.68, 0.0001519179, 0.0000003338, 135, 0.0001519179, 0.0000003338, 135, 1.22, 1.22
14, 0.0000207087, 0.0000000209, 11, 0.15, 0.17, 0.0000207087, 0.0000000209, 1, 0.0000207087, 0.0000000209, 1, 1.00, 1.00
15, 0.0004848630, 0.0000037173, 94, 1.92, 8.94, 0.0005071803, 0.0000006481, 160, 0.0002798070, 0.0000004527, 541, 1.05, 0.58
16, 0.0000143542, 0.0000000162, 11, 0.14, 0.19, 0.0000143542, 0.0000000162, 2, 0.0000143542, 0.0000000162, 2, 1.00, 1.00
17, 0.0001352263, 0.0000019765, 99, 2.16, 8.31, 0.0001588110, 0.0000001035, 263, 0.0001588110, 0.0000001035, 263, 1.17, 1.17
18, 0.0000264685, 0.0000000752, 11, 0.18, 0.22, 0.0000264685, 0.0000000752, 2, 0.0000264685, 0.0000000752, 2, 1.00, 1.00
19, 0.0004367769, 0.0000000966, 13, 0.68, 5.85, 0.0004367769, 0.0000000966, 221, 0.0004367769, 0.0000000966, 221, 1.00, 1.00
20, 0.0005602252, 0.0000006213, 20, 0.73, 5.61, 0.0005602252, 0.0000006213, 209, 0.0005602252, 0.0000006213, 209, 1.00, 1.00
21, 0.0000226120, 0.0000006492, 11, 0.15, 0.20, 0.0000250106, 0.0000063261, 2, 0.0000250106, 0.0000063261, 2, 1.11, 1.11
22, 0.0001001410, 0.0000002687, 95, 1.67, 5.98, 0.0001521034, 0.0000397452, 184, 0.0001521034, 0.0000397452, 184, 1.52, 1.52
23, 0.0000129335, 0.0000004147, 11, 0.13, 0.18, 0.0000271611, 0.0000001047, 2, 0.0000271611, 0.0000001047, 2, 2.10, 2.10
24, 0.0003014497, 0.0000007293, 99, 2.23, 9.25, 0.0005107355, 0.0000014898, 210, 0.0003273761, 0.0000005579, 503, 1.69, 1.09
25, 0.0000142131, 0.0000000122, 11, 0.14, 0.18, 0.0000142131, 0.0000000122, 2, 0.0000142131, 0.0000000122, 2, 1.00, 1.00
26, 0.0001159162, 0.0000007045, 99, 1.74, 4.78, 0.0001181779, 0.0000001775, 130, 0.0001181779, 0.0000001775, 130, 1.02, 1.02
27, 0.0000189373, 0.0000000331, 11, 0.15, 0.18, 0.0000189373, 0.0000000331, 1, 0.0000189373, 0.0000000331, 1, 1.00, 1.00
28, 0.0003270483, 0.0000023681, 100, 2.38, 4.53, 0.0003343190, 0.0000007112, 92, 0.0003343190, 0.0000007112, 92, 1.02, 1.02
29, 0.0010933422, 0.0000004203, 100, 2.45, 7.36, 0.0011005366, 0.0000009862, 210, 0.0011005366, 0.0000009862, 210, 1.01, 1.01
30, 0.0000126278, 0.0000000653, 11, 0.13, 0.16, 0.0000126278, 0.0000000653, 1, 0.0000126278, 0.0000000653, 1, 1.00, 1.00
31, 0.0000163385, 0.0000012598, 11, 0.14, 0.21, 0.0000289510, 0.0000038514, 3, 0.0000289510, 0.0000038514, 3, 1.77, 1.77
32, 0.0001565782, 0.0000004833, 97, 1.50, 8.52, 0.0001572082, 0.0000001678, 220, 0.0001040667, 0.0000000964, 835, 1.00, 0.66
33, 0.0000128299, 0.0000000443, 11, 0.14, 0.23, 0.0000128299, 0.0000000443, 4, 0.0000128299, 0.0000000443, 4, 1.00, 1.00
34, 0.0003689003, 0.0000009031, 99, 1.97, 8.99, 0.0003829432, 0.0000003726, 267, 0.0002963549, 0.0000005388, 1401, 1.04, 0.80
35, 0.0000120195, 0.0000000333, 11, 0.13, 0.16, 0.0000120195, 0.0000000333, 1, 0.0000120195, 0.0000000333, 1, 1.00, 1.00
36, 0.0001066816, 0.0000001236, 50, 0.69, 7.71, 0.0001066816, 0.0000001236, 133, 0.0001051660, 0.0000000720, 777, 1.00, 0.99
37, 0.0000146202, 0.0000007801, 11, 0.14, 0.19, 0.0000343340, 0.0000053616, 2, 0.0000343340, 0.0000053616, 2, 2.35, 2.35
38, 0.0006318763, 0.0000004586, 99, 1.61, 6.21, 0.0006344470, 0.0000004222, 197, 0.0006344470, 0.0000004222, 197, 1.00, 1.00
39, 0.0005722510, 0.0000005060, 50, 1.23, 6.14, 0.0005722510, 0.0000005060, 210, 0.0005722510, 0.0000005060, 210, 1.00, 1.00
40, 0.0000109888, 0.0000000187, 11, 0.14, 0.16, 0.0000109888, 0.0000000187, 1, 0.0000109888, 0.0000000187, 1, 1.00, 1.00
41, 0.0001318278, 0.0000012284, 100, 1.82, 6.08, 0.0001710102, 0.0000351377, 182, 0.0001710102, 0.0000351377, 182, 1.30, 1.30
42, 0.0000120821, 0.0000001921, 11, 0.13, 0.18, 0.0000120821, 0.0000001921, 2, 0.0000120821, 0.0000001921, 2, 1.00, 1.00
43, 0.0005245467, 0.0000016857, 19, 0.83, 7.85, 0.0005245467, 0.0000016857, 288, 0.0003944122, 0.0000065570, 325, 1.00, 0.75
44, 0.0000093702, 0.0000002093, 11, 0.13, 0.18, 0.0000112032, 0.0000000114, 2, 0.0000112032, 0.0000000114, 2, 1.20, 1.20
45, 0.0001051560, 0.0000006500, 93, 1.95, 5.07, 0.0001167542, 0.0000003209, 133, 0.0001167542, 0.0000003209, 133, 1.11, 1.11
46, 0.0000107301, 0.0000001558, 23, 0.32, 1.30, 0.0000107301, 0.0000001558, 42, 0.0000107301, 0.0000001558, 42, 1.00, 1.00
47, 0.0000014000, 0.0000002122, 11, 0.12, 0.15, 0.0000573958, 0.0000002358, 1, 0.0000573958, 0.0000002358, 1, 41.00, 41.00
48, 0.0000392063, 0.0000000198, 48, 0.83, 1.76, 0.0000392063, 0.0000000198, 40, 0.0000392063, 0.0000000198, 40, 1.00, 1.00
49, 0.0000270850, 0.0000000298, 38, 0.47, 1.40, 0.0000270850, 0.0000000298, 40, 0.0000270850, 0.0000000298, 40, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000153155, 0.0000002153, 11, 0.14, 0.21, 0.0000153155, 0.0000002153, 3, 0.0000153155, 0.0000002153, 3, 1.00, 1.00
1, 0.0003638837, 0.0000032761, 97, 2.25, 5.57, 0.0003707163, 0.0000010520, 142, 0.0003707163, 0.0000010520, 142, 1.02, 1.02
2, 0.0002148237, 0.0000011988, 94, 2.21, 6.28, 0.0002192614, 0.0000016489, 174, 0.0002192614, 0.0000016489, 174, 1.02, 1.02
3, 0.0001453082, 0.0000002922, 67, 2.33, 4.11, 0.0001844685, 0.0000000448, 76, 0.0001844685, 0.0000000448, 76, 1.27, 1.27
4, 0.0000159751, 0.0000000129, 11, 0.16, 0.23, 0.0000159751, 0.0000000129, 3, 0.0000159751, 0.0000000129, 3, 1.00, 1.00
5, 0.0001283078, 0.0000009136, 100, 1.66, 3.70, 0.0001591705, 0.0000000525, 87, 0.0001591705, 0.0000000525, 87, 1.24, 1.24
6, 0.0000152217, 0.0000004318, 11, 0.13, 0.18, 0.0000221104, 0.0000105175, 2, 0.0000221104, 0.0000105175, 2, 1.45, 1.45
7, 0.0002479958, 0.0000009733, 87, 2.53, 6.60, 0.0004336730, 0.0000004883, 174, 0.0004336730, 0.0000004883, 174, 1.75, 1.75
8, 0.0000188014, 0.0000000813, 16, 0.38, 0.50, 0.0000188014, 0.0000000813, 5, 0.0000188014, 0.0000000813, 5, 1.00, 1.00
9, 0.0000280551, 0.0000000081, 11, 0.15, 0.22, 0.0000280551, 0.0000000081, 3, 0.0000280551, 0.0000000081, 3, 1.00, 1.00
10, 0.0001012843, 0.0000006335, 100, 1.43, 2.76, 0.0001279260, 0.0000001881, 57, 0.0001279260, 0.0000001881, 57, 1.26, 1.26
11, 0.0000219349, 0.0000000207, 11, 0.14, 0.19, 0.0000219349, 0.0000000207, 2, 0.0000219349, 0.0000000207, 2, 1.00, 1.00
12, 0.0000235452, 0.0000005741, 11, 0.17, 0.22, 0.0000277888, 0.0000068514, 2, 0.0000277888, 0.0000068514, 2, 1.18, 1.18
13, 0.0001256280, 0.0000006244, 100, 1.57, 4.72, 0.0001519179, 0.0000003338, 135, 0.0001519179, 0.0000003338, 135, 1.21, 1.21
14, 0.0000207087, 0.0000000209, 11, 0.15, 0.17, 0.0000207087, 0.0000000209, 1, 0.0000207087, 0.0000000209, 1, 1.00, 1.00
15, 0.0002195938, 0.0000004562, 91, 1.84, 14.50, 0.0002798070, 0.0000004527, 541, 0.0002798070, 0.0000004527, 541, 1.27, 1.27
16, 0.0000143542, 0.0000000162, 11, 0.21, 0.26, 0.0000143542, 0.0000000162, 2, 0.0000143542, 0.0000000162, 2, 1.00, 1.00
17, 0.0001383597, 0.0000006572, 99, 1.97, 8.12, 0.0001588110, 0.0000001035, 263, 0.0001588110, 0.0000001035, 263, 1.15, 1.15
18, 0.0000264685, 0.0000000752, 11, 0.18, 0.23, 0.0000264685, 0.0000000752, 2, 0.0000264685, 0.0000000752, 2, 1.00, 1.00
19, 0.0004367769, 0.0000000966, 14, 0.71, 5.88, 0.0004367769, 0.0000000966, 221, 0.0004367769, 0.0000000966, 221, 1.00, 1.00
20, 0.0005602252, 0.0000006213, 19, 0.72, 5.61, 0.0005602252, 0.0000006213, 209, 0.0005602252, 0.0000006213, 209, 1.00, 1.00
21, 0.0000211770, 0.0000010274, 11, 0.15, 0.20, 0.0000250106, 0.0000063261, 2, 0.0000250106, 0.0000063261, 2, 1.18, 1.18
22, 0.0001032793, 0.0000007875, 95, 1.55, 5.85, 0.0001521034, 0.0000397452, 184, 0.0001521034, 0.0000397452, 184, 1.47, 1.47
23, 0.0000141485, 0.0000003858, 11, 0.13, 0.18, 0.0000271611, 0.0000001047, 2, 0.0000271611, 0.0000001047, 2, 1.92, 1.92
24, 0.0003017713, 0.0000004779, 97, 2.63, 14.39, 0.0003273761, 0.0000005579, 503, 0.0003273761, 0.0000005579, 503, 1.08, 1.08
25, 0.0000136318, 0.0000004652, 11, 0.14, 0.18, 0.0000142131, 0.0000000122, 2, 0.0000142131, 0.0000000122, 2, 1.04, 1.04
26, 0.0001147045, 0.0000006070, 99, 1.85, 4.89, 0.0001181779, 0.0000001775, 130, 0.0001181779, 0.0000001775, 130, 1.03, 1.03
27, 0.0000189373, 0.0000000331, 11, 0.15, 0.18, 0.0000189373, 0.0000000331, 1, 0.0000189373, 0.0000000331, 1, 1.00, 1.00
28, 0.0003190947, 0.0000045479, 100, 2.17, 4.32, 0.0003343190, 0.0000007112, 92, 0.0003343190, 0.0000007112, 92, 1.05, 1.05
29, 0.0007830760, 0.0000050673, 100, 2.21, 7.12, 0.0011005366, 0.0000009862, 210, 0.0011005366, 0.0000009862, 210, 1.41, 1.41
30, 0.0000126278, 0.0000000653, 11, 0.13, 0.16, 0.0000126278, 0.0000000653, 1, 0.0000126278, 0.0000000653, 1, 1.00, 1.00
31, 0.0000155052, 0.0000010986, 11, 0.14, 0.21, 0.0000289510, 0.0000038514, 3, 0.0000289510, 0.0000038514, 3, 1.87, 1.87
32, 0.0000997692, 0.0000006938, 98, 1.51, 21.04, 0.0001040667, 0.0000000964, 835, 0.0001040667, 0.0000000964, 835, 1.04, 1.04
33, 0.0000128299, 0.0000000443, 11, 0.14, 0.23, 0.0000128299, 0.0000000443, 4, 0.0000128299, 0.0000000443, 4, 1.00, 1.00
34, 0.0003334600, 0.0000008808, 95, 2.09, 25.48, 0.0003355989, 0.0000004686, 734, 0.0002963549, 0.0000005388, 1401, 1.01, 0.89
35, 0.0000120195, 0.0000000333, 11, 0.14, 0.16, 0.0000120195, 0.0000000333, 1, 0.0000120195, 0.0000000333, 1, 1.00, 1.00
36, 0.0001020243, 0.0000013283, 99, 1.56, 19.73, 0.0001051660, 0.0000000720, 777, 0.0001051660, 0.0000000720, 777, 1.03, 1.03
37, 0.0000145385, 0.0000007210, 11, 0.14, 0.19, 0.0000343340, 0.0000053616, 2, 0.0000343340, 0.0000053616, 2, 2.36, 2.36
38, 0.0006344470, 0.0000004222, 50, 0.81, 5.42, 0.0006344470, 0.0000004222, 197, 0.0006344470, 0.0000004222, 197, 1.00, 1.00
39, 0.0005722510, 0.0000005060, 50, 1.27, 6.18, 0.0005722510, 0.0000005060, 210, 0.0005722510, 0.0000005060, 210, 1.00, 1.00
40, 0.0000109888, 0.0000000187, 11, 0.14, 0.16, 0.0000109888, 0.0000000187, 1, 0.0000109888, 0.0000000187, 1, 1.00, 1.00
41, 0.0001317412, 0.0000004306, 100, 2.01, 6.26, 0.0001710102, 0.0000351377, 182, 0.0001710102, 0.0000351377, 182, 1.30, 1.30
42, 0.0000120821, 0.0000001921, 11, 0.13, 0.17, 0.0000120821, 0.0000001921, 2, 0.0000120821, 0.0000001921, 2, 1.00, 1.00
43, 0.0002789058, 0.0000013824, 89, 2.26, 9.86, 0.0003944122, 0.0000065570, 325, 0.0003944122, 0.0000065570, 325, 1.41, 1.41
44, 0.0000091768, 0.0000001691, 11, 0.13, 0.18, 0.0000112032, 0.0000000114, 2, 0.0000112032, 0.0000000114, 2, 1.22, 1.22
45, 0.0001050043, 0.0000001886, 94, 2.00, 5.11, 0.0001167542, 0.0000003209, 133, 0.0001167542, 0.0000003209, 133, 1.11, 1.11
46, 0.0000107301, 0.0000001558, 23, 0.32, 1.31, 0.0000107301, 0.0000001558, 42, 0.0000107301, 0.0000001558, 42, 1.00, 1.00
47, 0.0000014900, 0.0000002248, 11, 0.13, 0.15, 0.0000573958, 0.0000002358, 1, 0.0000573958, 0.0000002358, 1, 38.52, 38.52
48, 0.0000392063, 0.0000000198, 48, 0.81, 1.75, 0.0000392063, 0.0000000198, 40, 0.0000392063, 0.0000000198, 40, 1.00, 1.00
49, 0.0000270850, 0.0000000298, 38, 0.46, 1.40, 0.0000270850, 0.0000000298, 40, 0.0000270850, 0.0000000298, 40, 1.00, 1.00
