BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
80, 0.0000961620, 0.0000004689, 60, 0.151, 0.238, 0.0001079871, 0.0000001990, 31, 0.0001079871, 0.0000001990, 31, 0.087, 1.12, 1.12
81, 0.0000916418, 0.0000002853, 58, 0.121, 0.260, 0.0000977088, 0.0000001582, 20, 0.0000613888, 0.0000000593, 385, 1.075, 1.07, 0.67
82, 0.0004809805, 0.0000051350, 89, 0.224, 0.363, 0.0005104125, 0.0000004803, 16, 0.0004265022, 0.0000005332, 107, 0.299, 1.06, 0.89
83, 0.0003795102, 0.0000002072, 58, 0.124, 0.166, 0.0003990571, 0.0000003401, 15, 0.0003990571, 0.0000003401, 15, 0.042, 1.05, 1.05
84, 0.0003598547, 0.0000009502, 60, 0.261, 0.369, 0.0003934591, 0.0000007940, 39, 0.0003934591, 0.0000007940, 39, 0.109, 1.09, 1.09
85, 0.0003895127, 0.0000019210, 85, 0.685, 0.730, 0.0004142896, 0.0000003726, 16, 0.0004142896, 0.0000003726, 16, 0.045, 1.06, 1.06
86, 0.0003197105, 0.0000002625, 60, 0.140, 0.199, 0.0003556203, 0.0000001545, 21, 0.0003556203, 0.0000001545, 21, 0.059, 1.11, 1.11
87, 0.0003938207, 0.0000060149, 60, 0.265, 0.399, 0.0004228733, 0.0000007191, 48, 0.0004228733, 0.0000007191, 48, 0.134, 1.07, 1.07
88, 0.0002789682, 0.0000031116, 90, 0.227, 0.367, 0.0003011375, 0.0000006675, 9, 0.0002766346, 0.0000004843, 61, 0.170, 1.08, 0.99
89, 0.0003233975, 0.0000037195, 58, 0.118, 0.258, 0.0003446766, 0.0000000681, 35, 0.0003180288, 0.0000000604, 56, 0.156, 1.07, 0.98
90, 0.0001850205, 0.0000005580, 60, 0.252, 0.260, 0.0001991264, 0.0000002077, 3, 0.0001991264, 0.0000002077, 3, 0.008, 1.08, 1.08
91, 0.0001806523, 0.0000001453, 89, 0.536, 0.539, 0.0001960170, 0.0000002457, 1, 0.0001960170, 0.0000002457, 1, 0.003, 1.09, 1.09
92, 0.0001463555, 0.0000003370, 100, 0.238, 0.324, 0.0001750631, 0.0000001632, 31, 0.0001750631, 0.0000001632, 31, 0.087, 1.20, 1.20
93, 0.0001485613, 0.0000004085, 86, 0.168, 0.308, 0.0001609219, 0.0000000072, 31, 0.0001344093, 0.0000002758, 60, 0.168, 1.08, 0.90
94, 0.0002450228, 0.0000015425, 87, 0.314, 0.454, 0.0002596345, 0.0000006322, 18, 0.0002290249, 0.0000002939, 292, 0.816, 1.06, 0.93
95, 0.0007993880, 0.0000207321, 100, 0.360, 0.500, 0.0008505993, 0.0000000852, 23, 0.0006046167, 0.0000018130, 74, 0.207, 1.06, 0.76
96, 0.0005474757, 0.0000029716, 99, 0.437, 0.577, 0.0007280437, 0.0000015098, 11, 0.0004784856, 0.0000000673, 80, 0.223, 1.33, 0.87
97, 0.0004484647, 0.0000069980, 100, 0.406, 0.545, 0.0007661982, 0.0000005158, 7, 0.0004615454, 0.0000007524, 102, 0.285, 1.71, 1.03
98, 0.0003204807, 0.0000023686, 99, 0.415, 0.555, 0.0004354944, 0.0000006585, 18, 0.0003989689, 0.0000010976, 53, 0.148, 1.36, 1.24
99, 0.0002969743, 0.0000016077, 60, 0.154, 0.293, 0.0003125120, 0.0000002304, 43, 0.0003019159, 0.0000002258, 62, 0.173, 1.05, 1.02
100, 0.0000061061, 0.0000000711, 10, 0.024, 0.027, 0.0000061061, 0.0000000711, 1, 0.0000061061, 0.0000000711, 1, 0.003, 1.00, 1.00
101, 0.0000073038, 0.0000003623, 10, 0.025, 0.028, 0.0000074189, 0.0000000081, 1, 0.0000074189, 0.0000000081, 1, 0.003, 1.02, 1.02
102, 0.0010019038, 0.0000110972, 83, 0.386, 0.525, 0.0010566568, 0.0000004768, 21, 0.0008584635, 0.0000004998, 113, 0.316, 1.05, 0.86
103, 0.0000160472, 0.0000002921, 14, 0.045, 0.048, 0.0000166538, 0.0000000177, 1, 0.0000166538, 0.0000000177, 1, 0.003, 1.04, 1.04
104, 0.0000183499, 0.0000000187, 10, 0.024, 0.030, 0.0000183499, 0.0000000187, 2, 0.0000183499, 0.0000000187, 2, 0.006, 1.00, 1.00
105, 0.0008383972, 0.0000154845, 100, 0.284, 0.424, 0.0010385595, 0.0000003055, 45, 0.0008177997, 0.0000006283, 66, 0.184, 1.24, 0.98
106, 0.0010803308, 0.0000145420, 85, 0.456, 0.595, 0.0012264322, 0.0000008279, 48, 0.0008627482, 0.0000007478, 761, 2.125, 1.14, 0.80
107, 0.0008203915, 0.0000189638, 100, 0.284, 0.424, 0.0013372927, 0.0000036043, 4, 0.0008096882, 0.0000012274, 65, 0.182, 1.63, 0.99
108, 0.0000364493, 0.0000006199, 10, 0.026, 0.029, 0.0001122724, 0.0000000570, 1, 0.0001122724, 0.0000000570, 1, 0.003, 3.08, 3.08
109, 0.0000062582, 0.0000000069, 18, 0.038, 0.099, 0.0000062582, 0.0000000069, 22, 0.0000062582, 0.0000000069, 22, 0.061, 1.00, 1.00
110, 0.0009293880, 0.0000116901, 60, 0.151, 0.290, 0.0009862054, 0.0000016969, 15, 0.0009181297, 0.0000003378, 91, 0.254, 1.06, 0.99
111, 0.0000155343, 0.0000002221, 10, 0.025, 0.028, 0.0000571973, 0.0000001631, 1, 0.0000571973, 0.0000001631, 1, 0.003, 3.68, 3.68
112, 0.0000045532, 0.0000000138, 15, 0.033, 0.058, 0.0000045532, 0.0000000138, 9, 0.0000045532, 0.0000000138, 9, 0.025, 1.00, 1.00
113, 0.0033012270, 0.0000093658, 100, 0.647, 0.786, 0.0038762017, 0.0000021117, 14, 0.0022824964, 0.0000007321, 262, 0.732, 1.17, 0.69
114, 0.0000136373, 0.0000000263, 10, 0.025, 0.028, 0.0000478024, 0.0000001066, 1, 0.0000478024, 0.0000001066, 1, 0.003, 3.51, 3.51
115, 0.0000045873, 0.0000000066, 15, 0.040, 0.177, 0.0000045873, 0.0000000066, 49, 0.0000045873, 0.0000000066, 49, 0.137, 1.00, 1.00
116, 0.0000041203, 0.0000000105, 18, 0.038, 0.177, 0.0000041203, 0.0000000105, 29, 0.0000039865, 0.0000000096, 55, 0.154, 1.00, 0.97
117, 0.0000003257, 0.0000000218, 10, 0.023, 0.026, 0.0000065494, 0.0000000145, 1, 0.0000065494, 0.0000000145, 1, 0.003, 20.11, 20.11
118, 0.0000249982, 0.0000000501, 18, 0.078, 0.218, 0.0000249982, 0.0000000501, 13, 0.0000245038, 0.0000000299, 64, 0.179, 1.00, 0.98
119, 0.0000079317, 0.0000000201, 52, 0.113, 0.175, 0.0000080118, 0.0000000029, 22, 0.0000080118, 0.0000000029, 22, 0.061, 1.01, 1.01
TOP: 100
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-100 time(s), Meta-100 std(s), trials-100, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-100, speedup-10k
0, 0.0001104862, 0.0000005779, 88, 0.189, 0.295, 0.0001154352, 0.0000003655, 38, 0.0001154352, 0.0000003655, 38, 0.106, 1.04, 1.04
1, 0.0000979020, 0.0000017345, 60, 0.146, 0.199, 0.0001137381, 0.0000001055, 19, 0.0001137381, 0.0000001055, 19, 0.053, 1.16, 1.16
2, 0.0001270775, 0.0000003211, 60, 0.115, 0.179, 0.0001551675, 0.0000003688, 23, 0.0001551675, 0.0000003688, 23, 0.064, 1.22, 1.22
3, 0.0001327367, 0.0000003134, 60, 0.139, 0.264, 0.0001437033, 0.0000001458, 45, 0.0001437033, 0.0000001458, 45, 0.126, 1.08, 1.08
4, 0.0001089832, 0.0000001952, 89, 0.436, 0.472, 0.0001170788, 0.0000004609, 13, 0.0001170788, 0.0000004609, 13, 0.036, 1.07, 1.07
5, 0.0001035163, 0.0000003074, 90, 0.382, 0.430, 0.0001115874, 0.0000003562, 17, 0.0001115874, 0.0000003562, 17, 0.047, 1.08, 1.08
6, 0.0000966198, 0.0000004993, 89, 0.253, 0.331, 0.0001076419, 0.0000001422, 28, 0.0001076419, 0.0000001422, 28, 0.078, 1.11, 1.11
7, 0.0001033960, 0.0000018328, 60, 0.165, 0.223, 0.0001116920, 0.0000000722, 21, 0.0001116920, 0.0000000722, 21, 0.059, 1.08, 1.08
8, 0.0001172740, 0.0000012212, 100, 0.202, 0.285, 0.0001251057, 0.0000001722, 30, 0.0001251057, 0.0000001722, 30, 0.084, 1.07, 1.07
9, 0.0001044245, 0.0000006000, 89, 0.203, 0.338, 0.0001145111, 0.0000001102, 48, 0.0001145111, 0.0000001102, 48, 0.134, 1.10, 1.10
10, 0.0000948615, 0.0000002943, 60, 0.307, 0.338, 0.0001023195, 0.0000000568, 11, 0.0001023195, 0.0000000568, 11, 0.031, 1.08, 1.08
11, 0.0000916705, 0.0000001004, 100, 0.325, 0.373, 0.0001028055, 0.0000000294, 17, 0.0001028055, 0.0000000294, 17, 0.047, 1.12, 1.12
12, 0.0000719262, 0.0000000483, 100, 0.217, 0.303, 0.0000753992, 0.0000000663, 31, 0.0000753992, 0.0000000663, 31, 0.087, 1.05, 1.05
13, 0.0001021468, 0.0000020653, 60, 0.189, 0.320, 0.0001112101, 0.0000002429, 47, 0.0001112101, 0.0000002429, 47, 0.131, 1.09, 1.09
14, 0.0000957390, 0.0000001041, 31, 0.069, 0.089, 0.0000957390, 0.0000001041, 7, 0.0000957390, 0.0000001041, 7, 0.020, 1.00, 1.00
15, 0.0000983080, 0.0000013915, 100, 0.249, 0.375, 0.0001199269, 0.0000000058, 45, 0.0001199269, 0.0000000058, 45, 0.126, 1.22, 1.22
16, 0.0001082387, 0.0000003330, 60, 0.188, 0.213, 0.0001292065, 0.0000000943, 9, 0.0001292065, 0.0000000943, 9, 0.025, 1.19, 1.19
17, 0.0001117718, 0.0000001312, 57, 0.112, 0.204, 0.0001196896, 0.0000001946, 33, 0.0001196896, 0.0000001946, 33, 0.092, 1.07, 1.07
18, 0.0000761643, 0.0000001127, 31, 0.060, 0.152, 0.0000761643, 0.0000001127, 33, 0.0000761643, 0.0000001127, 33, 0.092, 1.00, 1.00
19, 0.0000851782, 0.0000004486, 60, 0.127, 0.222, 0.0000908707, 0.0000001747, 34, 0.0000908707, 0.0000001747, 34, 0.095, 1.07, 1.07
20, 0.0000878213, 0.0000003663, 58, 0.120, 0.201, 0.0000946936, 0.0000001313, 29, 0.0000946936, 0.0000001313, 29, 0.081, 1.08, 1.08
21, 0.0000829938, 0.0000002117, 89, 0.276, 0.323, 0.0000872273, 0.0000000531, 17, 0.0000872273, 0.0000000531, 17, 0.047, 1.05, 1.05
22, 0.0000672073, 0.0000002350, 100, 0.235, 0.408, 0.0000706113, 0.0000000844, 62, 0.0000706113, 0.0000000844, 62, 0.173, 1.05, 1.05
23, 0.0000649367, 0.0000001228, 90, 0.205, 0.339, 0.0000698166, 0.0000002228, 48, 0.0000698166, 0.0000002228, 48, 0.134, 1.08, 1.08
24, 0.0000675347, 0.0000003174, 60, 0.104, 0.263, 0.0000725327, 0.0000001061, 57, 0.0000725327, 0.0000001061, 57, 0.159, 1.07, 1.07
25, 0.0000705087, 0.0000001795, 60, 0.110, 0.194, 0.0000756167, 0.0000000266, 30, 0.0000756167, 0.0000000266, 30, 0.084, 1.07, 1.07
26, 0.0000750908, 0.0000002149, 60, 0.108, 0.240, 0.0000819436, 0.0000000818, 47, 0.0000819436, 0.0000000818, 47, 0.131, 1.09, 1.09
27, 0.0000747617, 0.0000004047, 86, 0.186, 0.317, 0.0000819598, 0.0000001049, 47, 0.0000819598, 0.0000001049, 47, 0.131, 1.10, 1.10
28, 0.0000731405, 0.0000000737, 100, 0.235, 0.327, 0.0000796036, 0.0000000081, 33, 0.0000796036, 0.0000000081, 33, 0.092, 1.09, 1.09
29, 0.0000682242, 0.0000002779, 89, 0.240, 0.318, 0.0000723586, 0.0000001015, 28, 0.0000723586, 0.0000001015, 28, 0.078, 1.06, 1.06
30, 0.0000798030, 0.0000002267, 60, 0.113, 0.197, 0.0000871579, 0.0000001558, 30, 0.0000871579, 0.0000001558, 30, 0.084, 1.09, 1.09
31, 0.0000643637, 0.0000003665, 89, 0.177, 0.211, 0.0000660634, 0.0000000838, 12, 0.0000660634, 0.0000000838, 12, 0.034, 1.03, 1.03
32, 0.0000201467, 0.0000002608, 100, 0.223, 0.359, 0.0000209778, 0.0000000237, 49, 0.0000209778, 0.0000000237, 49, 0.137, 1.04, 1.04
33, 0.0003986593, 0.0000065018, 60, 0.140, 0.419, 0.0004346299, 0.0000007864, 83, 0.0003848684, 0.0000009827, 104, 0.290, 1.09, 0.97
34, 0.0003354878, 0.0000052641, 90, 0.216, 0.397, 0.0003753848, 0.0000004639, 65, 0.0003753848, 0.0000004639, 65, 0.182, 1.12, 1.12
35, 0.0003726917, 0.0000019379, 60, 0.243, 0.511, 0.0003996352, 0.0000002145, 96, 0.0003996352, 0.0000002145, 96, 0.268, 1.07, 1.07
36, 0.0003919933, 0.0000047537, 58, 0.142, 0.176, 0.0004647700, 0.0000008181, 12, 0.0004647700, 0.0000008181, 12, 0.034, 1.19, 1.19
37, 0.0003891662, 0.0000001997, 31, 0.111, 0.390, 0.0003891662, 0.0000001997, 96, 0.0003798730, 0.0000002806, 102, 0.285, 1.00, 0.98
38, 0.0003418615, 0.0000057680, 89, 0.220, 0.421, 0.0003710201, 0.0000000639, 72, 0.0003710201, 0.0000000639, 72, 0.201, 1.09, 1.09
39, 0.0003569568, 0.0000040640, 60, 0.229, 0.508, 0.0003672477, 0.0000003533, 85, 0.0003336390, 0.0000003540, 104, 0.290, 1.03, 0.93
40, 0.0003660727, 0.0000019718, 60, 0.176, 0.188, 0.0004032129, 0.0000010830, 4, 0.0004032129, 0.0000010830, 4, 0.011, 1.10, 1.10
41, 0.0002809162, 0.0000033263, 100, 0.252, 0.420, 0.0004485506, 0.0000003965, 60, 0.0004485506, 0.0000003965, 60, 0.168, 1.60, 1.60
42, 0.0003896457, 0.0000025374, 96, 0.626, 0.687, 0.0004258459, 0.0000007247, 22, 0.0004258459, 0.0000007247, 22, 0.061, 1.09, 1.09
43, 0.0003503010, 0.0000062636, 87, 0.209, 0.237, 0.0003841235, 0.0000019302, 10, 0.0003841235, 0.0000019302, 10, 0.028, 1.10, 1.10
44, 0.0003833287, 0.0000010290, 58, 0.127, 0.253, 0.0004209636, 0.0000003528, 45, 0.0004209636, 0.0000003528, 45, 0.126, 1.10, 1.10
45, 0.0002973438, 0.0000031420, 58, 0.120, 0.351, 0.0003082255, 0.0000000959, 83, 0.0003082255, 0.0000000959, 83, 0.232, 1.04, 1.04
46, 0.0002879110, 0.0000039202, 100, 0.238, 0.302, 0.0003361639, 0.0000001368, 23, 0.0003361639, 0.0000001368, 23, 0.064, 1.17, 1.17
47, 0.0002918952, 0.0000023399, 60, 0.182, 0.185, 0.0003164819, 0.0000002526, 1, 0.0003164819, 0.0000002526, 1, 0.003, 1.08, 1.08
48, 0.0002884688, 0.0000019035, 86, 0.205, 0.250, 0.0003642107, 0.0000011174, 16, 0.0003642107, 0.0000011174, 16, 0.045, 1.26, 1.26
49, 0.0002908448, 0.0000031742, 60, 0.198, 0.214, 0.0003118403, 0.0000002088, 6, 0.0003118403, 0.0000002088, 6, 0.017, 1.07, 1.07
50, 0.0002903407, 0.0000017711, 89, 0.224, 0.333, 0.0003518601, 0.0000001605, 39, 0.0003518601, 0.0000001605, 39, 0.109, 1.21, 1.21
51, 0.0002793463, 0.0000040162, 60, 0.129, 0.297, 0.0002936700, 0.0000008401, 60, 0.0002936700, 0.0000008401, 60, 0.168, 1.05, 1.05
52, 0.0002647037, 0.0000026881, 89, 0.276, 0.287, 0.0002827191, 0.0000007177, 4, 0.0002827191, 0.0000007177, 4, 0.011, 1.07, 1.07
53, 0.0003265793, 0.0000018564, 60, 0.122, 0.189, 0.0003514748, 0.0000003396, 24, 0.0003514748, 0.0000003396, 24, 0.067, 1.08, 1.08
54, 0.0002668127, 0.0000006453, 89, 0.227, 0.241, 0.0002863404, 0.0000001703, 5, 0.0002863404, 0.0000001703, 5, 0.014, 1.07, 1.07
55, 0.0002703128, 0.0000033264, 59, 0.299, 0.433, 0.0002903091, 0.0000001517, 48, 0.0002903091, 0.0000001517, 48, 0.134, 1.07, 1.07
56, 0.0002741432, 0.0000006763, 89, 0.347, 0.436, 0.0002889187, 0.0000004441, 32, 0.0002889187, 0.0000004441, 32, 0.089, 1.05, 1.05
57, 0.0002215418, 0.0000000808, 60, 0.162, 0.268, 0.0002443960, 0.0000006092, 38, 0.0002443960, 0.0000006092, 38, 0.106, 1.10, 1.10
58, 0.0002467647, 0.0000059436, 57, 0.388, 0.492, 0.0002490833, 0.0000009373, 37, 0.0002490833, 0.0000009373, 37, 0.103, 1.01, 1.01
59, 0.0002077175, 0.0000001247, 58, 0.113, 0.180, 0.0002237978, 0.0000004681, 24, 0.0002237978, 0.0000004681, 24, 0.067, 1.08, 1.08
60, 0.0002189487, 0.0000003109, 100, 0.230, 0.275, 0.0002378284, 0.0000005387, 16, 0.0002378284, 0.0000005387, 16, 0.045, 1.09, 1.09
61, 0.0002500223, 0.0000003165, 60, 0.166, 0.230, 0.0002794985, 0.0000005589, 23, 0.0002794985, 0.0000005589, 23, 0.064, 1.12, 1.12
62, 0.0001769455, 0.0000011214, 100, 0.232, 0.313, 0.0002052515, 0.0000004261, 29, 0.0002052515, 0.0000004261, 29, 0.081, 1.16, 1.16
63, 0.0001908220, 0.0000002944, 89, 0.300, 0.350, 0.0002407528, 0.0000002610, 18, 0.0002407528, 0.0000002610, 18, 0.050, 1.26, 1.26
64, 0.0001750605, 0.0000002104, 89, 0.282, 0.405, 0.0001915832, 0.0000002766, 44, 0.0001915832, 0.0000002766, 44, 0.123, 1.09, 1.09
65, 0.0001802087, 0.0000023452, 58, 0.110, 0.154, 0.0001926133, 0.0000000839, 16, 0.0001926133, 0.0000000839, 16, 0.045, 1.07, 1.07
66, 0.0001744392, 0.0000011725, 60, 0.136, 0.161, 0.0001887930, 0.0000005154, 9, 0.0001887930, 0.0000005154, 9, 0.025, 1.08, 1.08
67, 0.0001522188, 0.0000006148, 89, 0.245, 0.416, 0.0001669992, 0.0000001244, 61, 0.0001669992, 0.0000001244, 61, 0.170, 1.10, 1.10
68, 0.0001594657, 0.0000000421, 58, 0.124, 0.297, 0.0001764379, 0.0000001650, 62, 0.0001764379, 0.0000001650, 62, 0.173, 1.11, 1.11
69, 0.0001775082, 0.0000008805, 60, 0.127, 0.166, 0.0001883816, 0.0000002647, 14, 0.0001883816, 0.0000002647, 14, 0.039, 1.06, 1.06
70, 0.0001406852, 0.0000018321, 99, 0.225, 0.403, 0.0001611446, 0.0000002016, 64, 0.0001611446, 0.0000002016, 64, 0.179, 1.15, 1.15
71, 0.0001292585, 0.0000018713, 100, 0.209, 0.237, 0.0001395356, 0.0000001232, 10, 0.0001395356, 0.0000001232, 10, 0.028, 1.08, 1.08
72, 0.0001194065, 0.0000008023, 60, 0.126, 0.221, 0.0001281290, 0.0000001176, 34, 0.0001281290, 0.0000001176, 34, 0.095, 1.07, 1.07
73, 0.0001512783, 0.0000011076, 60, 0.106, 0.153, 0.0001671729, 0.0000002702, 17, 0.0001671729, 0.0000002702, 17, 0.047, 1.11, 1.11
74, 0.0001599568, 0.0000049605, 60, 0.152, 0.219, 0.0001693451, 0.0000004615, 24, 0.0001693451, 0.0000004615, 24, 0.067, 1.06, 1.06
75, 0.0000937812, 0.0000044999, 60, 0.112, 0.154, 0.0001044008, 0.0000000367, 15, 0.0001044008, 0.0000000367, 15, 0.042, 1.11, 1.11
76, 0.0000786275, 0.0000009439, 89, 0.291, 0.405, 0.0000868653, 0.0000000917, 41, 0.0000868653, 0.0000000917, 41, 0.115, 1.10, 1.10
77, 0.0000976670, 0.0000004561, 100, 0.220, 0.354, 0.0001014193, 0.0000000864, 48, 0.0001014193, 0.0000000864, 48, 0.134, 1.04, 1.04
78, 0.0000965548, 0.0000002374, 60, 0.308, 0.403, 0.0000972413, 0.0000001773, 34, 0.0000972413, 0.0000001773, 34, 0.095, 1.01, 1.01
79, 0.0000684465, 0.0000005254, 90, 0.165, 0.193, 0.0000738983, 0.0000002030, 10, 0.0000738983, 0.0000002030, 10, 0.028, 1.08, 1.08
80, 0.0001025243, 0.0000003296, 100, 0.291, 0.378, 0.0001079871, 0.0000001990, 31, 0.0001079871, 0.0000001990, 31, 0.087, 1.05, 1.05
81, 0.0000739870, 0.0000003399, 58, 0.124, 0.403, 0.0000769371, 0.0000002492, 69, 0.0000613888, 0.0000000593, 385, 1.075, 1.04, 0.83
82, 0.0004545907, 0.0000060998, 60, 0.148, 0.427, 0.0004913139, 0.0000004640, 79, 0.0004265022, 0.0000005332, 107, 0.299, 1.08, 0.94
83, 0.0003771020, 0.0000029533, 58, 0.122, 0.164, 0.0003990571, 0.0000003401, 15, 0.0003990571, 0.0000003401, 15, 0.042, 1.06, 1.06
84, 0.0003569035, 0.0000012061, 89, 0.397, 0.506, 0.0003934591, 0.0000007940, 39, 0.0003934591, 0.0000007940, 39, 0.109, 1.10, 1.10
85, 0.0003838247, 0.0000007575, 59, 0.420, 0.464, 0.0004142896, 0.0000003726, 16, 0.0004142896, 0.0000003726, 16, 0.045, 1.08, 1.08
86, 0.0003312567, 0.0000010153, 90, 0.216, 0.274, 0.0003556203, 0.0000001545, 21, 0.0003556203, 0.0000001545, 21, 0.059, 1.07, 1.07
87, 0.0003787767, 0.0000121725, 89, 0.380, 0.514, 0.0004228733, 0.0000007191, 48, 0.0004228733, 0.0000007191, 48, 0.134, 1.12, 1.12
88, 0.0002437690, 0.0000017436, 60, 0.160, 0.331, 0.0002766346, 0.0000004843, 61, 0.0002766346, 0.0000004843, 61, 0.170, 1.13, 1.13
89, 0.0003180288, 0.0000000604, 31, 0.068, 0.225, 0.0003180288, 0.0000000604, 56, 0.0003180288, 0.0000000604, 56, 0.156, 1.00, 1.00
90, 0.0001991264, 0.0000002077, 31, 0.120, 0.128, 0.0001991264, 0.0000002077, 3, 0.0001991264, 0.0000002077, 3, 0.008, 1.00, 1.00
91, 0.0001793852, 0.0000002140, 100, 0.645, 0.648, 0.0001960170, 0.0000002457, 1, 0.0001960170, 0.0000002457, 1, 0.003, 1.09, 1.09
92, 0.0001568007, 0.0000002255, 100, 0.204, 0.290, 0.0001750631, 0.0000001632, 31, 0.0001750631, 0.0000001632, 31, 0.087, 1.12, 1.12
93, 0.0001217410, 0.0000001530, 89, 0.427, 0.595, 0.0001344093, 0.0000002758, 60, 0.0001344093, 0.0000002758, 60, 0.168, 1.10, 1.10
94, 0.0002368962, 0.0000028777, 87, 0.278, 0.558, 0.0002494877, 0.0000003020, 83, 0.0002290249, 0.0000002939, 292, 0.816, 1.05, 0.97
95, 0.0005697155, 0.0000035472, 60, 0.252, 0.459, 0.0006046167, 0.0000018130, 74, 0.0006046167, 0.0000018130, 74, 0.207, 1.06, 1.06
96, 0.0004569997, 0.0000059760, 59, 0.316, 0.540, 0.0004784856, 0.0000000673, 80, 0.0004784856, 0.0000000673, 80, 0.223, 1.05, 1.05
97, 0.0004455345, 0.0000022708, 100, 0.420, 0.700, 0.0004802705, 0.0000002798, 99, 0.0004615454, 0.0000007524, 102, 0.285, 1.08, 1.04
98, 0.0003737297, 0.0000018824, 87, 0.531, 0.679, 0.0003989689, 0.0000010976, 53, 0.0003989689, 0.0000010976, 53, 0.148, 1.07, 1.07
99, 0.0002839260, 0.0000008731, 60, 0.198, 0.371, 0.0003019159, 0.0000002258, 62, 0.0003019159, 0.0000002258, 62, 0.173, 1.06, 1.06
100, 0.0000061061, 0.0000000711, 10, 0.023, 0.026, 0.0000061061, 0.0000000711, 1, 0.0000061061, 0.0000000711, 1, 0.003, 1.00, 1.00
101, 0.0000072137, 0.0000003615, 10, 0.024, 0.026, 0.0000074189, 0.0000000081, 1, 0.0000074189, 0.0000000081, 1, 0.003, 1.03, 1.03
102, 0.0010043620, 0.0000147742, 56, 0.271, 0.551, 0.0010566568, 0.0000004768, 21, 0.0008584635, 0.0000004998, 113, 0.316, 1.05, 0.85
103, 0.0000160788, 0.0000003487, 14, 0.045, 0.048, 0.0000166538, 0.0000000177, 1, 0.0000166538, 0.0000000177, 1, 0.003, 1.04, 1.04
104, 0.0000183499, 0.0000000187, 10, 0.024, 0.030, 0.0000183499, 0.0000000187, 2, 0.0000183499, 0.0000000187, 2, 0.006, 1.00, 1.00
105, 0.0007765730, 0.0000046348, 89, 0.216, 0.400, 0.0008177997, 0.0000006283, 66, 0.0008177997, 0.0000006283, 66, 0.184, 1.05, 1.05
106, 0.0010294280, 0.0000159510, 58, 0.256, 0.535, 0.0010911155, 0.0000012897, 84, 0.0008627482, 0.0000007478, 761, 2.125, 1.06, 0.84
107, 0.0007304787, 0.0000082470, 89, 0.210, 0.392, 0.0008096882, 0.0000012274, 65, 0.0008096882, 0.0000012274, 65, 0.182, 1.11, 1.11
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0001124870, 0.0000007036, 60, 0.133, 0.239, 0.0001154352, 0.0000003655, 38, 0.0001154352, 0.0000003655, 38, 0.106, 1.03, 1.03
1, 0.0001137381, 0.0000001055, 31, 0.081, 0.135, 0.0001137381, 0.0000001055, 19, 0.0001137381, 0.0000001055, 19, 0.053, 1.00, 1.00
2, 0.0001440118, 0.0000003084, 60, 0.114, 0.178, 0.0001551675, 0.0000003688, 23, 0.0001551675, 0.0000003688, 23, 0.064, 1.08, 1.08
3, 0.0001324982, 0.0000002502, 60, 0.133, 0.259, 0.0001437033, 0.0000001458, 45, 0.0001437033, 0.0000001458, 45, 0.126, 1.08, 1.08
4, 0.0001089568, 0.0000006798, 89, 0.450, 0.486, 0.0001170788, 0.0000004609, 13, 0.0001170788, 0.0000004609, 13, 0.036, 1.07, 1.07
5, 0.0001037003, 0.0000012753, 60, 0.254, 0.301, 0.0001115874, 0.0000003562, 17, 0.0001115874, 0.0000003562, 17, 0.047, 1.08, 1.08
6, 0.0000978025, 0.0000006288, 60, 0.187, 0.266, 0.0001076419, 0.0000001422, 28, 0.0001076419, 0.0000001422, 28, 0.078, 1.10, 1.10
7, 0.0000977972, 0.0000015593, 89, 0.275, 0.334, 0.0001116920, 0.0000000722, 21, 0.0001116920, 0.0000000722, 21, 0.059, 1.14, 1.14
8, 0.0001186952, 0.0000019090, 58, 0.129, 0.212, 0.0001251057, 0.0000001722, 30, 0.0001251057, 0.0000001722, 30, 0.084, 1.05, 1.05
9, 0.0001031390, 0.0000003406, 89, 0.204, 0.339, 0.0001145111, 0.0000001102, 48, 0.0001145111, 0.0000001102, 48, 0.134, 1.11, 1.11
10, 0.0000947098, 0.0000002622, 60, 0.311, 0.342, 0.0001023195, 0.0000000568, 11, 0.0001023195, 0.0000000568, 11, 0.031, 1.08, 1.08
11, 0.0000925740, 0.0000018223, 89, 0.229, 0.277, 0.0001028055, 0.0000000294, 17, 0.0001028055, 0.0000000294, 17, 0.047, 1.11, 1.11
12, 0.0000717778, 0.0000004168, 89, 0.184, 0.271, 0.0000753992, 0.0000000663, 31, 0.0000753992, 0.0000000663, 31, 0.087, 1.05, 1.05
