BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
24, 0.0010502728, 0.0000034689, 100, 2.47, 6.52, 0.0011747517, 0.0000003161, 95, 0.0002749489, 0.0000003750, 449, 1.12, 0.26
25, 0.0000110339, 0.0000000132, 11, 0.13, 0.25, 0.0000110339, 0.0000000132, 3, 0.0000110339, 0.0000000132, 3, 1.00, 1.00
26, 0.0010705410, 0.0000009274, 94, 2.74, 6.78, 0.0013481088, 0.0000007809, 78, 0.0002801498, 0.0000007041, 385, 1.26, 0.26
27, 0.0000094594, 0.0000000049, 32, 0.48, 2.58, 0.0000094594, 0.0000000049, 52, 0.0000094594, 0.0000000049, 52, 1.00, 1.00
28, 0.0000011100, 0.0000001913, 11, 0.13, 0.17, 0.0000208777, 0.0000000600, 1, 0.0000208777, 0.0000000600, 1, 18.81, 18.81
29, 0.0000185393, 0.0000000136, 47, 0.62, 1.07, 0.0000185393, 0.0000000136, 11, 0.0000185393, 0.0000000136, 11, 1.00, 1.00
30, 0.0000235190, 0.0000001284, 50, 0.48, 2.62, 0.0000235190, 0.0000001284, 53, 0.0000235190, 0.0000001284, 53, 1.00, 1.00
TOP: 200
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-200 time(s), Meta-200 std(s), trials-200, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-200, speedup-10k
0, 0.0000546699, 0.0000001060, 12, 0.50, 6.29, 0.0000546699, 0.0000001060, 143, 0.0000546699, 0.0000001060, 143, 1.00, 1.00
1, 0.0000213968, 0.0000007495, 11, 0.13, 0.22, 0.0000236384, 0.0000002053, 2, 0.0000236384, 0.0000002053, 2, 1.10, 1.10
2, 0.0000389585, 0.0000004373, 100, 1.25, 5.05, 0.0000455743, 0.0000000472, 94, 0.0000455743, 0.0000000472, 94, 1.17, 1.17
3, 0.0000141082, 0.0000001332, 11, 0.15, 0.27, 0.0000141082, 0.0000001332, 3, 0.0000141082, 0.0000001332, 3, 1.00, 1.00
4, 0.0000315887, 0.0000005555, 97, 1.28, 4.71, 0.0000316923, 0.0000000373, 85, 0.0000316923, 0.0000000373, 85, 1.00, 1.00
5, 0.0000154252, 0.0000004090, 11, 0.18, 0.22, 0.0000301035, 0.0000000842, 1, 0.0000301035, 0.0000000842, 1, 1.95, 1.95
6, 0.0005591767, 0.0000007206, 95, 1.96, 10.05, 0.0006606990, 0.0000018056, 199, 0.0002042228, 0.0000002152, 645, 1.18, 0.37
7, 0.0000195375, 0.0000000067, 16, 0.44, 1.57, 0.0000195375, 0.0000000067, 28, 0.0000195375, 0.0000000067, 28, 1.00, 1.00
8, 0.0004901793, 0.0000008607, 94, 2.06, 10.15, 0.0005281807, 0.0000036291, 137, 0.0002179982, 0.0000004541, 902, 1.08, 0.44
9, 0.0000231287, 0.0000003105, 11, 0.14, 0.18, 0.0000687889, 0.0000019545, 1, 0.0000687889, 0.0000019545, 1, 2.97, 2.97
10, 0.0004482084, 0.0000002735, 22, 0.78, 8.87, 0.0004482084, 0.0000002735, 144, 0.0002145986, 0.0000001080, 833, 1.00, 0.48
11, 0.0002112500, 0.0000006994, 44, 0.91, 9.00, 0.0002470042, 0.0000008505, 181, 0.0001953302, 0.0000004341, 402, 1.17, 0.92
12, 0.0000135990, 0.0000000172, 11, 0.13, 0.22, 0.0000135990, 0.0000000172, 2, 0.0000135990, 0.0000000172, 2, 1.00, 1.00
13, 0.0002175587, 0.0000005921, 87, 2.19, 10.28, 0.0002352063, 0.0000010338, 198, 0.0002100534, 0.0000001183, 468, 1.08, 0.97
14, 0.0000133083, 0.0000000127, 11, 0.19, 0.27, 0.0000133083, 0.0000000127, 2, 0.0000133083, 0.0000000127, 2, 1.00, 1.00
15, 0.0005544900, 0.0000067457, 100, 1.80, 9.89, 0.0007757288, 0.0000004841, 200, 0.0002135138, 0.0000001050, 874, 1.40, 0.39
16, 0.0000128984, 0.0000000065, 11, 0.13, 0.25, 0.0000128984, 0.0000000065, 3, 0.0000128984, 0.0000000065, 3, 1.00, 1.00
17, 0.0002075335, 0.0000014026, 94, 1.60, 9.69, 0.0002166546, 0.0000003006, 144, 0.0001947782, 0.0000001242, 450, 1.04, 0.94
18, 0.0000130139, 0.0000000259, 11, 0.14, 0.30, 0.0000130139, 0.0000000259, 4, 0.0000130139, 0.0000000259, 4, 1.00, 1.00
19, 0.0003104212, 0.0000005380, 96, 2.16, 10.26, 0.0003180672, 0.0000008588, 196, 0.0002726487, 0.0000001831, 580, 1.02, 0.88
20, 0.0000101582, 0.0000000423, 11, 0.13, 0.30, 0.0000101582, 0.0000000423, 4, 0.0000101582, 0.0000000423, 4, 1.00, 1.00
21, 0.0003672432, 0.0000003203, 93, 2.72, 10.81, 0.0003948413, 0.0000007421, 197, 0.0002557951, 0.0000004536, 1025, 1.08, 0.70
22, 0.0000098437, 0.0000000243, 10, 0.13, 0.21, 0.0000098437, 0.0000000243, 2, 0.0000098437, 0.0000000243, 2, 1.00, 1.00
23, 0.0001544365, 0.0000007885, 92, 2.06, 10.15, 0.0001555798, 0.0000001304, 141, 0.0001418498, 0.0000001882, 323, 1.01, 0.92
24, 0.0003319413, 0.0000011121, 92, 2.19, 10.28, 0.0003563901, 0.0000001789, 195, 0.0002749489, 0.0000003750, 449, 1.07, 0.83
25, 0.0000110339, 0.0000000132, 11, 0.13, 0.25, 0.0000110339, 0.0000000132, 3, 0.0000110339, 0.0000000132, 3, 1.00, 1.00
26, 0.0006246702, 0.0000009756, 50, 1.29, 9.38, 0.0006246702, 0.0000009756, 200, 0.0002801498, 0.0000007041, 385, 1.00, 0.45
27, 0.0000094594, 0.0000000049, 32, 0.43, 2.53, 0.0000094594, 0.0000000049, 52, 0.0000094594, 0.0000000049, 52, 1.00, 1.00
28, 0.0000011252, 0.0000002018, 11, 0.17, 0.21, 0.0000208777, 0.0000000600, 1, 0.0000208777, 0.0000000600, 1, 18.56, 18.56
29, 0.0000185393, 0.0000000136, 47, 0.58, 1.02, 0.0000185393, 0.0000000136, 11, 0.0000185393, 0.0000000136, 11, 1.00, 1.00
30, 0.0000234268, 0.0000005753, 55, 0.65, 2.79, 0.0000235190, 0.0000001284, 53, 0.0000235190, 0.0000001284, 53, 1.00, 1.00
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0000546699, 0.0000001060, 20, 0.54, 6.32, 0.0000546699, 0.0000001060, 143, 0.0000546699, 0.0000001060, 143, 1.00, 1.00
1, 0.0000204718, 0.0000003003, 11, 0.14, 0.22, 0.0000236384, 0.0000002053, 2, 0.0000236384, 0.0000002053, 2, 1.15, 1.15
2, 0.0000416988, 0.0000005049, 99, 1.24, 5.05, 0.0000455743, 0.0000000472, 94, 0.0000455743, 0.0000000472, 94, 1.09, 1.09
3, 0.0000141082, 0.0000001332, 11, 0.15, 0.27, 0.0000141082, 0.0000001332, 3, 0.0000141082, 0.0000001332, 3, 1.00, 1.00
4, 0.0000316923, 0.0000000373, 50, 0.67, 4.11, 0.0000316923, 0.0000000373, 85, 0.0000316923, 0.0000000373, 85, 1.00, 1.00
5, 0.0000156585, 0.0000014231, 11, 0.14, 0.18, 0.0000301035, 0.0000000842, 1, 0.0000301035, 0.0000000842, 1, 1.92, 1.92
6, 0.0005717350, 0.0000009053, 92, 1.98, 14.12, 0.0006560286, 0.0000013696, 267, 0.0002042228, 0.0000002152, 645, 1.15, 0.36
7, 0.0000195375, 0.0000000067, 16, 0.44, 1.57, 0.0000195375, 0.0000000067, 28, 0.0000195375, 0.0000000067, 28, 1.00, 1.00
8, 0.0004465423, 0.0000008575, 92, 1.95, 14.09, 0.0005022624, 0.0000011647, 282, 0.0002179982, 0.0000004541, 902, 1.12, 0.49
9, 0.0000235035, 0.0000005848, 11, 0.14, 0.19, 0.0000687889, 0.0000019545, 1, 0.0000687889, 0.0000019545, 1, 2.93, 2.93
10, 0.0002852625, 0.0000005559, 92, 2.13, 14.26, 0.0003331864, 0.0000001841, 274, 0.0002145986, 0.0000001080, 833, 1.17, 0.75
11, 0.0002116652, 0.0000007774, 44, 0.97, 13.11, 0.0002470042, 0.0000008505, 181, 0.0001953302, 0.0000004341, 402, 1.17, 0.92
12, 0.0000135990, 0.0000000172, 11, 0.13, 0.21, 0.0000135990, 0.0000000172, 2, 0.0000135990, 0.0000000172, 2, 1.00, 1.00
13, 0.0002298442, 0.0000004134, 46, 0.86, 13.00, 0.0002298442, 0.0000004134, 297, 0.0002100534, 0.0000001183, 468, 1.00, 0.91
14, 0.0000133083, 0.0000000127, 11, 0.13, 0.21, 0.0000133083, 0.0000000127, 2, 0.0000133083, 0.0000000127, 2, 1.00, 1.00
15, 0.0005890235, 0.0000007567, 100, 1.93, 14.06, 0.0006049279, 0.0000007822, 266, 0.0002135138, 0.0000001050, 874, 1.03, 0.36
16, 0.0000128984, 0.0000000065, 11, 0.14, 0.26, 0.0000128984, 0.0000000065, 3, 0.0000128984, 0.0000000065, 3, 1.00, 1.00
17, 0.0001862148, 0.0000008472, 90, 1.76, 13.90, 0.0002093146, 0.0000000681, 267, 0.0001947782, 0.0000001242, 450, 1.12, 1.05
18, 0.0000130139, 0.0000000259, 11, 0.13, 0.30, 0.0000130139, 0.0000000259, 4, 0.0000130139, 0.0000000259, 4, 1.00, 1.00
19, 0.0002999644, 0.0000004799, 48, 0.94, 13.08, 0.0002999644, 0.0000004799, 267, 0.0002726487, 0.0000001831, 580, 1.00, 0.91
20, 0.0000101582, 0.0000000423, 11, 0.20, 0.36, 0.0000101582, 0.0000000423, 4, 0.0000101582, 0.0000000423, 4, 1.00, 1.00
21, 0.0002991727, 0.0000006947, 97, 2.07, 14.21, 0.0003000245, 0.0000005590, 295, 0.0002557951, 0.0000004536, 1025, 1.00, 0.86
22, 0.0000098437, 0.0000000243, 10, 0.19, 0.27, 0.0000098437, 0.0000000243, 2, 0.0000098437, 0.0000000243, 2, 1.00, 1.00
23, 0.0001455753, 0.0000028565, 48, 0.98, 13.12, 0.0001455753, 0.0000028565, 263, 0.0001418498, 0.0000001882, 323, 1.00, 0.97
24, 0.0002864958, 0.0000041299, 96, 2.58, 14.72, 0.0002998520, 0.0000001664, 259, 0.0002749489, 0.0000003750, 449, 1.05, 0.96
25, 0.0000110339, 0.0000000132, 11, 0.13, 0.25, 0.0000110339, 0.0000000132, 3, 0.0000110339, 0.0000000132, 3, 1.00, 1.00
26, 0.0002850808, 0.0000008575, 94, 2.47, 14.61, 0.0003079526, 0.0000000998, 269, 0.0002801498, 0.0000007041, 385, 1.08, 0.98
27, 0.0000094594, 0.0000000049, 32, 0.42, 2.52, 0.0000094594, 0.0000000049, 52, 0.0000094594, 0.0000000049, 52, 1.00, 1.00
28, 0.0000011017, 0.0000002078, 11, 0.17, 0.21, 0.0000208777, 0.0000000600, 1, 0.0000208777, 0.0000000600, 1, 18.95, 18.95
29, 0.0000185393, 0.0000000136, 47, 0.59, 1.04, 0.0000185393, 0.0000000136, 11, 0.0000185393, 0.0000000136, 11, 1.00, 1.00
30, 0.0000235190, 0.0000001284, 50, 0.53, 2.68, 0.0000235190, 0.0000001284, 53, 0.0000235190, 0.0000001284, 53, 1.00, 1.00
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0000546699, 0.0000001060, 19, 0.54, 6.32, 0.0000546699, 0.0000001060, 143, 0.0000546699, 0.0000001060, 143, 1.00, 1.00
1, 0.0000211520, 0.0000004825, 11, 0.14, 0.22, 0.0000236384, 0.0000002053, 2, 0.0000236384, 0.0000002053, 2, 1.12, 1.12
2, 0.0000415988, 0.0000005480, 100, 1.36, 5.16, 0.0000455743, 0.0000000472, 94, 0.0000455743, 0.0000000472, 94, 1.10, 1.10
3, 0.0000141082, 0.0000001332, 11, 0.15, 0.27, 0.0000141082, 0.0000001332, 3, 0.0000141082, 0.0000001332, 3, 1.00, 1.00
4, 0.0000316923, 0.0000000373, 50, 0.67, 4.11, 0.0000316923, 0.0000000373, 85, 0.0000316923, 0.0000000373, 85, 1.00, 1.00
5, 0.0000154385, 0.0000005902, 11, 0.13, 0.17, 0.0000301035, 0.0000000842, 1, 0.0000301035, 0.0000000842, 1, 1.95, 1.95
6, 0.0001957583, 0.0000005195, 96, 2.55, 28.65, 0.0002042228, 0.0000002152, 645, 0.0002042228, 0.0000002152, 645, 1.04, 1.04
7, 0.0000195375, 0.0000000067, 16, 0.38, 1.51, 0.0000195375, 0.0000000067, 28, 0.0000195375, 0.0000000067, 28, 1.00, 1.00
8, 0.0002173487, 0.0000005236, 91, 1.83, 38.32, 0.0002179982, 0.0000004541, 902, 0.0002179982, 0.0000004541, 902, 1.00, 1.00
9, 0.0000239153, 0.0000005061, 11, 0.14, 0.18, 0.0000687889, 0.0000019545, 1, 0.0000687889, 0.0000019545, 1, 2.88, 2.88
10, 0.0001932533, 0.0000005565, 94, 2.30, 36.00, 0.0002145986, 0.0000001080, 833, 0.0002145986, 0.0000001080, 833, 1.11, 1.11
11, 0.0001384128, 0.0000006266, 93, 1.72, 17.98, 0.0001953302, 0.0000004341, 402, 0.0001953302, 0.0000004341, 402, 1.41, 1.41
12, 0.0000134068, 0.0000009349, 11, 0.13, 0.21, 0.0000135990, 0.0000000172, 2, 0.0000135990, 0.0000000172, 2, 1.01, 1.01
13, 0.0002100534, 0.0000001183, 49, 0.94, 19.87, 0.0002100534, 0.0000001183, 468, 0.0002100534, 0.0000001183, 468, 1.00, 1.00
14, 0.0000133083, 0.0000000127, 11, 0.20, 0.28, 0.0000133083, 0.0000000127, 2, 0.0000133083, 0.0000000127, 2, 1.00, 1.00
15, 0.0002135138, 0.0000001050, 46, 1.19, 36.54, 0.0002135138, 0.0000001050, 874, 0.0002135138, 0.0000001050, 874, 1.00, 1.00
16, 0.0000128984, 0.0000000065, 11, 0.14, 0.26, 0.0000128984, 0.0000000065, 3, 0.0000128984, 0.0000000065, 3, 1.00, 1.00
17, 0.0001580582, 0.0000005053, 100, 1.66, 19.86, 0.0001947782, 0.0000001242, 450, 0.0001947782, 0.0000001242, 450, 1.23, 1.23
18, 0.0000130139, 0.0000000259, 11, 0.14, 0.30, 0.0000130139, 0.0000000259, 4, 0.0000130139, 0.0000000259, 4, 1.00, 1.00
19, 0.0002726487, 0.0000001831, 43, 0.91, 24.37, 0.0002726487, 0.0000001831, 580, 0.0002726487, 0.0000001831, 580, 1.00, 1.00
20, 0.0000101582, 0.0000000423, 11, 0.20, 0.36, 0.0000101582, 0.0000000423, 4, 0.0000101582, 0.0000000423, 4, 1.00, 1.00
21, 0.0002567039, 0.0000004110, 45, 1.14, 41.59, 0.0002567039, 0.0000004110, 961, 0.0002557951, 0.0000004536, 1025, 1.00, 1.00
22, 0.0000098437, 0.0000000243, 10, 0.13, 0.21, 0.0000098437, 0.0000000243, 2, 0.0000098437, 0.0000000243, 2, 1.00, 1.00
23, 0.0001418498, 0.0000001882, 46, 0.98, 14.04, 0.0001418498, 0.0000001882, 323, 0.0001418498, 0.0000001882, 323, 1.00, 1.00
24, 0.0002749489, 0.0000003750, 47, 1.59, 19.75, 0.0002749489, 0.0000003750, 449, 0.0002749489, 0.0000003750, 449, 1.00, 1.00
25, 0.0000110339, 0.0000000132, 11, 0.13, 0.25, 0.0000110339, 0.0000000132, 3, 0.0000110339, 0.0000000132, 3, 1.00, 1.00
26, 0.0002777108, 0.0000019323, 95, 2.53, 18.10, 0.0002801498, 0.0000007041, 385, 0.0002801498, 0.0000007041, 385, 1.01, 1.01
27, 0.0000094594, 0.0000000049, 32, 0.42, 2.52, 0.0000094594, 0.0000000049, 52, 0.0000094594, 0.0000000049, 52, 1.00, 1.00
28, 0.0000011167, 0.0000002084, 11, 0.17, 0.21, 0.0000208777, 0.0000000600, 1, 0.0000208777, 0.0000000600, 1, 18.70, 18.70
29, 0.0000185393, 0.0000000136, 48, 0.58, 1.03, 0.0000185393, 0.0000000136, 11, 0.0000185393, 0.0000000136, 11, 1.00, 1.00
30, 0.0000235190, 0.0000001284, 50, 0.54, 2.68, 0.0000235190, 0.0000001284, 53, 0.0000235190, 0.0000001284, 53, 1.00, 1.00
BENCH: resnet34
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0001772032, 0.0000023249, 100, 1.28, 1.32, 0.0025995991, 0.0000072105, 1, 0.0000617108, 0.0000000988, 113, 14.67, 0.35
1, 0.0000217818, 0.0000005312, 11, 0.13, 0.18, 0.0000431953, 0.0000005582, 1, 0.0000395881, 0.0000010528, 2, 1.98, 1.82
2, 0.0003460232, 0.0000012093, 99, 1.28, 1.32, 0.0013127541, 0.0001012974, 1, 0.0000603450, 0.0000000336, 72, 3.79, 0.17
3, 0.0000144635, 0.0000006247, 11, 0.15, 0.19, 0.0000189452, 0.0000036896, 1, 0.0000154066, 0.0000000078, 2, 1.31, 1.07
4, 0.0001308662, 0.0000003173, 99, 1.48, 1.52, 0.0003362399, 0.0000024968, 1, 0.0000443058, 0.0000000627, 121, 2.57, 0.34
5, 0.0000155235, 0.0000004172, 11, 0.14, 0.18, 0.0000315783, 0.0000004124, 1, 0.0000315783, 0.0000004124, 1, 2.03, 2.03
6, 0.0007584467, 0.0000080963, 96, 2.30, 2.34, 0.0023179013, 0.0000000983, 1, 0.0004075055, 0.0000000673, 329, 3.06, 0.54
7, 0.0000970240, 0.0000011628, 33, 0.53, 0.57, 0.0001032379, 0.0000000600, 1, 0.0000197125, 0.0000000098, 53, 1.06, 0.20
8, 0.0023727340, 0.0000051703, 70, 2.46, 2.50, 0.0123472466, 0.0000001467, 1, 0.0001987197, 0.0000001187, 603, 5.20, 0.08
9, 0.0000210786, 0.0000002961, 11, 0.14, 0.18, 0.0000210786, 0.0000002961, 1, 0.0000210786, 0.0000002961, 1, 1.00, 1.00
10, 0.0105514759, 0.0040849200, 11, 0.94, 0.98, 0.0105514759, 0.0040849200, 1, 0.0001858873, 0.0000011922, 580, 1.00, 0.02
11, 0.0070277817, 0.0000036568, 29, 1.50, 1.54, 0.0226943185, 0.0000018536, 1, 0.0001656186, 0.0000002253, 262, 3.23, 0.02
12, 0.0000135722, 0.0000033165, 11, 0.15, 0.19, 0.0000135722, 0.0000033165, 1, 0.0000119813, 0.0000000897, 2, 1.00, 0.88
13, 0.0011681853, 0.0000085284, 100, 5.11, 5.15, 0.0105942715, 0.0000202253, 1, 0.0002394841, 0.0000023256, 648, 9.07, 0.21
14, 0.0000142752, 0.0000009045, 11, 0.13, 0.17, 0.0000254563, 0.0000000626, 1, 0.0000251425, 0.0000079415, 2, 1.78, 1.76
15, 0.0003548730, 0.0000006699, 95, 2.25, 2.29, 0.0098144719, 0.0000236601, 1, 0.0002392702, 0.0000006084, 972, 27.66, 0.67
16, 0.0000145786, 0.0000000488, 11, 0.13, 0.17, 0.0000145786, 0.0000000488, 1, 0.0000124536, 0.0000000106, 2, 1.00, 0.85
17, 0.0027628702, 0.0000039810, 97, 1.96, 2.00, 0.0052299695, 0.0000010140, 1, 0.0001575256, 0.0000035874, 258, 1.89, 0.06
18, 0.0000101869, 0.0000000450, 11, 0.13, 0.17, 0.0000101869, 0.0000000450, 1, 0.0000101869, 0.0000000450, 1, 1.00, 1.00
19, 0.0009883318, 0.0000035438, 100, 1.95, 1.99, 0.0043550116, 0.0000036165, 1, 0.0002381473, 0.0000000959, 1257, 4.41, 0.24
20, 0.0000126150, 0.0000004661, 11, 0.13, 0.17, 0.0000260981, 0.0000000970, 1, 0.0000224101, 0.0000004326, 4, 2.07, 1.78
21, 0.0044020275, 0.0000683079, 11, 0.93, 0.97, 0.0044020275, 0.0000683079, 2, 0.0002464274, 0.0000000617, 833, 1.00, 0.06
22, 0.0000119385, 0.0000004500, 10, 0.12, 0.16, 0.0000235814, 0.0000001237, 1, 0.0000108614, 0.0000000228, 3, 1.98, 0.91
23, 0.0009285263, 0.0000007448, 100, 2.39, 2.43, 0.0053987112, 0.0000021151, 1, 0.0001556673, 0.0000003523, 258, 5.81, 0.17
24, 0.0031861292, 0.0000026254, 100, 2.46, 2.50, 0.0127477348, 0.0000101783, 1, 0.0002823158, 0.0000000527, 578, 4.00, 0.09
25, 0.0000114668, 0.0000004247, 11, 0.13, 0.17, 0.0000276999, 0.0000002902, 1, 0.0000107521, 0.0000000140, 3, 2.42, 0.94
26, 0.0011534815, 0.0000281436, 88, 3.19, 3.23, 0.0034428248, 0.0008699314, 1, 0.0002836619, 0.0000000676, 833, 2.98, 0.25
27, 0.0000095581, 0.0000000125, 23, 0.25, 0.29, 0.0000095581, 0.0000000125, 1, 0.0000095581, 0.0000000125, 1, 1.00, 1.00
28, 0.0000011267, 0.0000002018, 11, 0.12, 0.16, 0.0000935230, 0.0000015168, 1, 0.0000935230, 0.0000015168, 1, 83.01, 83.01
29, 0.0003437040, 0.0000001001, 20, 0.48, 0.52, 0.0003437040, 0.0000001001, 1, 0.0000183550, 0.0000000192, 26, 1.00, 0.05
30, 0.0003310062, 0.0000005505, 55, 0.64, 0.68, 0.0006547619, 0.0000031663, 1, 0.0000230032, 0.0000000839, 62, 1.98, 0.07
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0000754273, 0.0000006761, 100, 1.16, 1.56, 0.0001050716, 0.0000007340, 4, 0.0000617108, 0.0000000988, 113, 1.39, 0.82
1, 0.0000176100, 0.0000006688, 11, 0.14, 0.22, 0.0000395881, 0.0000010528, 2, 0.0000395881, 0.0000010528, 2, 2.25, 2.25
2, 0.0000550872, 0.0000002930, 94, 1.47, 1.88, 0.0000892997, 0.0000000587, 10, 0.0000603450, 0.0000000336, 72, 1.62, 1.10
3, 0.0000154066, 0.0000000078, 11, 0.15, 0.23, 0.0000154066, 0.0000000078, 2, 0.0000154066, 0.0000000078, 2, 1.00, 1.00
4, 0.0000683204, 0.0000000138, 50, 0.62, 1.02, 0.0000683204, 0.0000000138, 3, 0.0000443058, 0.0000000627, 121, 1.00, 0.65
5, 0.0000159118, 0.0000005924, 11, 0.14, 0.18, 0.0000315783, 0.0000004124, 1, 0.0000315783, 0.0000004124, 1, 1.98, 1.98
6, 0.0008555908, 0.0000012810, 93, 2.21, 2.61, 0.0009592278, 0.0000015080, 2, 0.0004075055, 0.0000000673, 329, 1.12, 0.48
7, 0.0000487786, 0.0000000998, 25, 0.52, 0.92, 0.0000487786, 0.0000000998, 3, 0.0000197125, 0.0000000098, 53, 1.00, 0.40
8, 0.0009923368, 0.0000035086, 99, 2.10, 2.50, 0.0017386244, 0.0000339383, 3, 0.0001987197, 0.0000001187, 603, 1.75, 0.20
9, 0.0000210786, 0.0000002961, 11, 0.21, 0.25, 0.0000210786, 0.0000002961, 1, 0.0000210786, 0.0000002961, 1, 1.00, 1.00
10, 0.0009816185, 0.0000041123, 81, 1.79, 2.19, 0.0015838699, 0.0000022052, 5, 0.0001858873, 0.0000011922, 580, 1.61, 0.19
11, 0.0005319113, 0.0000107808, 96, 1.92, 2.32, 0.0006175925, 0.0000006372, 2, 0.0001656186, 0.0000002253, 262, 1.16, 0.31
12, 0.0000119813, 0.0000000897, 11, 0.14, 0.22, 0.0000119813, 0.0000000897, 2, 0.0000119813, 0.0000000897, 2, 1.00, 1.00
13, 0.0003811957, 0.0000007357, 94, 2.30, 2.70, 0.0017260670, 0.0000483527, 4, 0.0002394841, 0.0000023256, 648, 4.53, 0.63
14, 0.0000138387, 0.0000008041, 11, 0.13, 0.21, 0.0000251425, 0.0000079415, 2, 0.0000251425, 0.0000079415, 2, 1.82, 1.82
15, 0.0011228162, 0.0000058298, 72, 2.95, 3.35, 0.0011686776, 0.0000023395, 8, 0.0002392702, 0.0000006084, 972, 1.04, 0.21
16, 0.0000124536, 0.0000000106, 11, 0.14, 0.22, 0.0000124536, 0.0000000106, 2, 0.0000124536, 0.0000000106, 2, 1.00, 1.00
17, 0.0013711648, 0.0000009244, 17, 0.74, 1.14, 0.0013711648, 0.0000009244, 6, 0.0001575256, 0.0000035874, 258, 1.00, 0.11
18, 0.0000101869, 0.0000000450, 11, 0.14, 0.18, 0.0000101869, 0.0000000450, 1, 0.0000101869, 0.0000000450, 1, 1.00, 1.00
19, 0.0022582478, 0.0000043355, 100, 2.50, 2.90, 0.0026271673, 0.0000008516, 3, 0.0002381473, 0.0000000959, 1257, 1.16, 0.11
20, 0.0000174302, 0.0000002827, 11, 0.13, 0.29, 0.0000224101, 0.0000004326, 4, 0.0000224101, 0.0000004326, 4, 1.29, 1.29
21, 0.0008318357, 0.0000008911, 99, 2.33, 2.74, 0.0022104377, 0.0000018276, 8, 0.0002464274, 0.0000000617, 833, 2.66, 0.30
22, 0.0000108614, 0.0000000228, 11, 0.13, 0.25, 0.0000108614, 0.0000000228, 3, 0.0000108614, 0.0000000228, 3, 1.00, 1.00
23, 0.0010964082, 0.0000101500, 96, 2.09, 2.49, 0.0016326738, 0.0000009300, 6, 0.0001556673, 0.0000003523, 258, 1.49, 0.14
24, 0.0018233142, 0.0000070439, 96, 2.76, 3.16, 0.0022458266, 0.0000084443, 7, 0.0002823158, 0.0000000527, 578, 1.23, 0.15
25, 0.0000107521, 0.0000000140, 11, 0.13, 0.25, 0.0000107521, 0.0000000140, 3, 0.0000107521, 0.0000000140, 3, 1.00, 1.00
26, 0.0012893937, 0.0000046347, 100, 2.80, 3.21, 0.0022614969, 0.0000032492, 9, 0.0002836619, 0.0000000676, 833, 1.75, 0.22
27, 0.0000095581, 0.0000000125, 23, 0.25, 0.29, 0.0000095581, 0.0000000125, 1, 0.0000095581, 0.0000000125, 1, 1.00, 1.00
28, 0.0000011183, 0.0000002275, 11, 0.12, 0.16, 0.0000935230, 0.0000015168, 1, 0.0000935230, 0.0000015168, 1, 83.63, 83.63
29, 0.0000213138, 0.0000000768, 49, 0.60, 1.00, 0.0000213138, 0.0000000768, 7, 0.0000183550, 0.0000000192, 26, 1.00, 0.86
30, 0.0000279885, 0.0000004267, 39, 0.54, 0.94, 0.0000309305, 0.0000000378, 8, 0.0000230032, 0.0000000839, 62, 1.11, 0.82
TOP: 25
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-25 time(s), Meta-25 std(s), trials-25, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-25, speedup-10k
0, 0.0000733672, 0.0000000985, 93, 1.37, 2.37, 0.0000752396, 0.0000000399, 16, 0.0000617108, 0.0000000988, 113, 1.03, 0.84
1, 0.0000181702, 0.0000009136, 11, 0.14, 0.22, 0.0000395881, 0.0000010528, 2, 0.0000395881, 0.0000010528, 2, 2.18, 2.18
2, 0.0000464472, 0.0000005128, 92, 1.52, 2.52, 0.0000892997, 0.0000000587, 10, 0.0000603450, 0.0000000336, 72, 1.92, 1.30
