BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
31, 0.0014603827, 0.0000185685, 100, 0.698, 1.112, 0.0017316485, 0.0000008393, 70, 0.0017316485, 0.0000008393, 70, 0.414, 1.19, 1.19
32, 0.0015668328, 0.0000010721, 60, 0.316, 0.925, 0.0016273334, 0.0000040301, 103, 0.0016273334, 0.0000040301, 103, 0.609, 1.04, 1.04
33, 0.0014176878, 0.0000046532, 100, 0.581, 0.794, 0.0017234027, 0.0000016473, 36, 0.0017234027, 0.0000016473, 36, 0.213, 1.22, 1.22
34, 0.0013781228, 0.0000179556, 60, 0.687, 0.982, 0.0017368934, 0.0000251530, 50, 0.0017368934, 0.0000251530, 50, 0.296, 1.26, 1.26
35, 0.0011215377, 0.0000011162, 100, 0.612, 1.251, 0.0012683854, 0.0000668208, 108, 0.0012683854, 0.0000668208, 108, 0.638, 1.13, 1.13
36, 0.0012878945, 0.0000022700, 98, 1.060, 1.651, 0.0014497178, 0.0000040770, 100, 0.0014497178, 0.0000040770, 100, 0.591, 1.13, 1.13
37, 0.0010724015, 0.0000018650, 100, 0.678, 0.767, 0.0015942203, 0.0001107943, 15, 0.0015942203, 0.0001107943, 15, 0.089, 1.49, 1.49
38, 0.0013668730, 0.0000013859, 80, 1.770, 1.923, 0.0014800661, 0.0000013035, 26, 0.0014800661, 0.0000013035, 26, 0.154, 1.08, 1.08
39, 0.0013588063, 0.0000111821, 100, 0.730, 0.806, 0.0017000299, 0.0000006967, 13, 0.0017000299, 0.0000006967, 13, 0.077, 1.25, 1.25
40, 0.0012892823, 0.0000007911, 100, 0.711, 1.054, 0.0015908196, 0.0000004832, 58, 0.0015908196, 0.0000004832, 58, 0.343, 1.23, 1.23
41, 0.0009679367, 0.0000010621, 100, 0.901, 1.203, 0.0015462567, 0.0001133742, 51, 0.0015462567, 0.0001133742, 51, 0.301, 1.60, 1.60
42, 0.0013316557, 0.0000010489, 58, 0.301, 0.318, 0.0013471738, 0.0000017021, 3, 0.0013471738, 0.0000017021, 3, 0.018, 1.01, 1.01
43, 0.0011056590, 0.0000626090, 60, 0.354, 0.591, 0.0014839471, 0.0000820925, 40, 0.0014839471, 0.0000820925, 40, 0.236, 1.34, 1.34
44, 0.0010942613, 0.0000009090, 100, 0.635, 0.901, 0.0014573136, 0.0000012603, 45, 0.0014573136, 0.0000012603, 45, 0.266, 1.33, 1.33
45, 0.0015117025, 0.0000016884, 100, 0.714, 0.779, 0.0015399519, 0.0000003802, 11, 0.0015399519, 0.0000003802, 11, 0.065, 1.02, 1.02
46, 0.0010946092, 0.0000010132, 100, 0.619, 0.885, 0.0011010527, 0.0000009129, 45, 0.0011010527, 0.0000009129, 45, 0.266, 1.01, 1.01
47, 0.0011440638, 0.0000062973, 60, 0.295, 0.638, 0.0011523372, 0.0000015573, 58, 0.0011523372, 0.0000015573, 58, 0.343, 1.01, 1.01
48, 0.0008576107, 0.0000018937, 94, 1.550, 1.668, 0.0013087255, 0.0000965817, 20, 0.0013087255, 0.0000965817, 20, 0.118, 1.53, 1.53
49, 0.0008329122, 0.0000021644, 89, 0.545, 0.852, 0.0011535746, 0.0000042877, 52, 0.0011535746, 0.0000042877, 52, 0.307, 1.38, 1.38
50, 0.0007833998, 0.0000173991, 100, 0.622, 0.729, 0.0010471576, 0.0000783612, 18, 0.0010471576, 0.0000783612, 18, 0.106, 1.34, 1.34
51, 0.0006789872, 0.0000073717, 100, 0.693, 1.024, 0.0009209950, 0.0000774151, 56, 0.0009209950, 0.0000774151, 56, 0.331, 1.36, 1.36
52, 0.0005808757, 0.0000275473, 100, 0.651, 1.023, 0.0007207790, 0.0000001766, 63, 0.0007207790, 0.0000001766, 63, 0.372, 1.24, 1.24
53, 0.0006753670, 0.0000272454, 83, 1.718, 1.901, 0.0008004539, 0.0000003352, 31, 0.0008004539, 0.0000003352, 31, 0.183, 1.19, 1.19
54, 0.0006886302, 0.0000017090, 58, 0.308, 0.604, 0.0007756456, 0.0000008112, 50, 0.0007756456, 0.0000008112, 50, 0.296, 1.13, 1.13
55, 0.0005588090, 0.0000000164, 31, 0.213, 0.585, 0.0005588090, 0.0000000164, 63, 0.0005588090, 0.0000000164, 63, 0.372, 1.00, 1.00
56, 0.0004244982, 0.0000018597, 100, 0.651, 0.864, 0.0006626797, 0.0000003724, 36, 0.0006626797, 0.0000003724, 36, 0.213, 1.56, 1.56
57, 0.0004376298, 0.0000003152, 89, 0.469, 0.475, 0.0004936863, 0.0000017741, 1, 0.0004936863, 0.0000017741, 1, 0.006, 1.13, 1.13
58, 0.0004837997, 0.0000167525, 100, 0.499, 0.653, 0.0005523540, 0.0000235088, 26, 0.0005523540, 0.0000235088, 26, 0.154, 1.14, 1.14
59, 0.0004359512, 0.0000055999, 86, 0.392, 0.463, 0.0004917106, 0.0000007292, 12, 0.0004917106, 0.0000007292, 12, 0.071, 1.13, 1.13
60, 0.0003127673, 0.0000001141, 100, 0.831, 0.996, 0.0004086378, 0.0000002266, 28, 0.0004086378, 0.0000002266, 28, 0.166, 1.31, 1.31
61, 0.0003540787, 0.0000002006, 28, 0.340, 1.522, 0.0003545119, 0.0000000667, 196, 0.0003521893, 0.0000000319, 259, 1.531, 1.00, 0.99
62, 0.0022724168, 0.0000298435, 88, 1.322, 1.807, 0.0023128250, 0.0000097857, 82, 0.0023128250, 0.0000097857, 82, 0.485, 1.02, 1.02
63, 0.0021474025, 0.0000009878, 88, 1.106, 1.608, 0.0021802871, 0.0000095384, 85, 0.0021802871, 0.0000095384, 85, 0.502, 1.02, 1.02
64, 0.0022840910, 0.0000146129, 60, 0.423, 1.008, 0.0023149172, 0.0000104950, 99, 0.0023149172, 0.0000104950, 99, 0.585, 1.01, 1.01
65, 0.0018089373, 0.0000014063, 30, 0.156, 0.694, 0.0018089373, 0.0000014063, 91, 0.0018089373, 0.0000014063, 91, 0.538, 1.00, 1.00
66, 0.0015845578, 0.0000007037, 58, 0.301, 0.425, 0.0016818121, 0.0000923562, 21, 0.0016818121, 0.0000923562, 21, 0.124, 1.06, 1.06
67, 0.0013617900, 0.0000011864, 100, 0.670, 1.155, 0.0016828710, 0.0001479393, 82, 0.0016828710, 0.0001479393, 82, 0.485, 1.24, 1.24
68, 0.0012438713, 0.0000023066, 99, 0.992, 1.512, 0.0013189183, 0.0000063165, 88, 0.0013189183, 0.0000063165, 88, 0.520, 1.06, 1.06
69, 0.0011445663, 0.0000012908, 100, 0.680, 0.763, 0.0015484321, 0.0000002945, 14, 0.0015484321, 0.0000002945, 14, 0.083, 1.35, 1.35
70, 0.0009698380, 0.0000010777, 100, 1.146, 1.276, 0.0017847043, 0.0000139724, 22, 0.0017847043, 0.0000139724, 22, 0.130, 1.84, 1.84
71, 0.0009984680, 0.0000007549, 98, 1.312, 1.690, 0.0018108223, 0.0000718645, 64, 0.0018108223, 0.0000718645, 64, 0.378, 1.81, 1.81
72, 0.0008404640, 0.0000008904, 100, 0.662, 0.821, 0.0010966065, 0.0000853013, 27, 0.0010966065, 0.0000853013, 27, 0.160, 1.30, 1.30
73, 0.0005842353, 0.0000002169, 100, 0.637, 0.750, 0.0008900938, 0.0000017620, 19, 0.0008900938, 0.0000017620, 19, 0.112, 1.52, 1.52
74, 0.0012257033, 0.0000016874, 95, 0.760, 1.942, 0.0012420943, 0.0000001460, 193, 0.0012164216, 0.0000003040, 449, 2.654, 1.01, 0.99
75, 0.0046926205, 0.0000018086, 30, 0.336, 1.211, 0.0046926205, 0.0000018086, 148, 0.0046926205, 0.0000018086, 148, 0.875, 1.00, 1.00
76, 0.0036677955, 0.0000030380, 60, 0.471, 1.505, 0.0036927986, 0.0000051702, 175, 0.0036927986, 0.0000051702, 175, 1.035, 1.01, 1.01
77, 0.0032066926, 0.0000029006, 31, 0.242, 0.939, 0.0032066926, 0.0000029006, 118, 0.0032066926, 0.0000029006, 118, 0.698, 1.00, 1.00
78, 0.0022090642, 0.0000013650, 86, 0.551, 1.083, 0.0022385959, 0.0000010609, 90, 0.0022385959, 0.0000010609, 90, 0.532, 1.01, 1.01
79, 0.0019313735, 0.0000005113, 89, 0.806, 1.486, 0.0019686795, 0.0000005702, 115, 0.0019686795, 0.0000005702, 115, 0.680, 1.02, 1.02
80, 0.0011140273, 0.0000010330, 100, 0.648, 1.275, 0.0012440973, 0.0000960352, 106, 0.0012440973, 0.0000960352, 106, 0.627, 1.12, 1.12
81, 0.0055854213, 0.0000050548, 89, 0.792, 1.975, 0.0056293047, 0.0000198791, 200, 0.0048773932, 0.0000004344, 965, 5.705, 1.01, 0.87
82, 0.0000151429, 0.0000000264, 10, 0.077, 0.083, 0.0000151429, 0.0000000264, 1, 0.0000151429, 0.0000000264, 1, 0.006, 1.00, 1.00
83, 0.0033256535, 0.0000006887, 31, 0.218, 1.075, 0.0033256535, 0.0000006887, 145, 0.0033256535, 0.0000006887, 145, 0.857, 1.00, 1.00
84, 0.0000857397, 0.0000006720, 10, 0.086, 0.227, 0.0000857397, 0.0000006720, 24, 0.0000857397, 0.0000006720, 24, 0.142, 1.00, 1.00
85, 0.0045856213, 0.0000040325, 89, 0.577, 1.458, 0.0050143398, 0.0000004823, 149, 0.0050143398, 0.0000004823, 149, 0.881, 1.09, 1.09
86, 0.0001579573, 0.0000054518, 10, 0.083, 0.089, 0.0004680605, 0.0000007037, 1, 0.0004680605, 0.0000007037, 1, 0.006, 2.96, 2.96
87, 0.0000172722, 0.0000002731, 27, 0.256, 0.286, 0.0000272923, 0.0000005686, 5, 0.0000272923, 0.0000005686, 5, 0.030, 1.58, 1.58
88, 0.0046331957, 0.0000006891, 96, 1.437, 2.536, 0.0050911138, 0.0000010219, 186, 0.0050911138, 0.0000010219, 186, 1.100, 1.10, 1.10
89, 0.0002348322, 0.0000006387, 10, 0.082, 0.088, 0.0002354167, 0.0000003154, 1, 0.0002354167, 0.0000003154, 1, 0.006, 1.00, 1.00
90, 0.0000090509, 0.0000000091, 10, 0.084, 0.350, 0.0000090509, 0.0000000091, 45, 0.0000090509, 0.0000000091, 45, 0.266, 1.00, 1.00
91, 0.0087058530, 0.0000018317, 89, 0.873, 2.055, 0.0091797610, 0.0000027262, 129, 0.0089135880, 0.0002501498, 281, 1.661, 1.05, 1.02
92, 0.0000518452, 0.0000003321, 10, 0.080, 0.086, 0.0001583460, 0.0000002002, 1, 0.0001583460, 0.0000002002, 1, 0.006, 3.05, 3.05
93, 0.0000064954, 0.0000000518, 10, 0.085, 0.221, 0.0000064954, 0.0000000518, 23, 0.0000064954, 0.0000000518, 23, 0.136, 1.00, 1.00
94, 0.0000040747, 0.0000002349, 19, 0.165, 0.502, 0.0000041223, 0.0000000630, 57, 0.0000041223, 0.0000000630, 57, 0.337, 1.01, 1.01
95, 0.0000004553, 0.0000000595, 10, 0.077, 0.083, 0.0000060395, 0.0000000320, 1, 0.0000060395, 0.0000000320, 1, 0.006, 13.26, 13.26
96, 0.0001351678, 0.0000002052, 15, 0.095, 0.343, 0.0001351678, 0.0000002052, 42, 0.0001351678, 0.0000002052, 42, 0.248, 1.00, 1.00
97, 0.0000060797, 0.0000000403, 32, 0.265, 0.560, 0.0000073654, 0.0000000040, 50, 0.0000073654, 0.0000000040, 50, 0.296, 1.21, 1.21
TOP: 300
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-300 time(s), Meta-300 std(s), trials-300, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-300, speedup-10k
0, 0.0004854407, 0.0000120758, 100, 0.819, 1.197, 0.0007032633, 0.0000113833, 64, 0.0007032633, 0.0000113833, 64, 0.378, 1.45, 1.45
1, 0.0004358117, 0.0000102208, 100, 0.514, 0.656, 0.0006191123, 0.0000001228, 24, 0.0006191123, 0.0000001228, 24, 0.142, 1.42, 1.42
2, 0.0005302790, 0.0000001121, 60, 0.290, 0.355, 0.0005324782, 0.0000007208, 11, 0.0005324782, 0.0000007208, 11, 0.065, 1.00, 1.00
3, 0.0005473143, 0.0000005371, 89, 0.830, 1.167, 0.0007608097, 0.0000209490, 57, 0.0007608097, 0.0000209490, 57, 0.337, 1.39, 1.39
4, 0.0003733190, 0.0000033153, 98, 1.112, 1.213, 0.0005060641, 0.0000001806, 17, 0.0005060641, 0.0000001806, 17, 0.100, 1.36, 1.36
5, 0.0004803727, 0.0000000988, 60, 0.286, 0.304, 0.0004827907, 0.0000002944, 3, 0.0004827907, 0.0000002944, 3, 0.018, 1.01, 1.01
6, 0.0004389770, 0.0000002657, 100, 0.709, 0.981, 0.0005542818, 0.0000022558, 46, 0.0005542818, 0.0000022558, 46, 0.272, 1.26, 1.26
7, 0.0004008807, 0.0000000785, 100, 0.497, 0.598, 0.0005143692, 0.0000000649, 17, 0.0005143692, 0.0000000649, 17, 0.100, 1.28, 1.28
8, 0.0004095538, 0.0000006010, 60, 0.529, 0.901, 0.0005466474, 0.0000374650, 63, 0.0005466474, 0.0000374650, 63, 0.372, 1.33, 1.33
9, 0.0003741952, 0.0000004402, 100, 0.559, 0.878, 0.0004865632, 0.0000001313, 54, 0.0004865632, 0.0000001313, 54, 0.319, 1.30, 1.30
10, 0.0003738670, 0.0000002441, 100, 0.601, 0.867, 0.0004608273, 0.0000014283, 45, 0.0004608273, 0.0000014283, 45, 0.266, 1.23, 1.23
11, 0.0004011490, 0.0000002239, 60, 0.295, 0.567, 0.0004180158, 0.0000010234, 46, 0.0004180158, 0.0000010234, 46, 0.272, 1.04, 1.04
12, 0.0003877998, 0.0000003402, 60, 0.301, 0.349, 0.0005350725, 0.0000016726, 8, 0.0005350725, 0.0000016726, 8, 0.047, 1.38, 1.38
13, 0.0003980640, 0.0000009681, 98, 0.974, 1.311, 0.0005427225, 0.0000000649, 57, 0.0005427225, 0.0000000649, 57, 0.337, 1.36, 1.36
14, 0.0004228055, 0.0000001457, 100, 0.643, 0.832, 0.0005436723, 0.0000019070, 32, 0.0005436723, 0.0000019070, 32, 0.189, 1.29, 1.29
15, 0.0003324407, 0.0000066394, 100, 0.504, 0.870, 0.0003462945, 0.0000004184, 62, 0.0003462945, 0.0000004184, 62, 0.367, 1.04, 1.04
16, 0.0002756428, 0.0000000741, 100, 0.612, 0.831, 0.0003605848, 0.0000003657, 37, 0.0003605848, 0.0000003657, 37, 0.219, 1.31, 1.31
17, 0.0003230888, 0.0000024233, 100, 0.600, 0.789, 0.0004163294, 0.0000000231, 32, 0.0004163294, 0.0000000231, 32, 0.189, 1.29, 1.29
18, 0.0003072662, 0.0000002349, 100, 0.626, 0.951, 0.0004270957, 0.0000003547, 55, 0.0004270957, 0.0000003547, 55, 0.325, 1.39, 1.39
19, 0.0002882698, 0.0000001070, 91, 1.091, 1.198, 0.0002972144, 0.0000010075, 18, 0.0002972144, 0.0000010075, 18, 0.106, 1.03, 1.03
20, 0.0004110973, 0.0000002744, 100, 0.589, 0.678, 0.0004653280, 0.0000000601, 15, 0.0004653280, 0.0000000601, 15, 0.089, 1.13, 1.13
21, 0.0002458588, 0.0000002700, 89, 0.434, 0.747, 0.0003003830, 0.0000002736, 53, 0.0003003830, 0.0000002736, 53, 0.313, 1.22, 1.22
22, 0.0002647600, 0.0000002239, 86, 0.392, 0.758, 0.0002667538, 0.0000002489, 62, 0.0002667538, 0.0000002489, 62, 0.367, 1.01, 1.01
23, 0.0002250245, 0.0000003198, 89, 0.400, 0.447, 0.0003915387, 0.0000078160, 8, 0.0003915387, 0.0000078160, 8, 0.047, 1.74, 1.74
24, 0.0000959650, 0.0000001753, 89, 0.693, 1.249, 0.0000986721, 0.0000015794, 94, 0.0000986721, 0.0000015794, 94, 0.556, 1.03, 1.03
25, 0.0014592027, 0.0000014541, 100, 0.731, 1.287, 0.0018446156, 0.0000056273, 94, 0.0018446156, 0.0000056273, 94, 0.556, 1.26, 1.26
26, 0.0014272760, 0.0000011176, 100, 0.695, 0.855, 0.0015226482, 0.0000343525, 27, 0.0015226482, 0.0000343525, 27, 0.160, 1.07, 1.07
27, 0.0014883222, 0.0000012713, 89, 0.537, 1.075, 0.0015580846, 0.0000033066, 91, 0.0015580846, 0.0000033066, 91, 0.538, 1.05, 1.05
28, 0.0015682242, 0.0000015165, 89, 0.611, 1.096, 0.0019805503, 0.0000005659, 82, 0.0019805503, 0.0000005659, 82, 0.485, 1.26, 1.26
29, 0.0013514978, 0.0000002603, 98, 1.126, 1.675, 0.0014210235, 0.0000035264, 93, 0.0014210235, 0.0000035264, 93, 0.550, 1.05, 1.05
30, 0.0015275647, 0.0000038150, 100, 0.728, 1.195, 0.0017585318, 0.0000008333, 79, 0.0017585318, 0.0000008333, 79, 0.467, 1.15, 1.15
31, 0.0014615060, 0.0000124151, 100, 0.705, 1.119, 0.0017316485, 0.0000008393, 70, 0.0017316485, 0.0000008393, 70, 0.414, 1.18, 1.18
32, 0.0015584613, 0.0000072241, 100, 0.566, 1.174, 0.0016273334, 0.0000040301, 103, 0.0016273334, 0.0000040301, 103, 0.609, 1.04, 1.04
33, 0.0014310187, 0.0000320664, 89, 0.484, 0.697, 0.0017234027, 0.0000016473, 36, 0.0017234027, 0.0000016473, 36, 0.213, 1.20, 1.20
34, 0.0015977710, 0.0000014314, 88, 0.898, 1.193, 0.0017368934, 0.0000251530, 50, 0.0017368934, 0.0000251530, 50, 0.296, 1.09, 1.09
35, 0.0011226237, 0.0000012251, 89, 0.500, 1.138, 0.0012683854, 0.0000668208, 108, 0.0012683854, 0.0000668208, 108, 0.638, 1.13, 1.13
36, 0.0012876905, 0.0000011003, 97, 1.066, 1.657, 0.0014497178, 0.0000040770, 100, 0.0014497178, 0.0000040770, 100, 0.591, 1.13, 1.13
37, 0.0013047423, 0.0000132695, 89, 0.502, 0.590, 0.0015942203, 0.0001107943, 15, 0.0015942203, 0.0001107943, 15, 0.089, 1.22, 1.22
38, 0.0013954890, 0.0000012728, 98, 1.443, 1.597, 0.0014800661, 0.0000013035, 26, 0.0014800661, 0.0000013035, 26, 0.154, 1.06, 1.06
39, 0.0013672017, 0.0000145946, 100, 0.722, 0.799, 0.0017000299, 0.0000006967, 13, 0.0017000299, 0.0000006967, 13, 0.077, 1.24, 1.24
40, 0.0014836128, 0.0000006589, 89, 0.501, 0.844, 0.0015908196, 0.0000004832, 58, 0.0015908196, 0.0000004832, 58, 0.343, 1.07, 1.07
41, 0.0011257120, 0.0000269886, 89, 0.784, 1.085, 0.0015462567, 0.0001133742, 51, 0.0015462567, 0.0001133742, 51, 0.301, 1.37, 1.37
42, 0.0013333268, 0.0000019018, 58, 0.305, 0.323, 0.0013471738, 0.0000017021, 3, 0.0013471738, 0.0000017021, 3, 0.018, 1.01, 1.01
43, 0.0010610132, 0.0000010251, 89, 0.549, 0.785, 0.0014839471, 0.0000820925, 40, 0.0014839471, 0.0000820925, 40, 0.236, 1.40, 1.40
44, 0.0010928282, 0.0000010896, 100, 0.628, 0.894, 0.0014573136, 0.0000012603, 45, 0.0014573136, 0.0000012603, 45, 0.266, 1.33, 1.33
45, 0.0011230547, 0.0000079628, 100, 0.615, 0.680, 0.0015399519, 0.0000003802, 11, 0.0015399519, 0.0000003802, 11, 0.065, 1.37, 1.37
46, 0.0010938402, 0.0000008014, 89, 0.453, 0.719, 0.0011010527, 0.0000009129, 45, 0.0011010527, 0.0000009129, 45, 0.266, 1.01, 1.01
47, 0.0011419420, 0.0000109236, 60, 0.296, 0.639, 0.0011523372, 0.0000015573, 58, 0.0011523372, 0.0000015573, 58, 0.343, 1.01, 1.01
48, 0.0009050958, 0.0000011863, 95, 1.171, 1.289, 0.0013087255, 0.0000965817, 20, 0.0013087255, 0.0000965817, 20, 0.118, 1.45, 1.45
49, 0.0008336192, 0.0000034350, 100, 0.797, 1.105, 0.0011535746, 0.0000042877, 52, 0.0011535746, 0.0000042877, 52, 0.307, 1.38, 1.38
50, 0.0008596070, 0.0000011375, 100, 0.529, 0.635, 0.0010471576, 0.0000783612, 18, 0.0010471576, 0.0000783612, 18, 0.106, 1.22, 1.22
51, 0.0006758622, 0.0000017034, 100, 0.610, 0.941, 0.0009209950, 0.0000774151, 56, 0.0009209950, 0.0000774151, 56, 0.331, 1.36, 1.36
52, 0.0005596947, 0.0000001443, 100, 0.543, 0.915, 0.0007207790, 0.0000001766, 63, 0.0007207790, 0.0000001766, 63, 0.372, 1.29, 1.29
53, 0.0007277458, 0.0000002514, 97, 1.216, 1.400, 0.0008004539, 0.0000003352, 31, 0.0008004539, 0.0000003352, 31, 0.183, 1.10, 1.10
54, 0.0006884912, 0.0000010547, 100, 0.564, 0.859, 0.0007756456, 0.0000008112, 50, 0.0007756456, 0.0000008112, 50, 0.296, 1.13, 1.13
55, 0.0005588090, 0.0000000164, 31, 0.210, 0.583, 0.0005588090, 0.0000000164, 63, 0.0005588090, 0.0000000164, 63, 0.372, 1.00, 1.00
56, 0.0006239053, 0.0000001779, 100, 0.530, 0.743, 0.0006626797, 0.0000003724, 36, 0.0006626797, 0.0000003724, 36, 0.213, 1.06, 1.06
57, 0.0004384220, 0.0000011279, 100, 0.684, 0.690, 0.0004936863, 0.0000017741, 1, 0.0004936863, 0.0000017741, 1, 0.006, 1.13, 1.13
58, 0.0004932043, 0.0000078547, 60, 0.269, 0.423, 0.0005523540, 0.0000235088, 26, 0.0005523540, 0.0000235088, 26, 0.154, 1.12, 1.12
59, 0.0004380933, 0.0000003622, 100, 0.489, 0.560, 0.0004917106, 0.0000007292, 12, 0.0004917106, 0.0000007292, 12, 0.071, 1.12, 1.12
60, 0.0003387810, 0.0000040019, 100, 0.650, 0.815, 0.0004086378, 0.0000002266, 28, 0.0004086378, 0.0000002266, 28, 0.166, 1.21, 1.21
61, 0.0003517585, 0.0000003045, 54, 0.546, 2.077, 0.0003521893, 0.0000000319, 259, 0.0003521893, 0.0000000319, 259, 1.531, 1.00, 1.00
62, 0.0022599110, 0.0000067040, 85, 1.428, 1.913, 0.0023128250, 0.0000097857, 82, 0.0023128250, 0.0000097857, 82, 0.485, 1.02, 1.02
63, 0.0021446878, 0.0000020568, 59, 0.733, 1.236, 0.0021802871, 0.0000095384, 85, 0.0021802871, 0.0000095384, 85, 0.502, 1.02, 1.02
64, 0.0022896810, 0.0000016895, 100, 0.766, 1.351, 0.0023149172, 0.0000104950, 99, 0.0023149172, 0.0000104950, 99, 0.585, 1.01, 1.01
65, 0.0017926357, 0.0000013532, 100, 0.679, 1.217, 0.0018089373, 0.0000014063, 91, 0.0018089373, 0.0000014063, 91, 0.538, 1.01, 1.01
66, 0.0015732132, 0.0000072956, 86, 0.454, 0.578, 0.0016818121, 0.0000923562, 21, 0.0016818121, 0.0000923562, 21, 0.124, 1.07, 1.07
67, 0.0013828223, 0.0000010949, 89, 0.592, 1.077, 0.0016828710, 0.0001479393, 82, 0.0016828710, 0.0001479393, 82, 0.485, 1.22, 1.22
68, 0.0012426932, 0.0000016313, 99, 1.066, 1.587, 0.0013189183, 0.0000063165, 88, 0.0013189183, 0.0000063165, 88, 0.520, 1.06, 1.06
69, 0.0013595310, 0.0000307465, 100, 0.792, 0.875, 0.0015484321, 0.0000002945, 14, 0.0015484321, 0.0000002945, 14, 0.083, 1.14, 1.14
70, 0.0009701635, 0.0000010107, 100, 1.235, 1.365, 0.0017847043, 0.0000139724, 22, 0.0017847043, 0.0000139724, 22, 0.130, 1.84, 1.84
71, 0.0009994868, 0.0000011891, 100, 1.142, 1.520, 0.0018108223, 0.0000718645, 64, 0.0018108223, 0.0000718645, 64, 0.378, 1.81, 1.81
72, 0.0008403177, 0.0000009098, 100, 0.670, 0.830, 0.0010966065, 0.0000853013, 27, 0.0010966065, 0.0000853013, 27, 0.160, 1.30, 1.30
73, 0.0008329725, 0.0000015507, 100, 0.546, 0.658, 0.0008900938, 0.0000017620, 19, 0.0008900938, 0.0000017620, 19, 0.112, 1.07, 1.07
74, 0.0012265530, 0.0000015903, 57, 0.405, 2.179, 0.0012274772, 0.0000008756, 260, 0.0012164216, 0.0000003040, 449, 2.654, 1.00, 0.99
75, 0.0046926205, 0.0000018086, 30, 0.341, 1.216, 0.0046926205, 0.0000018086, 148, 0.0046926205, 0.0000018086, 148, 0.875, 1.00, 1.00
76, 0.0036680893, 0.0000010638, 100, 0.918, 1.953, 0.0036927986, 0.0000051702, 175, 0.0036927986, 0.0000051702, 175, 1.035, 1.01, 1.01
77, 0.0030546288, 0.0000069278, 89, 0.680, 1.378, 0.0032066926, 0.0000029006, 118, 0.0032066926, 0.0000029006, 118, 0.698, 1.05, 1.05
78, 0.0022092552, 0.0000007924, 86, 0.566, 1.098, 0.0022385959, 0.0000010609, 90, 0.0022385959, 0.0000010609, 90, 0.532, 1.01, 1.01
79, 0.0019319672, 0.0000028060, 99, 0.986, 1.666, 0.0019686795, 0.0000005702, 115, 0.0019686795, 0.0000005702, 115, 0.680, 1.02, 1.02
80, 0.0011150542, 0.0000010373, 100, 0.554, 1.180, 0.0012440973, 0.0000960352, 106, 0.0012440973, 0.0000960352, 106, 0.627, 1.12, 1.12
81, 0.0055807004, 0.0000003239, 31, 0.353, 2.126, 0.0055807004, 0.0000003239, 204, 0.0048773932, 0.0000004344, 965, 5.705, 1.00, 0.87
82, 0.0000151429, 0.0000000264, 10, 0.078, 0.084, 0.0000151429, 0.0000000264, 1, 0.0000151429, 0.0000000264, 1, 0.006, 1.00, 1.00
83, 0.0033256535, 0.0000006887, 31, 0.216, 1.073, 0.0033256535, 0.0000006887, 145, 0.0033256535, 0.0000006887, 145, 0.857, 1.00, 1.00
84, 0.0000857397, 0.0000006720, 10, 0.086, 0.228, 0.0000857397, 0.0000006720, 24, 0.0000857397, 0.0000006720, 24, 0.142, 1.00, 1.00
85, 0.0045864192, 0.0000050567, 100, 0.719, 1.600, 0.0050143398, 0.0000004823, 149, 0.0050143398, 0.0000004823, 149, 0.881, 1.09, 1.09
86, 0.0001591362, 0.0000067264, 10, 0.083, 0.089, 0.0004680605, 0.0000007037, 1, 0.0004680605, 0.0000007037, 1, 0.006, 2.94, 2.94
87, 0.0000177615, 0.0000008439, 28, 0.256, 0.285, 0.0000272923, 0.0000005686, 5, 0.0000272923, 0.0000005686, 5, 0.030, 1.54, 1.54
88, 0.0043710490, 0.0000005845, 76, 1.283, 2.383, 0.0050911138, 0.0000010219, 186, 0.0050911138, 0.0000010219, 186, 1.100, 1.16, 1.16
89, 0.0000755268, 0.0000005849, 10, 0.080, 0.086, 0.0002354167, 0.0000003154, 1, 0.0002354167, 0.0000003154, 1, 0.006, 3.12, 3.12
90, 0.0000090509, 0.0000000091, 10, 0.085, 0.351, 0.0000090509, 0.0000000091, 45, 0.0000090509, 0.0000000091, 45, 0.266, 1.00, 1.00
91, 0.0082959198, 0.0000019366, 100, 1.167, 2.828, 0.0089135880, 0.0002501498, 281, 0.0089135880, 0.0002501498, 281, 1.661, 1.07, 1.07
92, 0.0000525587, 0.0000003526, 10, 0.081, 0.087, 0.0001583460, 0.0000002002, 1, 0.0001583460, 0.0000002002, 1, 0.006, 3.01, 3.01
93, 0.0000064954, 0.0000000518, 10, 0.085, 0.221, 0.0000064954, 0.0000000518, 23, 0.0000064954, 0.0000000518, 23, 0.136, 1.00, 1.00
94, 0.0000041223, 0.0000000630, 10, 0.082, 0.419, 0.0000041223, 0.0000000630, 57, 0.0000041223, 0.0000000630, 57, 0.337, 1.00, 1.00
95, 0.0000004508, 0.0000000521, 10, 0.078, 0.084, 0.0000060395, 0.0000000320, 1, 0.0000060395, 0.0000000320, 1, 0.006, 13.40, 13.40
