BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
6, 0.0024188363, 0.0000387229, 59, 0.496, 7.217, 0.0024255186, 0.0000003786, 190, 0.0022877594, 0.0000012231, 549, 12.299, 1.00, 0.95
7, 0.0000665522, 0.0000013236, 14, 0.211, 1.645, 0.0000705454, 0.0000000842, 64, 0.0000705454, 0.0000000842, 64, 1.434, 1.06, 1.06
8, 0.0021742812, 0.0000017197, 60, 0.466, 7.186, 0.0021752929, 0.0000006881, 139, 0.0021702554, 0.0000007069, 434, 9.722, 1.00, 1.00
9, 0.0000290464, 0.0000002502, 10, 0.077, 0.122, 0.0000290464, 0.0000002502, 2, 0.0000290464, 0.0000002502, 2, 0.045, 1.00, 1.00
10, 0.0021744373, 0.0000015400, 86, 0.538, 7.258, 0.0021803053, 0.0000011798, 139, 0.0021751462, 0.0000033255, 809, 18.123, 1.00, 1.00
11, 0.0011504538, 0.0000020817, 95, 0.738, 7.459, 0.0012492934, 0.0000002195, 268, 0.0012204020, 0.0000061571, 384, 8.602, 1.09, 1.06
12, 0.0000235053, 0.0000001363, 10, 0.077, 0.122, 0.0000236905, 0.0000008194, 2, 0.0000236905, 0.0000008194, 2, 0.045, 1.01, 1.01
13, 0.0023531440, 0.0000010390, 100, 0.862, 7.582, 0.0024872782, 0.0000037439, 293, 0.0022421237, 0.0000007774, 456, 10.215, 1.06, 0.95
14, 0.0000230163, 0.0000001045, 10, 0.075, 0.097, 0.0000230163, 0.0000001045, 1, 0.0000230163, 0.0000001045, 1, 0.022, 1.00, 1.00
15, 0.0024878039, 0.0000022732, 27, 0.239, 6.959, 0.0024878039, 0.0000022732, 91, 0.0024713808, 0.0000006942, 962, 21.551, 1.00, 0.99
16, 0.0000067921, 0.0000001515, 10, 0.076, 0.099, 0.0000067921, 0.0000001515, 1, 0.0000067921, 0.0000001515, 1, 0.022, 1.00, 1.00
17, 0.0012551018, 0.0000009594, 28, 0.208, 6.928, 0.0012551018, 0.0000009594, 201, 0.0012463073, 0.0000003258, 326, 7.303, 1.00, 0.99
18, 0.0000132743, 0.0000000519, 10, 0.075, 0.120, 0.0000135608, 0.0000005131, 2, 0.0000135608, 0.0000005131, 2, 0.045, 1.02, 1.02
19, 0.0022192833, 0.0000016352, 86, 1.232, 4.615, 0.0022293349, 0.0000011123, 151, 0.0022293349, 0.0000011123, 151, 3.383, 1.00, 1.00
20, 0.0000131512, 0.0000000872, 10, 0.075, 0.120, 0.0000132352, 0.0000000042, 2, 0.0000132352, 0.0000000042, 2, 0.045, 1.01, 1.01
21, 0.0022230520, 0.0000009899, 58, 0.360, 7.080, 0.0022283426, 0.0000001311, 279, 0.0021883017, 0.0000013276, 1090, 24.418, 1.00, 0.98
22, 0.0000042060, 0.0000000231, 10, 0.076, 0.121, 0.0000042767, 0.0000001662, 2, 0.0000042767, 0.0000001662, 2, 0.045, 1.02, 1.02
23, 0.0011868583, 0.0000022424, 86, 0.518, 7.238, 0.0012321751, 0.0000021720, 242, 0.0011562013, 0.0000046085, 324, 7.258, 1.04, 0.97
24, 0.0022888220, 0.0000022862, 58, 0.725, 7.446, 0.0022955308, 0.0000032523, 201, 0.0022274962, 0.0000042246, 513, 11.492, 1.00, 0.97
25, 0.0000079730, 0.0000001530, 11, 0.126, 0.194, 0.0000086148, 0.0000000060, 3, 0.0000086148, 0.0000000060, 3, 0.067, 1.08, 1.08
26, 0.0022165483, 0.0000015634, 96, 1.422, 8.142, 0.0022438684, 0.0000014070, 267, 0.0022118885, 0.0000006042, 577, 12.926, 1.01, 1.00
27, 0.0000032533, 0.0000000490, 10, 0.083, 0.464, 0.0000032533, 0.0000000490, 17, 0.0000032533, 0.0000000490, 17, 0.381, 1.00, 1.00
28, 0.0000002267, 0.0000000413, 10, 0.074, 0.097, 0.0000059979, 0.0000000130, 1, 0.0000059979, 0.0000000130, 1, 0.022, 26.46, 26.46
29, 0.0000178953, 0.0000000128, 15, 0.090, 0.582, 0.0000178953, 0.0000000128, 22, 0.0000178953, 0.0000000128, 22, 0.493, 1.00, 1.00
30, 0.0000060035, 0.0000000247, 22, 0.169, 0.437, 0.0000074495, 0.0000002744, 12, 0.0000074495, 0.0000002744, 12, 0.269, 1.24, 1.24
TOP: 1000
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1000 time(s), Meta-1000 std(s), trials-1000, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1000, speedup-10k
0, 0.0001401148, 0.0000000627, 86, 0.470, 1.770, 0.0001483512, 0.0000006014, 58, 0.0001483512, 0.0000006014, 58, 1.299, 1.06, 1.06
1, 0.0000175826, 0.0000000320, 10, 0.077, 0.099, 0.0000175826, 0.0000000320, 1, 0.0000175826, 0.0000000320, 1, 0.022, 1.00, 1.00
2, 0.0001276622, 0.0000001194, 89, 0.403, 1.321, 0.0001541873, 0.0000080486, 41, 0.0001541873, 0.0000080486, 41, 0.918, 1.21, 1.21
3, 0.0000169642, 0.0000001812, 10, 0.077, 0.099, 0.0000172468, 0.0000001263, 1, 0.0000172468, 0.0000001263, 1, 0.022, 1.02, 1.02
4, 0.0001559368, 0.0000003208, 58, 0.439, 1.358, 0.0001734069, 0.0000019604, 41, 0.0001734069, 0.0000019604, 41, 0.918, 1.11, 1.11
5, 0.0000150952, 0.0000000742, 10, 0.079, 0.101, 0.0000150952, 0.0000000742, 1, 0.0000150952, 0.0000000742, 1, 0.022, 1.00, 1.00
6, 0.0022865992, 0.0000031910, 60, 0.368, 12.667, 0.0022877594, 0.0000012231, 549, 0.0022877594, 0.0000012231, 549, 12.299, 1.00, 1.00
7, 0.0000689627, 0.0000014235, 13, 0.163, 1.597, 0.0000705454, 0.0000000842, 64, 0.0000705454, 0.0000000842, 64, 1.434, 1.02, 1.02
8, 0.0021676532, 0.0000003962, 57, 0.753, 10.476, 0.0021702554, 0.0000007069, 434, 0.0021702554, 0.0000007069, 434, 9.722, 1.00, 1.00
9, 0.0000290464, 0.0000002502, 10, 0.076, 0.121, 0.0000290464, 0.0000002502, 2, 0.0000290464, 0.0000002502, 2, 0.045, 1.00, 1.00
10, 0.0021733945, 0.0000015025, 89, 0.750, 18.873, 0.0021751462, 0.0000033255, 809, 0.0021751462, 0.0000033255, 809, 18.123, 1.00, 1.00
11, 0.0011926620, 0.0000011077, 58, 0.576, 9.179, 0.0012204020, 0.0000061571, 384, 0.0012204020, 0.0000061571, 384, 8.602, 1.02, 1.02
12, 0.0000234938, 0.0000000808, 10, 0.076, 0.121, 0.0000236905, 0.0000008194, 2, 0.0000236905, 0.0000008194, 2, 0.045, 1.01, 1.01
13, 0.0022114253, 0.0000008391, 100, 0.857, 11.072, 0.0022421237, 0.0000007774, 456, 0.0022421237, 0.0000007774, 456, 10.215, 1.01, 1.01
14, 0.0000230163, 0.0000001045, 10, 0.076, 0.098, 0.0000230163, 0.0000001045, 1, 0.0000230163, 0.0000001045, 1, 0.022, 1.00, 1.00
15, 0.0024713808, 0.0000006942, 27, 0.379, 21.930, 0.0024713808, 0.0000006942, 962, 0.0024713808, 0.0000006942, 962, 21.551, 1.00, 1.00
16, 0.0000067921, 0.0000001515, 10, 0.077, 0.099, 0.0000067921, 0.0000001515, 1, 0.0000067921, 0.0000001515, 1, 0.022, 1.00, 1.00
17, 0.0012463073, 0.0000003258, 28, 0.216, 7.519, 0.0012463073, 0.0000003258, 326, 0.0012463073, 0.0000003258, 326, 7.303, 1.00, 1.00
18, 0.0000131655, 0.0000000524, 10, 0.076, 0.121, 0.0000135608, 0.0000005131, 2, 0.0000135608, 0.0000005131, 2, 0.045, 1.03, 1.03
19, 0.0022240888, 0.0000005226, 58, 0.832, 4.215, 0.0022293349, 0.0000011123, 151, 0.0022293349, 0.0000011123, 151, 3.383, 1.00, 1.00
20, 0.0000132050, 0.0000001684, 10, 0.076, 0.121, 0.0000132352, 0.0000000042, 2, 0.0000132352, 0.0000000042, 2, 0.045, 1.00, 1.00
21, 0.0022135288, 0.0000018369, 58, 0.423, 22.825, 0.0022147640, 0.0000004449, 998, 0.0021883017, 0.0000013276, 1090, 24.418, 1.00, 0.99
22, 0.0000042512, 0.0000000869, 11, 0.126, 0.171, 0.0000042767, 0.0000001662, 2, 0.0000042767, 0.0000001662, 2, 0.045, 1.01, 1.01
23, 0.0011537257, 0.0000169964, 60, 0.424, 7.682, 0.0011562013, 0.0000046085, 324, 0.0011562013, 0.0000046085, 324, 7.258, 1.00, 1.00
24, 0.0022096403, 0.0000021391, 60, 0.692, 12.184, 0.0022274962, 0.0000042246, 513, 0.0022274962, 0.0000042246, 513, 11.492, 1.01, 1.01
25, 0.0000078577, 0.0000001698, 11, 0.127, 0.194, 0.0000086148, 0.0000000060, 3, 0.0000086148, 0.0000000060, 3, 0.067, 1.10, 1.10
26, 0.0022118885, 0.0000006042, 31, 0.339, 13.265, 0.0022118885, 0.0000006042, 577, 0.0022118885, 0.0000006042, 577, 12.926, 1.00, 1.00
27, 0.0000032533, 0.0000000490, 10, 0.086, 0.467, 0.0000032533, 0.0000000490, 17, 0.0000032533, 0.0000000490, 17, 0.381, 1.00, 1.00
28, 0.0000002267, 0.0000000475, 10, 0.077, 0.099, 0.0000059979, 0.0000000130, 1, 0.0000059979, 0.0000000130, 1, 0.022, 26.46, 26.46
29, 0.0000178953, 0.0000000128, 15, 0.089, 0.582, 0.0000178953, 0.0000000128, 22, 0.0000178953, 0.0000000128, 22, 0.493, 1.00, 1.00
30, 0.0000059797, 0.0000000551, 42, 0.333, 0.602, 0.0000074495, 0.0000002744, 12, 0.0000074495, 0.0000002744, 12, 0.269, 1.25, 1.25
BENCH: resnet34
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
0, 0.0008311052, 0.0000050220, 86, 0.424, 0.446, 0.0022666049, 0.0000004731, 1, 0.0001775727, 0.0000006824, 31, 0.680, 2.73, 0.21
1, 0.0000388145, 0.0000000290, 10, 0.077, 0.099, 0.0000388145, 0.0000000290, 1, 0.0000177233, 0.0000001225, 3, 0.066, 1.00, 0.46
2, 0.0002326415, 0.0000005618, 100, 0.578, 0.600, 0.0007407134, 0.0000171788, 1, 0.0001474210, 0.0000000553, 14, 0.307, 3.18, 0.63
3, 0.0000169427, 0.0000001892, 11, 0.127, 0.148, 0.0000170641, 0.0000006166, 1, 0.0000166103, 0.0000000164, 2, 0.044, 1.01, 0.98
4, 0.0002652757, 0.0000030588, 100, 0.737, 0.759, 0.0003867068, 0.0000029418, 1, 0.0001353627, 0.0000001963, 4, 0.088, 1.46, 0.51
5, 0.0000149401, 0.0000001094, 10, 0.076, 0.098, 0.0000149401, 0.0000001094, 1, 0.0000149401, 0.0000001094, 1, 0.022, 1.00, 1.00
6, 0.0041388467, 0.0000016760, 86, 0.682, 0.704, 0.0098549778, 0.0000010792, 1, 0.0023230007, 0.0000066696, 307, 6.732, 2.38, 0.56
7, 0.0001940422, 0.0000124140, 10, 0.106, 0.128, 0.0001940422, 0.0000124140, 1, 0.0000599763, 0.0000045495, 3, 0.066, 1.00, 0.31
8, 0.0021810473, 0.0000005415, 97, 1.161, 1.183, 0.0025865722, 0.0000105165, 1, 0.0021663744, 0.0000011312, 309, 6.776, 1.19, 0.99
9, 0.0000331008, 0.0000002615, 10, 0.078, 0.099, 0.0000331008, 0.0000002615, 1, 0.0000292977, 0.0000000598, 2, 0.044, 1.00, 0.89
10, 0.0027124333, 0.0000011387, 83, 0.647, 0.668, 0.0052665990, 0.0002929191, 1, 0.0021744912, 0.0000003080, 822, 18.025, 1.94, 0.80
11, 0.0031733435, 0.0000252737, 100, 0.772, 0.794, 0.0087950314, 0.0000013794, 1, 0.0011438389, 0.0000018629, 124, 2.719, 2.77, 0.36
12, 0.0000303297, 0.0000001431, 10, 0.075, 0.097, 0.0000303297, 0.0000001431, 1, 0.0000230084, 0.0000001675, 2, 0.044, 1.00, 0.76
13, 0.0088130453, 0.0000828693, 97, 0.962, 0.984, 0.0149022623, 0.0000132393, 1, 0.0021789306, 0.0000010373, 774, 16.972, 1.69, 0.25
14, 0.0000303736, 0.0000001060, 10, 0.075, 0.097, 0.0000303736, 0.0000001060, 1, 0.0000233520, 0.0000000455, 2, 0.044, 1.00, 0.77
15, 0.0046704370, 0.0000083415, 100, 1.005, 1.027, 0.0128645028, 0.0005906909, 1, 0.0021842162, 0.0000013968, 900, 19.735, 2.75, 0.47
16, 0.0000067073, 0.0000000754, 10, 0.076, 0.098, 0.0000077503, 0.0000002943, 1, 0.0000077503, 0.0000002943, 1, 0.022, 1.16, 1.16
17, 0.0014808027, 0.0000008339, 100, 0.910, 0.932, 0.0082384632, 0.0000141429, 1, 0.0011502373, 0.0000036427, 65, 1.425, 5.56, 0.78
18, 0.0000153748, 0.0000000578, 10, 0.077, 0.099, 0.0000160138, 0.0000000220, 1, 0.0000135159, 0.0000005252, 2, 0.044, 1.04, 0.88
19, 0.0036796325, 0.0000118106, 85, 1.215, 1.237, 0.0079324072, 0.0004285477, 1, 0.0021735434, 0.0000004632, 1025, 22.476, 2.16, 0.59
20, 0.0000132907, 0.0000000430, 10, 0.075, 0.097, 0.0000136334, 0.0000005026, 1, 0.0000136334, 0.0000005026, 1, 0.022, 1.03, 1.03
21, 0.0032334657, 0.0000192946, 80, 1.030, 1.052, 0.0041330499, 0.0001854852, 1, 0.0021751619, 0.0000002563, 686, 15.043, 1.28, 0.67
22, 0.0000043033, 0.0000000882, 10, 0.074, 0.096, 0.0000045226, 0.0000000042, 1, 0.0000042784, 0.0000000018, 2, 0.044, 1.05, 0.99
23, 0.0019814630, 0.0000048893, 100, 0.754, 0.776, 0.0043493744, 0.0000022624, 1, 0.0011693224, 0.0000049271, 133, 2.916, 2.20, 0.59
24, 0.0055348230, 0.0000047637, 83, 0.818, 0.840, 0.0229329913, 0.0008295975, 1, 0.0022144838, 0.0000011660, 450, 9.868, 4.14, 0.40
25, 0.0000080260, 0.0000000059, 10, 0.075, 0.097, 0.0000080260, 0.0000000059, 1, 0.0000080260, 0.0000000059, 1, 0.022, 1.00, 1.00
26, 0.0091079755, 0.0000084400, 92, 0.957, 0.978, 0.0190701122, 0.0000159238, 1, 0.0022219709, 0.0000003608, 643, 14.100, 2.09, 0.24
27, 0.0000065742, 0.0000000643, 27, 0.243, 0.265, 0.0000070169, 0.0000003159, 1, 0.0000034485, 0.0000000203, 25, 0.548, 1.07, 0.52
28, 0.0000002197, 0.0000000329, 10, 0.075, 0.097, 0.0000060227, 0.0000000134, 1, 0.0000060227, 0.0000000134, 1, 0.022, 27.42, 27.42
29, 0.0000353940, 0.0000000045, 15, 0.086, 0.107, 0.0000353940, 0.0000000045, 1, 0.0000207957, 0.0000000257, 5, 0.110, 1.00, 0.59
30, 0.0000775880, 0.0000008565, 28, 0.245, 0.267, 0.0001286117, 0.0000006607, 1, 0.0000080087, 0.0000000307, 9, 0.197, 1.66, 0.10
TOP: 10
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-10 time(s), Meta-10 std(s), trials-10, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-10, speedup-10k
0, 0.0001885348, 0.0000002219, 100, 0.550, 0.769, 0.0002545659, 0.0000234708, 4, 0.0001775727, 0.0000006824, 31, 0.680, 1.35, 0.94
1, 0.0000177233, 0.0000001225, 10, 0.078, 0.144, 0.0000177233, 0.0000001225, 3, 0.0000177233, 0.0000001225, 3, 0.066, 1.00, 1.00
2, 0.0001505750, 0.0000001713, 100, 0.536, 0.755, 0.0003133598, 0.0000001687, 7, 0.0001474210, 0.0000000553, 14, 0.307, 2.08, 0.98
3, 0.0000165058, 0.0000000706, 10, 0.076, 0.119, 0.0000166103, 0.0000000164, 2, 0.0000166103, 0.0000000164, 2, 0.044, 1.01, 1.01
4, 0.0001254505, 0.0000001078, 100, 0.469, 0.557, 0.0001353627, 0.0000001963, 4, 0.0001353627, 0.0000001963, 4, 0.088, 1.08, 1.08
5, 0.0000149401, 0.0000001094, 10, 0.075, 0.097, 0.0000149401, 0.0000001094, 1, 0.0000149401, 0.0000001094, 1, 0.022, 1.00, 1.00
6, 0.0023891920, 0.0000219144, 100, 0.928, 1.148, 0.0040484888, 0.0005007514, 9, 0.0023230007, 0.0000066696, 307, 6.732, 1.69, 0.97
7, 0.0000599763, 0.0000045495, 10, 0.093, 0.159, 0.0000599763, 0.0000045495, 3, 0.0000599763, 0.0000045495, 3, 0.066, 1.00, 1.00
8, 0.0021766820, 0.0000010652, 99, 1.198, 1.417, 0.0025865722, 0.0000105165, 1, 0.0021663744, 0.0000011312, 309, 6.776, 1.19, 1.00
9, 0.0000292977, 0.0000000598, 10, 0.077, 0.121, 0.0000292977, 0.0000000598, 2, 0.0000292977, 0.0000000598, 2, 0.044, 1.00, 1.00
10, 0.0022441800, 0.0000084356, 94, 1.851, 2.070, 0.0025942890, 0.0000054338, 3, 0.0021744912, 0.0000003080, 822, 18.025, 1.16, 0.97
11, 0.0015202328, 0.0000005818, 74, 1.441, 1.660, 0.0023856833, 0.0000790795, 5, 0.0011438389, 0.0000018629, 124, 2.719, 1.57, 0.75
12, 0.0000230084, 0.0000001675, 10, 0.074, 0.118, 0.0000230084, 0.0000001675, 2, 0.0000230084, 0.0000001675, 2, 0.044, 1.00, 1.00
13, 0.0027648700, 0.0000165799, 94, 0.986, 1.206, 0.0038293986, 0.0002016628, 4, 0.0021789306, 0.0000010373, 774, 16.972, 1.39, 0.79
14, 0.0000233520, 0.0000000455, 10, 0.075, 0.119, 0.0000233520, 0.0000000455, 2, 0.0000233520, 0.0000000455, 2, 0.044, 1.00, 1.00
15, 0.0025883897, 0.0000027958, 93, 0.775, 0.995, 0.0042689797, 0.0002179653, 10, 0.0021842162, 0.0000013968, 900, 19.735, 1.65, 0.84
16, 0.0000069897, 0.0000003031, 10, 0.076, 0.098, 0.0000077503, 0.0000002943, 1, 0.0000077503, 0.0000002943, 1, 0.022, 1.11, 1.11
17, 0.0014879435, 0.0000113098, 86, 0.567, 0.786, 0.0020000540, 0.0000058587, 8, 0.0011502373, 0.0000036427, 65, 1.425, 1.34, 0.77
18, 0.0000131570, 0.0000000522, 10, 0.076, 0.120, 0.0000135159, 0.0000005252, 2, 0.0000135159, 0.0000005252, 2, 0.044, 1.03, 1.03
19, 0.0023995058, 0.0000028789, 89, 1.123, 1.343, 0.0049510400, 0.0000096749, 2, 0.0021735434, 0.0000004632, 1025, 22.476, 2.06, 0.91
20, 0.0000132075, 0.0000000888, 10, 0.077, 0.099, 0.0000136334, 0.0000005026, 1, 0.0000136334, 0.0000005026, 1, 0.022, 1.03, 1.03
21, 0.0029882817, 0.0000374262, 91, 1.226, 1.446, 0.0039018734, 0.0000223966, 4, 0.0021751619, 0.0000002563, 686, 15.043, 1.31, 0.73
22, 0.0000042784, 0.0000000018, 10, 0.076, 0.120, 0.0000042784, 0.0000000018, 2, 0.0000042784, 0.0000000018, 2, 0.044, 1.00, 1.00
23, 0.0015663948, 0.0000798041, 58, 0.439, 0.658, 0.0032942368, 0.0001200620, 5, 0.0011693224, 0.0000049271, 133, 2.916, 2.10, 0.75
24, 0.0048889398, 0.0000778109, 89, 1.267, 1.487, 0.0054882350, 0.0003492511, 7, 0.0022144838, 0.0000011660, 450, 9.868, 1.12, 0.45
25, 0.0000080260, 0.0000000059, 10, 0.074, 0.096, 0.0000080260, 0.0000000059, 1, 0.0000080260, 0.0000000059, 1, 0.022, 1.00, 1.00
26, 0.0032458703, 0.0000151590, 89, 0.684, 0.904, 0.0044762518, 0.0000891991, 7, 0.0022219709, 0.0000003608, 643, 14.100, 1.38, 0.68
27, 0.0000034662, 0.0000000362, 10, 0.080, 0.299, 0.0000034662, 0.0000000362, 5, 0.0000034485, 0.0000000203, 25, 0.548, 1.00, 0.99
28, 0.0000002135, 0.0000000332, 10, 0.077, 0.099, 0.0000060227, 0.0000000134, 1, 0.0000060227, 0.0000000134, 1, 0.022, 28.21, 28.21
29, 0.0000207957, 0.0000000257, 14, 0.087, 0.197, 0.0000207957, 0.0000000257, 5, 0.0000207957, 0.0000000257, 5, 0.110, 1.00, 1.00
30, 0.0000078348, 0.0000000843, 22, 0.168, 0.365, 0.0000080087, 0.0000000307, 9, 0.0000080087, 0.0000000307, 9, 0.197, 1.02, 1.02
TOP: 25
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-25 time(s), Meta-25 std(s), trials-25, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-25, speedup-10k
0, 0.0001519257, 0.0000000611, 100, 0.674, 1.222, 0.0001826306, 0.0000000129, 23, 0.0001775727, 0.0000006824, 31, 0.680, 1.20, 1.17
1, 0.0000177233, 0.0000001225, 10, 0.077, 0.143, 0.0000177233, 0.0000001225, 3, 0.0000177233, 0.0000001225, 3, 0.066, 1.00, 1.00
2, 0.0001346918, 0.0000002713, 60, 0.250, 0.557, 0.0001474210, 0.0000000553, 14, 0.0001474210, 0.0000000553, 14, 0.307, 1.09, 1.09
3, 0.0000165568, 0.0000001218, 10, 0.075, 0.119, 0.0000166103, 0.0000000164, 2, 0.0000166103, 0.0000000164, 2, 0.044, 1.00, 1.00
4, 0.0001331453, 0.0000001080, 60, 0.255, 0.343, 0.0001353627, 0.0000001963, 4, 0.0001353627, 0.0000001963, 4, 0.088, 1.02, 1.02
5, 0.0000149401, 0.0000001094, 10, 0.076, 0.098, 0.0000149401, 0.0000001094, 1, 0.0000149401, 0.0000001094, 1, 0.022, 1.00, 1.00
6, 0.0024340130, 0.0000159178, 56, 0.948, 1.496, 0.0029730815, 0.0000300170, 13, 0.0023230007, 0.0000066696, 307, 6.732, 1.22, 0.95
7, 0.0000499275, 0.0000072330, 15, 0.169, 0.235, 0.0000599763, 0.0000045495, 3, 0.0000599763, 0.0000045495, 3, 0.066, 1.20, 1.20
8, 0.0021824662, 0.0000005787, 97, 1.184, 1.733, 0.0025865722, 0.0000105165, 1, 0.0021663744, 0.0000011312, 309, 6.776, 1.19, 0.99
9, 0.0000292977, 0.0000000598, 10, 0.076, 0.120, 0.0000292977, 0.0000000598, 2, 0.0000292977, 0.0000000598, 2, 0.044, 1.00, 1.00
10, 0.0022425498, 0.0000026255, 91, 1.844, 2.393, 0.0025942890, 0.0000054338, 3, 0.0021744912, 0.0000003080, 822, 18.025, 1.16, 0.97
11, 0.0012202677, 0.0000549495, 83, 0.572, 1.120, 0.0019782512, 0.0000456830, 21, 0.0011438389, 0.0000018629, 124, 2.719, 1.62, 0.94
12, 0.0000230084, 0.0000001675, 10, 0.075, 0.118, 0.0000230084, 0.0000001675, 2, 0.0000230084, 0.0000001675, 2, 0.044, 1.00, 1.00
13, 0.0026635938, 0.0000255586, 58, 0.582, 1.130, 0.0035691896, 0.0001440098, 22, 0.0021789306, 0.0000010373, 774, 16.972, 1.34, 0.82
14, 0.0000233520, 0.0000000455, 10, 0.078, 0.122, 0.0000233520, 0.0000000455, 2, 0.0000233520, 0.0000000455, 2, 0.044, 1.00, 1.00
15, 0.0030508728, 0.0000520836, 83, 0.639, 1.187, 0.0037209345, 0.0000013509, 23, 0.0021842162, 0.0000013968, 900, 19.735, 1.22, 0.72
16, 0.0000069033, 0.0000002627, 10, 0.075, 0.097, 0.0000077503, 0.0000002943, 1, 0.0000077503, 0.0000002943, 1, 0.022, 1.12, 1.12
17, 0.0014683195, 0.0000112365, 86, 0.567, 1.115, 0.0020000540, 0.0000058587, 8, 0.0011502373, 0.0000036427, 65, 1.425, 1.36, 0.78
18, 0.0000131257, 0.0000000837, 10, 0.076, 0.120, 0.0000135159, 0.0000005252, 2, 0.0000135159, 0.0000005252, 2, 0.044, 1.03, 1.03
19, 0.0042683010, 0.0000024204, 60, 0.758, 1.306, 0.0043673491, 0.0000025697, 23, 0.0021735434, 0.0000004632, 1025, 22.476, 1.02, 0.51
20, 0.0000131975, 0.0000001127, 10, 0.074, 0.096, 0.0000136334, 0.0000005026, 1, 0.0000136334, 0.0000005026, 1, 0.022, 1.03, 1.03
21, 0.0030847575, 0.0000008065, 100, 0.869, 1.418, 0.0036341304, 0.0000259316, 17, 0.0021751619, 0.0000002563, 686, 15.043, 1.18, 0.71
22, 0.0000042784, 0.0000000018, 10, 0.076, 0.120, 0.0000042784, 0.0000000018, 2, 0.0000042784, 0.0000000018, 2, 0.044, 1.00, 1.00
23, 0.0016889863, 0.0000387452, 54, 0.388, 0.936, 0.0020943822, 0.0000002872, 19, 0.0011693224, 0.0000049271, 133, 2.916, 1.24, 0.69
24, 0.0025013957, 0.0000115552, 100, 0.781, 1.329, 0.0034865283, 0.0002418949, 18, 0.0022144838, 0.0000011660, 450, 9.868, 1.39, 0.89
25, 0.0000080260, 0.0000000059, 10, 0.075, 0.097, 0.0000080260, 0.0000000059, 1, 0.0000080260, 0.0000000059, 1, 0.022, 1.00, 1.00
26, 0.0030144320, 0.0000323944, 91, 1.266, 1.814, 0.0044475887, 0.0000732998, 22, 0.0022219709, 0.0000003608, 643, 14.100, 1.48, 0.74
27, 0.0000034485, 0.0000000203, 10, 0.077, 0.625, 0.0000034485, 0.0000000203, 25, 0.0000034485, 0.0000000203, 25, 0.548, 1.00, 1.00
28, 0.0000002935, 0.0000000718, 10, 0.075, 0.097, 0.0000060227, 0.0000000134, 1, 0.0000060227, 0.0000000134, 1, 0.022, 20.52, 20.52
29, 0.0000207957, 0.0000000257, 14, 0.087, 0.196, 0.0000207957, 0.0000000257, 5, 0.0000207957, 0.0000000257, 5, 0.110, 1.00, 1.00
30, 0.0000079082, 0.0000000863, 32, 0.253, 0.450, 0.0000080087, 0.0000000307, 9, 0.0000080087, 0.0000000307, 9, 0.197, 1.01, 1.01
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0001644375, 0.0000007591, 96, 0.798, 1.478, 0.0001775727, 0.0000006824, 31, 0.0001775727, 0.0000006824, 31, 0.680, 1.08, 1.08
1, 0.0000177233, 0.0000001225, 10, 0.076, 0.142, 0.0000177233, 0.0000001225, 3, 0.0000177233, 0.0000001225, 3, 0.066, 1.00, 1.00
2, 0.0001338297, 0.0000003287, 100, 0.562, 0.869, 0.0001474210, 0.0000000553, 14, 0.0001474210, 0.0000000553, 14, 0.307, 1.10, 1.10
3, 0.0000160877, 0.0000002448, 10, 0.076, 0.120, 0.0000166103, 0.0000000164, 2, 0.0000166103, 0.0000000164, 2, 0.044, 1.03, 1.03
4, 0.0001251380, 0.0000000497, 100, 0.572, 0.660, 0.0001353627, 0.0000001963, 4, 0.0001353627, 0.0000001963, 4, 0.088, 1.08, 1.08
5, 0.0000149401, 0.0000001094, 10, 0.074, 0.096, 0.0000149401, 0.0000001094, 1, 0.0000149401, 0.0000001094, 1, 0.022, 1.00, 1.00
6, 0.0025530150, 0.0000037743, 56, 0.801, 1.898, 0.0029730815, 0.0000300170, 13, 0.0023230007, 0.0000066696, 307, 6.732, 1.16, 0.91
7, 0.0000599763, 0.0000045495, 10, 0.084, 0.149, 0.0000599763, 0.0000045495, 3, 0.0000599763, 0.0000045495, 3, 0.066, 1.00, 1.00
