BENCH: alexnet
TOP: 1
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-1 time(s), Meta-1 std(s), trials-1, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-1, speedup-10k
51, 0.0000026079, 0.0000000005, 2, 0.025, 0.179, 0.0000026079, 0.0000000005, 6, 0.0000026079, 0.0000000005, 6, 0.154, 1.00, 1.00
52, 0.0000230960, 0.0000000468, 13, 0.121, 0.378, 0.0000230960, 0.0000000468, 9, 0.0000139893, 0.0000000004, 75, 1.931, 1.00, 0.61
53, 0.0000025754, 0.0000000009, 2, 0.023, 0.075, 0.0000025754, 0.0000000009, 2, 0.0000025754, 0.0000000009, 2, 0.051, 1.00, 1.00
54, 0.0000400933, 0.0000000012, 18, 0.061, 0.318, 0.0000400933, 0.0000000012, 5, 0.0000111481, 0.0000000322, 119, 3.064, 1.00, 0.28
55, 0.0000025541, 0.0000000144, 2, 0.024, 0.127, 0.0000025541, 0.0000000144, 4, 0.0000025541, 0.0000000144, 4, 0.103, 1.00, 1.00
56, 0.0000202106, 0.0000000431, 18, 0.077, 0.335, 0.0000202106, 0.0000000431, 3, 0.0000110574, 0.0000000006, 118, 3.038, 1.00, 0.55
57, 0.0000025150, 0.0000000022, 2, 0.024, 0.127, 0.0000025150, 0.0000000022, 4, 0.0000025150, 0.0000000022, 4, 0.103, 1.00, 1.00
58, 0.0001090991, 0.0000000008, 18, 0.132, 0.390, 0.0001090991, 0.0000000008, 2, 0.0000112332, 0.0000000032, 106, 2.729, 1.00, 0.10
59, 0.0000024739, 0.0000000009, 2, 0.023, 0.178, 0.0000024739, 0.0000000009, 6, 0.0000024739, 0.0000000009, 6, 0.154, 1.00, 1.00
60, 0.0000193813, 0.0000000002, 13, 0.058, 0.315, 0.0000193813, 0.0000000002, 8, 0.0000121754, 0.0000000002, 67, 1.725, 1.00, 0.63
61, 0.0000024791, 0.0000000009, 2, 0.023, 0.100, 0.0000024791, 0.0000000009, 3, 0.0000024791, 0.0000000009, 3, 0.077, 1.00, 1.00
62, 0.0000175787, 0.0000002414, 35, 0.125, 0.383, 0.0000313390, 0.0000000012, 6, 0.0000140852, 0.0000000529, 37, 0.953, 1.78, 0.80
63, 0.0000024302, 0.0000000009, 2, 0.022, 0.177, 0.0000024302, 0.0000000009, 6, 0.0000024302, 0.0000000009, 6, 0.154, 1.00, 1.00
64, 0.0000179279, 0.0000000004, 17, 0.095, 0.352, 0.0000179279, 0.0000000004, 6, 0.0000162441, 0.0000000018, 15, 0.386, 1.00, 0.91
65, 0.0000024173, 0.0000000004, 2, 0.022, 0.176, 0.0000024173, 0.0000000004, 6, 0.0000024173, 0.0000000004, 6, 0.154, 1.00, 1.00
66, 0.0000102395, 0.0000004180, 35, 0.123, 0.381, 0.0000156389, 0.0000000024, 5, 0.0000141515, 0.0000000484, 42, 1.081, 1.53, 1.38
67, 0.0000024295, 0.0000000005, 2, 0.022, 0.073, 0.0000024295, 0.0000000005, 2, 0.0000024295, 0.0000000005, 2, 0.051, 1.00, 1.00
68, 0.0000189624, 0.0000000073, 18, 0.066, 0.323, 0.0000189624, 0.0000000073, 2, 0.0000105197, 0.0000000005, 63, 1.622, 1.00, 0.55
69, 0.0000023458, 0.0000000005, 2, 0.021, 0.150, 0.0000023458, 0.0000000005, 5, 0.0000023458, 0.0000000005, 5, 0.129, 1.00, 1.00
70, 0.0000304258, 0.0000000141, 14, 0.074, 0.331, 0.0000304258, 0.0000000141, 2, 0.0000158627, 0.0000000265, 24, 0.618, 1.00, 0.52
71, 0.0000023612, 0.0000000009, 2, 0.021, 0.176, 0.0000023612, 0.0000000009, 6, 0.0000023612, 0.0000000009, 6, 0.154, 1.00, 1.00
72, 0.0000203775, 0.0000000593, 18, 0.075, 0.333, 0.0000203775, 0.0000000593, 3, 0.0000126131, 0.0000000001, 62, 1.596, 1.00, 0.62
73, 0.0000023570, 0.0000000042, 2, 0.021, 0.098, 0.0000023570, 0.0000000042, 3, 0.0000023570, 0.0000000042, 3, 0.077, 1.00, 1.00
74, 0.0000177855, 0.0000000009, 18, 0.061, 0.319, 0.0000177855, 0.0000000009, 7, 0.0000099773, 0.0000000001, 79, 2.034, 1.00, 0.56
75, 0.0000023437, 0.0000000041, 2, 0.021, 0.123, 0.0000023437, 0.0000000041, 4, 0.0000023437, 0.0000000041, 4, 0.103, 1.00, 1.00
76, 0.0000105386, 0.0000000001, 18, 0.061, 0.164, 0.0000105386, 0.0000000001, 4, 0.0000105386, 0.0000000001, 4, 0.103, 1.00, 1.00
77, 0.0000023368, 0.0000000002, 2, 0.020, 0.175, 0.0000023368, 0.0000000002, 6, 0.0000023368, 0.0000000002, 6, 0.154, 1.00, 1.00
78, 0.0000103614, 0.0000000036, 18, 0.061, 0.318, 0.0000103614, 0.0000000036, 10, 0.0000103614, 0.0000000036, 10, 0.257, 1.00, 1.00
79, 0.0000042663, 0.0000006384, 2, 0.020, 0.046, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2343933119774983.00, 2343933119774983.00
80, 0.0000378507, 0.0000003733, 34, 0.246, 0.503, 0.0000582307, 0.0000026032, 36, 0.0000099249, 0.0000000102, 58, 1.493, 1.54, 0.26
81, 0.0000294012, 0.0000021857, 17, 0.097, 0.354, 0.0000294012, 0.0000021857, 1, 0.0000080920, 0.0000000019, 610, 15.704, 1.00, 0.28
82, 0.0000041227, 0.0000002448, 2, 0.023, 0.049, 0.0000041227, 0.0000002448, 1, 0.0000041227, 0.0000002448, 1, 0.026, 1.00, 1.00
83, 0.0000194924, 0.0000000290, 18, 0.103, 0.360, 0.0000194924, 0.0000000290, 2, 0.0000165105, 0.0000000007, 101, 2.600, 1.00, 0.85
84, 0.0000039290, 0.0000001575, 2, 0.023, 0.049, 0.0000039290, 0.0000001575, 1, 0.0000039290, 0.0000001575, 1, 0.026, 1.00, 1.00
85, 0.0000289376, 0.0000000013, 18, 0.102, 0.360, 0.0000289376, 0.0000000013, 4, 0.0000172072, 0.0000000094, 81, 2.085, 1.00, 0.59
86, 0.0000037421, 0.0000002444, 2, 0.023, 0.048, 0.0000037421, 0.0000002444, 1, 0.0000037421, 0.0000002444, 1, 0.026, 1.00, 1.00
87, 0.0000229884, 0.0000000010, 18, 0.067, 0.324, 0.0000229884, 0.0000000010, 8, 0.0000164497, 0.0000000192, 125, 3.218, 1.00, 0.72
88, 0.0000037203, 0.0000002480, 2, 0.022, 0.048, 0.0000037203, 0.0000002480, 1, 0.0000037203, 0.0000002480, 1, 0.026, 1.00, 1.00
89, 0.0000192668, 0.0000000544, 18, 0.066, 0.324, 0.0000192668, 0.0000000544, 7, 0.0000157275, 0.0000000005, 67, 1.725, 1.00, 0.82
90, 0.0000034476, 0.0000002290, 2, 0.022, 0.048, 0.0000034476, 0.0000002290, 1, 0.0000034476, 0.0000002290, 1, 0.026, 1.00, 1.00
91, 0.0000512437, 0.0000000007, 14, 0.176, 0.434, 0.0000512437, 0.0000000007, 10, 0.0000148453, 0.0000000360, 114, 2.935, 1.00, 0.29
92, 0.0000027220, 0.0000000009, 2, 0.022, 0.125, 0.0000027220, 0.0000000009, 4, 0.0000027220, 0.0000000009, 4, 0.103, 1.00, 1.00
93, 0.0000267186, 0.0000000243, 17, 0.063, 0.320, 0.0000267186, 0.0000000243, 4, 0.0000155944, 0.0000000013, 13, 0.335, 1.00, 0.58
94, 0.0000026376, 0.0000000001, 2, 0.021, 0.073, 0.0000026376, 0.0000000001, 2, 0.0000026376, 0.0000000001, 2, 0.051, 1.00, 1.00
95, 0.0000298185, 0.0000002569, 23, 0.125, 0.382, 0.0000350083, 0.0000000206, 6, 0.0000138590, 0.0000000389, 56, 1.442, 1.17, 0.46
96, 0.0000024957, 0.0000000080, 2, 0.021, 0.047, 0.0000024957, 0.0000000080, 1, 0.0000024957, 0.0000000080, 1, 0.026, 1.00, 1.00
97, 0.0000113028, 0.0000000001, 18, 0.083, 0.134, 0.0000113028, 0.0000000001, 2, 0.0000113028, 0.0000000001, 2, 0.051, 1.00, 1.00
98, 0.0000023706, 0.0000000022, 2, 0.021, 0.124, 0.0000023706, 0.0000000022, 4, 0.0000023706, 0.0000000022, 4, 0.103, 1.00, 1.00
99, 0.0000207292, 0.0000000002, 14, 0.069, 0.327, 0.0000207292, 0.0000000002, 4, 0.0000142260, 0.0000000001, 18, 0.463, 1.00, 0.69
100, 0.0000023513, 0.0000000010, 2, 0.021, 0.175, 0.0000023513, 0.0000000010, 6, 0.0000023513, 0.0000000010, 6, 0.154, 1.00, 1.00
101, 0.0000127997, 0.0000004178, 52, 0.191, 0.448, 0.0000214428, 0.0000000101, 10, 0.0000128081, 0.0000000400, 62, 1.596, 1.68, 1.00
102, 0.0000022784, 0.0000000026, 2, 0.020, 0.072, 0.0000022784, 0.0000000026, 2, 0.0000022784, 0.0000000026, 2, 0.051, 1.00, 1.00
103, 0.0000180941, 0.0000011933, 18, 0.065, 0.322, 0.0000180941, 0.0000011933, 1, 0.0000126732, 0.0000000010, 31, 0.798, 1.00, 0.70
104, 0.0000022964, 0.0000000032, 2, 0.020, 0.175, 0.0000022964, 0.0000000032, 6, 0.0000022964, 0.0000000032, 6, 0.154, 1.00, 1.00
105, 0.0000118961, 0.0000000216, 18, 0.065, 0.323, 0.0000118961, 0.0000000216, 5, 0.0000082094, 0.0000000163, 35, 0.901, 1.00, 0.69
106, 0.0000159451, 0.0000000512, 14, 0.087, 0.344, 0.0000159451, 0.0000000512, 5, 0.0000122183, 0.0000000014, 427, 10.993, 1.00, 0.77
107, 0.0000055226, 0.0000003752, 2, 0.022, 0.048, 0.0000055226, 0.0000003752, 1, 0.0000055226, 0.0000003752, 1, 0.026, 1.00, 1.00
108, 0.0000315454, 0.0000000467, 17, 0.062, 0.114, 0.0000315454, 0.0000000467, 2, 0.0000315454, 0.0000000467, 2, 0.051, 1.00, 1.00
109, 0.0000050935, 0.0000003352, 2, 0.022, 0.047, 0.0000050935, 0.0000003352, 1, 0.0000050935, 0.0000003352, 1, 0.026, 1.00, 1.00
110, 0.0001086486, 0.0000077562, 11, 0.089, 0.346, 0.0001086486, 0.0000077562, 1, 0.0000189486, 0.0000000064, 68, 1.751, 1.00, 0.17
111, 0.0000045433, 0.0000003279, 2, 0.021, 0.047, 0.0000045433, 0.0000003279, 1, 0.0000045433, 0.0000003279, 1, 0.026, 1.00, 1.00
112, 0.0000264528, 0.0000002414, 35, 0.167, 0.425, 0.0000270942, 0.0000000014, 6, 0.0000157081, 0.0000000065, 56, 1.442, 1.02, 0.59
113, 0.0000037354, 0.0000000001, 2, 0.021, 0.047, 0.0000037354, 0.0000000001, 1, 0.0000037354, 0.0000000001, 1, 0.026, 1.00, 1.00
114, 0.0000418807, 0.0000000008, 18, 0.071, 0.329, 0.0000418807, 0.0000000008, 8, 0.0000189393, 0.0000000096, 52, 1.339, 1.00, 0.45
115, 0.0000033165, 0.0000000002, 2, 0.021, 0.046, 0.0000033165, 0.0000000002, 1, 0.0000033165, 0.0000000002, 1, 0.026, 1.00, 1.00
116, 0.0000153375, 0.0000000066, 18, 0.072, 0.329, 0.0000153375, 0.0000000066, 7, 0.0000118202, 0.0000000047, 17, 0.438, 1.00, 0.77
117, 0.0000023108, 0.0000000017, 2, 0.020, 0.149, 0.0000023108, 0.0000000017, 5, 0.0000023108, 0.0000000017, 5, 0.129, 1.00, 1.00
118, 0.0000108638, 0.0000002175, 46, 0.237, 0.494, 0.0000182629, 0.0000000427, 5, 0.0000125944, 0.0000000011, 36, 0.927, 1.68, 1.16
119, 0.0000447147, 0.0000002414, 18, 0.437, 0.694, 0.0000567123, 0.0000000047, 5, 0.0000217497, 0.0000000065, 468, 12.048, 1.27, 0.49
120, 0.0000993277, 0.0000004183, 38, 0.427, 0.685, 0.0001981288, 0.0000096840, 1, 0.0000213470, 0.0000008025, 191, 4.917, 1.99, 0.21
121, 0.0000055725, 0.0000003473, 2, 0.021, 0.278, 0.0000055725, 0.0000003473, 10, 0.0000033594, 0.0000000041, 28, 0.721, 1.00, 0.60
122, 0.0000071401, 0.0000002200, 2, 0.022, 0.048, 0.0000071401, 0.0000002200, 1, 0.0000071401, 0.0000002200, 1, 0.026, 1.00, 1.00
123, 0.0000349760, 0.0000002610, 79, 0.478, 0.735, 0.0000595865, 0.0000001321, 6, 0.0000345335, 0.0000000998, 53, 1.364, 1.70, 0.99
124, 0.0000031878, 0.0000000001, 2, 0.020, 0.046, 0.0000031878, 0.0000000001, 1, 0.0000031878, 0.0000000001, 1, 0.026, 1.00, 1.00
125, 0.0000044136, 0.0000000117, 2, 0.020, 0.277, 0.0000044136, 0.0000000117, 9, 0.0000044034, 0.0000000136, 12, 0.309, 1.00, 1.00
126, 0.0000040956, 0.0000000791, 2, 0.024, 0.049, 0.0000040956, 0.0000000791, 1, 0.0000040956, 0.0000000791, 1, 0.026, 1.00, 1.00
127, 0.0000606619, 0.0000000014, 17, 0.134, 0.391, 0.0000606619, 0.0000000014, 4, 0.0000377179, 0.0000000825, 176, 4.531, 1.00, 0.62
128, 0.0000022800, 0.0000000024, 2, 0.020, 0.046, 0.0000022800, 0.0000000024, 1, 0.0000022800, 0.0000000024, 1, 0.026, 1.00, 1.00
129, 0.0000043947, 0.0000000046, 2, 0.020, 0.278, 0.0000043947, 0.0000000046, 8, 0.0000043150, 0.0000000118, 46, 1.184, 1.00, 0.98
130, 0.0000027761, 0.0000000000, 2, 0.027, 0.130, 0.0000027761, 0.0000000000, 4, 0.0000027761, 0.0000000000, 4, 0.103, 1.00, 1.00
131, 0.0001126665, 0.0000000012, 18, 0.068, 0.326, 0.0001126665, 0.0000000012, 8, 0.0000404046, 0.0000000012, 138, 3.553, 1.00, 0.36
132, 0.0000022647, 0.0000000067, 2, 0.020, 0.046, 0.0000022647, 0.0000000067, 1, 0.0000022647, 0.0000000067, 1, 0.026, 1.00, 1.00
133, 0.0000044091, 0.0000000084, 2, 0.020, 0.278, 0.0000044091, 0.0000000084, 10, 0.0000040493, 0.0000000001, 25, 0.644, 1.00, 0.92
134, 0.0000025644, 0.0000000011, 2, 0.025, 0.180, 0.0000025644, 0.0000000011, 6, 0.0000025644, 0.0000000011, 6, 0.154, 1.00, 1.00
135, 0.0000024162, 0.0000000014, 2, 0.020, 0.278, 0.0000024162, 0.0000000014, 7, 0.0000023138, 0.0000000020, 56, 1.442, 1.00, 0.96
136, 0.0000022458, 0.0000000044, 2, 0.020, 0.046, 0.0000022458, 0.0000000044, 1, 0.0000022458, 0.0000000044, 1, 0.026, 1.00, 1.00
137, 0.0000521840, 0.0000000031, 14, 0.083, 0.341, 0.0000521840, 0.0000000031, 3, 0.0000310835, 0.0000000001, 109, 2.806, 1.00, 0.60
138, 0.0000093319, 0.0000000002, 10, 0.039, 0.297, 0.0000093319, 0.0000000002, 7, 0.0000022975, 0.0000000021, 37, 0.953, 1.00, 0.25
TOP: 50
Layer, DPMeta time(s), DPMeta std(s), DPMeta trials, DPMeta Tuning(min), DPMeta+Meta tuning(min), Meta-50 time(s), Meta-50 std(s), trials-50, Meta 10k time(s), Meta 10k std(s), trials-10k, speedup-50, speedup-10k
0, 0.0000026088, 0.0000000006, 2, 0.025, 0.128, 0.0000026088, 0.0000000006, 4, 0.0000026088, 0.0000000006, 4, 0.103, 1.00, 1.00
1, 0.0000187993, 0.0000000003, 18, 0.062, 1.349, 0.0000187993, 0.0000000003, 10, 0.0000148889, 0.0000000005, 100, 2.574, 1.00, 0.79
2, 0.0000024737, 0.0000000035, 2, 0.025, 0.102, 0.0000024737, 0.0000000035, 3, 0.0000024737, 0.0000000035, 3, 0.077, 1.00, 1.00
3, 0.0008592688, 0.0000002716, 100, 0.542, 0.568, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 11637801363290.84, 11637801363290.84
4, 0.0000046397, 0.0000007028, 2, 0.024, 0.050, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2155327250520870.75, 2155327250520870.75
5, 0.0000223346, 0.0000000005, 18, 0.067, 1.354, 0.0000223346, 0.0000000005, 38, 0.0000107589, 0.0000000005, 106, 2.729, 1.00, 0.48
6, 0.0000025970, 0.0000000066, 2, 0.024, 0.127, 0.0000025970, 0.0000000066, 4, 0.0000025970, 0.0000000066, 4, 0.103, 1.00, 1.00
7, 0.0000219341, 0.0000000002, 18, 0.064, 1.351, 0.0000219341, 0.0000000002, 20, 0.0000175791, 0.0000000014, 53, 1.364, 1.00, 0.80
8, 0.0000024576, 0.0000000010, 2, 0.024, 0.179, 0.0000024576, 0.0000000010, 6, 0.0000024576, 0.0000000010, 6, 0.154, 1.00, 1.00
9, 0.0000334460, 0.0000000007, 18, 0.107, 1.394, 0.0000334460, 0.0000000007, 20, 0.0000094757, 0.0000000001, 68, 1.751, 1.00, 0.28
10, 0.0000024395, 0.0000000020, 2, 0.023, 0.178, 0.0000024395, 0.0000000020, 6, 0.0000024395, 0.0000000020, 6, 0.154, 1.00, 1.00
11, 0.0000183000, 0.0000000075, 14, 0.073, 1.360, 0.0000183000, 0.0000000075, 23, 0.0000113728, 0.0000000009, 109, 2.806, 1.00, 0.62
12, 0.0000024497, 0.0000000062, 2, 0.022, 0.151, 0.0000024497, 0.0000000062, 5, 0.0000024497, 0.0000000062, 5, 0.129, 1.00, 1.00
13, 0.0000315963, 0.0000000005, 18, 0.077, 1.364, 0.0000315963, 0.0000000005, 17, 0.0000118747, 0.0000000001, 110, 2.832, 1.00, 0.38
14, 0.0000045705, 0.0000004643, 2, 0.022, 0.048, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2187944426211574.25, 2187944426211574.25
15, 0.0000583360, 0.0000000453, 51, 0.389, 1.676, 0.0000804947, 0.0000021561, 63, 0.0000097885, 0.0000000046, 123, 3.166, 1.38, 0.17
16, 0.0000024337, 0.0000000012, 2, 0.022, 0.177, 0.0000024337, 0.0000000012, 6, 0.0000024337, 0.0000000012, 6, 0.154, 1.00, 1.00
17, 0.0000163716, 0.0000000047, 18, 0.098, 1.205, 0.0000163716, 0.0000000047, 43, 0.0000163716, 0.0000000047, 43, 1.107, 1.00, 1.00
18, 0.0000024040, 0.0000000061, 2, 0.022, 0.176, 0.0000024040, 0.0000000061, 6, 0.0000024040, 0.0000000061, 6, 0.154, 1.00, 1.00
19, 0.0000154191, 0.0000000299, 18, 0.091, 0.349, 0.0000154191, 0.0000000299, 10, 0.0000154191, 0.0000000299, 10, 0.257, 1.00, 1.00
20, 0.0000024232, 0.0000000019, 2, 0.022, 0.150, 0.0000024232, 0.0000000019, 5, 0.0000024232, 0.0000000019, 5, 0.129, 1.00, 1.00
21, 0.0000218771, 0.0000000665, 18, 0.061, 1.348, 0.0000218771, 0.0000000665, 41, 0.0000128521, 0.0000000001, 103, 2.652, 1.00, 0.59
22, 0.0000023642, 0.0000000012, 2, 0.021, 0.150, 0.0000023642, 0.0000000012, 5, 0.0000023642, 0.0000000012, 5, 0.129, 1.00, 1.00
23, 0.0000263801, 0.0000000012, 18, 0.063, 1.350, 0.0000263801, 0.0000000012, 21, 0.0000131075, 0.0000000237, 67, 1.725, 1.00, 0.50
24, 0.0000023488, 0.0000000020, 2, 0.021, 0.073, 0.0000023488, 0.0000000020, 2, 0.0000023488, 0.0000000020, 2, 0.051, 1.00, 1.00
25, 0.0000182293, 0.0000004603, 61, 0.272, 1.559, 0.0000231233, 0.0000000009, 20, 0.0000098422, 0.0000000013, 68, 1.751, 1.27, 0.54
26, 0.0000023488, 0.0000000012, 2, 0.021, 0.175, 0.0000023488, 0.0000000012, 6, 0.0000023488, 0.0000000012, 6, 0.154, 1.00, 1.00
27, 0.0000429555, 0.0000000050, 18, 0.078, 1.365, 0.0000429555, 0.0000000050, 2, 0.0000079327, 0.0000000006, 69, 1.776, 1.00, 0.18
28, 0.0000045755, 0.0000004205, 2, 0.020, 0.046, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 2185553491421702.75, 2185553491421702.75
29, 0.0000093864, 0.0000000007, 18, 0.069, 1.073, 0.0000093864, 0.0000000007, 39, 0.0000093864, 0.0000000007, 39, 1.004, 1.00, 1.00
30, 0.0000022866, 0.0000000022, 2, 0.020, 0.072, 0.0000022866, 0.0000000022, 2, 0.0000022866, 0.0000000022, 2, 0.051, 1.00, 1.00
31, 0.0000136783, 0.0000000054, 18, 0.063, 0.217, 0.0000136783, 0.0000000054, 6, 0.0000136783, 0.0000000054, 6, 0.154, 1.00, 1.00
32, 0.0000086702, 0.0000000001, 17, 0.089, 1.376, 0.0000086702, 0.0000000001, 25, 0.0000065173, 0.0000000071, 305, 7.852, 1.00, 0.75
33, 0.0000027531, 0.0000000032, 2, 0.027, 0.053, 0.0000027531, 0.0000000032, 1, 0.0000027531, 0.0000000032, 1, 0.026, 1.00, 1.00
34, 0.0000461037, 0.0000000380, 18, 0.065, 1.353, 0.0000461037, 0.0000000380, 13, 0.0000218206, 0.0000000004, 93, 2.394, 1.00, 0.47
35, 0.0000027461, 0.0000000014, 2, 0.027, 0.156, 0.0000027461, 0.0000000014, 5, 0.0000027461, 0.0000000014, 5, 0.129, 1.00, 1.00
36, 0.0000214649, 0.0000000064, 18, 0.061, 1.348, 0.0000214649, 0.0000000064, 12, 0.0000184900, 0.0000000015, 118, 3.038, 1.00, 0.86
37, 0.0000026418, 0.0000000000, 2, 0.027, 0.181, 0.0000026418, 0.0000000000, 6, 0.0000026418, 0.0000000000, 6, 0.154, 1.00, 1.00
38, 0.0000317115, 0.0000004205, 51, 0.264, 1.551, 0.0000356763, 0.0000001125, 15, 0.0000230775, 0.0000000021, 119, 3.064, 1.13, 0.73
39, 0.0000026092, 0.0000000006, 2, 0.027, 0.155, 0.0000026092, 0.0000000006, 5, 0.0000026092, 0.0000000006, 5, 0.129, 1.00, 1.00
40, 0.0000354725, 0.0000000008, 18, 0.082, 1.369, 0.0000354725, 0.0000000008, 14, 0.0000265733, 0.0000000001, 118, 3.038, 1.00, 0.75
41, 0.0000026088, 0.0000000002, 2, 0.026, 0.180, 0.0000026088, 0.0000000002, 6, 0.0000026088, 0.0000000002, 6, 0.154, 1.00, 1.00
42, 0.0000224607, 0.0000000004, 14, 0.055, 1.342, 0.0000224607, 0.0000000004, 7, 0.0000178899, 0.0000000107, 72, 1.854, 1.00, 0.80
43, 0.0000055677, 0.0000000455, 2, 0.026, 0.052, 10000000000.0000000000, 0.0000000000, 1, 10000000000.0000000000, 0.0000000000, 1, 0.026, 1796084535712147.50, 1796084535712147.50
44, 0.0000984798, 0.0000002487, 89, 0.444, 1.731, 0.0001508542, 0.0000044130, 40, 0.0000136419, 0.0000000346, 56, 1.442, 1.53, 0.14
45, 0.0000026008, 0.0000000053, 2, 0.025, 0.180, 0.0000026008, 0.0000000053, 6, 0.0000026008, 0.0000000053, 6, 0.154, 1.00, 1.00
46, 0.0000206398, 0.0000000776, 18, 0.091, 0.117, 0.0000206398, 0.0000000776, 1, 0.0000206398, 0.0000000776, 1, 0.026, 1.00, 1.00
47, 0.0000026075, 0.0000000002, 2, 0.025, 0.076, 0.0000026075, 0.0000000002, 2, 0.0000026075, 0.0000000002, 2, 0.051, 1.00, 1.00
48, 0.0000281986, 0.0000000916, 18, 0.068, 1.355, 0.0000281986, 0.0000000916, 43, 0.0000178860, 0.0000000064, 106, 2.729, 1.00, 0.63
49, 0.0000026098, 0.0000000005, 2, 0.024, 0.076, 0.0000026098, 0.0000000005, 2, 0.0000026098, 0.0000000005, 2, 0.051, 1.00, 1.00
50, 0.0000308293, 0.0000000004, 18, 0.063, 1.350, 0.0000308293, 0.0000000004, 46, 0.0000178648, 0.0000000009, 107, 2.755, 1.00, 0.58
51, 0.0000026079, 0.0000000005, 2, 0.024, 0.179, 0.0000026079, 0.0000000005, 6, 0.0000026079, 0.0000000005, 6, 0.154, 1.00, 1.00
52, 0.0000213907, 0.0000000453, 14, 0.058, 1.345, 0.0000213907, 0.0000000453, 30, 0.0000139893, 0.0000000004, 75, 1.931, 1.00, 0.65
53, 0.0000025754, 0.0000000009, 2, 0.023, 0.075, 0.0000025754, 0.0000000009, 2, 0.0000025754, 0.0000000009, 2, 0.051, 1.00, 1.00
54, 0.0000230702, 0.0000000007, 18, 0.076, 1.363, 0.0000230702, 0.0000000007, 13, 0.0000111481, 0.0000000322, 119, 3.064, 1.00, 0.48
55, 0.0000025541, 0.0000000144, 2, 0.024, 0.127, 0.0000025541, 0.0000000144, 4, 0.0000025541, 0.0000000144, 4, 0.103, 1.00, 1.00
56, 0.0000186063, 0.0000000003, 18, 0.082, 1.369, 0.0000186063, 0.0000000003, 34, 0.0000110574, 0.0000000006, 118, 3.038, 1.00, 0.59
57, 0.0000025150, 0.0000000022, 2, 0.023, 0.126, 0.0000025150, 0.0000000022, 4, 0.0000025150, 0.0000000022, 4, 0.103, 1.00, 1.00
58, 0.0000236843, 0.0000000002, 17, 0.117, 1.404, 0.0000236843, 0.0000000002, 28, 0.0000112332, 0.0000000032, 106, 2.729, 1.00, 0.47
59, 0.0000024739, 0.0000000009, 2, 0.023, 0.177, 0.0000024739, 0.0000000009, 6, 0.0000024739, 0.0000000009, 6, 0.154, 1.00, 1.00
60, 0.0000193813, 0.0000000002, 14, 0.057, 1.345, 0.0000193813, 0.0000000002, 8, 0.0000121754, 0.0000000002, 67, 1.725, 1.00, 0.63
61, 0.0000024791, 0.0000000009, 2, 0.023, 0.100, 0.0000024791, 0.0000000009, 3, 0.0000024791, 0.0000000009, 3, 0.077, 1.00, 1.00
62, 0.0000140852, 0.0000000529, 18, 0.142, 1.095, 0.0000140852, 0.0000000529, 37, 0.0000140852, 0.0000000529, 37, 0.953, 1.00, 1.00
63, 0.0000024302, 0.0000000009, 2, 0.022, 0.177, 0.0000024302, 0.0000000009, 6, 0.0000024302, 0.0000000009, 6, 0.154, 1.00, 1.00
64, 0.0000162441, 0.0000000018, 18, 0.065, 0.451, 0.0000162441, 0.0000000018, 15, 0.0000162441, 0.0000000018, 15, 0.386, 1.00, 1.00
65, 0.0000024173, 0.0000000004, 2, 0.022, 0.176, 0.0000024173, 0.0000000004, 6, 0.0000024173, 0.0000000004, 6, 0.154, 1.00, 1.00
66, 0.0000141515, 0.0000000484, 18, 0.085, 1.166, 0.0000141515, 0.0000000484, 42, 0.0000141515, 0.0000000484, 42, 1.081, 1.00, 1.00
67, 0.0000024295, 0.0000000005, 2, 0.022, 0.073, 0.0000024295, 0.0000000005, 2, 0.0000024295, 0.0000000005, 2, 0.051, 1.00, 1.00
68, 0.0000177729, 0.0000000001, 18, 0.071, 1.358, 0.0000177729, 0.0000000001, 33, 0.0000105197, 0.0000000005, 63, 1.622, 1.00, 0.59
69, 0.0000023458, 0.0000000005, 2, 0.022, 0.150, 0.0000023458, 0.0000000005, 5, 0.0000023458, 0.0000000005, 5, 0.129, 1.00, 1.00
70, 0.0000158627, 0.0000000265, 18, 0.091, 0.709, 0.0000158627, 0.0000000265, 24, 0.0000158627, 0.0000000265, 24, 0.618, 1.00, 1.00
71, 0.0000023612, 0.0000000009, 2, 0.021, 0.176, 0.0000023612, 0.0000000009, 6, 0.0000023612, 0.0000000009, 6, 0.154, 1.00, 1.00
72, 0.0000129950, 0.0000000000, 18, 0.067, 1.354, 0.0000129950, 0.0000000000, 37, 0.0000126131, 0.0000000001, 62, 1.596, 1.00, 0.97
73, 0.0000023570, 0.0000000042, 2, 0.021, 0.098, 0.0000023570, 0.0000000042, 3, 0.0000023570, 0.0000000042, 3, 0.077, 1.00, 1.00
