Tue Jan  2 12:05:20 EST 2024
workergpu045
Greetings from !
Densenet201: Top 1000
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1000 (s), tuning time Ansor-1000, task Ansor-1000, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1000, speedup 10k, speed tuning time top-1000, speed tuning time 10k
0, 0.00003770, 58.17, 544.52, 41, 0.00004426, 486.35, 64, 0.00004426, 486.35, 64, 1.17, 1.17, 0.89, 0.89
1, 0.00003886, 91.10, 1063.80, 67, 0.00003928, 972.71, 128, 0.00003928, 972.71, 128, 1.01, 1.01, 0.91, 0.91
2, 0.00002410, 29.39, 515.75, 13, 0.00002372, 486.35, 64, 0.00002372, 486.35, 64, 0.98, 0.98, 0.94, 0.94
3, 0.00002170, 117.51, 603.86, 85, 0.00002432, 486.35, 64, 0.00002432, 486.35, 64, 1.12, 1.12, 0.81, 0.81
4, 0.00003050, 33.66, 520.01, 30, 0.00003137, 486.35, 64, 0.00003137, 486.35, 64, 1.03, 1.03, 0.94, 0.94
5, 0.00003154, 29.17, 2460.93, 15, 0.00003154, 2431.76, 320, 0.00003154, 2431.76, 320, 1.00, 1.00, 0.99, 0.99
6, 0.00003117, 105.06, 591.41, 69, 0.00004895, 486.35, 64, 0.00004895, 486.35, 64, 1.57, 1.57, 0.82, 0.82
7, 0.00008000, 38.00, 1010.71, 26, 0.00008026, 972.71, 128, 0.00008026, 972.71, 128, 1.00, 1.00, 0.96, 0.96
8, 0.00001753, 65.75, 552.10, 56, 0.00001784, 486.35, 64, 0.00001784, 486.35, 64, 1.02, 1.02, 0.88, 0.88
9, 0.00000622, 41.82, 528.17, 30, 0.00000654, 486.35, 64, 0.00000654, 486.35, 64, 1.05, 1.05, 0.92, 0.92
10, 0.00004708, 25.37, 511.72, 15, 0.00004708, 486.35, 64, 0.00004708, 486.35, 64, 1.00, 1.00, 0.95, 0.95
11, 0.00003194, 20.69, 507.04, 11, 0.00003194, 486.35, 64, 0.00003194, 486.35, 64, 1.00, 1.00, 0.96, 0.96
12, 0.00002390, 30.17, 516.52, 15, 0.00002390, 486.35, 64, 0.00002390, 486.35, 64, 1.00, 1.00, 0.94, 0.94
13, 0.00002927, 52.93, 539.28, 31, 0.00003314, 486.35, 64, 0.00003314, 486.35, 64, 1.13, 1.13, 0.90, 0.90
14, 0.00003170, 37.19, 523.54, 28, 0.00003244, 486.35, 64, 0.00003244, 486.35, 64, 1.02, 1.02, 0.93, 0.93
15, 0.00001226, 25.15, 511.50, 15, 0.00001226, 486.35, 64, 0.00001226, 486.35, 64, 1.00, 1.00, 0.95, 0.95
16, 0.00001777, 44.79, 531.14, 27, 0.00002200, 486.35, 64, 0.00002200, 486.35, 64, 1.24, 1.24, 0.92, 0.92
17, 0.00004004, 63.59, 549.94, 35, 0.00004092, 486.35, 64, 0.00004092, 486.35, 64, 1.02, 1.02, 0.88, 0.88
18, 0.00002815, 23.67, 510.03, 11, 0.00002815, 486.35, 64, 0.00002815, 486.35, 64, 1.00, 1.00, 0.95, 0.95
19, 0.00001692, 49.32, 535.67, 36, 0.00002194, 486.35, 64, 0.00002194, 486.35, 64, 1.30, 1.30, 0.91, 0.91
20, 0.00002523, 25.88, 512.23, 15, 0.00002523, 486.35, 64, 0.00002523, 486.35, 64, 1.00, 1.00, 0.95, 0.95
21, 0.00001683, 70.84, 557.19, 41, 0.00004689, 486.35, 64, 0.00004689, 486.35, 64, 2.79, 2.79, 0.87, 0.87
22, 0.00002945, 24.07, 510.42, 15, 0.00002945, 486.35, 64, 0.00002945, 486.35, 64, 1.00, 1.00, 0.95, 0.95
23, 0.00001003, 45.87, 532.23, 28, 0.00001036, 486.35, 64, 0.00001036, 486.35, 64, 1.03, 1.03, 0.91, 0.91
24, 0.00000549, 32.99, 519.34, 21, 0.00000549, 486.35, 64, 0.00000549, 486.35, 64, 1.00, 1.00, 0.94, 0.94
25, 0.00003814, 44.55, 530.90, 29, 0.00003814, 486.35, 64, 0.00003814, 486.35, 64, 1.00, 1.00, 0.92, 0.92
26, 0.00005978, 19.03, 505.38, 15, 0.00002180, 486.35, 64, 0.00002180, 486.35, 64, 0.36, 0.36, 0.96, 0.96
27, 0.00001606, 13.04, 499.39, 6, 0.00001356, 486.35, 64, 0.00001356, 486.35, 64, 0.84, 0.84, 0.97, 0.97
28, 0.00002415, 60.08, 546.43, 37, 0.00002811, 486.35, 64, 0.00002811, 486.35, 64, 1.16, 1.16, 0.89, 0.89
29, 0.00002458, 40.41, 526.76, 35, 0.00003921, 486.35, 64, 0.00003921, 486.35, 64, 1.59, 1.59, 0.92, 0.92
30, 0.00003539, 19.03, 991.73, 10, 0.00002744, 972.71, 128, 0.00002744, 972.71, 128, 0.78, 0.78, 0.98, 0.98
31, 0.00002689, 28.07, 514.42, 21, 0.00002844, 486.35, 64, 0.00002844, 486.35, 64, 1.06, 1.06, 0.95, 0.95
32, 0.00003713, 59.40, 545.75, 41, 0.00004209, 486.35, 64, 0.00004209, 486.35, 64, 1.13, 1.13, 0.89, 0.89
33, 0.00001954, 38.54, 524.89, 25, 0.00002157, 486.35, 64, 0.00002157, 486.35, 64, 1.10, 1.10, 0.93, 0.93
34, 0.00003493, 19.87, 506.23, 11, 0.00003493, 486.35, 64, 0.00003493, 486.35, 64, 1.00, 1.00, 0.96, 0.96
35, 0.00003104, 22.62, 508.97, 15, 0.00003104, 486.35, 64, 0.00003104, 486.35, 64, 1.00, 1.00, 0.96, 0.96
36, 0.00003331, 24.85, 997.56, 11, 0.00003331, 972.71, 128, 0.00003331, 972.71, 128, 1.00, 1.00, 0.98, 0.98
37, 0.00002548, 47.96, 534.31, 30, 0.00002871, 486.35, 64, 0.00002871, 486.35, 64, 1.13, 1.13, 0.91, 0.91
38, 0.00001605, 20.34, 506.69, 11, 0.00001605, 486.35, 64, 0.00001605, 486.35, 64, 1.00, 1.00, 0.96, 0.96
39, 0.00002488, 30.59, 1003.29, 15, 0.00002488, 972.71, 128, 0.00002488, 972.71, 128, 1.00, 1.00, 0.97, 0.97
40, 0.00004652, 24.32, 510.67, 15, 0.00004652, 486.35, 64, 0.00004652, 486.35, 64, 1.00, 1.00, 0.95, 0.95
41, 0.00003527, 26.69, 513.05, 15, 0.00003527, 486.35, 64, 0.00003527, 486.35, 64, 1.00, 1.00, 0.95, 0.95
42, 0.00001726, 26.74, 513.09, 13, 0.00001726, 486.35, 64, 0.00001726, 486.35, 64, 1.00, 1.00, 0.95, 0.95
43, 0.00000646, 19.27, 505.62, 12, 0.00000646, 486.35, 64, 0.00000646, 486.35, 64, 1.00, 1.00, 0.96, 0.96
44, 0.00001477, 48.32, 534.67, 38, 0.00001846, 486.35, 64, 0.00001846, 486.35, 64, 1.25, 1.25, 0.91, 0.91
45, 0.00003894, 32.70, 519.05, 15, 0.00003894, 486.35, 64, 0.00003894, 486.35, 64, 1.00, 1.00, 0.94, 0.94
46, 0.00003115, 49.17, 535.53, 32, 0.00003277, 486.35, 64, 0.00003277, 486.35, 64, 1.05, 1.05, 0.91, 0.91
47, 0.00002524, 34.04, 520.39, 30, 0.00003031, 486.35, 64, 0.00003031, 486.35, 64, 1.20, 1.20, 0.93, 0.93
48, 0.00003398, 32.28, 518.63, 22, 0.00004142, 486.35, 64, 0.00004142, 486.35, 64, 1.22, 1.22, 0.94, 0.94
49, 0.00001018, 25.05, 511.40, 15, 0.00001018, 486.35, 64, 0.00001018, 486.35, 64, 1.00, 1.00, 0.95, 0.95
50, 0.00000480, 34.81, 521.17, 24, 0.00000481, 486.35, 64, 0.00000481, 486.35, 64, 1.00, 1.00, 0.93, 0.93
51, 0.00003909, 45.08, 531.43, 36, 0.00004346, 486.35, 64, 0.00004346, 486.35, 64, 1.11, 1.11, 0.92, 0.92
52, 0.00003446, 85.21, 571.57, 12, 0.00003446, 486.35, 64, 0.00003446, 486.35, 64, 1.00, 1.00, 0.85, 0.85
53, 0.00001833, 54.38, 540.73, 32, 0.00002060, 486.35, 64, 0.00002060, 486.35, 64, 1.12, 1.12, 0.90, 0.90
54, 0.00001757, 24.41, 997.11, 11, 0.00001757, 972.71, 128, 0.00001757, 972.71, 128, 1.00, 1.00, 0.98, 0.98
55, 0.00001388, 23.95, 510.30, 13, 0.00001388, 486.35, 64, 0.00001388, 486.35, 64, 1.00, 1.00, 0.95, 0.95
56, 0.00004262, 18.74, 505.09, 11, 0.00004262, 486.35, 64, 0.00004262, 486.35, 64, 1.00, 1.00, 0.96, 0.96
57, 0.00003301, 20.68, 507.04, 13, 0.00003301, 486.35, 64, 0.00003301, 486.35, 64, 1.00, 1.00, 0.96, 0.96
58, 0.00003332, 24.11, 996.81, 11, 0.00003332, 972.71, 128, 0.00003332, 972.71, 128, 1.00, 1.00, 0.98, 0.98
59, 0.00000984, 18.34, 504.69, 14, 0.00000984, 486.35, 64, 0.00000984, 486.35, 64, 1.00, 1.00, 0.96, 0.96
60, 0.00001133, 35.94, 3926.76, 11, 0.00001133, 3890.82, 512, 0.00001133, 3890.82, 512, 1.00, 1.00, 0.99, 0.99
61, 0.00003402, 31.94, 518.29, 22, 0.00003456, 486.35, 64, 0.00003456, 486.35, 64, 1.02, 1.02, 0.94, 0.94
62, 0.00004446, 29.41, 515.76, 17, 0.00004446, 486.35, 64, 0.00004446, 486.35, 64, 1.00, 1.00, 0.94, 0.94
63, 0.00003232, 33.62, 1006.33, 15, 0.00003232, 972.71, 128, 0.00003232, 972.71, 128, 1.00, 1.00, 0.97, 0.97
64, 0.00002849, 39.20, 525.55, 25, 0.00002885, 486.35, 64, 0.00002885, 486.35, 64, 1.01, 1.01, 0.93, 0.93
65, 0.00002443, 20.93, 507.28, 13, 0.00002443, 486.35, 64, 0.00002443, 486.35, 64, 1.00, 1.00, 0.96, 0.96
66, 0.00001606, 19.10, 505.45, 11, 0.00001606, 486.35, 64, 0.00001606, 486.35, 64, 1.00, 1.00, 0.96, 0.96
67, 0.00001043, 32.94, 519.30, 15, 0.00001043, 486.35, 64, 0.00001043, 486.35, 64, 1.00, 1.00, 0.94, 0.94
68, 0.00002351, 23.01, 995.72, 11, 0.00002351, 972.71, 128, 0.00002351, 972.71, 128, 1.00, 1.00, 0.98, 0.98
69, 0.00004036, 35.75, 522.11, 28, 0.00004539, 486.35, 64, 0.00004539, 486.35, 64, 1.12, 1.12, 0.93, 0.93
70, 0.00003513, 21.37, 994.07, 11, 0.00003513, 972.71, 128, 0.00003513, 972.71, 128, 1.00, 1.00, 0.98, 0.98
71, 0.00002412, 22.89, 509.24, 15, 0.00002412, 486.35, 64, 0.00002412, 486.35, 64, 1.00, 1.00, 0.96, 0.96
