Sun Dec 17 01:04:49 EST 2023
workergpu066
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00002170, 60.78, 67.86, 31, 0.00003403, 7.08,  1, 0.00003109, 2265.40, 320, 1.57, 1.43, 0.10, 33.38
1, 0.00001410, 134.98, 142.06, 85, 0.00021424, 7.08,  1, 0.00001487, 906.16, 128, 15.20, 1.05, 0.05, 6.38
2, 0.00000391, 52.26, 59.34, 32, 0.00001206, 7.08,  1, 0.00000382, 424.76, 60, 3.08, 0.97, 0.12, 7.16
3, 0.00010313, 19.72, 26.80, 11, 0.00023757, 7.08,  1, 0.00002700, 2265.40, 320, 2.30, 0.26, 0.26, 84.53
4, 0.00008668, 45.20, 52.28, 27, 0.00022690, 7.08,  1, 0.00001181, 1359.24, 192, 2.62, 0.14, 0.14, 26.00
5, 0.00003563, 12.59, 19.67, 4, 0.00003872, 7.08,  1, 0.00000989, 906.16, 128, 1.09, 0.28, 0.36, 46.07
6, 0.00001834, 49.06, 56.14, 32, 0.00001772, 7.08,  1, 0.00000682, 906.16, 128, 0.97, 0.37, 0.13, 16.14
7, 0.00000598, 33.59, 40.67, 24, 0.00005098, 7.08,  1, 0.00000647, 906.16, 128, 8.52, 1.08, 0.17, 22.28
8, 0.00000691, 16.13, 23.21, 14, 0.00002916, 7.08,  1, 0.00000695, 906.16, 128, 4.22, 1.01, 0.31, 39.05
9, 0.00000740, 23.35, 30.43, 8, 0.00001236, 7.08,  1, 0.00000595, 906.16, 128, 1.67, 0.80, 0.23, 29.78
10, 0.00001161, 36.79, 43.87, 24, 0.00003956, 7.08,  1, 0.00000723, 906.16, 128, 3.41, 0.62, 0.16, 20.66
11, 0.00002043, 61.30, 68.38, 42, 0.00004264, 7.08,  1, 0.00001242, 906.16, 128, 2.09, 0.61, 0.10, 13.25
12, 0.00000447, 38.15, 45.23, 19, 0.00000447, 7.08,  1, 0.00000447, 453.08, 64, 1.00, 1.00, 0.16, 10.02
13, 0.00003506, 76.56, 83.64, 52, 0.00006638, 7.08,  1, 0.00001019, 906.16, 128, 1.89, 0.29, 0.08, 10.83
14, 0.00007053, 46.58, 53.66, 43, 0.00010969, 7.08,  1, 0.00001587, 1359.24, 192, 1.56, 0.22, 0.13, 25.33
15, 0.00000557, 18.91, 25.99, 13, 0.00000557, 7.08,  1, 0.00000551, 453.08, 64, 1.00, 0.99, 0.27, 17.43
16, 0.00000715, 67.11, 74.19, 51, 0.00006161, 7.08,  1, 0.00000630, 906.16, 128, 8.62, 0.88, 0.10, 12.21
17, 0.00000321, 19.64, 26.72, 14, 0.00001047, 7.08,  1, 0.00000305, 453.08, 64, 3.27, 0.95, 0.26, 16.95
