Sun Dec 17 08:26:16 EST 2023
workergpu041
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00000743, 17.78, 25.03, 3, 0.00006391, 7.25,  1, 0.00000726, 464.07, 64, 8.61, 0.98, 0.29, 18.54
1, 0.00000535, 32.75, 40.00, 17, 0.00007369, 7.25,  1, 0.00004700, 11601.77, 1600, 13.77, 8.78, 0.18, 290.02
2, 0.00000382, 23.04, 30.29, 14, 0.00004722, 7.25,  1, 0.00002473, 3712.57, 512, 12.38, 6.48, 0.24, 122.56
3, 0.00004112, 47.07, 54.32, 31, 0.00012009, 7.25,  1, 0.00001196, 1392.21, 192, 2.92, 0.29, 0.13, 25.63
4, 0.00000541, 57.99, 65.24, 44, 0.00000593, 7.25,  1, 0.00000530, 464.07, 64, 1.10, 0.98, 0.11, 7.11
5, 0.00003854, 68.84, 76.09, 35, 0.00007167, 7.25,  1, 0.00002380, 3248.50, 448, 1.86, 0.62, 0.10, 42.69
6, 0.00049352, 37.26, 44.51, 15, 0.00049352, 7.25,  1, 0.00006627, 8817.35, 1216, 1.00, 0.13, 0.16, 198.11
7, 0.00043959, 84.98, 92.23, 38, 0.00142571, 7.25,  1, 0.00003442, 1856.28, 256, 3.24, 0.08, 0.08, 20.13
8, 0.00009782, 42.46, 49.71, 24, 0.00028420, 7.25,  1, 0.00003665, 6496.99, 896, 2.91, 0.37, 0.15, 130.71
9, 0.00020804, 75.70, 82.95, 27, 0.00024769, 7.25,  1, 0.00006891, 6496.99, 896, 1.19, 0.33, 0.09, 78.33
10, 0.00004607, 21.96, 29.21, 13, 0.00004607, 7.25,  1, 0.00000705, 464.07, 64, 1.00, 0.15, 0.25, 15.88
11, 0.00014955, 33.81, 41.06, 25, 0.00021167, 7.25,  1, 0.00001099, 928.14, 128, 1.42, 0.07, 0.18, 22.61
12, 0.00049448, 338.29, 345.54, 51, 0.00105940, 7.25,  1, 0.00002356, 1392.21, 192, 2.14, 0.05, 0.02, 4.03
13, 0.00009994, 20.06, 27.31, 11, 0.00009994, 7.25,  1, 0.00002942, 4176.64, 576, 1.00, 0.29, 0.27, 152.91
14, 0.00023588, 147.31, 154.56, 85, 0.00085946, 7.25,  1, 0.00000733, 928.14, 128, 3.64, 0.03, 0.05, 6.01
15, 0.00053738, 27.29, 34.55, 13, 0.00058157, 7.25,  1, 0.00004666, 2784.43, 384, 1.08, 0.09, 0.21, 80.60
16, 0.00000690, 58.77, 66.02, 31, 0.00009771, 7.25,  1, 0.00002631, 1392.21, 192, 14.17, 3.81, 0.11, 21.09
17, 0.00000521, 24.97, 32.22, 14, 0.00002229, 7.25,  1, 0.00000509, 435.07, 60, 4.28, 0.98, 0.23, 13.50
18, 0.00008165, 28.71, 35.96, 14, 0.00039907, 7.25,  1, 0.00005777, 15778.41, 2176, 4.89, 0.71, 0.20, 438.79
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00000722, 31.35, 103.86, 24, 0.00000726, 72.51, 10, 0.00000726, 464.07, 64, 1.01, 1.01, 0.70, 4.47
1, 0.00007369, 37.27, 109.78, 13, 0.00007369, 72.51, 10, 0.00004700, 11601.77, 1600, 1.00, 0.64, 0.66, 105.69
2, 0.00004372, 47.71, 120.22, 21, 0.00004722, 72.51, 10, 0.00002473, 3712.57, 512, 1.08, 0.57, 0.60, 30.88
3, 0.00002124, 31.62, 104.13, 27, 0.00002509, 72.51, 10, 0.00001196, 1392.21, 192, 1.18, 0.56, 0.70, 13.37
4, 0.00000527, 28.11, 100.62, 19, 0.00000555, 72.51, 10, 0.00000530, 464.07, 64, 1.05, 1.01, 0.72, 4.61
5, 0.00003800, 67.47, 139.98, 36, 0.00007167, 72.51, 10, 0.00002380, 3248.50, 448, 1.89, 0.63, 0.52, 23.21
6, 0.00011454, 23.84, 96.35, 11, 0.00011454, 72.51, 10, 0.00006627, 8817.35, 1216, 1.00, 0.58, 0.75, 91.51
7, 0.00012770, 27.40, 99.91, 13, 0.00012770, 72.51, 10, 0.00003442, 1856.28, 256, 1.00, 0.27, 0.73, 18.58
8, 0.00016661, 59.74, 132.25, 22, 0.00016842, 72.51, 10, 0.00003665, 6496.99, 896, 1.01, 0.22, 0.55, 49.13
9, 0.00014110, 37.57, 110.08, 21, 0.00014117, 72.51, 10, 0.00006891, 6496.99, 896, 1.00, 0.49, 0.66, 59.02
