Sat Dec 30 03:26:57 EST 2023
workergpu068
Greetings from !
Mnasnet: Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00000649, 23.32, 277.18, 11, 0.00000649, 253.86, 25, 0.00000464, 2599.48, 256, 1.00, 0.72, 0.92, 9.38
1, 0.00000593, 27.88, 281.73, 11, 0.00000593, 253.86, 25, 0.00000487, 1299.74, 128, 1.00, 0.82, 0.90, 4.61
2, 0.00001880, 64.14, 318.00, 51, 0.00002290, 253.86, 25, 0.00000996, 3249.35, 320, 1.22, 0.53, 0.80, 10.22
3, 0.00001238, 19.39, 273.24, 11, 0.00001238, 253.86, 25, 0.00000832, 7798.44, 768, 1.00, 0.67, 0.93, 28.54
4, 0.00000826, 9.16, 263.01, 3, 0.00000826, 253.86, 25, 0.00000564, 1949.61, 192, 1.00, 0.68, 0.97, 7.41
5, 0.00002547, 7.81, 261.67, 2, 0.00002547, 253.86, 25, 0.00001851, 4549.09, 448, 1.00, 0.73, 0.97, 17.38
6, 0.00000438, 20.83, 274.68, 11, 0.00000438, 253.86, 25, 0.00000383, 1299.74, 128, 1.00, 0.87, 0.92, 4.73
7, 0.00001699, 76.72, 330.58, 52, 0.00002449, 253.86, 25, 0.00000635, 1949.61, 192, 1.44, 0.37, 0.77, 5.90
8, 0.00000881, 20.21, 274.06, 13, 0.00000881, 253.86, 25, 0.00000526, 3249.35, 320, 1.00, 0.60, 0.93, 11.86
9, 0.00000695, 21.70, 275.55, 11, 0.00000695, 253.86, 25, 0.00000444, 2599.48, 256, 1.00, 0.64, 0.92, 9.43
10, 0.00002198, 50.14, 304.00, 36, 0.00003608, 253.86, 25, 0.00001365, 3899.22, 384, 1.64, 0.62, 0.84, 12.83
11, 0.00000648, 20.75, 274.61, 13, 0.00000648, 253.86, 25, 0.00000445, 3249.35, 320, 1.00, 0.69, 0.92, 11.83
12, 0.00003605, 21.34, 275.20, 11, 0.00003605, 253.86, 25, 0.00002452, 5848.83, 576, 1.00, 0.68, 0.92, 21.25
13, 0.00000622, 21.02, 274.87, 11, 0.00000622, 253.86, 25, 0.00000432, 3249.35, 320, 1.00, 0.69, 0.92, 11.82
14, 0.00001013, 20.04, 273.90, 11, 0.00001013, 253.86, 25, 0.00000674, 3249.35, 320, 1.00, 0.67, 0.93, 11.86
15, 0.00001154, 21.83, 275.69, 13, 0.00001154, 253.86, 25, 0.00000472, 1299.74, 128, 1.00, 0.41, 0.92, 4.71
16, 0.00000806, 64.15, 318.00, 45, 0.00001036, 253.86, 25, 0.00000488, 3249.35, 320, 1.28, 0.60, 0.80, 10.22
17, 0.00000540, 27.50, 281.36, 12, 0.00000540, 253.86, 25, 0.00000452, 1299.74, 128, 1.00, 0.84, 0.90, 4.62
