Sun Dec 17 01:04:49 EST 2023
workergpu066
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00002170, 90.75, 98.06, 53, 0.00002263, 7.32,  1, 0.00000754, 936.38, 128, 1.04, 0.35, 0.07, 9.55
1, 0.00001410, 178.82, 186.14, 116, 0.00038112, 7.32,  1, 0.00002582, 936.38, 128, 27.03, 1.83, 0.04, 5.03
2, 0.00014250, 21.13, 28.44, 12, 0.00014250, 7.32,  1, 0.00001675, 2809.15, 384, 1.00, 0.12, 0.26, 98.77
3, 0.00009917, 59.68, 67.00, 55, 0.00022792, 7.32,  1, 0.00001843, 2340.96, 320, 2.30, 0.19, 0.11, 34.94
4, 0.00008281, 82.15, 89.46, 48, 0.00008618, 7.32,  1, 0.00002165, 936.38, 128, 1.04, 0.26, 0.08, 10.47
5, 0.00004209, 66.39, 73.71, 45, 0.00004461, 7.32,  1, 0.00001308, 5618.31, 768, 1.06, 0.31, 0.10, 76.23
6, 0.00004166, 23.09, 30.41, 11, 0.00004166, 7.32,  1, 0.00003191, 936.38, 128, 1.00, 0.77, 0.24, 30.80
7, 0.00000598, 138.98, 146.30, 106, 0.00001820, 7.32,  1, 0.00001213, 468.19, 64, 3.04, 2.03, 0.05, 3.20
8, 0.00000348, 35.21, 42.53, 33, 0.00001055, 7.32,  1, 0.00000324, 468.19, 64, 3.03, 0.93, 0.17, 11.01
9, 0.00000673, 66.02, 73.34, 33, 0.00020240, 7.32,  1, 0.00002889, 936.38, 128, 30.07, 4.29, 0.10, 12.77
10, 0.00003706, 38.43, 45.75, 24, 0.00004043, 7.32,  1, 0.00001888, 936.38, 128, 1.09, 0.51, 0.16, 20.47
11, 0.00003354, 25.32, 32.64, 14, 0.00032045, 7.32,  1, 0.00000872, 1404.58, 192, 9.55, 0.26, 0.22, 43.03
12, 0.00000447, 67.09, 74.41, 28, 0.00041735, 7.32,  1, 0.00001398, 2809.15, 384, 93.40, 3.13, 0.10, 37.75
13, 0.00004547, 33.31, 40.62, 21, 0.00011874, 7.32,  1, 0.00001535, 936.38, 128, 2.61, 0.34, 0.18, 23.05
14, 0.00000530, 60.43, 67.74, 40, 0.00000557, 7.32,  1, 0.00000510, 468.19, 64, 1.05, 0.96, 0.11, 6.91
15, 0.00016209, 43.48, 50.79, 26, 0.00017588, 7.32,  1, 0.00001784, 2340.96, 320, 1.09, 0.11, 0.14, 46.09
16, 0.00000715, 10.06, 17.38, 4, 0.00001118, 7.32,  1, 0.00000690, 468.19, 64, 1.56, 0.96, 0.42, 26.94
17, 0.00050627, 37.21, 44.53, 23, 0.00060014, 7.32,  1, 0.00001921, 2809.15, 384, 1.19, 0.04, 0.16, 63.09
18, 0.00117835, 24.18, 31.49, 12, 0.00118749, 7.32,  1, 0.00006687, 2340.96, 320, 1.01, 0.06, 0.23, 74.33
19, 0.00004626, 75.40, 82.72, 41, 0.00016649, 7.32,  1, 0.00002720, 936.38, 128, 3.60, 0.59, 0.09, 11.32
20, 0.00000390, 30.74, 38.06, 24, 0.00004521, 7.32,  1, 0.00001321, 1404.58, 192, 11.58, 3.38, 0.19, 36.91
21, 0.00000902, 114.67, 121.99, 57, 0.00004268, 7.32,  1, 0.00000910, 468.19, 64, 4.73, 1.01, 0.06, 3.84
22, 0.00001429, 144.46, 151.78, 58, 0.00015245, 7.32,  1, 0.00001837, 1404.58, 192, 10.67, 1.29, 0.05, 9.25
23, 0.00001887, 72.21, 79.52, 50, 0.00006770, 7.32,  1, 0.00001775, 936.38, 128, 3.59, 0.94, 0.09, 11.77
24, 0.00002079, 129.16, 136.48, 85, 0.00003446, 7.32,  1, 0.00001143, 468.19, 64, 1.66, 0.55, 0.05, 3.43
25, 0.00000424, 52.31, 59.63, 33, 0.00000726, 7.32,  1, 0.00000421, 468.19, 64, 1.71, 0.99, 0.12, 7.85
26, 0.00003764, 31.87, 39.18, 23, 0.00003764, 7.32,  1, 0.00000522, 468.19, 64, 1.00, 0.14, 0.19, 11.95
27, 0.00003990, 61.47, 68.79, 35, 0.00004789, 7.32,  1, 0.00001099, 936.38, 128, 1.20, 0.28, 0.11, 13.61
28, 0.00001111, 22.79, 30.11, 15, 0.00001111, 7.32,  1, 0.00000720, 468.19, 64, 1.00, 0.65, 0.24, 15.55
29, 0.00001792, 15.93, 23.24, 8, 0.00003007, 7.32,  1, 0.00000817, 468.19, 64, 1.68, 0.46, 0.31, 20.14
30, 0.00007459, 32.99, 40.31, 18, 0.00027352, 7.32,  1, 0.00002682, 2809.15, 384, 3.67, 0.36, 0.18, 69.69
31, 0.00000664, 110.14, 117.45, 67, 0.00001075, 7.32,  1, 0.00000597, 468.19, 64, 1.62, 0.90, 0.06, 3.99
32, 0.00059847, 35.96, 43.28, 23, 0.00095593, 7.32,  1, 0.00003524, 2340.96, 320, 1.60, 0.06, 0.17, 54.09
33, 0.00006884, 18.71, 26.03, 11, 0.00006884, 7.32,  1, 0.00000928, 468.19, 64, 1.00, 0.13, 0.28, 17.99
34, 0.00007407, 33.31, 40.63, 19, 0.00008155, 7.32,  1, 0.00001118, 936.38, 128, 1.10, 0.15, 0.18, 23.05
35, 0.00011943, 43.82, 51.13, 25, 0.00013222, 7.32,  1, 0.00001507, 2340.96, 320, 1.11, 0.13, 0.14, 45.78
36, 0.00013883, 45.64, 52.96, 37, 0.00035983, 7.32,  1, 0.00001697, 936.38, 128, 2.59, 0.12, 0.14, 17.68
37, 0.00015151, 41.41, 48.73, 28, 0.00017802, 7.32,  1, 0.00006713, 2340.96, 320, 1.18, 0.44, 0.15, 48.04
38, 0.00019738, 23.08, 30.40, 11, 0.00019738, 7.32,  1, 0.00004752, 1872.77, 256, 1.00, 0.24, 0.24, 61.61
39, 0.00011281, 31.68, 38.99, 21, 0.00011657, 7.32,  1, 0.00001561, 936.38, 128, 1.03, 0.14, 0.19, 24.01
40, 0.00000923, 66.44, 73.76, 56, 0.00001875, 7.32,  1, 0.00000815, 468.19, 64, 2.03, 0.88, 0.10, 6.35
41, 0.00004937, 43.47, 50.79, 11, 0.00004937, 7.32,  1, 0.00000826, 936.38, 128, 1.00, 0.17, 0.14, 18.44
42, 0.00003963, 55.80, 63.12, 37, 0.00008833, 7.32,  1, 0.00000743, 468.19, 64, 2.23, 0.19, 0.12, 7.42
43, 0.00009505, 85.51, 92.83, 48, 0.00028510, 7.32,  1, 0.00001441, 936.38, 128, 3.00, 0.15, 0.08, 10.09
44, 0.00001030, 19.65, 26.97, 13, 0.00001030, 7.32,  1, 0.00000792, 936.38, 128, 1.00, 0.77, 0.27, 34.73
45, 0.00010062, 51.56, 58.88, 24, 0.00019214, 7.32,  1, 0.00001669, 1404.58, 192, 1.91, 0.17, 0.12, 23.86
46, 0.00010022, 34.24, 41.55, 15, 0.00010022, 7.32,  1, 0.00005157, 1872.77, 256, 1.00, 0.51, 0.18, 45.07
47, 0.00006530, 25.42, 32.74, 11, 0.00006530, 7.32,  1, 0.00001571, 2340.96, 320, 1.00, 0.24, 0.22, 71.51
48, 0.00009734, 39.41, 46.72, 29, 0.00010671, 7.32,  1, 0.00004181, 1404.58, 192, 1.10, 0.43, 0.16, 30.06
49, 0.00000517, 29.60, 36.91, 23, 0.00000790, 7.32,  1, 0.00000514, 468.19, 64, 1.53, 0.99, 0.20, 12.68
50, 0.00005304, 26.99, 34.30, 27, 0.00005796, 7.32,  1, 0.00001304, 2340.96, 320, 1.09, 0.25, 0.21, 68.24
51, 0.00000372, 6.72, 14.03, 2, 0.00000372, 7.32,  1, 0.00000296, 468.19, 64, 1.00, 0.80, 0.52, 33.36
52, 0.00005916, 21.32, 28.64, 11, 0.00005916, 7.32,  1, 0.00002247, 936.38, 128, 1.00, 0.38, 0.26, 32.70
53, 0.00010214, 17.58, 24.89, 10, 0.00010214, 7.32,  1, 0.00001350, 936.38, 128, 1.00, 0.13, 0.29, 37.62
54, 0.00005188, 76.19, 83.51, 46, 0.00006336, 7.32,  1, 0.00001974, 2340.96, 320, 1.22, 0.38, 0.09, 28.03
55, 0.00002232, 29.30, 36.61, 15, 0.00002232, 7.32,  1, 0.00001152, 468.19, 64, 1.00, 0.52, 0.20, 12.79
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00001827, 61.02, 134.18, 39, 0.00002015, 73.16, 10, 0.00000754, 936.38, 128, 1.10, 0.41, 0.55, 6.98
1, 0.00004052, 12.82, 85.97, 6, 0.00019431, 73.16, 10, 0.00002582, 936.38, 128, 4.80, 0.64, 0.85, 10.89
2, 0.00000394, 47.18, 120.33, 24, 0.00012763, 73.16, 10, 0.00001675, 2809.15, 384, 32.43, 4.26, 0.61, 23.34
3, 0.00004936, 62.02, 135.18, 37, 0.00005004, 73.16, 10, 0.00001843, 2340.96, 320, 1.01, 0.37, 0.54, 17.32
4, 0.00003432, 29.97, 103.13, 20, 0.00004225, 73.16, 10, 0.00002165, 936.38, 128, 1.23, 0.63, 0.71, 9.08
5, 0.00002367, 74.22, 147.37, 54, 0.00004461, 73.16, 10, 0.00001308, 5618.31, 768, 1.88, 0.55, 0.50, 38.12
6, 0.00001854, 21.78, 94.94, 13, 0.00004166, 73.16, 10, 0.00003191, 936.38, 128, 2.25, 1.72, 0.77, 9.86
7, 0.00001185, 17.21, 90.37, 10, 0.00001250, 73.16, 10, 0.00001213, 468.19, 64, 1.05, 1.02, 0.81, 5.18
8, 0.00000332, 7.11, 80.27, 2, 0.00000332, 73.16, 10, 0.00000324, 468.19, 64, 1.00, 0.97, 0.91, 5.83
9, 0.00004107, 7.80, 80.96, 2, 0.00004107, 73.16, 10, 0.00002889, 936.38, 128, 1.00, 0.70, 0.90, 11.57
10, 0.00004043, 24.54, 97.70, 11, 0.00004043, 73.16, 10, 0.00001888, 936.38, 128, 1.00, 0.47, 0.75, 9.58
11, 0.00001811, 56.00, 129.15, 37, 0.00002610, 73.16, 10, 0.00000872, 1404.58, 192, 1.44, 0.48, 0.57, 10.88
12, 0.00004275, 76.72, 149.87, 36, 0.00005596, 73.16, 10, 0.00001398, 2809.15, 384, 1.31, 0.33, 0.49, 18.74
13, 0.00001665, 29.15, 102.30, 11, 0.00001665, 73.16, 10, 0.00001535, 936.38, 128, 1.00, 0.92, 0.72, 9.15
14, 0.00000516, 26.70, 99.86, 20, 0.00000542, 73.16, 10, 0.00000510, 468.19, 64, 1.05, 0.99, 0.73, 4.69
15, 0.00004473, 35.82, 108.98, 23, 0.00007295, 73.16, 10, 0.00001784, 2340.96, 320, 1.63, 0.40, 0.67, 21.48
16, 0.00000823, 18.50, 91.65, 12, 0.00000823, 73.16, 10, 0.00000690, 468.19, 64, 1.00, 0.84, 0.80, 5.11
17, 0.00011661, 17.28, 90.44, 11, 0.00011661, 73.16, 10, 0.00001921, 2809.15, 384, 1.00, 0.16, 0.81, 31.06
18, 0.00013991, 27.22, 100.37, 15, 0.00014224, 73.16, 10, 0.00006687, 2340.96, 320, 1.02, 0.48, 0.73, 23.32
19, 0.00002753, 18.44, 91.59, 11, 0.00002753, 73.16, 10, 0.00002720, 936.38, 128, 1.00, 0.99, 0.80, 10.22
20, 0.00003649, 49.22, 122.37, 38, 0.00003990, 73.16, 10, 0.00001321, 1404.58, 192, 1.09, 0.36, 0.60, 11.48
21, 0.00000894, 26.38, 99.54, 19, 0.00000918, 73.16, 10, 0.00000910, 468.19, 64, 1.03, 1.02, 0.73, 4.70
22, 0.00009230, 22.81, 95.97, 11, 0.00009230, 73.16, 10, 0.00001837, 1404.58, 192, 1.00, 0.20, 0.76, 14.64
23, 0.00005624, 41.68, 114.84, 30, 0.00006770, 73.16, 10, 0.00001775, 936.38, 128, 1.20, 0.32, 0.64, 8.15
24, 0.00002055, 70.72, 143.87, 47, 0.00003446, 73.16, 10, 0.00001143, 468.19, 64, 1.68, 0.56, 0.51, 3.25
25, 0.00000421, 16.72, 89.88, 11, 0.00000421, 73.16, 10, 0.00000421, 468.19, 64, 1.00, 1.00, 0.81, 5.21
26, 0.00000522, 17.85, 91.01, 11, 0.00000522, 73.16, 10, 0.00000522, 468.19, 64, 1.00, 1.00, 0.80, 5.14
27, 0.00003880, 46.23, 119.39, 25, 0.00004789, 73.16, 10, 0.00001099, 936.38, 128, 1.23, 0.28, 0.61, 7.84
28, 0.00000912, 37.23, 110.38, 21, 0.00000918, 73.16, 10, 0.00000720, 468.19, 64, 1.01, 0.79, 0.66, 4.24
29, 0.00001114, 47.70, 120.85, 38, 0.00001571, 73.16, 10, 0.00000817, 468.19, 64, 1.41, 0.73, 0.61, 3.87
30, 0.00003496, 23.33, 96.48, 11, 0.00003496, 73.16, 10, 0.00002682, 2809.15, 384, 1.00, 0.77, 0.76, 29.12
31, 0.00000628, 18.21, 91.36, 12, 0.00000628, 73.16, 10, 0.00000597, 468.19, 64, 1.00, 0.95, 0.80, 5.12
32, 0.00010406, 22.26, 95.42, 11, 0.00010406, 73.16, 10, 0.00003524, 2340.96, 320, 1.00, 0.34, 0.77, 24.53
33, 0.00001728, 56.86, 130.01, 55, 0.00001760, 73.16, 10, 0.00000928, 468.19, 64, 1.02, 0.54, 0.56, 3.60
34, 0.00001973, 62.19, 135.34, 24, 0.00001996, 73.16, 10, 0.00001118, 936.38, 128, 1.01, 0.57, 0.54, 6.92
35, 0.00006225, 39.69, 112.84, 25, 0.00007301, 73.16, 10, 0.00001507, 2340.96, 320, 1.17, 0.24, 0.65, 20.75
36, 0.00004238, 41.99, 115.15, 27, 0.00004839, 73.16, 10, 0.00001697, 936.38, 128, 1.14, 0.40, 0.64, 8.13
37, 0.00015147, 40.48, 113.64, 28, 0.00017802, 73.16, 10, 0.00006713, 2340.96, 320, 1.18, 0.44, 0.64, 20.60
38, 0.00019738, 22.64, 95.80, 11, 0.00019738, 73.16, 10, 0.00004752, 1872.77, 256, 1.00, 0.24, 0.76, 19.55
39, 0.00002820, 23.54, 96.69, 11, 0.00002820, 73.16, 10, 0.00001561, 936.38, 128, 1.00, 0.55, 0.76, 9.68
40, 0.00000820, 33.37, 106.53, 25, 0.00000847, 73.16, 10, 0.00000815, 468.19, 64, 1.03, 0.99, 0.69, 4.39
41, 0.00002030, 16.57, 89.72, 11, 0.00002030, 73.16, 10, 0.00000826, 936.38, 128, 1.00, 0.41, 0.82, 10.44
42, 0.00000942, 65.99, 139.14, 49, 0.00001346, 73.16, 10, 0.00000743, 468.19, 64, 1.43, 0.79, 0.53, 3.36
43, 0.00001605, 55.30, 128.45, 36, 0.00001934, 73.16, 10, 0.00001441, 936.38, 128, 1.20, 0.90, 0.57, 7.29
44, 0.00001030, 19.21, 92.37, 13, 0.00001030, 73.16, 10, 0.00000792, 936.38, 128, 1.00, 0.77, 0.79, 10.14
45, 0.00003840, 35.54, 108.70, 11, 0.00003840, 73.16, 10, 0.00001669, 1404.58, 192, 1.00, 0.43, 0.67, 12.92
46, 0.00007566, 62.05, 135.20, 26, 0.00009172, 73.16, 10, 0.00005157, 1872.77, 256, 1.21, 0.68, 0.54, 13.85
47, 0.00006530, 25.27, 98.43, 11, 0.00006530, 73.16, 10, 0.00001571, 2340.96, 320, 1.00, 0.24, 0.74, 23.78
48, 0.00006322, 104.82, 177.97, 65, 0.00007553, 73.16, 10, 0.00004181, 1404.58, 192, 1.19, 0.66, 0.41, 7.89
49, 0.00000512, 16.91, 90.06, 11, 0.00000514, 73.16, 10, 0.00000514, 468.19, 64, 1.00, 1.00, 0.81, 5.20
50, 0.00004541, 29.21, 102.37, 15, 0.00004541, 73.16, 10, 0.00001304, 2340.96, 320, 1.00, 0.29, 0.71, 22.87
51, 0.00000301, 7.12, 80.28, 2, 0.00000301, 73.16, 10, 0.00000296, 468.19, 64, 1.00, 0.98, 0.91, 5.83
52, 0.00005916, 20.96, 94.12, 11, 0.00005916, 73.16, 10, 0.00002247, 936.38, 128, 1.00, 0.38, 0.78, 9.95
53, 0.00004862, 70.96, 144.11, 41, 0.00005162, 73.16, 10, 0.00001350, 936.38, 128, 1.06, 0.28, 0.51, 6.50
54, 0.00005470, 45.44, 118.59, 11, 0.00005470, 73.16, 10, 0.00001974, 2340.96, 320, 1.00, 0.36, 0.62, 19.74
55, 0.00001811, 20.42, 93.57, 15, 0.00001811, 73.16, 10, 0.00001152, 468.19, 64, 1.00, 0.64, 0.78, 5.00
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00001769, 78.12, 261.01, 51, 0.00002015, 182.89, 25, 0.00000754, 936.38, 128, 1.14, 0.43, 0.70, 3.59
1, 0.00010554, 47.67, 230.56, 29, 0.00010646, 182.89, 25, 0.00002582, 936.38, 128, 1.01, 0.24, 0.79, 4.06
2, 0.00002898, 26.14, 209.03, 12, 0.00002898, 182.89, 25, 0.00001675, 2809.15, 384, 1.00, 0.58, 0.87, 13.44
3, 0.00004846, 36.86, 219.74, 21, 0.00005004, 182.89, 25, 0.00001843, 2340.96, 320, 1.03, 0.38, 0.83, 10.65
4, 0.00004225, 22.40, 205.28, 14, 0.00004225, 182.89, 25, 0.00002165, 936.38, 128, 1.00, 0.51, 0.89, 4.56
5, 0.00002690, 41.65, 224.54, 51, 0.00003886, 182.89, 25, 0.00001308, 5618.31, 768, 1.45, 0.49, 0.81, 25.02
6, 0.00004166, 15.14, 198.03, 7, 0.00004166, 182.89, 25, 0.00003191, 936.38, 128, 1.00, 0.77, 0.92, 4.73
7, 0.00000980, 46.97, 229.85, 38, 0.00001250, 182.89, 25, 0.00001213, 468.19, 64, 1.27, 1.24, 0.80, 2.04
8, 0.00000324, 7.06, 189.95, 2, 0.00000324, 182.89, 25, 0.00000324, 468.19, 64, 1.00, 1.00, 0.96, 2.46
9, 0.00002899, 21.98, 204.87, 11, 0.00002899, 182.89, 25, 0.00002889, 936.38, 128, 1.00, 1.00, 0.89, 4.57
10, 0.00004037, 45.15, 228.04, 22, 0.00004043, 182.89, 25, 0.00001888, 936.38, 128, 1.00, 0.47, 0.80, 4.11
11, 0.00001753, 42.62, 225.51, 25, 0.00002610, 182.89, 25, 0.00000872, 1404.58, 192, 1.49, 0.50, 0.81, 6.23
12, 0.00003776, 41.62, 224.50, 23, 0.00005239, 182.89, 25, 0.00001398, 2809.15, 384, 1.39, 0.37, 0.81, 12.51
13, 0.00001665, 29.32, 212.21, 11, 0.00001665, 182.89, 25, 0.00001535, 936.38, 128, 1.00, 0.92, 0.86, 4.41
14, 0.00000522, 19.66, 202.55, 13, 0.00000522, 182.89, 25, 0.00000510, 468.19, 64, 1.00, 0.98, 0.90, 2.31
15, 0.00002307, 27.27, 210.16, 11, 0.00002307, 182.89, 25, 0.00001784, 2340.96, 320, 1.00, 0.77, 0.87, 11.14
16, 0.00000703, 23.54, 206.43, 15, 0.00000703, 182.89, 25, 0.00000690, 468.19, 64, 1.00, 0.98, 0.89, 2.27
17, 0.00000641, 23.87, 206.76, 14, 0.00004431, 182.89, 25, 0.00001921, 2809.15, 384, 6.91, 3.00, 0.88, 13.59
18, 0.00006505, 30.53, 213.42, 17, 0.00007084, 182.89, 25, 0.00006687, 2340.96, 320, 1.09, 1.03, 0.86, 10.97
19, 0.00002753, 19.28, 202.17, 11, 0.00002753, 182.89, 25, 0.00002720, 936.38, 128, 1.00, 0.99, 0.90, 4.63
20, 0.00003643, 36.59, 219.48, 25, 0.00003990, 182.89, 25, 0.00001321, 1404.58, 192, 1.10, 0.36, 0.83, 6.40
21, 0.00000918, 19.92, 202.80, 13, 0.00000918, 182.89, 25, 0.00000910, 468.19, 64, 1.00, 0.99, 0.90, 2.31
22, 0.00009230, 22.50, 205.39, 11, 0.00009230, 182.89, 25, 0.00001837, 1404.58, 192, 1.00, 0.20, 0.89, 6.84
23, 0.00004500, 34.56, 217.45, 22, 0.00004720, 182.89, 25, 0.00001775, 936.38, 128, 1.05, 0.39, 0.84, 4.31
24, 0.00001588, 39.15, 222.04, 31, 0.00001877, 182.89, 25, 0.00001143, 468.19, 64, 1.18, 0.72, 0.82, 2.11
25, 0.00000421, 16.97, 199.86, 11, 0.00000421, 182.89, 25, 0.00000421, 468.19, 64, 1.00, 1.00, 0.92, 2.34
26, 0.00000522, 18.26, 201.15, 11, 0.00000522, 182.89, 25, 0.00000522, 468.19, 64, 1.00, 1.00, 0.91, 2.33
27, 0.00003873, 45.79, 228.67, 25, 0.00004789, 182.89, 25, 0.00001099, 936.38, 128, 1.24, 0.28, 0.80, 4.09
28, 0.00000877, 100.52, 283.40, 15, 0.00000877, 182.89, 25, 0.00000720, 468.19, 64, 1.00, 0.82, 0.65, 1.65
29, 0.00000926, 34.37, 217.25, 17, 0.00000926, 182.89, 25, 0.00000817, 468.19, 64, 1.00, 0.88, 0.84, 2.16
30, 0.00003496, 23.58, 206.46, 11, 0.00003496, 182.89, 25, 0.00002682, 2809.15, 384, 1.00, 0.77, 0.89, 13.61
31, 0.00000607, 18.97, 201.86, 13, 0.00000607, 182.89, 25, 0.00000597, 468.19, 64, 1.00, 0.98, 0.91, 2.32
32, 0.00010406, 22.75, 205.64, 11, 0.00010406, 182.89, 25, 0.00003524, 2340.96, 320, 1.00, 0.34, 0.89, 11.38
33, 0.00000983, 19.61, 202.50, 11, 0.00000983, 182.89, 25, 0.00000928, 468.19, 64, 1.00, 0.94, 0.90, 2.31
34, 0.00001982, 61.06, 243.95, 24, 0.00001996, 182.89, 25, 0.00001118, 936.38, 128, 1.01, 0.56, 0.75, 3.84
35, 0.00004134, 33.46, 216.35, 23, 0.00005396, 182.89, 25, 0.00001507, 2340.96, 320, 1.31, 0.36, 0.85, 10.82
36, 0.00004549, 27.71, 210.60, 15, 0.00004549, 182.89, 25, 0.00001697, 936.38, 128, 1.00, 0.37, 0.87, 4.45
37, 0.00006460, 73.55, 256.44, 55, 0.00008396, 182.89, 25, 0.00006713, 2340.96, 320, 1.30, 1.04, 0.71, 9.13
38, 0.00017033, 48.76, 231.65, 29, 0.00018440, 182.89, 25, 0.00004752, 1872.77, 256, 1.08, 0.28, 0.79, 8.08
39, 0.00002820, 23.72, 206.61, 11, 0.00002820, 182.89, 25, 0.00001561, 936.38, 128, 1.00, 0.55, 0.89, 4.53
40, 0.00000825, 43.58, 226.47, 35, 0.00000847, 182.89, 25, 0.00000815, 468.19, 64, 1.03, 0.99, 0.81, 2.07
41, 0.00001098, 25.23, 208.11, 25, 0.00001360, 182.89, 25, 0.00000826, 936.38, 128, 1.24, 0.75, 0.88, 4.50
