Mon Dec 18 14:52:14 EST 2023
workergpu062
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00001375, 126.81, 133.64, 79, 0.00010751, 6.83,  1, 0.00000688, 2185.41, 320, 7.82, 0.50, 0.05, 16.35
1, 0.00001315, 136.17, 143.00, 35, 0.00001326, 6.83,  1, 0.00000480, 1311.25, 192, 1.01, 0.37, 0.05, 9.17
2, 0.00000620, 42.34, 49.17, 21, 0.00000620, 6.83,  1, 0.00000357, 874.16, 128, 1.00, 0.58, 0.14, 17.78
3, 0.00000612, 32.16, 38.99, 19, 0.00000612, 6.83,  1, 0.00000333, 1748.33, 256, 1.00, 0.54, 0.18, 44.84
4, 0.00001112, 86.87, 93.70, 64, 0.00007232, 6.83,  1, 0.00001568, 3933.74, 576, 6.50, 1.41, 0.07, 41.98
5, 0.00000573, 86.48, 93.31, 55, 0.00028951, 6.83,  1, 0.00001051, 2622.49, 384, 50.51, 1.83, 0.07, 28.11
6, 0.00003849, 7.82, 14.65, 2, 0.00002468, 6.83,  1, 0.00000489, 17920.38, 2624, 0.64, 0.13, 0.47, 1223.16
7, 0.00000507, 53.18, 60.01, 33, 0.00000527, 6.83,  1, 0.00000277, 2185.41, 320, 1.04, 0.55, 0.11, 36.42
8, 0.00001603, 7.70, 14.53, 2, 0.00001432, 6.83,  1, 0.00000910, 2622.49, 384, 0.89, 0.57, 0.47, 180.54
9, 0.00000685, 26.68, 33.51, 17, 0.00001628, 6.83,  1, 0.00000478, 1311.25, 192, 2.38, 0.70, 0.20, 39.14
10, 0.00001641, 128.90, 135.72, 72, 0.00001705, 6.83,  1, 0.00000567, 1311.25, 192, 1.04, 0.35, 0.05, 9.66
11, 0.00000623, 25.75, 32.58, 16, 0.00000730, 6.83,  1, 0.00000330, 2622.49, 384, 1.17, 0.53, 0.21, 80.50
12, 0.00001441, 13.17, 20.00, 7, 0.00001441, 6.83,  1, 0.00000315, 1748.33, 256, 1.00, 0.22, 0.34, 87.41
13, 0.00000670, 59.42, 66.25, 48, 0.00000910, 6.83,  1, 0.00000418, 6556.24, 960, 1.36, 0.62, 0.10, 98.97
14, 0.00001105, 14.97, 21.80, 7, 0.00001386, 6.83,  1, 0.00000418, 1311.25, 192, 1.25, 0.38, 0.31, 60.16
15, 0.00001200, 52.08, 58.91, 41, 0.00002698, 6.83,  1, 0.00000582, 10489.98, 1536, 2.25, 0.48, 0.12, 178.06
16, 0.00000989, 30.55, 37.38, 26, 0.00001044, 6.83,  1, 0.00000440, 1311.25, 192, 1.06, 0.45, 0.18, 35.07
17, 0.00000361, 33.00, 39.83, 26, 0.00000416, 6.83,  1, 0.00000363, 648.79, 95, 1.15, 1.00, 0.17, 16.29
18, 0.00001137, 26.26, 33.09, 11, 0.00001137, 6.83,  1, 0.00000286, 4807.91, 704, 1.00, 0.25, 0.21, 145.31
19, 0.00000564, 30.40, 37.23, 24, 0.00000586, 6.83,  1, 0.00000299, 874.16, 128, 1.04, 0.53, 0.18, 23.48
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00001187, 35.38, 103.68, 22, 0.00001317, 68.29, 10, 0.00000688, 2185.41, 320, 1.11, 0.58, 0.66, 21.08
1, 0.00000491, 37.70, 105.99, 24, 0.00000564, 68.29, 10, 0.00000480, 1311.25, 192, 1.15, 0.98, 0.64, 12.37
2, 0.00000542, 19.07, 87.37, 12, 0.00000542, 68.29, 10, 0.00000357, 874.16, 128, 1.00, 0.66, 0.78, 10.01
3, 0.00000561, 18.56, 86.85, 11, 0.00000561, 68.29, 10, 0.00000333, 1748.33, 256, 1.00, 0.59, 0.79, 20.13
4, 0.00002930, 41.58, 109.88, 26, 0.00003512, 68.29, 10, 0.00001568, 3933.74, 576, 1.20, 0.54, 0.62, 35.80
5, 0.00001475, 30.91, 99.21, 21, 0.00002327, 68.29, 10, 0.00001051, 2622.49, 384, 1.58, 0.71, 0.69, 26.43
6, 0.00000843, 46.78, 115.08, 25, 0.00000861, 68.29, 10, 0.00000489, 17920.38, 2624, 1.02, 0.58, 0.59, 155.73
7, 0.00000502, 42.70, 110.99, 28, 0.00000527, 68.29, 10, 0.00000277, 2185.41, 320, 1.05, 0.55, 0.62, 19.69
8, 0.00001414, 23.11, 91.40, 13, 0.00001414, 68.29, 10, 0.00000910, 2622.49, 384, 1.00, 0.64, 0.75, 28.69
9, 0.00001628, 20.48, 88.78, 13, 0.00001628, 68.29, 10, 0.00000478, 1311.25, 192, 1.00, 0.29, 0.77, 14.77
10, 0.00001093, 10.27, 78.57, 4, 0.00001093, 68.29, 10, 0.00000567, 1311.25, 192, 1.00, 0.52, 0.87, 16.69
