Sun Dec 17 00:56:49 EST 2023
workergpu065
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00008286, 24.01, 31.07, 7, 0.00004499, 7.06,  1, 0.00003726, 451.65, 64, 0.54, 0.45, 0.23, 14.54
1, 0.00014477, 8.25, 15.31, 2, 0.00026324, 7.06,  1, 0.00002817, 903.31, 128, 1.82, 0.19, 0.46, 58.99
2, 0.00000391, 41.41, 48.47, 24, 0.00020902, 7.06,  1, 0.00004499, 451.65, 64, 53.40, 11.49, 0.15, 9.32
3, 0.00009917, 48.14, 55.19, 38, 0.00008980, 7.06,  1, 0.00002673, 903.31, 128, 0.91, 0.27, 0.13, 16.37
4, 0.00008281, 47.72, 54.78, 24, 0.00171527, 7.06,  1, 0.00004177, 451.65, 64, 20.71, 0.50, 0.13, 8.25
5, 0.00004461, 11.09, 18.14, 3, 0.00026994, 7.06,  1, 0.00004981, 903.31, 128, 6.05, 1.12, 0.39, 49.78
6, 0.00004166, 20.48, 27.53, 9, 0.00059398, 7.06,  1, 0.00011920, 1354.96, 192, 14.26, 2.86, 0.26, 49.21
7, 0.00000598, 185.57, 192.63, 140, 0.00048212, 7.06,  1, 0.00002951, 451.65, 64, 80.60, 4.93, 0.04, 2.34
8, 0.00004053, 90.89, 97.95, 68, 0.00040606, 7.06,  1, 0.00003498, 451.65, 64, 10.02, 0.86, 0.07, 4.61
9, 0.00010801, 16.53, 23.59, 12, 0.00011214, 7.06,  1, 0.00002893, 451.65, 64, 1.04, 0.27, 0.30, 19.15
10, 0.00000714, 86.82, 93.88, 65, 0.00001193, 7.06,  1, 0.00000686, 451.65, 64, 1.67, 0.96, 0.08, 4.81
11, 0.00000640, 92.10, 99.16, 40, 0.00277070, 7.06,  1, 0.00006053, 4064.89, 576, 432.97, 9.46, 0.07, 40.99
12, 0.00013648, 24.71, 31.76, 18, 0.00014358, 7.06,  1, 0.00003074, 903.31, 128, 1.05, 0.23, 0.22, 28.44
13, 0.00002159, 180.69, 187.74, 88, 0.00020609, 7.06,  1, 0.00003631, 903.31, 128, 9.55, 1.68, 0.04, 4.81
14, 0.00001508, 39.69, 46.74, 29, 0.00035783, 7.06,  1, 0.00001703, 451.65, 64, 23.73, 1.13, 0.15, 9.66
15, 0.00001996, 71.44, 78.50, 44, 0.00010681, 7.06,  1, 0.00002784, 451.65, 64, 5.35, 1.39, 0.09, 5.75
16, 0.00003287, 34.49, 41.55, 21, 0.00005657, 7.06,  1, 0.00002749, 451.65, 64, 1.72, 0.84, 0.17, 10.87
17, 0.00028231, 33.57, 40.63, 21, 0.00043140, 7.06,  1, 0.00003296, 451.65, 64, 1.53, 0.12, 0.17, 11.12
18, 0.00000993, 16.82, 23.87, 7, 0.00004904, 7.06,  1, 0.00002588, 451.65, 64, 4.94, 2.61, 0.30, 18.92
19, 0.00001621, 99.56, 106.61, 56, 0.00022206, 7.06,  1, 0.00007638, 903.31, 128, 13.70, 4.71, 0.07, 8.47
20, 0.00001650, 72.25, 79.31, 47, 0.00002455, 7.06,  1, 0.00002455, 451.65, 64, 1.49, 1.49, 0.09, 5.69
21, 0.00000565, 121.96, 129.01, 89, 0.00000681, 7.06,  1, 0.00000556, 451.65, 64, 1.21, 0.98, 0.05, 3.50
22, 0.00000564, 91.08, 98.14, 65, 0.00030961, 7.06,  1, 0.00001706, 451.65, 64, 54.94, 3.03, 0.07, 4.60
23, 0.00007285, 35.62, 42.68, 23, 0.00055295, 7.06,  1, 0.00004534, 451.65, 64, 7.59, 0.62, 0.17, 10.58
24, 0.00022640, 28.16, 35.21, 14, 0.00021550, 7.06,  1, 0.00003873, 451.65, 64, 0.95, 0.17, 0.20, 12.83
25, 0.00004140, 181.13, 188.19, 52, 0.00094853, 7.06,  1, 0.00003498, 451.65, 64, 22.91, 0.85, 0.04, 2.40
26, 0.00001467, 61.66, 68.72, 41, 0.00013626, 7.06,  1, 0.00003801, 451.65, 64, 9.29, 2.59, 0.10, 6.57
27, 0.00007214, 80.52, 87.57, 24, 0.00052796, 7.06,  1, 0.00002629, 903.31, 128, 7.32, 0.36, 0.08, 10.31
28, 0.00014383, 19.39, 26.45, 8, 0.00014347, 7.06,  1, 0.00004946, 903.31, 128, 1.00, 0.34, 0.27, 34.15
29, 0.00005436, 23.89, 30.95, 13, 0.00005436, 7.06,  1, 0.00003627, 451.65, 64, 1.00, 0.67, 0.23, 14.59
30, 0.00003972, 52.57, 59.62, 32, 0.00019494, 7.06,  1, 0.00003198, 451.65, 64, 4.91, 0.81, 0.12, 7.58
31, 0.00042539, 26.77, 33.83, 11, 0.00042539, 7.06,  1, 0.00003068, 451.65, 64, 1.00, 0.07, 0.21, 13.35
32, 0.00172122, 52.63, 59.68, 26, 0.00191818, 7.06,  1, 0.00003843, 451.65, 64, 1.11, 0.02, 0.12, 7.57
33, 0.00008784, 18.72, 25.78, 8, 0.00032850, 7.06,  1, 0.00004593, 903.31, 128, 3.74, 0.52, 0.27, 35.04
34, 0.00008132, 87.07, 94.13, 63, 0.00026487, 7.06,  1, 0.00004668, 903.31, 128, 3.26, 0.57, 0.07, 9.60
35, 0.00041759, 52.99, 60.04, 23, 0.00042436, 7.06,  1, 0.00004492, 903.31, 128, 1.02, 0.11, 0.12, 15.04
36, 0.00008325, 91.01, 98.06, 38, 0.00094487, 7.06,  1, 0.00004566, 903.31, 128, 11.35, 0.55, 0.07, 9.21
