Mon Dec 18 14:51:14 EST 2023
workergpu061
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00001375, 105.14, 112.91, 67, 0.00001990, 7.77,  1, 0.00000484, 1492.32, 192, 1.45, 0.35, 0.07, 13.22
1, 0.00012764, 40.23, 48.01, 23, 0.00227140, 7.77,  1, 0.00002997, 12436.02, 1600, 17.79, 0.23, 0.16, 259.05
2, 0.00000620, 27.03, 34.80, 11, 0.00045149, 7.77,  1, 0.00000717, 2487.20, 320, 72.81, 1.16, 0.22, 71.46
3, 0.00000612, 36.91, 44.68, 23, 0.00000790, 7.77,  1, 0.00000723, 2487.20, 320, 1.29, 1.18, 0.17, 55.67
4, 0.00001112, 95.02, 102.79, 69, 0.00001434, 7.77,  1, 0.00000731, 2487.20, 320, 1.29, 0.66, 0.08, 24.20
5, 0.00000545, 142.04, 149.81, 89, 0.00000735, 7.77,  1, 0.00000474, 1492.32, 192, 1.35, 0.87, 0.05, 9.96
6, 0.00003815, 49.23, 57.01, 35, 0.00004205, 7.77,  1, 0.00000641, 1989.76, 256, 1.10, 0.17, 0.14, 34.90
7, 0.00000385, 32.35, 40.12, 11, 0.00000385, 7.77,  1, 0.00000329, 388.63, 50, 1.00, 0.86, 0.19, 9.69
8, 0.00001160, 86.60, 94.37, 48, 0.00001603, 7.77,  1, 0.00000451, 2984.65, 384, 1.38, 0.39, 0.08, 31.63
9, 0.00028937, 126.20, 133.97, 25, 0.00033479, 7.77,  1, 0.00000374, 2487.20, 320, 1.16, 0.01, 0.06, 18.57
10, 0.00001234, 24.17, 31.94, 12, 0.00001234, 7.77,  1, 0.00000919, 2984.65, 384, 1.00, 0.74, 0.24, 93.43
11, 0.00002012, 77.73, 85.50, 43, 0.00002026, 7.77,  1, 0.00000958, 5969.29, 768, 1.01, 0.48, 0.09, 69.81
12, 0.00033324, 96.22, 104.00, 15, 0.00033324, 7.77,  1, 0.00001171, 6964.17, 896, 1.00, 0.04, 0.07, 66.97
13, 0.00006435, 8.64, 16.42, 2, 0.00004638, 7.77,  1, 0.00001481, 9451.38, 1216, 0.72, 0.23, 0.47, 575.73
