Sun Dec 17 16:59:36 EST 2023
workergpu066
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00043461, 281.27, 287.17, 102, 0.00051763, 5.91,  1, 0.00027462, 9829.91, 1664, 1.19, 0.63, 0.02, 34.23
1, 0.00040568, 159.30, 165.20, 59, 0.00085775, 5.91,  1, 0.00024728, 4536.88, 768, 2.11, 0.61, 0.04, 27.46
2, 0.00005637, 48.16, 54.07, 36, 0.00011132, 5.91,  1, 0.00003356, 756.15, 128, 1.97, 0.60, 0.11, 13.99
3, 0.00000511, 45.25, 51.15, 36, 0.00001219, 5.91,  1, 0.00000496, 354.44, 60, 2.38, 0.97, 0.12, 6.93
4, 0.00054484, 45.89, 51.80, 27, 0.00054484, 5.91,  1, 0.00014215, 7561.47, 1280, 1.00, 0.26, 0.11, 145.98
5, 0.00062757, 39.95, 45.86, 18, 0.00492571, 5.91,  1, 0.00014780, 2646.51, 448, 7.85, 0.24, 0.13, 57.71
6, 0.00015856, 59.77, 65.68, 43, 0.00022007, 5.91,  1, 0.00009405, 1890.37, 320, 1.39, 0.59, 0.09, 28.78
7, 0.00000934, 8.12, 14.03, 3, 0.00002392, 5.91,  1, 0.00000732, 354.44, 60, 2.56, 0.78, 0.42, 25.27
8, 0.00011211, 47.11, 53.02, 23, 0.00013308, 5.91,  1, 0.00002001, 756.15, 128, 1.19, 0.18, 0.11, 14.26
9, 0.00085933, 109.10, 115.01, 37, 0.00106317, 5.91,  1, 0.00038698, 6427.25, 1088, 1.24, 0.45, 0.05, 55.88
10, 0.00285004, 22.16, 28.07, 5, 0.03618700, 5.91,  1, 0.00035576, 12098.35, 2048, 12.70, 0.12, 0.21, 431.03
11, 0.00003709, 49.08, 54.99, 38, 0.00003808, 5.91,  1, 0.00000483, 378.07, 64, 1.03, 0.13, 0.11, 6.88
12, 0.00000305, 22.62, 28.53, 18, 0.00000326, 5.91,  1, 0.00000293, 354.44, 60, 1.07, 0.96, 0.21, 12.42
13, 0.00111285, 22.04, 27.94, 9, 0.00105985, 5.91,  1, 0.00025089, 4158.81, 704, 0.95, 0.23, 0.21, 148.83
14, 0.00000662, 18.18, 24.09, 12, 0.00000612, 5.91,  1, 0.00000570, 378.07, 64, 0.92, 0.86, 0.25, 15.70
15, 0.00091028, 54.12, 60.03, 29, 0.00091579, 5.91,  1, 0.00019787, 3402.66, 576, 1.01, 0.22, 0.10, 56.68
16, 0.00029565, 57.57, 63.48, 25, 0.00042046, 5.91,  1, 0.00013749, 2646.51, 448, 1.42, 0.47, 0.09, 41.69
17, 0.00000400, 15.92, 21.83, 11, 0.00000400, 5.91,  1, 0.00000386, 354.44, 60, 1.00, 0.96, 0.27, 16.24
18, 0.00001483, 18.16, 24.07, 11, 0.00001483, 5.91,  1, 0.00001199, 354.44, 60, 1.00, 0.81, 0.25, 14.73
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00050083, 52.77, 111.84, 22, 0.00050331, 59.07, 10, 0.00027462, 9829.91, 1664, 1.00, 0.55, 0.53, 87.89
1, 0.00005654, 37.36, 96.43, 17, 0.00039150, 59.07, 10, 0.00024728, 4536.88, 768, 6.92, 4.37, 0.61, 47.05
2, 0.00004478, 62.77, 121.84, 46, 0.00011132, 59.07, 10, 0.00003356, 756.15, 128, 2.49, 0.75, 0.48, 6.21
3, 0.00000534, 20.00, 79.07, 11, 0.00000496, 59.07, 10, 0.00000496, 354.44, 60, 0.93, 0.93, 0.75, 4.48
4, 0.00007043, 8.47, 67.54, 2, 0.00054484, 59.07, 10, 0.00014215, 7561.47, 1280, 7.74, 2.02, 0.87, 111.95
5, 0.00008726, 30.81, 89.88, 17, 0.00022614, 59.07, 10, 0.00014780, 2646.51, 448, 2.59, 1.69, 0.66, 29.44
6, 0.00015690, 104.72, 163.79, 70, 0.00022007, 59.07, 10, 0.00009405, 1890.37, 320, 1.40, 0.60, 0.36, 11.54
7, 0.00000743, 17.24, 76.31, 10, 0.00000759, 59.07, 10, 0.00000732, 354.44, 60, 1.02, 0.98, 0.77, 4.64
8, 0.00002513, 62.31, 121.38, 36, 0.00002975, 59.07, 10, 0.00002001, 756.15, 128, 1.18, 0.80, 0.49, 6.23
9, 0.00002893, 107.22, 166.29, 42, 0.00106317, 59.07, 10, 0.00038698, 6427.25, 1088, 36.75, 13.38, 0.36, 38.65
10, 0.00000743, 44.42, 103.49, 28, 0.00117952, 59.07, 10, 0.00035576, 12098.35, 2048, 158.79, 47.89, 0.57, 116.90
11, 0.00000507, 87.70, 146.78, 64, 0.00001692, 59.07, 10, 0.00000483, 378.07, 64, 3.34, 0.95, 0.40, 2.58
12, 0.00000307, 24.19, 83.26, 21, 0.00000307, 59.07, 10, 0.00000293, 354.44, 60, 1.00, 0.95, 0.71, 4.26
13, 0.00005836, 9.37, 68.44, 2, 0.00037281, 59.07, 10, 0.00025089, 4158.81, 704, 6.39, 4.30, 0.86, 60.76
14, 0.00000612, 18.73, 77.81, 13, 0.00000612, 59.07, 10, 0.00000570, 378.07, 64, 1.00, 0.93, 0.76, 4.86
15, 0.00051091, 43.80, 102.87, 23, 0.00055424, 59.07, 10, 0.00019787, 3402.66, 576, 1.08, 0.39, 0.57, 33.08
16, 0.00025053, 106.28, 165.36, 60, 0.00036169, 59.07, 10, 0.00013749, 2646.51, 448, 1.44, 0.55, 0.36, 16.00
17, 0.00000397, 16.17, 75.25, 11, 0.00000397, 59.07, 10, 0.00000386, 354.44, 60, 1.00, 0.97, 0.79, 4.71
18, 0.00001204, 17.82, 76.89, 11, 0.00001204, 59.07, 10, 0.00001199, 354.44, 60, 1.00, 1.00, 0.77, 4.61
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00050331, 26.70, 174.38, 11, 0.00050331, 147.68, 25, 0.00027462, 9829.91, 1664, 1.00, 0.55, 0.85, 56.37
1, 0.00039150, 31.73, 179.42, 11, 0.00039150, 147.68, 25, 0.00024728, 4536.88, 768, 1.00, 0.63, 0.82, 25.29
2, 0.00005563, 27.13, 174.81, 14, 0.00005600, 147.68, 25, 0.00003356, 756.15, 128, 1.01, 0.60, 0.84, 4.33
3, 0.00000496, 17.14, 164.83, 11, 0.00000496, 147.68, 25, 0.00000496, 354.44, 60, 1.00, 1.00, 0.90, 2.15
4, 0.00034703, 76.82, 224.51, 44, 0.00035494, 147.68, 25, 0.00014215, 7561.47, 1280, 1.02, 0.41, 0.66, 33.68
5, 0.00023663, 43.74, 191.43, 24, 0.00022614, 147.68, 25, 0.00014780, 2646.51, 448, 0.96, 0.62, 0.77, 13.83
6, 0.00015751, 32.77, 180.45, 24, 0.00022007, 147.68, 25, 0.00009405, 1890.37, 320, 1.40, 0.60, 0.82, 10.48
7, 0.00000751, 26.76, 174.45, 19, 0.00000759, 147.68, 25, 0.00000732, 354.44, 60, 1.01, 0.97, 0.85, 2.03
8, 0.00002592, 62.19, 209.87, 35, 0.00002975, 147.68, 25, 0.00002001, 756.15, 128, 1.15, 0.77, 0.70, 3.60
9, 0.00044262, 137.51, 285.19, 49, 0.00106317, 147.68, 25, 0.00038698, 6427.25, 1088, 2.40, 0.87, 0.52, 22.54
10, 0.00053374, 66.52, 214.20, 41, 0.00054244, 147.68, 25, 0.00035576, 12098.35, 2048, 1.02, 0.67, 0.69, 56.48
11, 0.00000483, 17.21, 164.90, 11, 0.00000483, 147.68, 25, 0.00000483, 378.07, 64, 1.00, 1.00, 0.90, 2.29
12, 0.00000293, 16.03, 163.72, 11, 0.00000293, 147.68, 25, 0.00000293, 354.44, 60, 1.00, 1.00, 0.90, 2.17
13, 0.00036537, 63.34, 211.02, 26, 0.00037281, 147.68, 25, 0.00025089, 4158.81, 704, 1.02, 0.69, 0.70, 19.71
14, 0.00000598, 21.02, 168.70, 15, 0.00000598, 147.68, 25, 0.00000570, 378.07, 64, 1.00, 0.95, 0.88, 2.24
15, 0.00027085, 87.47, 235.16, 40, 0.00029610, 147.68, 25, 0.00019787, 3402.66, 576, 1.09, 0.73, 0.63, 14.47
16, 0.00022109, 29.37, 177.05, 15, 0.00024810, 147.68, 25, 0.00013749, 2646.51, 448, 1.12, 0.62, 0.83, 14.95
17, 0.00000393, 20.67, 168.35, 15, 0.00000393, 147.68, 25, 0.00000386, 354.44, 60, 1.00, 0.98, 0.88, 2.11
18, 0.00001199, 22.54, 170.22, 15, 0.00001199, 147.68, 25, 0.00001199, 354.44, 60, 1.00, 1.00, 0.87, 2.08
Top 50
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k
0, 0.00043280, 61.70, 357.07, 33, 0.00044434, 295.37, 50, 0.00027462, 9829.91, 1664, 1.03, 0.63, 0.83, 27.53
1, 0.00036135, 37.94, 333.31, 15, 0.00039150, 295.37, 50, 0.00024728, 4536.88, 768, 1.08, 0.68, 0.89, 13.61
2, 0.00003949, 32.67, 328.04, 18, 0.00003949, 295.37, 50, 0.00003356, 756.15, 128, 1.00, 0.85, 0.90, 2.31
3, 0.00000496, 16.83, 312.20, 11, 0.00000496, 295.37, 50, 0.00000496, 354.44, 60, 1.00, 1.00, 0.95, 1.14
4, 0.00034329, 38.20, 333.57, 25, 0.00035494, 295.37, 50, 0.00014215, 7561.47, 1280, 1.03, 0.41, 0.89, 22.67
5, 0.00017517, 70.37, 365.74, 41, 0.00017759, 295.37, 50, 0.00014780, 2646.51, 448, 1.01, 0.84, 0.81, 7.24
