Sun Dec 17 16:59:36 EST 2023
workergpu041
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00044039, 77.22, 83.52, 33, 0.00194968, 6.30,  1, 0.00038215, 12100.65, 1920, 4.43, 0.87, 0.08, 144.88
1, 0.00040568, 356.94, 363.24, 85, 0.01218263, 6.30,  1, 0.00013312, 4436.90, 704, 30.03, 0.33, 0.02, 12.21
2, 0.00007969, 7.38, 13.68, 2, 0.00007969, 6.30,  1, 0.00003357, 1210.06, 192, 1.00, 0.42, 0.46, 88.46
3, 0.00000504, 30.01, 36.31, 21, 0.00000504, 6.30,  1, 0.00000502, 378.15, 60, 1.00, 1.00, 0.17, 10.41
4, 0.00053139, 29.41, 35.72, 14, 0.00051580, 6.30,  1, 0.00018143, 5646.97, 896, 0.97, 0.34, 0.18, 158.11
5, 0.00084524, 33.28, 39.58, 10, 0.00295793, 6.30,  1, 0.00009398, 3226.84, 512, 3.50, 0.11, 0.16, 81.52
6, 0.00003711, 33.01, 39.31, 22, 0.00003735, 6.30,  1, 0.00000526, 403.35, 64, 1.01, 0.14, 0.16, 10.26
7, 0.00046582, 163.42, 169.72, 23, 0.00056041, 6.30,  1, 0.00002025, 806.71, 128, 1.20, 0.04, 0.04, 4.75
8, 0.00196778, 79.38, 85.69, 37, 0.00222959, 6.30,  1, 0.00033104, 10487.23, 1664, 1.13, 0.17, 0.07, 122.39
9, 0.00000736, 18.90, 25.20, 11, 0.00000736, 6.30,  1, 0.00000735, 378.15, 60, 1.00, 1.00, 0.25, 15.00
10, 0.00000313, 19.19, 25.49, 11, 0.00000313, 6.30,  1, 0.00000296, 378.15, 60, 1.00, 0.95, 0.25, 14.83
11, 0.00074122, 28.61, 34.91, 15, 0.00081390, 6.30,  1, 0.00027421, 8470.45, 1344, 1.10, 0.37, 0.18, 242.65
12, 0.00000589, 61.42, 67.72, 48, 0.00000839, 6.30,  1, 0.00000596, 403.35, 64, 1.42, 1.01, 0.09, 5.96
13, 0.00059236, 53.27, 59.58, 26, 0.00073604, 6.30,  1, 0.00013117, 8470.45, 1344, 1.24, 0.22, 0.11, 142.18
14, 0.00134770, 69.70, 76.00, 33, 0.00196743, 6.30,  1, 0.00017648, 5646.97, 896, 1.46, 0.13, 0.08, 74.30
15, 0.00001199, 20.75, 27.05, 11, 0.00001199, 6.30,  1, 0.00001199, 378.15, 60, 1.00, 1.00, 0.23, 13.98
16, 0.00000405, 27.00, 33.30, 17, 0.00000409, 6.30,  1, 0.00000386, 378.15, 60, 1.01, 0.95, 0.19, 11.36
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00060968, 42.39, 105.41, 22, 0.00087310, 63.02, 10, 0.00038215, 12100.65, 1920, 1.43, 0.63, 0.60, 114.79
1, 0.00016616, 58.39, 121.41, 27, 0.00017213, 63.02, 10, 0.00013312, 4436.90, 704, 1.04, 0.80, 0.52, 36.54
2, 0.00007969, 7.42, 70.44, 2, 0.00007969, 63.02, 10, 0.00003357, 1210.06, 192, 1.00, 0.42, 0.89, 17.18
3, 0.00000501, 18.17, 81.19, 11, 0.00000504, 63.02, 10, 0.00000502, 378.15, 60, 1.01, 1.00, 0.78, 4.66
4, 0.00022442, 21.59, 84.62, 11, 0.00022442, 63.02, 10, 0.00018143, 5646.97, 896, 1.00, 0.81, 0.74, 66.73
5, 0.00013439, 75.09, 138.11, 48, 0.00022268, 63.02, 10, 0.00009398, 3226.84, 512, 1.66, 0.70, 0.46, 23.36
6, 0.00000527, 18.69, 81.72, 11, 0.00000527, 63.02, 10, 0.00000526, 403.35, 64, 1.00, 1.00, 0.77, 4.94
7, 0.00002259, 59.26, 122.28, 36, 0.00002395, 63.02, 10, 0.00002025, 806.71, 128, 1.06, 0.90, 0.52, 6.60
8, 0.00192680, 59.70, 122.72, 27, 0.00222959, 63.02, 10, 0.00033104, 10487.23, 1664, 1.16, 0.17, 0.51, 85.45
9, 0.00000735, 8.38, 71.41, 2, 0.00000735, 63.02, 10, 0.00000735, 378.15, 60, 1.00, 1.00, 0.88, 5.30
10, 0.00000313, 18.12, 81.14, 11, 0.00000313, 63.02, 10, 0.00000296, 378.15, 60, 1.00, 0.95, 0.78, 4.66
11, 0.00051548, 32.43, 95.46, 15, 0.00051548, 63.02, 10, 0.00027421, 8470.45, 1344, 1.00, 0.53, 0.66, 88.74
12, 0.00000638, 20.09, 83.11, 12, 0.00000638, 63.02, 10, 0.00000596, 403.35, 64, 1.00, 0.93, 0.76, 4.85
13, 0.00055836, 64.56, 127.58, 28, 0.00058266, 63.02, 10, 0.00013117, 8470.45, 1344, 1.04, 0.23, 0.49, 66.39
14, 0.00018463, 79.43, 142.46, 22, 0.00018718, 63.02, 10, 0.00017648, 5646.97, 896, 1.01, 0.96, 0.44, 39.64
15, 0.00001199, 20.43, 83.45, 11, 0.00001199, 63.02, 10, 0.00001199, 378.15, 60, 1.00, 1.00, 0.76, 4.53
16, 0.00000386, 18.95, 81.97, 11, 0.00000386, 63.02, 10, 0.00000386, 378.15, 60, 1.00, 1.00, 0.77, 4.61
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
