Sun Dec 17 00:50:49 EST 2023
workergpu063
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00002464, 55.27, 63.28, 27, 0.00002589, 8.00,  1, 0.00000879, 1024.42, 128, 1.05, 0.36, 0.13, 16.19
1, 0.00000291, 32.21, 40.22, 22, 0.00243688, 8.00,  1, 0.00005679, 6146.49, 768, 836.80, 19.50, 0.20, 152.84
2, 0.00012679, 8.91, 16.91, 2, 0.00021957, 8.00,  1, 0.00002427, 5122.08, 640, 1.73, 0.19, 0.47, 302.84
3, 0.00001903, 82.70, 90.70, 53, 0.00002554, 8.00,  1, 0.00001703, 2048.83, 256, 1.34, 0.89, 0.09, 22.59
4, 0.00000527, 74.31, 82.31, 51, 0.00000605, 8.00,  1, 0.00000529, 1024.42, 128, 1.15, 1.00, 0.10, 12.45
5, 0.00007768, 77.41, 85.41, 55, 0.00012095, 8.00,  1, 0.00002587, 5634.29, 704, 1.56, 0.33, 0.09, 65.97
6, 0.00005253, 30.11, 38.12, 25, 0.00167680, 8.00,  1, 0.00006742, 14341.82, 1792, 31.92, 1.28, 0.21, 376.27
7, 0.00000676, 55.47, 63.47, 33, 0.00021216, 8.00,  1, 0.00003103, 3585.46, 448, 31.38, 4.59, 0.13, 56.49
8, 0.00000563, 32.90, 40.90, 18, 0.00016048, 8.00,  1, 0.00003269, 7170.91, 896, 28.50, 5.81, 0.20, 175.31
9, 0.00000833, 37.01, 45.01, 12, 0.00046378, 8.00,  1, 0.00006727, 7170.91, 896, 55.66, 8.07, 0.18, 159.32
10, 0.00003654, 43.34, 51.34, 28, 0.00003855, 8.00,  1, 0.00000481, 1024.42, 128, 1.06, 0.13, 0.16, 19.95
11, 0.00000337, 60.98, 68.98, 45, 0.00002897, 8.00,  1, 0.00000981, 1536.62, 192, 8.61, 2.91, 0.12, 22.28
12, 0.00024309, 91.67, 99.67, 32, 0.00026786, 8.00,  1, 0.00002226, 2561.04, 320, 1.10, 0.09, 0.08, 25.69
13, 0.00015516, 46.02, 54.03, 23, 0.00015809, 8.00,  1, 0.00002915, 3585.46, 448, 1.02, 0.19, 0.15, 66.36
14, 0.00000532, 51.07, 59.08, 31, 0.00037894, 8.00,  1, 0.00000761, 1024.42, 128, 71.30, 1.43, 0.14, 17.34
15, 0.00016209, 20.54, 28.54, 12, 0.00016115, 8.00,  1, 0.00004916, 5122.08, 640, 0.99, 0.30, 0.28, 179.45
16, 0.00012363, 16.86, 24.86, 8, 0.00012363, 8.00,  1, 0.00002204, 2561.04, 320, 1.00, 0.18, 0.32, 103.02
17, 0.00000520, 32.46, 40.46, 23, 0.00001410, 8.00,  1, 0.00000508, 480.19, 60, 2.71, 0.98, 0.20, 11.87
18, 0.00028488, 42.87, 50.87, 21, 0.00031671, 8.00,  1, 0.00004472, 9219.74, 1152, 1.11, 0.16, 0.16, 181.23
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00001001, 51.77, 131.80, 32, 0.00001022, 80.03, 10, 0.00000879, 1024.42, 128, 1.02, 0.88, 0.61, 7.77
1, 0.00014479, 58.49, 138.52, 30, 0.00014544, 80.03, 10, 0.00005679, 6146.49, 768, 1.00, 0.39, 0.58, 44.37
2, 0.00004634, 141.52, 221.55, 33, 0.00004642, 80.03, 10, 0.00002427, 5122.08, 640, 1.00, 0.52, 0.36, 23.12
3, 0.00001857, 52.28, 132.31, 39, 0.00002554, 80.03, 10, 0.00001703, 2048.83, 256, 1.38, 0.92, 0.60, 15.48
4, 0.00000530, 20.57, 100.60, 13, 0.00000530, 80.03, 10, 0.00000529, 1024.42, 128, 1.00, 1.00, 0.80, 10.18
5, 0.00011413, 53.53, 133.56, 30, 0.00012095, 80.03, 10, 0.00002587, 5634.29, 704, 1.06, 0.23, 0.60, 42.19
6, 0.00013853, 13.03, 93.06, 5, 0.00013853, 80.03, 10, 0.00006742, 14341.82, 1792, 1.00, 0.49, 0.86, 154.11
7, 0.00017254, 34.65, 114.68, 22, 0.00017538, 80.03, 10, 0.00003103, 3585.46, 448, 1.02, 0.18, 0.70, 31.26
8, 0.00005635, 21.04, 101.07, 11, 0.00005635, 80.03, 10, 0.00003269, 7170.91, 896, 1.00, 0.58, 0.79, 70.95
9, 0.00018789, 59.27, 139.30, 30, 0.00020728, 80.03, 10, 0.00006727, 7170.91, 896, 1.10, 0.36, 0.57, 51.48
10, 0.00001591, 71.33, 151.37, 52, 0.00001957, 80.03, 10, 0.00000481, 1024.42, 128, 1.23, 0.30, 0.53, 6.77
11, 0.00001714, 34.04, 114.07, 21, 0.00002132, 80.03, 10, 0.00000981, 1536.62, 192, 1.24, 0.57, 0.70, 13.47
