Sun Dec 17 09:10:19 EST 2023
workergpu049
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00001266, 56.71, 67.18, 34, 0.00002101, 10.46,  1, 0.00001763, 1339.27, 128, 1.66, 1.39, 0.16, 19.94
1, 0.00007673, 48.29, 58.76, 27, 0.00010046, 10.46,  1, 0.00004740, 2678.53, 256, 1.31, 0.62, 0.18, 45.59
2, 0.00001771, 24.07, 34.53, 24, 0.00003978, 10.46,  1, 0.00000875, 669.63, 64, 2.25, 0.49, 0.30, 19.39
3, 0.00002144, 164.97, 175.43, 123, 0.00021075, 10.46,  1, 0.00001491, 2678.53, 256, 9.83, 0.70, 0.06, 15.27
4, 0.00009926, 83.69, 94.15, 51, 0.00018128, 10.46,  1, 0.00007916, 4017.80, 384, 1.83, 0.80, 0.11, 42.67
5, 0.01101337, 34.02, 44.48, 15, 0.01101337, 10.46,  1, 0.00003475, 2008.90, 192, 1.00, 0.00, 0.24, 45.16
6, 0.00000559, 41.22, 51.69, 32, 0.00000590, 10.46,  1, 0.00000552, 669.63, 64, 1.06, 0.99, 0.20, 12.96
7, 0.00011052, 56.46, 66.93, 43, 0.00033149, 10.46,  1, 0.00002655, 4687.43, 448, 3.00, 0.24, 0.16, 70.04
8, 0.00011198, 29.61, 40.07, 12, 0.00011198, 10.46,  1, 0.00002536, 2008.90, 192, 1.00, 0.23, 0.26, 50.13
9, 0.00002913, 32.66, 43.13, 21, 0.00005747, 10.46,  1, 0.00002139, 1339.27, 128, 1.97, 0.73, 0.24, 31.05
10, 0.00002271, 53.70, 64.16, 42, 0.00004314, 10.46,  1, 0.00001749, 4017.80, 384, 1.90, 0.77, 0.16, 62.62
11, 0.00023290, 58.96, 69.42, 46, 0.00040037, 10.46,  1, 0.00004086, 4687.43, 448, 1.72, 0.18, 0.15, 67.52
12, 0.00030793, 76.77, 87.23, 30, 0.00040725, 10.46,  1, 0.00004946, 3348.17, 320, 1.32, 0.16, 0.12, 38.38
13, 0.00009902, 64.98, 75.44, 42, 0.00021457, 10.46,  1, 0.00002662, 7365.96, 704, 2.17, 0.27, 0.14, 97.64
14, 0.00029733, 24.54, 35.00, 10, 0.00034041, 10.46,  1, 0.00011216, 6026.70, 576, 1.14, 0.38, 0.30, 172.17
15, 0.00004872, 32.98, 43.45, 11, 0.00004872, 10.46,  1, 0.00002710, 2008.90, 192, 1.00, 0.56, 0.24, 46.24
16, 0.00008131, 21.08, 31.55, 12, 0.00008131, 10.46,  1, 0.00001483, 2008.90, 192, 1.00, 0.18, 0.33, 63.68
17, 0.00000519, 22.32, 32.78, 14, 0.00004676, 10.46,  1, 0.00000525, 669.63, 64, 9.01, 1.01, 0.32, 20.43
18, 0.00022306, 58.28, 68.74, 36, 0.00048752, 10.46,  1, 0.00006951, 7365.96, 704, 2.19, 0.31, 0.15, 107.16
19, 0.00016103, 32.00, 42.47, 14, 0.00016103, 10.46,  1, 0.00005300, 14062.29, 1344, 1.00, 0.33, 0.25, 331.15
20, 0.00046520, 110.52, 120.98, 39, 0.00053316, 10.46,  1, 0.00003278, 2008.90, 192, 1.15, 0.07, 0.09, 16.61
21, 0.00007979, 53.47, 63.93, 40, 0.00008693, 10.46,  1, 0.00001805, 3348.17, 320, 1.09, 0.23, 0.16, 52.37
22, 0.00009221, 49.88, 60.35, 25, 0.00012059, 10.46,  1, 0.00003671, 6026.70, 576, 1.31, 0.40, 0.17, 99.87
23, 0.00486942, 23.36, 33.82, 11, 0.00486942, 10.46,  1, 0.00002119, 6696.33, 640, 1.00, 0.00, 0.31, 197.98
24, 0.00000518, 19.47, 29.94, 11, 0.00000518, 10.46,  1, 0.00000508, 627.78, 60, 1.00, 0.98, 0.35, 20.97
25, 0.00005012, 103.87, 114.33, 24, 0.00011620, 10.46,  1, 0.00003830, 6026.70, 576, 2.32, 0.76, 0.09, 52.71
26, 0.00007125, 54.00, 64.46, 27, 0.00010744, 10.46,  1, 0.00004819, 3348.17, 320, 1.51, 0.68, 0.16, 51.94
27, 0.00129790, 21.13, 31.60, 13, 0.00129790, 10.46,  1, 0.00006342, 3348.17, 320, 1.00, 0.05, 0.33, 105.97
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00001949, 46.84, 151.47, 23, 0.00002101, 104.63, 10, 0.00001763, 1339.27, 128, 1.08, 0.90, 0.69, 8.84
1, 0.00008884, 29.24, 133.87, 15, 0.00008884, 104.63, 10, 0.00004740, 2678.53, 256, 1.00, 0.53, 0.78, 20.01
2, 0.00001811, 46.04, 150.67, 39, 0.00001910, 104.63, 10, 0.00000875, 669.63, 64, 1.05, 0.48, 0.69, 4.44
3, 0.00002307, 44.02, 148.65, 24, 0.00002786, 104.63, 10, 0.00001491, 2678.53, 256, 1.21, 0.65, 0.70, 18.02
4, 0.00017715, 20.13, 124.76, 11, 0.00017715, 104.63, 10, 0.00007916, 4017.80, 384, 1.00, 0.45, 0.84, 32.20
5, 0.00013701, 50.59, 155.22, 41, 0.00014783, 104.63, 10, 0.00003475, 2008.90, 192, 1.08, 0.25, 0.67, 12.94
6, 0.00000556, 32.42, 137.05, 23, 0.00000557, 104.63, 10, 0.00000552, 669.63, 64, 1.00, 0.99, 0.76, 4.89
7, 0.00004043, 25.99, 130.62, 15, 0.00004043, 104.63, 10, 0.00002655, 4687.43, 448, 1.00, 0.66, 0.80, 35.89
8, 0.00003753, 23.81, 128.44, 15, 0.00003753, 104.63, 10, 0.00002536, 2008.90, 192, 1.00, 0.68, 0.81, 15.64
9, 0.00002910, 34.39, 139.02, 21, 0.00005747, 104.63, 10, 0.00002139, 1339.27, 128, 1.98, 0.74, 0.75, 9.63
10, 0.00002228, 51.38, 156.01, 37, 0.00004314, 104.63, 10, 0.00001749, 4017.80, 384, 1.94, 0.79, 0.67, 25.75
11, 0.00013046, 43.04, 147.67, 27, 0.00021503, 104.63, 10, 0.00004086, 4687.43, 448, 1.65, 0.31, 0.71, 31.74
12, 0.00007207, 26.77, 131.40, 16, 0.00007207, 104.63, 10, 0.00004946, 3348.17, 320, 1.00, 0.69, 0.80, 25.48
13, 0.00009501, 69.52, 174.15, 44, 0.00021457, 104.63, 10, 0.00002662, 7365.96, 704, 2.26, 0.28, 0.60, 42.30
14, 0.00026737, 68.90, 173.53, 39, 0.00029153, 104.63, 10, 0.00011216, 6026.70, 576, 1.09, 0.42, 0.60, 34.73
15, 0.00004872, 32.85, 137.48, 11, 0.00004872, 104.63, 10, 0.00002710, 2008.90, 192, 1.00, 0.56, 0.76, 14.61
16, 0.00002945, 45.12, 149.75, 36, 0.00006089, 104.63, 10, 0.00001483, 2008.90, 192, 2.07, 0.50, 0.70, 13.42
17, 0.00000526, 19.92, 124.55, 11, 0.00000526, 104.63, 10, 0.00000525, 669.63, 64, 1.00, 1.00, 0.84, 5.38
18, 0.00009545, 45.14, 149.77, 13, 0.00009545, 104.63, 10, 0.00006951, 7365.96, 704, 1.00, 0.73, 0.70, 49.18
19, 0.00016103, 32.32, 136.95, 14, 0.00016103, 104.63, 10, 0.00005300, 14062.29, 1344, 1.00, 0.33, 0.76, 102.68
20, 0.00003630, 63.07, 167.70, 39, 0.00004141, 104.63, 10, 0.00003278, 2008.90, 192, 1.14, 0.90, 0.62, 11.98
21, 0.00003731, 21.50, 126.13, 12, 0.00003731, 104.63, 10, 0.00001805, 3348.17, 320, 1.00, 0.48, 0.83, 26.55
22, 0.00005972, 37.39, 142.02, 11, 0.00005972, 104.63, 10, 0.00003671, 6026.70, 576, 1.00, 0.61, 0.74, 42.44
23, 0.00004051, 42.60, 147.23, 26, 0.00004379, 104.63, 10, 0.00002119, 6696.33, 640, 1.08, 0.52, 0.71, 45.48
24, 0.00000517, 7.40, 112.03, 2, 0.00000517, 104.63, 10, 0.00000508, 627.78, 60, 1.00, 0.98, 0.93, 5.60
25, 0.00006484, 24.92, 129.55, 11, 0.00006484, 104.63, 10, 0.00003830, 6026.70, 576, 1.00, 0.59, 0.81, 46.52
26, 0.00009464, 21.75, 126.38, 11, 0.00009464, 104.63, 10, 0.00004819, 3348.17, 320, 1.00, 0.51, 0.83, 26.49
27, 0.00010878, 27.30, 131.93, 15, 0.00010878, 104.63, 10, 0.00006342, 3348.17, 320, 1.00, 0.58, 0.79, 25.38
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00001934, 47.16, 308.73, 23, 0.00002101, 261.58, 25, 0.00001763, 1339.27, 128, 1.09, 0.91, 0.85, 4.34
1, 0.00008884, 31.45, 293.03, 15, 0.00008884, 261.58, 25, 0.00004740, 2678.53, 256, 1.00, 0.53, 0.89, 9.14
2, 0.00000883, 26.30, 287.88, 15, 0.00000883, 261.58, 25, 0.00000875, 669.63, 64, 1.00, 0.99, 0.91, 2.33
3, 0.00002313, 38.55, 300.13, 21, 0.00002786, 261.58, 25, 0.00001491, 2678.53, 256, 1.20, 0.64, 0.87, 8.92
4, 0.00011949, 21.77, 283.34, 11, 0.00011949, 261.58, 25, 0.00007916, 4017.80, 384, 1.00, 0.66, 0.92, 14.18
5, 0.00006004, 48.84, 310.42, 32, 0.00006753, 261.58, 25, 0.00003475, 2008.90, 192, 1.12, 0.58, 0.84, 6.47
6, 0.00000552, 21.10, 282.67, 13, 0.00000552, 261.58, 25, 0.00000552, 669.63, 64, 1.00, 1.00, 0.93, 2.37
7, 0.00002974, 78.52, 340.09, 56, 0.00003401, 261.58, 25, 0.00002655, 4687.43, 448, 1.14, 0.89, 0.77, 13.78
8, 0.00003753, 23.96, 285.53, 15, 0.00003753, 261.58, 25, 0.00002536, 2008.90, 192, 1.00, 0.68, 0.92, 7.04
9, 0.00002910, 22.84, 284.42, 11, 0.00002910, 261.58, 25, 0.00002139, 1339.27, 128, 1.00, 0.74, 0.92, 4.71
10, 0.00002881, 22.42, 283.99, 12, 0.00002881, 261.58, 25, 0.00001749, 4017.80, 384, 1.00, 0.61, 0.92, 14.15
11, 0.00007053, 20.38, 281.95, 11, 0.00007053, 261.58, 25, 0.00004086, 4687.43, 448, 1.00, 0.58, 0.93, 16.62
12, 0.00007207, 26.51, 288.08, 16, 0.00007207, 261.58, 25, 0.00004946, 3348.17, 320, 1.00, 0.69, 0.91, 11.62
13, 0.00010986, 36.09, 297.66, 11, 0.00010986, 261.58, 25, 0.00002662, 7365.96, 704, 1.00, 0.24, 0.88, 24.75
14, 0.00014682, 22.44, 284.02, 11, 0.00014682, 261.58, 25, 0.00011216, 6026.70, 576, 1.00, 0.76, 0.92, 21.22
15, 0.00004685, 24.50, 286.07, 11, 0.00004685, 261.58, 25, 0.00002710, 2008.90, 192, 1.00, 0.58, 0.91, 7.02
16, 0.00002169, 77.35, 338.93, 68, 0.00002717, 261.58, 25, 0.00001483, 2008.90, 192, 1.25, 0.68, 0.77, 5.93
17, 0.00000526, 18.78, 280.36, 11, 0.00000526, 261.58, 25, 0.00000525, 669.63, 64, 1.00, 1.00, 0.93, 2.39
18, 0.00009545, 43.35, 304.92, 13, 0.00009545, 261.58, 25, 0.00006951, 7365.96, 704, 1.00, 0.73, 0.86, 24.16
19, 0.00007760, 52.71, 314.29, 22, 0.00008738, 261.58, 25, 0.00005300, 14062.29, 1344, 1.13, 0.68, 0.83, 44.74
20, 0.00003606, 67.93, 329.51, 46, 0.00004141, 261.58, 25, 0.00003278, 2008.90, 192, 1.15, 0.91, 0.79, 6.10
21, 0.00001948, 6.80, 268.37, 2, 0.00002430, 261.58, 25, 0.00001805, 3348.17, 320, 1.25, 0.93, 0.97, 12.48
22, 0.00005972, 39.30, 300.87, 11, 0.00005972, 261.58, 25, 0.00003671, 6026.70, 576, 1.00, 0.61, 0.87, 20.03
23, 0.00004096, 42.78, 304.35, 26, 0.00004379, 261.58, 25, 0.00002119, 6696.33, 640, 1.07, 0.52, 0.86, 22.00
24, 0.00000517, 7.43, 269.01, 2, 0.00000517, 261.58, 25, 0.00000508, 627.78, 60, 1.00, 0.98, 0.97, 2.33
25, 0.00004012, 26.96, 288.54, 13, 0.00004012, 261.58, 25, 0.00003830, 6026.70, 576, 1.00, 0.95, 0.91, 20.89
26, 0.00009464, 21.82, 283.39, 11, 0.00009464, 261.58, 25, 0.00004819, 3348.17, 320, 1.00, 0.51, 0.92, 11.81
27, 0.00010878, 27.50, 289.07, 15, 0.00010878, 261.58, 25, 0.00006342, 3348.17, 320, 1.00, 0.58, 0.90, 11.58
Top 50
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k
0, 0.00001356, 39.77, 562.92, 30, 0.00002037, 523.15, 50, 0.00001763, 1339.27, 128, 1.50, 1.30, 0.93, 2.38
1, 0.00006066, 40.78, 563.93, 25, 0.00006134, 523.15, 50, 0.00004740, 2678.53, 256, 1.01, 0.78, 0.93, 4.75
2, 0.00000875, 25.25, 548.40, 15, 0.00000875, 523.15, 50, 0.00000875, 669.63, 64, 1.00, 1.00, 0.95, 1.22
3, 0.00002295, 54.64, 577.79, 23, 0.00002285, 523.15, 50, 0.00001491, 2678.53, 256, 1.00, 0.65, 0.91, 4.64
4, 0.00001251, 34.49, 557.64, 20, 0.00011949, 523.15, 50, 0.00007916, 4017.80, 384, 9.55, 6.33, 0.94, 7.20
5, 0.00001024, 26.83, 549.98, 20, 0.00003819, 523.15, 50, 0.00003475, 2008.90, 192, 3.73, 3.39, 0.95, 3.65
6, 0.00000552, 19.83, 542.98, 13, 0.00000552, 523.15, 50, 0.00000552, 669.63, 64, 1.00, 1.00, 0.96, 1.23
7, 0.00003014, 77.63, 600.78, 56, 0.00003401, 523.15, 50, 0.00002655, 4687.43, 448, 1.13, 0.88, 0.87, 7.80
8, 0.00003396, 22.07, 545.22, 25, 0.00003511, 523.15, 50, 0.00002536, 2008.90, 192, 1.03, 0.75, 0.96, 3.68
9, 0.00002901, 31.38, 554.53, 17, 0.00002910, 523.15, 50, 0.00002139, 1339.27, 128, 1.00, 0.74, 0.94, 2.42
10, 0.00002053, 19.43, 542.58, 15, 0.00002053, 523.15, 50, 0.00001749, 4017.80, 384, 1.00, 0.85, 0.96, 7.41
11, 0.00007053, 20.34, 543.49, 11, 0.00007053, 523.15, 50, 0.00004086, 4687.43, 448, 1.00, 0.58, 0.96, 8.62
12, 0.00006758, 19.68, 542.83, 11, 0.00006758, 523.15, 50, 0.00004946, 3348.17, 320, 1.00, 0.73, 0.96, 6.17
13, 0.00009212, 20.89, 544.04, 15, 0.00009212, 523.15, 50, 0.00002662, 7365.96, 704, 1.00, 0.29, 0.96, 13.54
14, 0.00014682, 22.19, 545.34, 11, 0.00014682, 523.15, 50, 0.00011216, 6026.70, 576, 1.00, 0.76, 0.96, 11.05
15, 0.00004036, 33.91, 557.06, 11, 0.00004036, 523.15, 50, 0.00002710, 2008.90, 192, 1.00, 0.67, 0.94, 3.61
16, 0.00000690, 31.42, 554.57, 29, 0.00002717, 523.15, 50, 0.00001483, 2008.90, 192, 3.94, 2.15, 0.94, 3.62
17, 0.00000525, 35.94, 559.09, 18, 0.00000525, 523.15, 50, 0.00000525, 669.63, 64, 1.00, 1.00, 0.94, 1.20
18, 0.00007663, 71.35, 594.50, 25, 0.00009545, 523.15, 50, 0.00006951, 7365.96, 704, 1.25, 0.91, 0.88, 12.39
19, 0.00002881, 38.58, 561.73, 16, 0.00008738, 523.15, 50, 0.00005300, 14062.29, 1344, 3.03, 1.84, 0.93, 25.03
20, 0.00003678, 48.40, 571.55, 29, 0.00004141, 523.15, 50, 0.00003278, 2008.90, 192, 1.13, 0.89, 0.92, 3.51
21, 0.00002430, 24.99, 548.14, 17, 0.00002430, 523.15, 50, 0.00001805, 3348.17, 320, 1.00, 0.74, 0.95, 6.11
22, 0.00005972, 37.31, 560.46, 11, 0.00005972, 523.15, 50, 0.00003671, 6026.70, 576, 1.00, 0.61, 0.93, 10.75
23, 0.00003098, 36.53, 559.68, 25, 0.00003406, 523.15, 50, 0.00002119, 6696.33, 640, 1.10, 0.68, 0.93, 11.96
24, 0.00000508, 19.11, 542.26, 11, 0.00000508, 523.15, 50, 0.00000508, 627.78, 60, 1.00, 1.00, 0.96, 1.16
25, 0.00004012, 26.37, 549.52, 13, 0.00004012, 523.15, 50, 0.00003830, 6026.70, 576, 1.00, 0.95, 0.95, 10.97
26, 0.00006559, 42.54, 565.69, 28, 0.00008127, 523.15, 50, 0.00004819, 3348.17, 320, 1.24, 0.73, 0.92, 5.92
27, 0.00010878, 28.50, 551.65, 15, 0.00010878, 523.15, 50, 0.00006342, 3348.17, 320, 1.00, 0.58, 0.95, 6.07
Top 100
