Thu Jan 25 07:39:43 EST 2024
workergpu049
Greetings from !
Top 300 resnet34
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-300 (s), std Ansor-300, tuning time Ansor-300, task Ansor-300, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-300, speedup 10k, speed tuning time top-300, speed tuning time 10k, p-value
10, 0.00000533, 0.00000007, 22.27, 486.34, 14, 0.00000705, 0.00000000, 464.07, 64, 0.00000705, 0.00000000, 464.07, 64, 1.32, 1.32, 0.95, 0.95, 0.0000
11, 0.00001090, 0.00000000, 47.79, 975.93, 27, 0.00001099, 0.00000000, 928.14, 128, 0.00001099, 0.00000000, 928.14, 128, 1.01, 1.01, 0.95, 0.95, 0.0000
12, 0.00002331, 0.00000002, 104.74, 1496.95, 25, 0.00002356, 0.00000001, 1392.21, 192, 0.00002356, 0.00000001, 1392.21, 192, 1.01, 1.01, 0.93, 0.93, 0.0001
13, 0.00002942, 0.00000001, 23.77, 2199.10, 11, 0.00002942, 0.00000001, 2175.33, 300, 0.00002942, 0.00000001, 4176.64, 576, 1.00, 1.00, 0.99, 1.90, 1.0000
14, 0.00000733, 0.00000000, 34.04, 962.18, 15, 0.00000733, 0.00000000, 928.14, 128, 0.00000733, 0.00000000, 928.14, 128, 1.00, 1.00, 0.96, 0.96, 1.0000
15, 0.00004666, 0.00000000, 23.38, 2198.71, 11, 0.00004666, 0.00000000, 2175.33, 300, 0.00004666, 0.00000000, 2784.43, 384, 1.00, 1.00, 0.99, 1.27, 1.0000
16, 0.00002628, 0.00000002, 57.93, 1450.14, 22, 0.00002631, 0.00000000, 1392.21, 192, 0.00002631, 0.00000000, 1392.21, 192, 1.00, 1.00, 0.96, 0.96, 0.1430
17, 0.00000509, 0.00000000, 18.00, 453.06, 11, 0.00000509, 0.00000000, 435.07, 60, 0.00000509, 0.00000000, 435.07, 60, 1.00, 1.00, 0.96, 0.96, 1.0000
18, 0.00006577, 0.00000000, 23.18, 2198.52, 11, 0.00006577, 0.00000000, 2175.33, 300, 0.00005777, 0.00000000, 15778.41, 2176, 1.00, 0.88, 0.99, 7.18, 0.0000
Top 300 alexnet
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-300 (s), std Ansor-300, tuning time Ansor-300, task Ansor-300, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-300, speedup 10k, speed tuning time top-300, speed tuning time 10k, p-value
0, 0.00004373, 0.00000000, 21.74, 2114.25, 10, 0.00004373, 0.00000000, 2092.51, 300, 0.00004144, 0.00000001, 5356.84, 768, 1.00, 0.95, 0.99, 2.53, 0.0000
1, 0.00000269, 0.00000000, 18.09, 464.50, 11, 0.00000269, 0.00000000, 446.40, 64, 0.00000269, 0.00000000, 446.40, 64, 1.00, 1.00, 0.96, 0.96, 1.0000
2, 0.00003141, 0.00000129, 48.11, 2140.63, 21, 0.00003157, 0.00000002, 2092.51, 300, 0.00003138, 0.00000000, 4464.03, 640, 1.01, 1.00, 0.98, 2.09, 0.9790
3, 0.00005392, 0.00000002, 25.00, 2117.51, 11, 0.00005392, 0.00000002, 2092.51, 300, 0.00005038, 0.00000002, 6696.05, 960, 1.00, 0.93, 0.99, 3.16, 0.0000
4, 0.00000485, 0.00000014, 37.54, 930.34, 25, 0.00000502, 0.00000000, 892.81, 128, 0.00000502, 0.00000000, 892.81, 128, 1.04, 1.04, 0.96, 0.96, 0.1476
5, 0.00002880, 0.00000000, 30.87, 2123.38, 11, 0.00002880, 0.00000000, 2092.51, 300, 0.00002875, 0.00000001, 4017.63, 576, 1.00, 1.00, 0.99, 1.89, 0.0005
6, 0.00000315, 0.00000000, 17.86, 464.27, 11, 0.00000315, 0.00000000, 446.40, 64, 0.00000315, 0.00000000, 446.40, 64, 1.00, 1.00, 0.96, 0.96, 1.0000
7, 0.00008165, 0.00000009, 30.46, 2122.97, 11, 0.00008165, 0.00000009, 2092.51, 300, 0.00007331, 0.00000004, 9820.87, 1408, 1.00, 0.90, 0.99, 4.63, 0.0000
8, 0.00000519, 0.00000000, 19.99, 912.79, 13, 0.00000519, 0.00000000, 892.81, 128, 0.00000519, 0.00000000, 892.81, 128, 1.00, 1.00, 0.98, 0.98, 1.0000
9, 0.00009442, 0.00000002, 21.30, 2113.82, 11, 0.00009442, 0.00000002, 2092.51, 300, 0.00007307, 0.00000005, 9374.46, 1344, 1.00, 0.77, 0.99, 4.43, 0.0000
10, 0.00019462, 0.00000019, 22.12, 2114.63, 11, 0.00019462, 0.00000019, 2092.51, 300, 0.00015148, 0.00000018, 19641.74, 2816, 1.00, 0.78, 0.99, 9.29, 0.0000
11, 0.00000329, 0.00000000, 17.26, 463.66, 11, 0.00000329, 0.00000000, 446.40, 64, 0.00000329, 0.00000000, 446.40, 64, 1.00, 1.00, 0.96, 0.96, 1.0000
12, 0.00005843, 0.00000004, 36.91, 2129.42, 11, 0.00005843, 0.00000004, 2092.51, 300, 0.00005670, 0.00000002, 7588.85, 1088, 1.00, 0.97, 0.98, 3.56, 0.0000
Thu Jan 25 08:48:17 EST 2024

Completed

