Sun Dec 17 16:59:36 EST 2023
workergpu071
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00043461, 262.22, 268.74, 93, 0.00581585, 6.51,  1, 0.00032757, 13752.81, 2112, 13.38, 0.75, 0.02, 51.18
1, 0.00040568, 128.60, 135.12, 51, 0.00047191, 6.51,  1, 0.00025041, 3750.77, 576, 1.16, 0.62, 0.05, 27.76
2, 0.00005637, 40.09, 46.60, 30, 0.00040461, 6.51,  1, 0.00003374, 833.50, 128, 7.18, 0.60, 0.14, 17.89
3, 0.00000511, 39.04, 45.55, 30, 0.00001204, 6.51,  1, 0.00000497, 390.70, 60, 2.35, 0.97, 0.14, 8.58
4, 0.00054484, 53.09, 59.61, 32, 0.00183725, 6.51,  1, 0.00016434, 9585.29, 1472, 3.37, 0.30, 0.11, 160.81
5, 0.00029421, 37.22, 43.73, 22, 0.00029421, 6.51,  1, 0.00014353, 2500.51, 384, 1.00, 0.49, 0.15, 57.17
6, 0.00015856, 42.94, 49.45, 30, 0.00032986, 6.51,  1, 0.00009403, 1667.01, 256, 2.08, 0.59, 0.13, 33.71
7, 0.00000741, 22.22, 28.74, 16, 0.00002394, 6.51,  1, 0.00000731, 384.19, 59, 3.23, 0.99, 0.23, 13.37
8, 0.00011211, 60.59, 67.10, 33, 0.00011554, 6.51,  1, 0.00002434, 416.75, 64, 1.03, 0.22, 0.10, 6.21
9, 0.00085933, 132.75, 139.26, 56, 0.01094800, 6.51,  1, 0.00038687, 5417.77, 832, 12.74, 0.45, 0.05, 38.90
10, 0.00276692, 122.14, 128.65, 36, 0.00318094, 6.51,  1, 0.00035376, 15003.07, 2304, 1.15, 0.13, 0.05, 116.62
11, 0.00000523, 31.53, 38.04, 24, 0.00003247, 6.51,  1, 0.00000535, 416.75, 64, 6.21, 1.02, 0.17, 10.95
12, 0.00000295, 6.82, 13.33, 2, 0.00000295, 6.51,  1, 0.00000288, 390.70, 60, 1.00, 0.98, 0.49, 29.31
13, 0.00111285, 32.32, 38.83, 15, 0.00192969, 6.51,  1, 0.00030433, 4584.27, 704, 1.73, 0.27, 0.17, 118.07
14, 0.00000599, 60.82, 67.34, 53, 0.00001046, 6.51,  1, 0.00000579, 416.75, 64, 1.75, 0.97, 0.10, 6.19
15, 0.00092908, 60.23, 66.74, 36, 0.00113837, 6.51,  1, 0.00017869, 2917.26, 448, 1.23, 0.19, 0.10, 43.71
16, 0.00085881, 74.54, 81.05, 25, 0.00093309, 6.51,  1, 0.00013606, 2083.76, 320, 1.09, 0.16, 0.08, 25.71
17, 0.00000392, 15.99, 22.50, 11, 0.00000392, 6.51,  1, 0.00000386, 390.70, 60, 1.00, 0.98, 0.29, 17.37
18, 0.00001326, 7.62, 14.13, 2, 0.00001326, 6.51,  1, 0.00001197, 390.70, 60, 1.00, 0.90, 0.46, 27.65
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00070201, 30.90, 96.02, 11, 0.00070201, 65.12, 10, 0.00032757, 13752.81, 2112, 1.00, 0.47, 0.68, 143.23
1, 0.00035618, 25.47, 90.59, 11, 0.00035618, 65.12, 10, 0.00025041, 3750.77, 576, 1.00, 0.70, 0.72, 41.40
2, 0.00005564, 22.38, 87.50, 18, 0.00018875, 65.12, 10, 0.00003374, 833.50, 128, 3.39, 0.61, 0.74, 9.53
3, 0.00000530, 26.40, 91.52, 17, 0.00000530, 65.12, 10, 0.00000497, 390.70, 60, 1.00, 0.94, 0.71, 4.27
4, 0.00007043, 59.87, 124.99, 36, 0.00038206, 65.12, 10, 0.00016434, 9585.29, 1472, 5.42, 2.33, 0.52, 76.69
5, 0.00015670, 27.14, 92.26, 18, 0.00023687, 65.12, 10, 0.00014353, 2500.51, 384, 1.51, 0.92, 0.71, 27.10
6, 0.00015690, 116.77, 181.89, 82, 0.00032986, 65.12, 10, 0.00009403, 1667.01, 256, 2.10, 0.60, 0.36, 9.16
7, 0.00000743, 26.66, 91.78, 18, 0.00000743, 65.12, 10, 0.00000731, 384.19, 59, 1.00, 0.98, 0.71, 4.19
8, 0.00002513, 40.48, 105.60, 22, 0.00004216, 65.12, 10, 0.00002434, 416.75, 64, 1.68, 0.97, 0.62, 3.95
9, 0.00002893, 104.20, 169.32, 41, 0.00064443, 65.12, 10, 0.00038687, 5417.77, 832, 22.27, 13.37, 0.38, 32.00
10, 0.00000685, 67.08, 132.20, 44, 0.00146331, 65.12, 10, 0.00035376, 15003.07, 2304, 213.50, 51.62, 0.49, 113.49
11, 0.00000507, 81.32, 146.44, 58, 0.00000546, 65.12, 10, 0.00000535, 416.75, 64, 1.08, 1.05, 0.44, 2.85
12, 0.00000295, 8.27, 73.38, 3, 0.00000295, 65.12, 10, 0.00000288, 390.70, 60, 1.00, 0.98, 0.89, 5.32
13, 0.00037281, 8.93, 74.05, 2, 0.00055813, 65.12, 10, 0.00030433, 4584.27, 704, 1.50, 0.82, 0.88, 61.91
14, 0.00000576, 31.22, 96.34, 24, 0.00000579, 65.12, 10, 0.00000579, 416.75, 64, 1.01, 1.01, 0.68, 4.33
15, 0.00051091, 46.81, 111.93, 24, 0.00097748, 65.12, 10, 0.00017869, 2917.26, 448, 1.91, 0.35, 0.58, 26.06
16, 0.00025053, 81.64, 146.76, 46, 0.00025440, 65.12, 10, 0.00013606, 2083.76, 320, 1.02, 0.54, 0.44, 14.20
17, 0.00000392, 16.50, 81.62, 11, 0.00000392, 65.12, 10, 0.00000386, 390.70, 60, 1.00, 0.98, 0.80, 4.79
18, 0.00001209, 7.63, 72.74, 2, 0.00001209, 65.12, 10, 0.00001197, 390.70, 60, 1.00, 0.99, 0.90, 5.37
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00070201, 30.86, 193.65, 11, 0.00070201, 162.79, 25, 0.00032757, 13752.81, 2112, 1.00, 0.47, 0.84, 71.02
1, 0.00035618, 24.79, 187.58, 11, 0.00035618, 162.79, 25, 0.00025041, 3750.77, 576, 1.00, 0.70, 0.87, 20.00
2, 0.00005588, 43.83, 206.62, 26, 0.00006299, 162.79, 25, 0.00003374, 833.50, 128, 1.13, 0.60, 0.79, 4.03
3, 0.00000516, 32.97, 195.77, 25, 0.00000520, 162.79, 25, 0.00000497, 390.70, 60, 1.01, 0.96, 0.83, 2.00
4, 0.00034703, 52.59, 215.38, 29, 0.00038206, 162.79, 25, 0.00016434, 9585.29, 1472, 1.10, 0.47, 0.76, 44.50
