Sun Dec 17 00:58:49 EST 2023
workergpu065
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00003610, 37.57, 112.45, 27, 0.00008286, 74.88, 10, 0.00002015, 958.48, 128, 2.30, 0.56, 0.67, 8.52
1, 0.00005916, 21.01, 95.89, 11, 0.00005916, 74.88, 10, 0.00001801, 958.48, 128, 1.00, 0.30, 0.78, 10.00
2, 0.00003180, 28.22, 103.10, 15, 0.00003180, 74.88, 10, 0.00002869, 479.24, 64, 1.00, 0.90, 0.73, 4.65
3, 0.00004466, 35.77, 110.65, 27, 0.00005619, 74.88, 10, 0.00002633, 479.24, 64, 1.26, 0.59, 0.68, 4.33
4, 0.00004208, 22.39, 97.27, 12, 0.00004208, 74.88, 10, 0.00002534, 479.24, 64, 1.00, 0.60, 0.77, 4.93
5, 0.00008977, 26.35, 101.23, 11, 0.00008977, 74.88, 10, 0.00003916, 3833.92, 512, 1.00, 0.44, 0.74, 37.87
6, 0.00004215, 23.71, 98.59, 15, 0.00004215, 74.88, 10, 0.00001533, 479.24, 64, 1.00, 0.36, 0.76, 4.86
7, 0.00019241, 109.30, 184.18, 61, 0.00025077, 74.88, 10, 0.00006765, 1437.72, 192, 1.30, 0.35, 0.41, 7.81
8, 0.00000539, 52.78, 127.66, 39, 0.00002803, 74.88, 10, 0.00001906, 479.24, 64, 5.20, 3.54, 0.59, 3.75
9, 0.00005916, 88.34, 163.22, 13, 0.00005916, 74.88, 10, 0.00003054, 479.24, 64, 1.00, 0.52, 0.46, 2.94
10, 0.00002322, 27.64, 102.52, 15, 0.00002322, 74.88, 10, 0.00002322, 479.24, 64, 1.00, 1.00, 0.73, 4.67
11, 0.00000597, 21.44, 96.32, 13, 0.00000597, 74.88, 10, 0.00000586, 479.24, 64, 1.00, 0.98, 0.78, 4.98
12, 0.00005915, 29.95, 104.83, 13, 0.00005915, 74.88, 10, 0.00002033, 958.48, 128, 1.00, 0.34, 0.71, 9.14
13, 0.00004008, 40.95, 115.83, 26, 0.00004357, 74.88, 10, 0.00002995, 479.24, 64, 1.09, 0.75, 0.65, 4.14
14, 0.00003065, 26.99, 101.88, 13, 0.00009418, 74.88, 10, 0.00002161, 958.48, 128, 3.07, 0.71, 0.74, 9.41
15, 0.00000533, 58.08, 132.97, 49, 0.00001188, 74.88, 10, 0.00001188, 479.24, 64, 2.23, 2.23, 0.56, 3.60
16, 0.00000790, 84.62, 159.50, 60, 0.00001548, 74.88, 10, 0.00001313, 479.24, 64, 1.96, 1.66, 0.47, 3.00
17, 0.00005116, 30.10, 104.98, 16, 0.00005116, 74.88, 10, 0.00001929, 479.24, 64, 1.00, 0.38, 0.71, 4.57
