Sun Dec 17 07:40:15 EST 2023
workergpu038
Greetings from !
Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00074022, 27.60, 34.88, 13, 0.00074022, 7.29,  1, 0.00001724, 466.48, 64, 1.00, 0.02, 0.21, 13.37
1, 0.00028320, 41.76, 49.05, 21, 0.00028340, 7.29,  1, 0.00005437, 932.96, 128, 1.00, 0.19, 0.15, 19.02
2, 0.00000330, 27.11, 34.39, 22, 0.00001477, 7.29,  1, 0.00000963, 466.48, 64, 4.48, 2.92, 0.21, 13.56
3, 0.00005691, 28.39, 35.68, 15, 0.00005594, 7.29,  1, 0.00001460, 932.96, 128, 0.98, 0.26, 0.20, 26.15
4, 0.00040201, 78.05, 85.34, 50, 0.00065391, 7.29,  1, 0.00007882, 1865.92, 256, 1.63, 0.20, 0.09, 21.87
5, 0.00005834, 64.11, 71.39, 45, 0.00006381, 7.29,  1, 0.00003673, 932.96, 128, 1.09, 0.63, 0.10, 13.07
6, 0.00000593, 16.35, 23.64, 8, 0.00000583, 7.29,  1, 0.00000550, 466.48, 64, 0.98, 0.93, 0.31, 19.73
7, 0.00008498, 87.89, 95.17, 56, 0.00015519, 7.29,  1, 0.00003116, 1865.92, 256, 1.83, 0.37, 0.08, 19.61
8, 0.00003168, 40.53, 47.81, 27, 0.00003168, 7.29,  1, 0.00002806, 932.96, 128, 1.00, 0.89, 0.15, 19.51
9, 0.00004960, 61.30, 68.59, 49, 0.00024895, 7.29,  1, 0.00003442, 932.96, 128, 5.02, 0.69, 0.11, 13.60
10, 0.00000721, 161.49, 168.78, 41, 0.00342837, 7.29,  1, 0.00001569, 1399.44, 192, 475.68, 2.18, 0.04, 8.29
11, 0.00075924, 109.38, 116.67, 26, 0.00097151, 7.29,  1, 0.00006097, 2332.39, 320, 1.28, 0.08, 0.06, 19.99
12, 0.00011506, 144.30, 151.58, 51, 0.00014860, 7.29,  1, 0.00005764, 1399.44, 192, 1.29, 0.50, 0.05, 9.23
13, 0.00005281, 20.51, 27.80, 15, 0.00005281, 7.29,  1, 0.00003498, 13527.88, 1856, 1.00, 0.66, 0.26, 486.58
14, 0.00324428, 19.32, 26.61, 11, 0.00324428, 7.29,  1, 0.00014705, 2798.87, 384, 1.00, 0.05, 0.27, 105.20
15, 0.00005081, 43.90, 51.18, 23, 0.00008295, 7.29,  1, 0.00002257, 932.96, 128, 1.63, 0.44, 0.14, 18.23
16, 0.00002729, 22.12, 29.41, 16, 0.00002729, 7.29,  1, 0.00001539, 932.96, 128, 1.00, 0.56, 0.25, 31.72
