Thu Dec 14 21:12:46 EST 2023
fj012
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00009017, 171.59, 174.73, 41, 0.00011894, 3.14,  1, 0.00003679, 401.51, 128, 1.32, 0.41, 0.02, 2.30
1, 0.00007951, 16.62, 19.76, 5, 0.00007951, 3.14,  1, 0.00007047, 803.02, 256, 1.00, 0.89, 0.16, 40.64
2, 0.00008836, 311.83, 314.96, 61, 0.00034455, 3.14,  1, 0.00010547, 1204.52, 384, 3.90, 1.19, 0.01, 3.82
3, 0.00005744, 52.02, 55.16, 23, 0.00023779, 3.14,  1, 0.00004765, 1606.03, 512, 4.14, 0.83, 0.06, 29.12
4, 0.00008355, 45.39, 48.52, 21, 0.00008355, 3.14,  1, 0.00004351, 1003.77, 320, 1.00, 0.52, 0.06, 20.69
5, 0.00022662, 23.64, 26.78, 2, 0.00006419, 3.14,  1, 0.00003112, 401.51, 128, 0.28, 0.14, 0.12, 14.99
6, 0.00006936, 19.98, 23.12, 7, 0.00007015, 3.14,  1, 0.00002955, 401.51, 128, 1.01, 0.43, 0.14, 17.37
7, 0.00006587, 87.65, 90.79, 7, 0.00016220, 3.14,  1, 0.00003712, 401.51, 128, 2.46, 0.56, 0.03, 4.42
8, 0.00013177, 145.92, 149.06, 20, 0.00023627, 3.14,  1, 0.00007949, 1003.77, 320, 1.79, 0.60, 0.02, 6.73
9, 0.00008190, 20.79, 23.92, 10, 0.00008190, 3.14,  1, 0.00003698, 602.26, 192, 1.00, 0.45, 0.13, 25.18
10, 0.00012802, 89.73, 92.87, 8, 0.00049347, 3.14,  1, 0.00002525, 401.51, 128, 3.85, 0.20, 0.03, 4.32
11, 0.00014260, 64.77, 67.90, 23, 0.00019808, 3.14,  1, 0.00005825, 1405.28, 448, 1.39, 0.41, 0.05, 20.70
12, 0.00049244, 155.94, 159.07, 21, 0.00087916, 3.14,  1, 0.00006889, 803.02, 256, 1.79, 0.14, 0.02, 5.05
13, 0.00007269, 86.54, 89.67, 8, 0.00033455, 3.14,  1, 0.00002708, 602.26, 192, 4.60, 0.37, 0.03, 6.72
14, 0.00079114, 115.06, 118.20, 44, 0.00155830, 3.14,  1, 0.00006427, 2007.54, 640, 1.97, 0.08, 0.03, 16.98
15, 0.00006653, 14.24, 17.37, 13, 0.00006653, 3.14,  1, 0.00004165, 602.26, 192, 1.00, 0.63, 0.18, 34.67
16, 0.00072853, 45.30, 48.44, 15, 0.00122253, 3.14,  1, 0.00004514, 1204.52, 384, 1.68, 0.06, 0.06, 24.87
17, 0.00008376, 45.48, 48.62, 12, 0.00016184, 3.14,  1, 0.00004447, 1405.28, 448, 1.93, 0.53, 0.06, 28.91
18, 0.00006463, 24.93, 28.07, 13, 0.00021830, 3.14,  1, 0.00005209, 602.26, 192, 3.38, 0.81, 0.11, 21.46
19, 0.00151017, 72.16, 75.30, 7, 10000000000.00000000, 3.14,  1, 0.00004382, 602.26, 192, 6621785674870.32, 0.03, 0.04, 8.00
