Thu Dec 14 21:14:53 EST 2023
fj013
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00008334, 451.96, 455.24, 82, 0.00041402, 3.28,  1, 0.00005978, 1049.56, 320, 4.97, 0.72, 0.01, 2.31
1, 0.00005037, 51.73, 55.01, 9, 0.00012127, 3.28,  1, 0.00002635, 629.73, 192, 2.41, 0.52, 0.06, 11.45
2, 0.00008836, 291.03, 294.30, 58, 0.00023905, 3.28,  1, 0.00004347, 1259.47, 384, 2.71, 0.49, 0.01, 4.28
3, 0.00005744, 149.53, 152.81, 44, 0.00299899, 3.28,  1, 0.00009954, 1259.47, 384, 52.21, 1.73, 0.02, 8.24
4, 0.00007899, 23.30, 26.58, 13, 0.00007899, 3.28,  1, 0.00003182, 419.82, 128, 1.00, 0.40, 0.12, 15.79
5, 0.00002352, 6.02, 9.30, 3, 0.00002352, 3.28,  1, 0.00002204, 347.67, 106, 1.00, 0.94, 0.35, 37.37
6, 0.00020294, 25.65, 28.92, 9, 0.00038234, 3.28,  1, 0.00009963, 1259.47, 384, 1.88, 0.49, 0.11, 43.54
7, 0.00066629, 49.59, 52.87, 6, 0.00169412, 3.28,  1, 0.00002786, 629.73, 192, 2.54, 0.04, 0.06, 11.91
8, 0.00006009, 32.08, 35.36, 16, 0.00102253, 3.28,  1, 0.00004449, 629.73, 192, 17.02, 0.74, 0.09, 17.81
9, 0.00015715, 60.90, 64.18, 14, 0.00067866, 3.28,  1, 0.00004783, 1679.29, 512, 4.32, 0.30, 0.05, 26.17
10, 0.00010471, 58.35, 61.63, 7, 0.00025413, 3.28,  1, 0.00003743, 629.73, 192, 2.43, 0.36, 0.05, 10.22
11, 0.00012580, 182.10, 185.38, 37, 0.00084808, 3.28,  1, 0.00005722, 1889.20, 576, 6.74, 0.45, 0.02, 10.19
12, 0.00002429, 23.98, 27.26, 6, 0.00002429, 3.28,  1, 0.00002251, 839.65, 256, 1.00, 0.93, 0.12, 30.80
13, 0.00010002, 13.30, 16.58, 2, 0.00011155, 3.28,  1, 0.00003246, 1679.29, 512, 1.12, 0.32, 0.20, 101.31
14, 0.00007227, 71.97, 75.25, 8, 0.00009437, 3.28,  1, 0.00004986, 629.73, 192, 1.31, 0.69, 0.04, 8.37
15, 0.00019594, 69.49, 72.76, 22, 0.00041257, 3.28,  1, 0.00006678, 1049.56, 320, 2.11, 0.34, 0.05, 14.42
16, 0.00013415, 118.17, 121.45, 32, 0.00039657, 3.28,  1, 0.00007411, 1889.20, 576, 2.96, 0.55, 0.03, 15.56
17, 0.00003177, 57.20, 60.48, 13, 0.00061341, 3.28,  1, 0.00003346, 1259.47, 384, 19.31, 1.05, 0.05, 20.82
18, 0.00007665, 193.31, 196.59, 27, 0.00042244, 3.28,  1, 0.00009027, 1049.56, 320, 5.51, 1.18, 0.02, 5.34
19, 0.00006660, 51.95, 55.23, 8, 0.00010549, 3.28,  1, 0.00002350, 1049.56, 320, 1.58, 0.35, 0.06, 19.00
20, 0.00008366, 13.27, 16.55, 6, 0.00146841, 3.28,  1, 0.00008452, 1889.20, 576, 17.55, 1.01, 0.20, 114.16
21, 0.00005949, 30.40, 33.68, 20, 0.00005949, 3.28,  1, 0.00003860, 419.82, 128, 1.00, 0.65, 0.10, 12.47
22, 0.00019329, 503.67, 506.95, 99, 0.00516882, 3.28,  1, 0.00003816, 419.82, 128, 26.74, 0.20, 0.01, 0.83
23, 0.00017869, 124.13, 127.41, 13, 0.00022665, 3.28,  1, 0.00009323, 1259.47, 384, 1.27, 0.52, 0.03, 9.89
24, 0.00006685, 111.76, 115.04, 35, 0.00191144, 3.28,  1, 0.00004439, 1679.29, 512, 28.59, 0.66, 0.03, 14.60
25, 0.00011761, 61.28, 64.56, 14, 0.00142193, 3.28,  1, 0.00003055, 419.82, 128, 12.09, 0.26, 0.05, 6.50
26, 0.00009751, 158.32, 161.60, 44, 0.00018322, 3.28,  1, 0.00006016, 1049.56, 320, 1.88, 0.62, 0.02, 6.49
27, 0.00005469, 25.47, 28.75, 6, 0.00005469, 3.28,  1, 0.00002122, 419.82, 128, 1.00, 0.39, 0.11, 14.60
28, 0.00029235, 24.32, 27.60, 6, 0.00029790, 3.28,  1, 0.00007151, 1049.56, 320, 1.02, 0.24, 0.12, 38.03
29, 0.00008675, 73.45, 76.73, 7, 0.00023406, 3.28,  1, 0.00002671, 419.82, 128, 2.70, 0.31, 0.04, 5.47
30, 0.00005448, 35.56, 38.84, 9, 0.00120392, 3.28,  1, 0.00005539, 629.73, 192, 22.10, 1.02, 0.08, 16.21
31, 0.00016695, 226.88, 230.16, 43, 0.00047173, 3.28,  1, 0.00006893, 1679.29, 512, 2.83, 0.41, 0.01, 7.30
32, 0.00010352, 124.13, 127.41, 17, 0.00035072, 3.28,  1, 0.00003964, 419.82, 128, 3.39, 0.38, 0.03, 3.30
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00012385, 166.79, 199.59, 33, 0.00029729, 32.80, 10, 0.00005978, 1049.56, 320, 2.40, 0.48, 0.16, 5.26
1, 0.00004193, 20.63, 53.42, 6, 0.00004604, 32.80, 10, 0.00002635, 629.73, 192, 1.10, 0.63, 0.61, 11.79
2, 0.00012054, 28.31, 61.11, 4, 0.00018800, 32.80, 10, 0.00004347, 1259.47, 384, 1.56, 0.36, 0.54, 20.61
3, 0.00022271, 89.98, 122.78, 24, 0.00039938, 32.80, 10, 0.00009954, 1259.47, 384, 1.79, 0.45, 0.27, 10.26
4, 0.00005693, 154.07, 186.87, 11, 0.00005693, 32.80, 10, 0.00003182, 419.82, 128, 1.00, 0.56, 0.18, 2.25
5, 0.00002352, 1.90, 34.70, 2, 0.00002352, 32.80, 10, 0.00002204, 347.67, 106, 1.00, 0.94, 0.95, 10.02
6, 0.00008432, 164.27, 197.07, 49, 0.00038234, 32.80, 10, 0.00009963, 1259.47, 384, 4.53, 1.18, 0.17, 6.39
7, 0.00005423, 53.60, 86.40, 6, 0.00005423, 32.80, 10, 0.00002786, 629.73, 192, 1.00, 0.51, 0.38, 7.29
8, 0.00007771, 202.83, 235.63, 43, 0.00014950, 32.80, 10, 0.00004449, 629.73, 192, 1.92, 0.57, 0.14, 2.67
9, 0.00008538, 77.89, 110.69, 24, 0.00009382, 32.80, 10, 0.00004783, 1679.29, 512, 1.10, 0.56, 0.30, 15.17
10, 0.00010283, 58.39, 91.19, 7, 0.00025413, 32.80, 10, 0.00003743, 629.73, 192, 2.47, 0.36, 0.36, 6.91
11, 0.00014453, 32.01, 64.81, 14, 0.00025381, 32.80, 10, 0.00005722, 1889.20, 576, 1.76, 0.40, 0.51, 29.15
12, 0.00002429, 24.57, 57.37, 6, 0.00002429, 32.80, 10, 0.00002251, 839.65, 256, 1.00, 0.93, 0.57, 14.64
13, 0.00005449, 68.43, 101.23, 25, 0.00011155, 32.80, 10, 0.00003246, 1679.29, 512, 2.05, 0.60, 0.32, 16.59
14, 0.00006998, 71.69, 104.49, 8, 0.00009437, 32.80, 10, 0.00004986, 629.73, 192, 1.35, 0.71, 0.31, 6.03
15, 0.00010291, 72.57, 105.37, 24, 0.00014691, 32.80, 10, 0.00006678, 1049.56, 320, 1.43, 0.65, 0.31, 9.96
16, 0.00022776, 60.66, 93.46, 11, 0.00022776, 32.80, 10, 0.00007411, 1889.20, 576, 1.00, 0.33, 0.35, 20.21
17, 0.00007281, 79.00, 111.80, 27, 0.00008717, 32.80, 10, 0.00003346, 1259.47, 384, 1.20, 0.46, 0.29, 11.27
18, 0.00014006, 42.68, 75.48, 21, 0.00024924, 32.80, 10, 0.00009027, 1049.56, 320, 1.78, 0.64, 0.43, 13.91
19, 0.00003618, 41.09, 73.89, 8, 0.00005787, 32.80, 10, 0.00002350, 1049.56, 320, 1.60, 0.65, 0.44, 14.20
20, 0.00012973, 101.45, 134.25, 25, 0.00013044, 32.80, 10, 0.00008452, 1889.20, 576, 1.01, 0.65, 0.24, 14.07
21, 0.00005949, 13.41, 46.20, 11, 0.00005949, 32.80, 10, 0.00003860, 419.82, 128, 1.00, 0.65, 0.71, 9.09
22, 0.00004492, 173.50, 206.30, 46, 0.00005522, 32.80, 10, 0.00003816, 419.82, 128, 1.23, 0.85, 0.16, 2.04
23, 0.00018039, 124.61, 157.41, 13, 0.00022665, 32.80, 10, 0.00009323, 1259.47, 384, 1.26, 0.52, 0.21, 8.00
24, 0.00007683, 147.69, 180.49, 23, 0.00011343, 32.80, 10, 0.00004439, 1679.29, 512, 1.48, 0.58, 0.18, 9.30
25, 0.00006973, 13.26, 46.06, 3, 0.00006973, 32.80, 10, 0.00003055, 419.82, 128, 1.00, 0.44, 0.71, 9.12
26, 0.00011401, 19.75, 52.55, 14, 0.00012236, 32.80, 10, 0.00006016, 1049.56, 320, 1.07, 0.53, 0.62, 19.97
27, 0.00002948, 15.88, 48.68, 6, 0.00002948, 32.80, 10, 0.00002122, 419.82, 128, 1.00, 0.72, 0.67, 8.62
28, 0.00024704, 15.33, 48.13, 6, 0.00025751, 32.80, 10, 0.00007151, 1049.56, 320, 1.04, 0.29, 0.68, 21.81
29, 0.00004323, 7.16, 39.96, 3, 0.00004323, 32.80, 10, 0.00002671, 419.82, 128, 1.00, 0.62, 0.82, 10.51
30, 0.00007503, 13.84, 46.64, 9, 0.00008169, 32.80, 10, 0.00005539, 629.73, 192, 1.09, 0.74, 0.70, 13.50
31, 0.00016183, 150.56, 183.35, 32, 0.00027574, 32.80, 10, 0.00006893, 1679.29, 512, 1.70, 0.43, 0.18, 9.16
32, 0.00009927, 84.12, 116.92, 6, 0.00010240, 32.80, 10, 0.00003964, 419.82, 128, 1.03, 0.40, 0.28, 3.59
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00013044, 185.62, 267.62, 32, 0.00013366, 82.00, 25, 0.00005978, 1049.56, 320, 1.02, 0.46, 0.31, 3.92
1, 0.00004083, 9.22, 91.22, 4, 0.00004604, 82.00, 25, 0.00002635, 629.73, 192, 1.13, 0.65, 0.90, 6.90
