Thu Jan  4 20:28:05 EST 2024
fj010
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00126169, 27.20, 31.48, 13, 0.00213455, 4.28,  1, 0.00049496, 547.66, 128, 1.69, 0.39, 0.14, 17.40
1, 0.00012451, 95.59, 99.87, 18, 0.00023526, 4.28,  1, 0.00004822, 821.49, 192, 1.89, 0.39, 0.04, 8.23
2, 0.00061388, 67.60, 71.88, 21, 10000000000.00000000, 4.28,  1, 0.00049441, 547.66, 128, 16289934775101.16, 0.81, 0.06, 7.62
3, 0.00042651, 42.12, 46.40, 26, 0.00151275, 4.28,  1, 0.00017642, 273.83, 64, 3.55, 0.41, 0.09, 5.90
4, 0.00295783, 60.98, 65.26, 9, 0.00295783, 4.28,  1, 0.00065410, 547.66, 128, 1.00, 0.22, 0.07, 8.39
5, 0.00132733, 115.25, 119.53, 37, 0.00182434, 4.28,  1, 0.00050998, 273.83, 64, 1.37, 0.38, 0.04, 2.29
6, 0.00025205, 163.48, 167.76, 43, 0.00068877, 4.28,  1, 0.00031330, 273.83, 64, 2.73, 1.24, 0.03, 1.63
7, 0.00004554, 8.96, 13.24, 2, 0.00004554, 4.28,  1, 0.00002129, 273.83, 64, 1.00, 0.47, 0.32, 20.69
8, 0.00002163, 110.50, 114.77, 15, 0.10668800, 4.28,  1, 0.00041434, 547.66, 128, 4933.28, 19.16, 0.04, 4.77
9, 0.00003221, 36.28, 40.56, 16, 0.01465717, 4.28,  1, 0.00014649, 273.83, 64, 455.01, 4.55, 0.11, 6.75
