Thu Dec 28 09:46:39 EST 2023
fj002
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00125194, 262.44, 266.69, 40, 0.00255845, 4.25,  1, 0.00051593, 1359.56, 320, 2.04, 0.41, 0.02, 5.10
1, 0.00040907, 296.48, 300.73, 49, 0.00454710, 4.25,  1, 0.00022108, 543.82, 128, 11.12, 0.54, 0.01, 1.81
2, 0.00036656, 121.45, 125.70, 30, 0.00169161, 4.25,  1, 0.00011103, 3534.84, 832, 4.61, 0.30, 0.03, 28.12
3, 0.00277563, 31.30, 35.55, 9, 0.00277563, 4.25,  1, 0.00027665, 815.73, 192, 1.00, 0.10, 0.12, 22.95
4, 0.00348858, 211.62, 215.87, 30, 0.01286790, 4.25,  1, 0.00037808, 1359.56, 320, 3.69, 0.11, 0.02, 6.30
5, 0.00202468, 76.06, 80.31, 11, 0.00202468, 4.25,  1, 0.00045764, 1087.64, 256, 1.00, 0.23, 0.05, 13.54
6, 0.00051264, 146.22, 150.47, 43, 0.00189536, 4.25,  1, 0.00014249, 1359.56, 320, 3.70, 0.28, 0.03, 9.04
7, 0.00013609, 172.67, 176.92, 37, 0.00019167, 4.25,  1, 0.00005071, 271.91, 64, 1.41, 0.37, 0.02, 1.54
8, 0.00237022, 194.41, 198.66, 29, 0.00315045, 4.25,  1, 0.00093146, 1359.56, 320, 1.33, 0.39, 0.02, 6.84
9, 0.00002907, 2.39, 6.64, 2, 0.00003428, 4.25,  1, 0.00001870, 271.91, 64, 1.18, 0.64, 0.64, 40.96
10, 0.00021628, 270.00, 274.24, 39, 0.00038088, 4.25,  1, 0.00014465, 271.91, 64, 1.76, 0.67, 0.02, 0.99
11, 0.00045984, 54.44, 58.69, 24, 0.00106999, 4.25,  1, 0.00026121, 543.82, 128, 2.33, 0.57, 0.07, 9.27
12, 0.00054107, 306.87, 311.12, 53, 0.00246823, 4.25,  1, 0.00012237, 815.73, 192, 4.56, 0.23, 0.01, 2.62
13, 0.00029808, 251.45, 255.70, 46, 0.00062112, 4.25,  1, 0.00017183, 271.91, 64, 2.08, 0.58, 0.02, 1.06
14, 0.00006089, 24.66, 28.91, 24, 0.00008219, 4.25,  1, 0.00005841, 271.91, 64, 1.35, 0.96, 0.15, 9.41
15, 0.00096839, 61.39, 65.64, 25, 0.00758417, 4.25,  1, 0.00047980, 815.73, 192, 7.83, 0.50, 0.06, 12.43
