Wed Dec 27 12:55:54 EST 2023
fj003
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00117890, 24.08, 29.53, 6, 0.00119124, 5.44,  1, 0.00018585, 696.87, 128, 1.01, 0.16, 0.18, 23.60
1, 0.05029537, 360.94, 366.38, 30, 0.04939037, 5.44,  1, 0.00299002, 9407.74, 1728, 0.98, 0.06, 0.01, 25.68
2, 0.00010760, 36.37, 41.81, 21, 0.00010760, 5.44,  1, 0.00008446, 348.43, 64, 1.00, 0.78, 0.13, 8.33
3, 0.00006605, 0.92, 6.37, 1, 0.00006605, 5.44,  1, 0.00002687, 108.89, 20, 1.00, 0.41, 0.86, 17.10
4, 0.02026683, 41.36, 46.80, 6, 0.53777533, 5.44,  1, 0.00232177, 4529.65, 832, 26.53, 0.11, 0.12, 96.78
5, 0.00003307, 0.82, 6.27, 1, 0.00003307, 5.44,  1, 0.00002642, 108.89, 20, 1.00, 0.80, 0.87, 17.38
6, 0.19021767, 145.50, 150.94, 21, 0.25625800, 5.44,  1, 0.00167336, 4181.22, 768, 1.35, 0.01, 0.04, 27.70
7, 0.00091454, 34.60, 40.04, 11, 0.00091454, 5.44,  1, 0.00037921, 696.87, 128, 1.00, 0.41, 0.14, 17.40
8, 0.00003285, 1.62, 7.06, 2, 0.00004348, 5.44,  1, 0.00002797, 108.89, 20, 1.32, 0.85, 0.77, 15.42
9, 0.02517590, 352.17, 357.61, 24, 0.02861310, 5.44,  1, 0.00123652, 2787.48, 512, 1.14, 0.05, 0.02, 7.79
10, 0.00743709, 40.24, 45.68, 6, 0.11189500, 5.44,  1, 0.00117295, 2439.04, 448, 15.05, 0.16, 0.12, 53.39
11, 0.05284833, 23.87, 29.31, 3, 0.02128420, 5.44,  1, 0.00461750, 14634.27, 2688, 0.40, 0.09, 0.19, 499.24
12, 0.00007857, 2.10, 7.54, 2, 0.00007824, 5.44,  1, 0.00005419, 348.43, 64, 1.00, 0.69, 0.72, 46.21
13, 0.00003653, 2.91, 8.35, 1, 0.00003653, 5.44,  1, 0.00002052, 108.89, 20, 1.00, 0.56, 0.65, 13.04
14, 0.00002619, 2.38, 7.82, 2, 0.00002619, 5.44,  1, 0.00000833, 348.43, 64, 1.00, 0.32, 0.70, 44.54
15, 0.02195103, 176.71, 182.15, 24, 10000000000.00000000, 5.44,  1, 0.00132321, 6271.83, 1152, 455559419374.33, 0.06, 0.03, 34.43
16, 0.01158027, 257.62, 263.07, 30, 0.01727283, 5.44,  1, 0.00144119, 3484.35, 640, 1.49, 0.12, 0.02, 13.25
17, 0.00003147, 1.96, 7.40, 2, 0.00003147, 5.44,  1, 0.00003132, 108.89, 20, 1.00, 1.00, 0.74, 14.71
18, 0.01788390, 109.01, 114.45, 10, 0.08868530, 5.44,  1, 0.00224099, 3832.78, 704, 4.96, 0.13, 0.05, 33.49
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00038512, 75.46, 129.90, 10, 0.00039670, 54.44, 10, 0.00018585, 696.87, 128, 1.03, 0.48, 0.42, 5.36
1, 0.00756989, 19.19, 73.64, 5, 0.02317150, 54.44, 10, 0.00299002, 9407.74, 1728, 3.06, 0.39, 0.74, 127.76
2, 0.00015284, 33.50, 87.94, 20, 0.00010760, 54.44, 10, 0.00008446, 348.43, 64, 0.70, 0.55, 0.62, 3.96
3, 0.00002687, 1.67, 56.11, 2, 0.00002687, 54.44, 10, 0.00002687, 108.89, 20, 1.00, 1.00, 0.97, 1.94
4, 0.02201553, 41.56, 96.01, 6, 0.05783063, 54.44, 10, 0.00232177, 4529.65, 832, 2.63, 0.11, 0.57, 47.18
5, 0.00002810, 6.24, 60.68, 2, 0.00002642, 54.44, 10, 0.00002642, 108.89, 20, 0.94, 0.94, 0.90, 1.79
6, 0.01654250, 92.92, 147.37, 11, 0.01654250, 54.44, 10, 0.00167336, 4181.22, 768, 1.00, 0.10, 0.37, 28.37
7, 0.00037921, 31.70, 86.14, 11, 0.00037921, 54.44, 10, 0.00037921, 696.87, 128, 1.00, 1.00, 0.63, 8.09
8, 0.00003068, 1.53, 55.97, 2, 0.00004348, 54.44, 10, 0.00002797, 108.89, 20, 1.42, 0.91, 0.97, 1.95
9, 0.00991905, 207.41, 261.85, 20, 0.02861310, 54.44, 10, 0.00123652, 2787.48, 512, 2.88, 0.12, 0.21, 10.65
10, 0.00263783, 138.71, 193.15, 19, 0.00218440, 54.44, 10, 0.00117295, 2439.04, 448, 0.83, 0.44, 0.28, 12.63
11, 0.02728107, 47.23, 101.68, 12, 0.02128420, 54.44, 10, 0.00461750, 14634.27, 2688, 0.78, 0.17, 0.54, 143.93
12, 0.00005538, 15.88, 70.32, 15, 0.00006161, 54.44, 10, 0.00005419, 348.43, 64, 1.11, 0.98, 0.77, 4.95
13, 0.00002112, 1.88, 56.32, 2, 0.00002187, 54.44, 10, 0.00002052, 108.89, 20, 1.04, 0.97, 0.97, 1.93
14, 0.00001166, 1.78, 56.22, 2, 0.00001166, 54.44, 10, 0.00000833, 348.43, 64, 1.00, 0.71, 0.97, 6.20
15, 0.00405028, 50.40, 104.84, 19, 0.01388130, 54.44, 10, 0.00132321, 6271.83, 1152, 3.43, 0.33, 0.52, 59.82
16, 0.01567800, 125.40, 179.84, 13, 0.01288860, 54.44, 10, 0.00144119, 3484.35, 640, 0.82, 0.09, 0.30, 19.37
17, 0.00003147, 1.90, 56.34, 2, 0.00003147, 54.44, 10, 0.00003132, 108.89, 20, 1.00, 1.00, 0.97, 1.93
18, 0.01356033, 39.11, 93.56, 13, 0.01977417, 54.44, 10, 0.00224099, 3832.78, 704, 1.46, 0.17, 0.58, 40.97
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00033426, 74.65, 210.75, 11, 0.00039670, 136.11, 25, 0.00018585, 696.87, 128, 1.19, 0.56, 0.65, 3.31
1, 0.00766218, 257.92, 394.02, 41, 0.02317150, 136.11, 25, 0.00299002, 9407.74, 1728, 3.02, 0.39, 0.35, 23.88
2, 0.00009058, 46.06, 182.17, 17, 0.00010760, 136.11, 25, 0.00008446, 348.43, 64, 1.19, 0.93, 0.75, 1.91
3, 0.00002687, 1.60, 110.49, 2, 0.00002687, 108.89, 20, 0.00002687, 108.89, 20, 1.00, 1.00, 0.99, 0.99
4, 0.00884161, 359.30, 495.41, 46, 0.01722403, 136.11, 25, 0.00232177, 4529.65, 832, 1.95, 0.26, 0.27, 9.14
5, 0.00002642, 3.07, 111.96, 2, 0.00002642, 108.89, 20, 0.00002642, 108.89, 20, 1.00, 1.00, 0.97, 0.97
6, 0.00869755, 181.92, 318.03, 20, 0.01654250, 136.11, 25, 0.00167336, 4181.22, 768, 1.90, 0.19, 0.43, 13.15
7, 0.00043769, 36.73, 172.84, 13, 0.00037921, 136.11, 25, 0.00037921, 696.87, 128, 0.87, 0.87, 0.79, 4.03
8, 0.00002797, 1.63, 110.52, 2, 0.00002797, 108.89, 20, 0.00002797, 108.89, 20, 1.00, 1.00, 0.99, 0.99
9, 0.00335802, 183.85, 319.96, 19, 0.00622599, 136.11, 25, 0.00123652, 2787.48, 512, 1.85, 0.37, 0.43, 8.71
10, 0.00218440, 224.27, 360.37, 27, 0.00218440, 136.11, 25, 0.00117295, 2439.04, 448, 1.00, 0.54, 0.38, 6.77
11, 0.02125820, 108.78, 244.89, 19, 0.02128420, 136.11, 25, 0.00461750, 14634.27, 2688, 1.00, 0.22, 0.56, 59.76
12, 0.00005567, 18.04, 154.15, 19, 0.00006161, 136.11, 25, 0.00005419, 348.43, 64, 1.11, 0.97, 0.88, 2.26
13, 0.00002052, 0.75, 109.64, 1, 0.00002052, 108.89, 20, 0.00002052, 108.89, 20, 1.00, 1.00, 0.99, 0.99
14, 0.00000834, 1.91, 138.01, 2, 0.00000834, 136.11, 25, 0.00000833, 348.43, 64, 1.00, 1.00, 0.99, 2.52
15, 0.00483727, 327.83, 463.94, 41, 0.00970079, 136.11, 25, 0.00132321, 6271.83, 1152, 2.01, 0.27, 0.29, 13.52
16, 0.00883368, 64.19, 200.30, 16, 0.00435826, 136.11, 25, 0.00144119, 3484.35, 640, 0.49, 0.16, 0.68, 17.40
17, 0.00003132, 1.88, 110.76, 2, 0.00003132, 108.89, 20, 0.00003132, 108.89, 20, 1.00, 1.00, 0.98, 0.98
18, 0.01594090, 37.39, 173.50, 8, 0.01481160, 136.11, 25, 0.00224099, 3832.78, 704, 0.93, 0.14, 0.78, 22.09
Top 50
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k
0, 0.00037807, 52.08, 324.30, 6, 0.00039670, 272.21, 50, 0.00018585, 696.87, 128, 1.05, 0.49, 0.84, 2.15
1, 0.00700494, 95.22, 367.43, 22, 0.02105923, 272.21, 50, 0.00299002, 9407.74, 1728, 3.01, 0.43, 0.74, 25.60
2, 0.00008446, 24.74, 296.95, 15, 0.00008446, 272.21, 50, 0.00008446, 348.43, 64, 1.00, 1.00, 0.92, 1.17
3, 0.00002687, 1.55, 110.44, 2, 0.00002687, 108.89, 20, 0.00002687, 108.89, 20, 1.00, 1.00, 0.99, 0.99
4, 0.00231797, 159.50, 431.72, 23, 0.01557060, 272.21, 50, 0.00232177, 4529.65, 832, 6.72, 1.00, 0.63, 10.49
5, 0.00002642, 3.17, 112.06, 2, 0.00002642, 108.89, 20, 0.00002642, 108.89, 20, 1.00, 1.00, 0.97, 0.97
6, 0.00833952, 146.84, 419.06, 22, 0.01411690, 272.21, 50, 0.00167336, 4181.22, 768, 1.69, 0.20, 0.65, 9.98
