Fri Dec 29 08:14:18 EST 2023
fj003
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00194839, 191.39, 195.35, 54, 0.00568364, 3.96,  1, 0.00060997, 1266.86, 320, 2.92, 0.31, 0.02, 6.49
1, 0.00129376, 376.53, 380.49, 50, 0.00419506, 3.96,  1, 0.00029823, 760.12, 192, 3.24, 0.23, 0.01, 2.00
2, 0.00171026, 127.35, 131.31, 42, 0.00472735, 3.96,  1, 0.00011367, 3800.58, 960, 2.76, 0.07, 0.03, 28.94
3, 0.00105499, 87.33, 91.29, 9, 0.00277539, 3.96,  1, 0.00023279, 1266.86, 320, 2.63, 0.22, 0.04, 13.88
4, 0.00085397, 401.71, 405.66, 103, 0.01638663, 3.96,  1, 0.00024743, 760.12, 192, 19.19, 0.29, 0.01, 1.87
5, 0.00544472, 20.10, 24.06, 8, 0.00897272, 3.96,  1, 0.00040652, 760.12, 192, 1.65, 0.07, 0.16, 31.60
6, 0.00039527, 246.30, 250.26, 56, 0.00129399, 3.96,  1, 0.00013382, 760.12, 192, 3.27, 0.34, 0.02, 3.04
7, 0.00008971, 25.26, 29.22, 13, 0.00008971, 3.96,  1, 0.00005621, 253.37, 64, 1.00, 0.63, 0.14, 8.67
8, 0.00317852, 147.57, 151.52, 32, 0.00449741, 3.96,  1, 0.00055905, 1266.86, 320, 1.41, 0.18, 0.03, 8.36
9, 0.00002110, 0.75, 4.70, 1, 0.00002110, 3.96,  1, 0.00001887, 225.66, 57, 1.00, 0.89, 0.84, 47.97
10, 0.00017198, 104.32, 108.28, 25, 0.00023425, 3.96,  1, 0.00008651, 253.37, 64, 1.36, 0.50, 0.04, 2.34
11, 0.00046582, 289.00, 292.96, 58, 0.04148917, 3.96,  1, 0.00025922, 1013.49, 256, 89.07, 0.56, 0.01, 3.46
12, 0.00025044, 288.12, 292.08, 92, 0.00257654, 3.96,  1, 0.00010782, 760.12, 192, 10.29, 0.43, 0.01, 2.60
13, 0.00024535, 187.07, 191.03, 33, 0.00193783, 3.96,  1, 0.00021711, 506.74, 128, 7.90, 0.88, 0.02, 2.65
14, 0.00004739, 37.74, 41.70, 36, 0.00009465, 3.96,  1, 0.00004220, 253.37, 64, 2.00, 0.89, 0.09, 6.08
15, 0.00052001, 260.62, 264.58, 94, 0.00155225, 3.96,  1, 0.00035240, 760.12, 192, 2.99, 0.68, 0.01, 2.87
16, 0.00030782, 144.92, 148.88, 37, 0.00279279, 3.96,  1, 0.00014631, 1266.86, 320, 9.07, 0.48, 0.03, 8.51
17, 0.01450690, 28.44, 32.40, 11, 0.01450690, 3.96,  1, 0.00061290, 1266.86, 320, 1.00, 0.04, 0.12, 39.10
18, 0.00370307, 248.52, 252.48, 20, 0.00371829, 3.96,  1, 0.00025057, 1266.86, 320, 1.00, 0.07, 0.02, 5.02
19, 0.00125640, 16.16, 20.12, 12, 0.00311343, 3.96,  1, 0.00031341, 9881.51, 2496, 2.48, 0.25, 0.20, 491.19
20, 0.00179809, 195.33, 199.29, 28, 0.00293144, 3.96,  1, 0.00009857, 3293.84, 832, 1.63, 0.05, 0.02, 16.53
21, 0.00340971, 220.72, 224.68, 33, 0.00537269, 3.96,  1, 0.00038732, 1773.60, 448, 1.58, 0.11, 0.02, 7.89
22, 0.00289049, 216.49, 220.45, 20, 10000000000.00000000, 3.96,  1, 0.00055225, 2533.72, 640, 3459617043457.40, 0.19, 0.02, 11.49
23, 0.00068613, 117.74, 121.69, 38, 0.00141420, 3.96,  1, 0.00012573, 506.74, 128, 2.06, 0.18, 0.03, 4.16
24, 0.00144689, 26.19, 30.15, 11, 0.00177164, 3.96,  1, 0.00051861, 1013.49, 256, 1.22, 0.36, 0.13, 33.62
25, 0.00159379, 94.15, 98.11, 12, 0.00382079, 3.96,  1, 0.00044382, 1266.86, 320, 2.40, 0.28, 0.04, 12.91
