Thu Dec 14 21:10:32 EST 2023
fj009
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00008334, 449.61, 453.52, 81, 0.00022165, 3.91,  1, 0.00014872, 250.34, 64, 2.66, 1.78, 0.01, 0.55
1, 0.00011297, 16.04, 19.95, 4, 0.00210894, 3.91,  1, 0.00012199, 250.34, 64, 18.67, 1.08, 0.20, 12.55
2, 0.00008836, 318.78, 322.69, 63, 0.00016336, 3.91,  1, 0.00007082, 250.34, 64, 1.85, 0.80, 0.01, 0.78
3, 0.00005744, 7.32, 11.23, 4, 0.00007029, 3.91,  1, 0.00002706, 250.34, 64, 1.22, 0.47, 0.35, 22.29
4, 0.00008355, 68.21, 72.12, 34, 0.00067033, 3.91,  1, 0.00011848, 1251.71, 320, 8.02, 1.42, 0.05, 17.36
5, 0.00002352, 96.96, 100.87, 41, 0.00022662, 3.91,  1, 0.00006527, 500.69, 128, 9.64, 2.78, 0.04, 4.96
6, 0.00020294, 156.18, 160.09, 36, 0.00417391, 3.91,  1, 0.00009927, 1251.71, 320, 20.57, 0.49, 0.02, 7.82
7, 0.00011272, 1.97, 5.89, 2, 0.00011272, 3.91,  1, 0.00002774, 78.23, 20, 1.00, 0.25, 0.66, 13.29
8, 0.00006009, 109.64, 113.55, 42, 0.00025714, 3.91,  1, 0.00006206, 250.34, 64, 4.28, 1.03, 0.03, 2.20
9, 0.00009550, 118.52, 122.43, 17, 0.00325402, 3.91,  1, 0.00009705, 1001.37, 256, 34.07, 1.02, 0.03, 8.18
10, 0.00019023, 58.96, 62.87, 26, 0.00081448, 3.91,  1, 0.00019973, 500.69, 128, 4.28, 1.05, 0.06, 7.96
11, 0.00002269, 2.14, 6.05, 2, 0.00002269, 3.91,  1, 0.00002173, 250.34, 64, 1.00, 0.96, 0.65, 41.38
12, 0.00327879, 60.98, 64.89, 28, 0.00617463, 3.91,  1, 0.00016389, 500.69, 128, 1.88, 0.05, 0.06, 7.72
13, 0.00119321, 66.43, 70.34, 16, 0.00175580, 3.91,  1, 0.00053548, 1502.06, 384, 1.47, 0.45, 0.06, 21.35
14, 0.00003540, 3.80, 7.71, 3, 0.00003540, 3.91,  1, 0.00002270, 250.34, 64, 1.00, 0.64, 0.51, 32.47
15, 0.00002628, 73.98, 77.89, 18, 0.00520441, 3.91,  1, 0.00014674, 250.34, 64, 198.07, 5.58, 0.05, 3.21
16, 0.00008904, 31.15, 35.07, 17, 0.00008904, 3.91,  1, 0.00008618, 250.34, 64, 1.00, 0.97, 0.11, 7.14
17, 0.00003177, 210.57, 214.48, 50, 0.00017696, 3.91,  1, 0.00009466, 250.34, 64, 5.57, 2.98, 0.02, 1.17
18, 0.00031319, 37.31, 41.22, 11, 0.00031319, 3.91,  1, 0.00007832, 500.69, 128, 1.00, 0.25, 0.09, 12.15
19, 0.00054315, 49.32, 53.23, 21, 0.00099119, 3.91,  1, 0.00010347, 500.69, 128, 1.82, 0.19, 0.07, 9.41
20, 0.00008366, 4.80, 8.71, 3, 0.00010735, 3.91,  1, 0.00002894, 250.34, 64, 1.28, 0.35, 0.45, 28.73
21, 0.00005949, 32.41, 36.32, 21, 0.00383719, 3.91,  1, 0.00010286, 2253.08, 576, 64.50, 1.73, 0.11, 62.03
22, 0.00019329, 424.91, 428.82, 80, 0.00054801, 3.91,  1, 0.00007977, 751.03, 192, 2.84, 0.41, 0.01, 1.75
23, 0.00004940, 0.91, 4.82, 1, 0.00004940, 3.91,  1, 0.00002644, 78.23, 20, 1.00, 0.54, 0.81, 16.22
24, 0.00006685, 3.76, 7.67, 2, 0.00007874, 3.91,  1, 0.00004065, 250.34, 64, 1.18, 0.61, 0.51, 32.64
25, 0.00011761, 50.84, 54.75, 12, 0.00021455, 3.91,  1, 0.00007585, 500.69, 128, 1.82, 0.64, 0.07, 9.15
26, 0.00009751, 197.23, 201.14, 52, 0.00611725, 3.91,  1, 0.00052973, 1502.06, 384, 62.74, 5.43, 0.02, 7.47
27, 0.00591726, 71.45, 75.36, 17, 0.00782636, 3.91,  1, 0.00121091, 2253.08, 576, 1.32, 0.20, 0.05, 29.90
28, 0.00030505, 30.30, 34.22, 14, 0.00034624, 3.91,  1, 0.00008550, 751.03, 192, 1.14, 0.28, 0.11, 21.95
29, 0.00019856, 25.30, 29.21, 15, 0.00038712, 3.91,  1, 0.00010851, 500.69, 128, 1.95, 0.55, 0.13, 17.14
30, 0.00005448, 10.72, 14.63, 3, 0.00005449, 3.91,  1, 0.00002126, 250.34, 64, 1.00, 0.39, 0.27, 17.11
31, 0.00016695, 142.14, 146.05, 38, 0.00102673, 3.91,  1, 0.00018477, 1752.40, 448, 6.15, 1.11, 0.03, 12.00
32, 0.00010263, 209.90, 213.81, 36, 0.00086347, 3.91,  1, 0.00009098, 500.69, 128, 8.41, 0.89, 0.02, 2.34
33, 0.00041942, 55.77, 59.68, 27, 0.00077460, 3.91,  1, 0.00012893, 1502.06, 384, 1.85, 0.31, 0.07, 25.17
34, 0.00083318, 232.42, 236.34, 34, 0.00200074, 3.91,  1, 0.00026900, 1001.37, 256, 2.40, 0.32, 0.02, 4.24
35, 0.00026632, 110.93, 114.84, 33, 0.00064645, 3.91,  1, 0.00014741, 1001.37, 256, 2.43, 0.55, 0.03, 8.72
36, 0.00027898, 123.27, 127.18, 35, 0.00072756, 3.91,  1, 0.00014990, 250.34, 64, 2.61, 0.54, 0.03, 1.97
37, 0.00009398, 35.92, 39.83, 13, 0.00043527, 3.91,  1, 0.00014916, 250.34, 64, 4.63, 1.59, 0.10, 6.28
38, 0.00002559, 2.43, 6.34, 2, 0.00002559, 3.91,  1, 0.00002455, 250.34, 64, 1.00, 0.96, 0.62, 39.50
39, 0.00024089, 21.80, 25.71, 13, 0.00037712, 3.91,  1, 0.00015977, 500.69, 128, 1.57, 0.66, 0.15, 19.47
40, 0.00022285, 56.89, 60.80, 23, 0.00024814, 3.91,  1, 0.00009666, 751.03, 192, 1.11, 0.43, 0.06, 12.35
41, 0.00049740, 121.61, 125.52, 21, 0.00175473, 3.91,  1, 0.00023774, 2002.74, 512, 3.53, 0.48, 0.03, 15.96
42, 0.00115442, 81.38, 85.29, 21, 0.00188373, 3.91,  1, 0.00009395, 500.69, 128, 1.63, 0.08, 0.05, 5.87
43, 0.00054150, 21.83, 25.74, 11, 0.00054150, 3.91,  1, 0.00013979, 500.69, 128, 1.00, 0.26, 0.15, 19.45
44, 0.00002531, 2.31, 6.23, 2, 0.00002531, 3.91,  1, 0.00002471, 250.34, 64, 1.00, 0.98, 0.63, 40.21
45, 0.00085445, 139.13, 143.04, 28, 0.00527092, 3.91,  1, 0.00036272, 1502.06, 384, 6.17, 0.42, 0.03, 10.50
46, 0.00003386, 1.90, 5.81, 2, 0.00003386, 3.91,  1, 0.00002142, 78.23, 20, 1.00, 0.63, 0.67, 13.46
47, 0.00019585, 112.61, 116.52, 31, 0.00021332, 3.91,  1, 0.00009658, 751.03, 192, 1.09, 0.49, 0.03, 6.45
48, 0.00011853, 1.02, 4.93, 1, 0.00011853, 3.91,  1, 0.00003366, 78.23, 20, 1.00, 0.28, 0.79, 15.86
49, 0.00551530, 54.68, 58.60, 17, 0.00812096, 3.91,  1, 0.00124670, 2753.77, 704, 1.47, 0.23, 0.07, 47.00
50, 0.00018579, 54.41, 58.32, 32, 0.00055747, 3.91,  1, 0.00010259, 500.69, 128, 3.00, 0.55, 0.07, 8.58
51, 0.00025853, 130.29, 134.20, 30, 0.00029072, 3.91,  1, 0.00013519, 250.34, 64, 1.12, 0.52, 0.03, 1.87
52, 0.00046119, 77.13, 81.05, 36, 0.00137798, 3.91,  1, 0.00010266, 500.69, 128, 2.99, 0.22, 0.05, 6.18
53, 0.00011448, 21.28, 25.19, 12, 0.00018382, 3.91,  1, 0.00012371, 250.34, 64, 1.61, 1.08, 0.16, 9.94
54, 0.00098379, 41.84, 45.75, 17, 0.00473127, 3.91,  1, 0.00020050, 1752.40, 448, 4.81, 0.20, 0.09, 38.31
55, 0.00007662, 58.89, 62.81, 20, 0.00023700, 3.91,  1, 0.00013138, 250.34, 64, 3.09, 1.71, 0.06, 3.99
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00010446, 110.98, 150.09, 25, 0.00014872, 39.12, 10, 0.00014872, 250.34, 64, 1.42, 1.42, 0.26, 1.67
