Wed Dec 27 12:57:50 EST 2023
fj004
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
10, 0.00743709, 91.75, 97.55, 14, 0.00743709, 5.81,  1, 0.00093894, 1114.97, 192, 1.00, 0.13, 0.06, 11.43
11, 0.05284833, 209.48, 215.29, 22, 10000000000.00000000, 5.81,  1, 0.00708120, 23042.61, 3968, 189220725976.85, 0.13, 0.03, 107.03
12, 0.00003015, 18.01, 23.81, 17, 0.00007857, 5.81,  1, 0.00005480, 371.66, 64, 2.61, 1.82, 0.24, 15.61
13, 0.00002266, 3.57, 9.38, 2, 0.00002266, 5.81,  1, 0.00002108, 116.14, 20, 1.00, 0.93, 0.62, 12.38
14, 0.00001184, 5.40, 11.21, 3, 0.00001184, 5.81,  1, 0.00000855, 371.66, 64, 1.00, 0.72, 0.52, 33.16
15, 0.02195103, 200.39, 206.20, 27, 0.21367433, 5.81,  1, 0.00149156, 6689.79, 1152, 9.73, 0.07, 0.03, 32.44
16, 0.01139737, 408.06, 413.87, 49, 0.01567800, 5.81,  1, 0.00137279, 2601.59, 448, 1.38, 0.12, 0.01, 6.29
17, 0.00010751, 7.78, 13.59, 2, 0.00015170, 5.81,  1, 0.00003101, 116.14, 20, 1.41, 0.29, 0.43, 8.55
18, 0.00002796, 153.85, 159.66, 16, 0.02292097, 5.81,  1, 0.00275104, 3344.90, 576, 819.84, 98.40, 0.04, 20.95
Top 10
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k
0, 0.00033963, 30.86, 88.93, 6, 0.00062155, 58.07, 10, 0.00026129, 743.31, 128, 1.83, 0.77, 0.65, 8.36
1, 0.00745010, 173.91, 231.98, 26, 0.00787489, 58.07, 10, 0.00286640, 9663.03, 1664, 1.06, 0.38, 0.25, 41.65
2, 0.00009529, 22.93, 81.00, 13, 0.00009529, 58.07, 10, 0.00009058, 371.66, 64, 1.00, 0.95, 0.72, 4.59
3, 0.00002717, 0.94, 59.01, 1, 0.00002717, 58.07, 10, 0.00002511, 116.14, 20, 1.00, 0.92, 0.98, 1.97
4, 0.02132010, 174.48, 232.55, 24, 0.02201553, 58.07, 10, 0.00228458, 2601.59, 448, 1.03, 0.11, 0.25, 11.19
5, 0.00003310, 1.53, 59.60, 2, 0.00003310, 58.07, 10, 0.00002610, 116.14, 20, 1.00, 0.79, 0.97, 1.95
6, 0.00093279, 161.75, 219.83, 29, 0.00834068, 58.07, 10, 0.00176643, 3716.55, 640, 8.94, 1.89, 0.26, 16.91
7, 0.00053856, 76.65, 134.72, 14, 0.00053856, 58.07, 10, 0.00043683, 743.31, 128, 1.00, 0.81, 0.43, 5.52
8, 0.00002955, 1.68, 59.75, 2, 0.00002955, 58.07, 10, 0.00002610, 116.14, 20, 1.00, 0.88, 0.97, 1.94
9, 0.00991905, 252.43, 310.50, 26, 0.01223220, 58.07, 10, 0.00151550, 2229.93, 384, 1.23, 0.15, 0.19, 7.18
10, 0.00263783, 169.37, 227.44, 23, 0.00263783, 58.07, 10, 0.00093894, 1114.97, 192, 1.00, 0.36, 0.26, 4.90
11, 0.02728107, 168.44, 226.51, 27, 0.06758730, 58.07, 10, 0.00708120, 23042.61, 3968, 2.48, 0.26, 0.26, 101.73
12, 0.00005567, 13.66, 71.73, 14, 0.00005567, 58.07, 10, 0.00005480, 371.66, 64, 1.00, 0.98, 0.81, 5.18
13, 0.00002108, 2.08, 60.15, 2, 0.00002108, 58.07, 10, 0.00002108, 116.14, 20, 1.00, 1.00, 0.97, 1.93
14, 0.00001184, 2.14, 60.21, 2, 0.00001184, 58.07, 10, 0.00000855, 371.66, 64, 1.00, 0.72, 0.96, 6.17
15, 0.00641796, 63.61, 121.68, 20, 0.01036466, 58.07, 10, 0.00149156, 6689.79, 1152, 1.61, 0.23, 0.48, 54.98
16, 0.01567800, 179.52, 237.59, 18, 0.01567800, 58.07, 10, 0.00137279, 2601.59, 448, 1.00, 0.09, 0.24, 10.95
17, 0.00003544, 1.80, 59.87, 2, 0.00003544, 58.07, 10, 0.00003101, 116.14, 20, 1.00, 0.87, 0.97, 1.94
18, 0.01356033, 40.72, 98.79, 14, 0.01859000, 58.07, 10, 0.00275104, 3344.90, 576, 1.37, 0.20, 0.59, 33.86
Top 25
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k
0, 0.00033426, 66.02, 211.20, 10, 0.00062155, 145.18, 25, 0.00026129, 743.31, 128, 1.86, 0.78, 0.69, 3.52
1, 0.00766218, 263.90, 409.08, 43, 0.00787489, 145.18, 25, 0.00286640, 9663.03, 1664, 1.03, 0.37, 0.35, 23.62
2, 0.00009058, 53.35, 198.53, 19, 0.00009058, 145.18, 25, 0.00009058, 371.66, 64, 1.00, 1.00, 0.73, 1.87
3, 0.00002511, 1.62, 117.77, 2, 0.00002511, 116.14, 20, 0.00002511, 116.14, 20, 1.00, 1.00, 0.99, 0.99
4, 0.00884161, 328.78, 473.96, 42, 0.01687420, 145.18, 25, 0.00228458, 2601.59, 448, 1.91, 0.26, 0.31, 5.49
5, 0.00002610, 1.39, 117.53, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
6, 0.00869755, 213.42, 358.60, 23, 0.00834068, 145.18, 25, 0.00176643, 3716.55, 640, 0.96, 0.20, 0.40, 10.36
7, 0.00043769, 45.69, 190.86, 17, 0.00043769, 145.18, 25, 0.00043683, 743.31, 128, 1.00, 1.00, 0.76, 3.89
8, 0.00002610, 1.80, 117.95, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.98, 0.98
9, 0.00335802, 163.85, 309.03, 18, 0.00335802, 145.18, 25, 0.00151550, 2229.93, 384, 1.00, 0.45, 0.47, 7.22
10, 0.00218440, 210.92, 356.10, 25, 0.00263783, 145.18, 25, 0.00093894, 1114.97, 192, 1.21, 0.43, 0.41, 3.13
11, 0.02125820, 120.85, 266.03, 20, 0.02123293, 145.18, 25, 0.00708120, 23042.61, 3968, 1.00, 0.33, 0.55, 86.62
12, 0.00005567, 23.33, 168.51, 23, 0.00005567, 145.18, 25, 0.00005480, 371.66, 64, 1.00, 0.98, 0.86, 2.21
13, 0.00002045, 2.06, 118.21, 2, 0.00002108, 116.14, 20, 0.00002108, 116.14, 20, 1.03, 1.03, 0.98, 0.98
14, 0.00000846, 1.54, 146.72, 2, 0.00000856, 145.18, 25, 0.00000855, 371.66, 64, 1.01, 1.01, 0.99, 2.53
15, 0.00483727, 392.87, 538.05, 49, 0.00877819, 145.18, 25, 0.00149156, 6689.79, 1152, 1.81, 0.31, 0.27, 12.43
16, 0.00883368, 119.10, 264.28, 26, 0.00959601, 145.18, 25, 0.00137279, 2601.59, 448, 1.09, 0.16, 0.55, 9.84
17, 0.00003101, 2.11, 118.25, 2, 0.00003101, 116.14, 20, 0.00003101, 116.14, 20, 1.00, 1.00, 0.98, 0.98
18, 0.01466023, 57.39, 202.57, 16, 0.01859000, 145.18, 25, 0.00275104, 3344.90, 576, 1.27, 0.19, 0.72, 16.51
Top 50
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k
0, 0.00033965, 31.45, 321.81, 6, 0.00062155, 290.36, 50, 0.00026129, 743.31, 128, 1.83, 0.77, 0.90, 2.31
1, 0.00700494, 165.62, 455.98, 35, 0.00714196, 290.36, 50, 0.00286640, 9663.03, 1664, 1.02, 0.41, 0.64, 21.19
2, 0.00009058, 22.09, 312.44, 11, 0.00009058, 290.36, 50, 0.00009058, 371.66, 64, 1.00, 1.00, 0.93, 1.19
3, 0.00002511, 1.54, 117.68, 2, 0.00002511, 116.14, 20, 0.00002511, 116.14, 20, 1.00, 1.00, 0.99, 0.99
4, 0.00231797, 201.43, 491.79, 33, 0.00338211, 290.36, 50, 0.00228458, 2601.59, 448, 1.46, 0.99, 0.59, 5.29
5, 0.00002610, 1.51, 117.65, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
6, 0.00833952, 214.33, 504.68, 29, 0.00834068, 290.36, 50, 0.00176643, 3716.55, 640, 1.00, 0.21, 0.58, 7.36
7, 0.00043769, 25.81, 316.16, 11, 0.00043769, 290.36, 50, 0.00043683, 743.31, 128, 1.00, 1.00, 0.92, 2.35
8, 0.00002610, 1.78, 117.92, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.98, 0.98
9, 0.00334063, 134.93, 425.29, 22, 0.00335802, 290.36, 50, 0.00151550, 2229.93, 384, 1.01, 0.45, 0.68, 5.24
10, 0.00166887, 64.45, 354.80, 11, 0.00166887, 290.36, 50, 0.00093894, 1114.97, 192, 1.00, 0.56, 0.82, 3.14
11, 0.02123293, 79.30, 369.66, 11, 0.02123293, 290.36, 50, 0.00708120, 23042.61, 3968, 1.00, 0.33, 0.79, 62.34
12, 0.00005480, 10.94, 301.30, 11, 0.00005480, 290.36, 50, 0.00005480, 371.66, 64, 1.00, 1.00, 0.96, 1.23
13, 0.00002108, 2.06, 118.20, 2, 0.00002108, 116.14, 20, 0.00002108, 116.14, 20, 1.00, 1.00, 0.98, 0.98
14, 0.00000851, 1.72, 292.08, 2, 0.00000855, 290.36, 50, 0.00000855, 371.66, 64, 1.00, 1.00, 0.99, 1.27
15, 0.00764054, 228.40, 518.76, 28, 0.00877819, 290.36, 50, 0.00149156, 6689.79, 1152, 1.15, 0.20, 0.56, 12.90
16, 0.00629784, 244.41, 534.76, 20, 0.00654399, 290.36, 50, 0.00137279, 2601.59, 448, 1.04, 0.22, 0.54, 4.86
17, 0.00003101, 1.88, 118.02, 2, 0.00003101, 116.14, 20, 0.00003101, 116.14, 20, 1.00, 1.00, 0.98, 0.98
18, 0.01470677, 240.78, 531.14, 21, 0.01846743, 290.36, 50, 0.00275104, 3344.90, 576, 1.26, 0.19, 0.55, 6.30
Top 100
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-100 (s), tuning time Ansor-100, task Ansor-100, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-100, speedup 10k, speed tuning time top-100, speed tuning time 10k
0, 0.00025463, 18.76, 599.47, 5, 0.00026189, 580.71, 100, 0.00026129, 743.31, 128, 1.03, 1.03, 0.97, 1.24
1, 0.00701830, 161.25, 741.96, 18, 0.00714196, 580.71, 100, 0.00286640, 9663.03, 1664, 1.02, 0.41, 0.78, 13.02
2, 0.00009058, 20.99, 392.64, 11, 0.00009058, 371.66, 64, 0.00009058, 371.66, 64, 1.00, 1.00, 0.95, 0.95
3, 0.00002511, 1.68, 117.82, 2, 0.00002511, 116.14, 20, 0.00002511, 116.14, 20, 1.00, 1.00, 0.99, 0.99
4, 0.00276020, 127.55, 708.26, 22, 0.00277853, 580.71, 100, 0.00228458, 2601.59, 448, 1.01, 0.83, 0.82, 3.67
5, 0.00002610, 1.51, 117.65, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
6, 0.00486603, 59.03, 639.74, 11, 0.00486603, 580.71, 100, 0.00176643, 3716.55, 640, 1.00, 0.36, 0.91, 5.81
7, 0.00043683, 29.98, 610.70, 13, 0.00043683, 580.71, 100, 0.00043683, 743.31, 128, 1.00, 1.00, 0.95, 1.22
8, 0.00002610, 21.69, 137.83, 3, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.84, 0.84
9, 0.00236319, 141.80, 722.51, 24, 0.00330275, 580.71, 100, 0.00151550, 2229.93, 384, 1.40, 0.64, 0.80, 3.09
10, 0.00386931, 159.66, 740.37, 26, 0.00093894, 580.71, 100, 0.00093894, 1114.97, 192, 0.24, 0.24, 0.78, 1.51
11, 0.00002684, 54.04, 634.75, 8, 0.02123293, 580.71, 100, 0.00708120, 23042.61, 3968, 791.14, 263.84, 0.91, 36.30
12, 0.00005480, 10.96, 382.62, 11, 0.00005480, 371.66, 64, 0.00005480, 371.66, 64, 1.00, 1.00, 0.97, 0.97
13, 0.00002108, 2.07, 118.21, 2, 0.00002108, 116.14, 20, 0.00002108, 116.14, 20, 1.00, 1.00, 0.98, 0.98
14, 0.00000838, 1.73, 373.38, 2, 0.00000855, 371.66, 64, 0.00000855, 371.66, 64, 1.02, 1.02, 1.00, 1.00
15, 0.00763427, 428.23, 1008.94, 46, 0.00877819, 580.71, 100, 0.00149156, 6689.79, 1152, 1.15, 0.20, 0.58, 6.63
16, 0.00445463, 109.33, 690.04, 21, 0.00499956, 580.71, 100, 0.00137279, 2601.59, 448, 1.12, 0.31, 0.84, 3.77
17, 0.00003101, 1.90, 118.04, 2, 0.00003101, 116.14, 20, 0.00003101, 116.14, 20, 1.00, 1.00, 0.98, 0.98
18, 0.00795786, 221.61, 802.33, 16, 0.00831621, 580.71, 100, 0.00275104, 3344.90, 576, 1.05, 0.35, 0.72, 4.17
Top 200
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-200 (s), tuning time Ansor-200, task Ansor-200, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-200, speedup 10k, speed tuning time top-200, speed tuning time 10k
0, 0.00026129, 26.25, 769.56, 7, 0.00026129, 743.31, 128, 0.00026129, 743.31, 128, 1.00, 1.00, 0.97, 0.97
1, 0.00693283, 151.29, 1312.71, 22, 0.00703637, 1161.42, 200, 0.00286640, 9663.03, 1664, 1.01, 0.41, 0.88, 7.36
2, 0.00009058, 21.72, 393.38, 11, 0.00009058, 371.66, 64, 0.00009058, 371.66, 64, 1.00, 1.00, 0.94, 0.94
3, 0.00002511, 1.67, 117.81, 2, 0.00002511, 116.14, 20, 0.00002511, 116.14, 20, 1.00, 1.00, 0.99, 0.99
4, 0.00224796, 118.58, 1280.00, 22, 0.00245349, 1161.42, 200, 0.00228458, 2601.59, 448, 1.09, 1.02, 0.91, 2.03
5, 0.00002610, 1.39, 117.53, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
6, 0.00379639, 57.67, 1219.09, 11, 0.00379639, 1161.42, 200, 0.00176643, 3716.55, 640, 1.00, 0.47, 0.95, 3.05
7, 0.00006683, 41.86, 785.17, 24, 0.00043683, 743.31, 128, 0.00043683, 743.31, 128, 6.54, 6.54, 0.95, 0.95
8, 0.00002610, 1.74, 117.88, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
9, 0.00259752, 103.61, 1265.03, 11, 0.00259752, 1161.42, 200, 0.00151550, 2229.93, 384, 1.00, 0.58, 0.92, 1.76
10, 0.00093894, 87.84, 1202.81, 15, 0.00093894, 1114.97, 192, 0.00093894, 1114.97, 192, 1.00, 1.00, 0.93, 0.93
11, 0.01247877, 72.83, 1234.25, 20, 0.01412417, 1161.42, 200, 0.00708120, 23042.61, 3968, 1.13, 0.57, 0.94, 18.67
12, 0.00005480, 10.87, 382.53, 11, 0.00005480, 371.66, 64, 0.00005480, 371.66, 64, 1.00, 1.00, 0.97, 0.97
13, 0.00002044, 2.07, 118.21, 2, 0.00002108, 116.14, 20, 0.00002108, 116.14, 20, 1.03, 1.03, 0.98, 0.98
14, 0.00000845, 1.74, 373.39, 2, 0.00000855, 371.66, 64, 0.00000855, 371.66, 64, 1.01, 1.01, 1.00, 1.00
15, 0.00265028, 92.31, 1253.73, 11, 0.00265028, 1161.42, 200, 0.00149156, 6689.79, 1152, 1.00, 0.56, 0.93, 5.34
16, 0.00276535, 159.60, 1321.02, 28, 0.00285102, 1161.42, 200, 0.00137279, 2601.59, 448, 1.03, 0.50, 0.88, 1.97
17, 0.00003101, 12.54, 128.68, 2, 0.00003101, 116.14, 20, 0.00003101, 116.14, 20, 1.00, 1.00, 0.90, 0.90
18, 0.00368598, 123.95, 1285.37, 25, 0.00438878, 1161.42, 200, 0.00275104, 3344.90, 576, 1.19, 0.75, 0.90, 2.60
Top 300
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-300 (s), tuning time Ansor-300, task Ansor-300, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-300, speedup 10k, speed tuning time top-300, speed tuning time 10k
0, 0.00025822, 48.22, 791.53, 11, 0.00026129, 743.31, 128, 0.00026129, 743.31, 128, 1.01, 1.01, 0.94, 0.94
1, 0.00407378, 276.00, 2018.13, 35, 0.00408966, 1742.13, 300, 0.00286640, 9663.03, 1664, 1.00, 0.70, 0.86, 4.79
2, 0.00009639, 41.14, 412.80, 20, 0.00009058, 371.66, 64, 0.00009058, 371.66, 64, 0.94, 0.94, 0.90, 0.90
3, 0.00002756, 1.86, 118.00, 2, 0.00002511, 116.14, 20, 0.00002511, 116.14, 20, 0.91, 0.91, 0.98, 0.98
4, 0.00213857, 214.16, 1956.29, 32, 0.00232780, 1742.13, 300, 0.00228458, 2601.59, 448, 1.09, 1.07, 0.89, 1.33
5, 0.00002610, 1.37, 117.52, 3, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
6, 0.00038156, 134.33, 1876.46, 21, 0.00352986, 1742.13, 300, 0.00176643, 3716.55, 640, 9.25, 4.63, 0.93, 1.98
7, 0.00006635, 44.00, 787.31, 27, 0.00043683, 743.31, 128, 0.00043683, 743.31, 128, 6.58, 6.58, 0.94, 0.94
8, 0.00002610, 1.84, 117.98, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.98, 0.98
9, 0.00230132, 110.48, 1852.62, 18, 0.00237114, 1742.13, 300, 0.00151550, 2229.93, 384, 1.03, 0.66, 0.94, 1.20
10, 0.00093894, 88.65, 1203.62, 15, 0.00093894, 1114.97, 192, 0.00093894, 1114.97, 192, 1.00, 1.00, 0.93, 0.93
11, 0.00881101, 56.80, 1798.93, 11, 0.00881101, 1742.13, 300, 0.00708120, 23042.61, 3968, 1.00, 0.80, 0.97, 12.81
12, 0.00005480, 11.03, 382.68, 11, 0.00005480, 371.66, 64, 0.00005480, 371.66, 64, 1.00, 1.00, 0.97, 0.97
13, 0.00002108, 2.07, 118.21, 2, 0.00002108, 116.14, 20, 0.00002108, 116.14, 20, 1.00, 1.00, 0.98, 0.98
14, 0.00000852, 1.73, 373.39, 2, 0.00000855, 371.66, 64, 0.00000855, 371.66, 64, 1.00, 1.00, 1.00, 1.00
15, 0.00156510, 157.45, 1899.58, 20, 0.00211823, 1742.13, 300, 0.00149156, 6689.79, 1152, 1.35, 0.95, 0.92, 3.52
16, 0.00137255, 104.62, 1846.75, 22, 0.00230800, 1742.13, 300, 0.00137279, 2601.59, 448, 1.68, 1.00, 0.94, 1.41
17, 0.00003101, 1.88, 118.02, 2, 0.00003101, 116.14, 20, 0.00003101, 116.14, 20, 1.00, 1.00, 0.98, 0.98
18, 0.00337633, 70.24, 1812.38, 11, 0.00337633, 1742.13, 300, 0.00275104, 3344.90, 576, 1.00, 0.81, 0.96, 1.85
Top 1000
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1000 (s), tuning time Ansor-1000, task Ansor-1000, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1000, speedup 10k, speed tuning time top-1000, speed tuning time 10k
0, 0.00025759, 25.98, 769.29, 7, 0.00026129, 743.31, 128, 0.00026129, 743.31, 128, 1.01, 1.01, 0.97, 0.97
1, 0.00287125, 115.68, 5922.79, 11, 0.00287125, 5807.11, 1000, 0.00286640, 9663.03, 1664, 1.00, 1.00, 0.98, 1.63
2, 0.00009058, 21.70, 393.36, 11, 0.00009058, 371.66, 64, 0.00009058, 371.66, 64, 1.00, 1.00, 0.94, 0.94
3, 0.00002511, 1.66, 117.80, 2, 0.00002511, 116.14, 20, 0.00002511, 116.14, 20, 1.00, 1.00, 0.99, 0.99
4, 0.00226086, 85.01, 2686.60, 22, 0.00228458, 2601.59, 448, 0.00228458, 2601.59, 448, 1.01, 1.01, 0.97, 0.97
5, 0.00002610, 1.36, 117.51, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
6, 0.00176643, 78.12, 3794.68, 11, 0.00176643, 3716.55, 640, 0.00176643, 3716.55, 640, 1.00, 1.00, 0.98, 0.98
7, 0.00043683, 30.54, 773.85, 13, 0.00043683, 743.31, 128, 0.00043683, 743.31, 128, 1.00, 1.00, 0.96, 0.96
8, 0.00002610, 1.66, 117.81, 2, 0.00002610, 116.14, 20, 0.00002610, 116.14, 20, 1.00, 1.00, 0.99, 0.99
9, 0.00151550, 36.46, 2266.39, 9, 0.00151550, 2229.93, 384, 0.00151550, 2229.93, 384, 1.00, 1.00, 0.98, 0.98
10, 0.00093894, 88.78, 1203.74, 15, 0.00093894, 1114.97, 192, 0.00093894, 1114.97, 192, 1.00, 1.00, 0.93, 0.93
11, 0.00711945, 49.37, 5856.48, 11, 0.00711945, 5807.11, 1000, 0.00708120, 23042.61, 3968, 1.00, 0.99, 0.99, 3.93
12, 0.00005480, 11.03, 382.69, 11, 0.00005480, 371.66, 64, 0.00005480, 371.66, 64, 1.00, 1.00, 0.97, 0.97
13, 0.00002108, 2.07, 118.21, 2, 0.00002108, 116.14, 20, 0.00002108, 116.14, 20, 1.00, 1.00, 0.98, 0.98
14, 0.00000837, 1.73, 373.38, 2, 0.00000855, 371.66, 64, 0.00000855, 371.66, 64, 1.02, 1.02, 1.00, 1.00
15, 0.00149628, 55.41, 5862.52, 11, 0.00149628, 5807.11, 1000, 0.00149156, 6689.79, 1152, 1.00, 1.00, 0.99, 1.14
16, 0.00136206, 107.13, 2708.72, 22, 0.00137279, 2601.59, 448, 0.00137279, 2601.59, 448, 1.01, 1.01, 0.96, 0.96
17, 0.00003101, 1.89, 118.03, 2, 0.00003101, 116.14, 20, 0.00003101, 116.14, 20, 1.00, 1.00, 0.98, 0.98
18, 0.00268712, 124.42, 3469.31, 22, 0.00275104, 3344.90, 576, 0.00275104, 3344.90, 576, 1.02, 1.02, 0.96, 0.96
Wed Dec 27 19:10:19 EST 2023

Completed

