Thu Jan  4 20:25:51 EST 2024
fj009
python /lustre/home/gverma/.conda/envs/tvm/bin/python
TVM_HOME /lustre/projects/ML-group/gverma/tvm
PYTHONPATH /lustre/projects/ML-group/gverma/tvm/python
Currently Loaded Modulefiles:
 1) slurm/slurm/19.05.7  

Top 1
Layer, Time Droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k
0, 0.00053303, 140.26, 144.13, 22, 0.00202351, 3.87,  1, 0.00015633, 495.26, 128, 3.80, 0.29, 0.03, 3.44
1, 0.00009499, 19.83, 23.70, 12, 0.00010793, 3.87,  1, 0.00006255, 247.63, 64, 1.14, 0.66, 0.16, 10.45
2, 0.00018308, 131.49, 135.36, 32, 0.00044704, 3.87,  1, 0.00019338, 495.26, 128, 2.44, 1.06, 0.03, 3.66
3, 0.00496255, 36.54, 40.41, 9, 0.01062145, 3.87,  1, 0.00052471, 1238.16, 320, 2.14, 0.11, 0.10, 30.64
4, 0.00002212, 1.51, 5.37, 2, 0.00002212, 3.87,  1, 0.00001855, 247.63, 64, 1.00, 0.84, 0.72, 46.08
5, 0.00018497, 25.05, 28.92, 11, 0.00018497, 3.87,  1, 0.00007795, 495.26, 128, 1.00, 0.42, 0.13, 17.12
6, 0.00009508, 70.41, 74.28, 35, 0.00030878, 3.87,  1, 0.00008013, 247.63, 64, 3.25, 0.84, 0.05, 3.33
7, 0.00090676, 71.01, 74.88, 33, 0.00345736, 3.87,  1, 0.00034490, 742.89, 192, 3.81, 0.38, 0.05, 9.92
8, 0.00027237, 100.08, 103.94, 26, 0.00076418, 3.87,  1, 0.00004926, 1981.05, 512, 2.81, 0.18, 0.04, 19.06
9, 0.00028467, 27.75, 31.62, 12, 0.00230280, 3.87,  1, 0.00011081, 247.63, 64, 8.09, 0.39, 0.12, 7.83
10, 0.00038701, 14.32, 18.19, 12, 0.00042620, 3.87,  1, 0.00006130, 247.63, 64, 1.10, 0.16, 0.21, 13.61
11, 0.00051614, 310.59, 314.46, 49, 0.00096733, 3.87,  1, 0.00003707, 247.63, 64, 1.87, 0.07, 0.01, 0.79
