BENCH: densenet161
layer, droplet-300 exec, droplet-300 tuning, droplet-300 trials, grid-300 exec, grid-300 tuning, grid-300 trials, exec speedup, tuning speedup
72, 0.00019365, 45.88, 43, 0.00034309, 99.73, 100, 0.56, 0.46
73, 0.00036061, 17.30, 18, 0.00068556, 107.29, 100, 0.53, 0.16
74, 0.00030222, 48.37, 45, 0.00048170, 102.37, 100, 0.63, 0.47
75, 0.00055445, 76.17, 43, 0.00183530, 102.88, 100, 0.30, 0.74
76, 0.00058931, 61.73, 43, 0.00156892, 102.50, 100, 0.38, 0.60
77, 0.00230441, 55.10, 43, 0.00888341, 122.04, 100, 0.26, 0.45
78, 0.00082980, 50.12, 43, 0.00279243, 107.26, 100, 0.30, 0.47
79, 0.00020676, 58.23, 48, 0.00058747, 100.60, 100, 0.35, 0.58
80, 0.00124904, 55.11, 43, 0.00293664, 108.22, 100, 0.43, 0.51
81, 0.00003908, 9.35, 10, 0.00006688, 66.57, 64, 0.58, 0.14
82, 0.00073347, 44.59, 43, 0.00163664, 103.16, 100, 0.45, 0.43
83, 0.00080806, 50.26, 43, 0.00251732, 103.60, 100, 0.32, 0.49
84, 0.00116466, 63.38, 38, 0.00451783, 108.15, 100, 0.26, 0.59
85, 0.00088815, 54.21, 38, 0.00247189, 107.40, 100, 0.36, 0.50
86, 0.00040960, 64.74, 38, 0.00130665, 101.38, 100, 0.31, 0.64
87, 0.00062488, 52.06, 35, 0.00238474, 103.56, 100, 0.26, 0.50
88, 0.00020761, 60.47, 55, 0.00053466, 100.29, 100, 0.39, 0.60
89, 0.00073808, 48.95, 38, 0.00206025, 106.64, 100, 0.36, 0.46
90, 0.00037054, 49.57, 38, 0.00134963, 101.82, 100, 0.27, 0.49
91, 0.00041845, 59.93, 56, 0.00127344, 101.52, 100, 0.33, 0.59
92, 0.00072518, 62.83, 43, 0.00235308, 103.42, 100, 0.31, 0.61
