BENCH: inception_v3
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
55, 0.00001572, 0.00000004, 13.24, 196.41, 13, 0.00001572, 0.00000004, 183.17, 25, 0.00000738, 0.00000000, 937.84, 128, 1.00, 0.47, 0.93, 4.77, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), std Ansor-50, tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k, p-value
0, 0.00000857, 0.00000001, 19.43, 385.77, 11, 0.00000857, 0.00000001, 366.35, 50, 0.00000721, 0.00000000, 937.84, 128, 1.00, 0.84, 0.95, 2.43, 0.00000000
1, 0.00002538, 0.00000000, 18.51, 384.85, 15, 0.00002538, 0.00000000, 366.35, 50, 0.00002380, 0.00000000, 937.84, 128, 1.00, 0.94, 0.95, 2.44, 0.00000000
2, 0.00004222, 0.00000000, 20.65, 387.00, 12, 0.00004222, 0.00000000, 366.35, 50, 0.00001589, 0.00000001, 2344.61, 320, 1.00, 0.38, 0.95, 6.06, 0.00000000
3, 0.00000754, 0.00000001, 11.47, 377.82, 13, 0.00000754, 0.00000001, 366.35, 50, 0.00000754, 0.00000001, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
4, 0.00003275, 0.00000000, 14.65, 381.00, 16, 0.00003275, 0.00000000, 366.35, 50, 0.00002165, 0.00000005, 937.84, 128, 1.00, 0.66, 0.96, 2.46, 0.00000000
5, 0.00002326, 0.00000001, 16.41, 382.76, 15, 0.00002326, 0.00000001, 366.35, 50, 0.00001404, 0.00000003, 5627.06, 768, 1.00, 0.60, 0.96, 14.70, 0.00000000
6, 0.00003437, 0.00000008, 18.00, 384.35, 15, 0.00003437, 0.00000008, 366.35, 50, 0.00003207, 0.00000018, 1406.76, 192, 1.00, 0.93, 0.95, 3.66, 0.00008348
7, 0.00002032, 0.00000003, 12.83, 379.18, 11, 0.00002032, 0.00000003, 366.35, 50, 0.00001241, 0.00000000, 2344.61, 320, 1.00, 0.61, 0.97, 6.18, 0.00000000
8, 0.00000216, 0.00000000, 9.85, 376.20, 11, 0.00000216, 0.00000000, 366.35, 50, 0.00000216, 0.00000000, 468.92, 64, 1.00, 1.00, 0.97, 1.25, 1.00000000
9, 0.00003344, 0.00000000, 11.76, 378.11, 11, 0.00003344, 0.00000000, 366.35, 50, 0.00002848, 0.00000000, 1406.76, 192, 1.00, 0.85, 0.97, 3.72, 0.00000000
10, 0.00001883, 0.00000000, 14.73, 381.08, 11, 0.00001883, 0.00000000, 366.35, 50, 0.00001505, 0.00000000, 937.84, 128, 1.00, 0.80, 0.96, 2.46, 0.00000000
11, 0.00001328, 0.00000004, 16.74, 383.08, 11, 0.00001328, 0.00000004, 366.35, 50, 0.00000854, 0.00000001, 1406.76, 192, 1.00, 0.64, 0.96, 3.67, 0.00000001
12, 0.00002552, 0.00000000, 10.25, 376.59, 8, 0.00002552, 0.00000000, 366.35, 50, 0.00001088, 0.00000000, 2344.61, 320, 1.00, 0.43, 0.97, 6.23, 0.00000000
13, 0.00002161, 0.00000000, 16.80, 383.14, 7, 0.00002161, 0.00000000, 366.35, 50, 0.00001748, 0.00000000, 937.84, 128, 1.00, 0.81, 0.96, 2.45, 0.00000000
14, 0.00000415, 0.00000000, 11.16, 377.51, 13, 0.00000415, 0.00000000, 366.35, 50, 0.00000414, 0.00000000, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 0.05712574
15, 0.00002620, 0.00000000, 22.00, 388.35, 13, 0.00002620, 0.00000000, 366.35, 50, 0.00001677, 0.00000002, 2813.53, 384, 1.00, 0.64, 0.94, 7.24, 0.00000000
16, 0.00000418, 0.00000001, 10.48, 376.83, 13, 0.00000418, 0.00000001, 366.35, 50, 0.00000418, 0.00000001, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
17, 0.00006273, 0.00000036, 12.28, 378.63, 11, 0.00006273, 0.00000036, 366.35, 50, 0.00005905, 0.00000015, 2344.61, 320, 1.00, 0.94, 0.97, 6.19, 0.00018476
18, 0.00003267, 0.00000000, 14.89, 381.24, 12, 0.00003267, 0.00000000, 366.35, 50, 0.00001934, 0.00000003, 2813.53, 384, 1.00, 0.59, 0.96, 7.38, 0.00000000
19, 0.00002781, 0.00000000, 13.40, 379.75, 15, 0.00002781, 0.00000000, 366.35, 50, 0.00001665, 0.00000000, 937.84, 128, 1.00, 0.60, 0.96, 2.47, 0.00000000
20, 0.00002882, 0.00000004, 17.10, 383.44, 15, 0.00002882, 0.00000004, 366.35, 50, 0.00001351, 0.00000000, 1406.76, 192, 1.00, 0.47, 0.96, 3.67, 0.00000000
21, 0.00000605, 0.00000000, 10.86, 377.20, 12, 0.00000605, 0.00000000, 366.35, 50, 0.00000605, 0.00000000, 468.92, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
22, 0.00002915, 0.00000000, 16.23, 382.58, 11, 0.00002915, 0.00000000, 366.35, 50, 0.00001394, 0.00000001, 937.84, 128, 1.00, 0.48, 0.96, 2.45, 0.00000000
