BENCH: vgg11
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), std Ansor-50, tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k, p-value
0, 0.00062373, 0.00000016, 22.81, 332.84, 25, 0.00066369, 0.00000189, 310.03, 50, 0.00030180, 0.00000126, 9524.22, 1536, 1.06, 0.48, 0.93, 28.61, 0.00000000
1, 0.00017412, 0.00000046, 16.29, 326.33, 11, 0.00017412, 0.00000046, 310.03, 50, 0.00012460, 0.00000024, 3968.43, 640, 1.00, 0.72, 0.95, 12.16, 0.00000002
2, 0.00005313, 0.00000016, 18.69, 328.72, 17, 0.00006054, 0.00000000, 310.03, 50, 0.00004817, 0.00000007, 1984.21, 320, 1.14, 0.91, 0.94, 6.04, 0.00000236
3, 0.00000352, 0.00000000, 10.47, 320.50, 11, 0.00000352, 0.00000000, 310.03, 50, 0.00000352, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 1.16, 1.00000000
4, 0.00019914, 0.00000099, 17.55, 327.58, 15, 0.00019914, 0.00000099, 310.03, 50, 0.00013313, 0.00000021, 4365.27, 704, 1.00, 0.67, 0.95, 13.33, 0.00000008
5, 0.00014404, 0.00000084, 33.85, 343.88, 33, 0.00017873, 0.00000006, 310.03, 50, 0.00008800, 0.00000012, 2777.90, 448, 1.24, 0.61, 0.90, 8.08, 0.00000008
6, 0.00000341, 0.00000000, 12.81, 322.84, 13, 0.00000341, 0.00000000, 310.03, 50, 0.00000302, 0.00000000, 396.84, 64, 1.00, 0.89, 0.96, 1.23, 0.00000000
7, 0.00005359, 0.00000026, 16.40, 326.43, 11, 0.00005359, 0.00000026, 310.03, 50, 0.00003130, 0.00000009, 1190.53, 192, 1.00, 0.58, 0.95, 3.65, 0.00000003
8, 0.00079754, 0.00000090, 72.25, 382.28, 11, 0.00079754, 0.00000090, 310.03, 50, 0.00048741, 0.00000121, 15476.86, 2496, 1.00, 0.61, 0.81, 40.49, 0.00000000
9, 0.00001119, 0.00000000, 10.95, 320.98, 11, 0.00001119, 0.00000000, 310.03, 50, 0.00001119, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 1.16, 1.00000000
10, 0.00037375, 0.00000088, 15.85, 325.88, 11, 0.00037375, 0.00000088, 310.03, 50, 0.00023554, 0.00000023, 7540.01, 1216, 1.00, 0.63, 0.95, 23.14, 0.00000000
11, 0.00000217, 0.00000001, 9.42, 319.46, 11, 0.00000217, 0.00000001, 310.03, 50, 0.00000217, 0.00000001, 372.04, 60, 1.00, 1.00, 0.97, 1.16, 1.00000000
12, 0.00000415, 0.00000000, 10.33, 320.36, 12, 0.00000415, 0.00000000, 310.03, 50, 0.00000415, 0.00000000, 396.84, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
13, 0.00021066, 0.00000053, 9.45, 319.49, 11, 0.00021066, 0.00000053, 310.03, 50, 0.00013043, 0.00000049, 8333.69, 1344, 1.00, 0.62, 0.97, 26.08, 0.00000001
14, 0.00018247, 0.00000040, 19.13, 329.16, 13, 0.00018247, 0.00000040, 310.03, 50, 0.00013855, 0.00000043, 4365.27, 704, 1.00, 0.76, 0.94, 13.26, 0.00000005
15, 0.00000258, 0.00000000, 6.33, 316.36, 2, 0.00000258, 0.00000000, 310.03, 50, 0.00000258, 0.00000000, 372.04, 60, 1.00, 1.00, 0.98, 1.18, 1.00000000
16, 0.00002107, 0.00000001, 11.36, 321.39, 11, 0.00002107, 0.00000001, 310.03, 50, 0.00002107, 0.00000001, 372.04, 60, 1.00, 1.00, 0.96, 1.16, 1.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-100 (s), std Ansor-100, tuning time Ansor-100, task Ansor-100, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-100, speedup 10k, speed tuning time top-100, speed tuning time 10k, p-value
0, 0.00035706, 0.00000125, 15.52, 635.59, 13, 0.00035706, 0.00000125, 620.07, 100, 0.00030180, 0.00000126, 9524.22, 1536, 1.00, 0.85, 0.98, 14.98, 0.00000160
1, 0.00014963, 0.00000037, 18.93, 639.00, 13, 0.00014963, 0.00000037, 620.07, 100, 0.00012460, 0.00000024, 3968.43, 640, 1.00, 0.83, 0.97, 6.21, 0.00000014
2, 0.00004817, 0.00000007, 16.13, 636.19, 11, 0.00004817, 0.00000007, 620.07, 100, 0.00004817, 0.00000007, 1984.21, 320, 1.00, 1.00, 0.97, 3.12, 1.00000000
3, 0.00000352, 0.00000000, 10.49, 382.53, 11, 0.00000352, 0.00000000, 372.04, 60, 0.00000352, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
4, 0.00018705, 0.00000028, 41.53, 661.60, 25, 0.00018875, 0.00000027, 620.07, 100, 0.00013313, 0.00000021, 4365.27, 704, 1.01, 0.71, 0.94, 6.60, 0.00000000
5, 0.00008886, 0.00000032, 36.34, 656.41, 45, 0.00009283, 0.00000026, 620.07, 100, 0.00008800, 0.00000012, 2777.90, 448, 1.04, 0.99, 0.94, 4.23, 0.02452016
6, 0.00000302, 0.00000000, 10.59, 407.43, 11, 0.00000302, 0.00000000, 396.84, 64, 0.00000302, 0.00000000, 396.84, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
7, 0.00003453, 0.00000013, 22.66, 642.72, 15, 0.00003453, 0.00000013, 620.07, 100, 0.00003130, 0.00000009, 1190.53, 192, 1.00, 0.91, 0.96, 1.85, 0.00000898
8, 0.00054920, 0.00000139, 75.54, 695.61, 32, 0.00057137, 0.00000101, 620.07, 100, 0.00048741, 0.00000121, 15476.86, 2496, 1.04, 0.89, 0.89, 22.25, 0.00000119
9, 0.00001119, 0.00000000, 10.91, 382.95, 11, 0.00001119, 0.00000000, 372.04, 60, 0.00001119, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
10, 0.00037224, 0.00000072, 28.12, 648.19, 11, 0.00037224, 0.00000072, 620.07, 100, 0.00023554, 0.00000023, 7540.01, 1216, 1.00, 0.63, 0.96, 11.63, 0.00000000
11, 0.00000217, 0.00000001, 9.41, 381.45, 11, 0.00000217, 0.00000001, 372.04, 60, 0.00000217, 0.00000001, 372.04, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
12, 0.00000415, 0.00000000, 10.16, 407.01, 12, 0.00000415, 0.00000000, 396.84, 64, 0.00000415, 0.00000000, 396.84, 64, 1.00, 1.00, 0.98, 0.98, 1.00000000
13, 0.00019759, 0.00000041, 11.74, 631.81, 14, 0.00019759, 0.00000041, 620.07, 100, 0.00013043, 0.00000049, 8333.69, 1344, 1.00, 0.66, 0.98, 13.19, 0.00000001
14, 0.00018059, 0.00000036, 21.10, 641.17, 13, 0.00018059, 0.00000036, 620.07, 100, 0.00013855, 0.00000043, 4365.27, 704, 1.00, 0.77, 0.97, 6.81, 0.00000005
15, 0.00000258, 0.00000000, 6.31, 378.35, 2, 0.00000258, 0.00000000, 372.04, 60, 0.00000258, 0.00000000, 372.04, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
16, 0.00002107, 0.00000001, 11.36, 383.40, 11, 0.00002107, 0.00000001, 372.04, 60, 0.00002107, 0.00000001, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-200 (s), std Ansor-200, tuning time Ansor-200, task Ansor-200, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-200, speedup 10k, speed tuning time top-200, speed tuning time 10k, p-value
0, 0.00032948, 0.00000070, 20.63, 1260.76, 13, 0.00032948, 0.00000070, 1240.13, 200, 0.00030180, 0.00000126, 9524.22, 1536, 1.00, 0.92, 0.98, 7.55, 0.00001087
1, 0.00012855, 0.00000023, 24.07, 1264.20, 11, 0.00012855, 0.00000023, 1240.13, 200, 0.00012460, 0.00000024, 3968.43, 640, 1.00, 0.97, 0.98, 3.14, 0.00007282
2, 0.00004817, 0.00000007, 16.16, 1256.30, 11, 0.00004817, 0.00000007, 1240.13, 200, 0.00004817, 0.00000007, 1984.21, 320, 1.00, 1.00, 0.99, 1.58, 1.00000000
3, 0.00000352, 0.00000000, 10.46, 382.50, 11, 0.00000352, 0.00000000, 372.04, 60, 0.00000352, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
4, 0.00017661, 0.00000029, 23.03, 1263.17, 13, 0.00017661, 0.00000029, 1240.13, 200, 0.00013313, 0.00000021, 4365.27, 704, 1.00, 0.75, 0.98, 3.46, 0.00000001
5, 0.00008803, 0.00000013, 12.43, 1252.56, 13, 0.00008803, 0.00000013, 1240.13, 200, 0.00008800, 0.00000012, 2777.90, 448, 1.00, 1.00, 0.99, 2.22, 0.86374291
6, 0.00000302, 0.00000000, 10.55, 407.40, 11, 0.00000302, 0.00000000, 396.84, 64, 0.00000302, 0.00000000, 396.84, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
7, 0.00003130, 0.00000009, 22.02, 1212.55, 15, 0.00003130, 0.00000009, 1190.53, 192, 0.00003130, 0.00000009, 1190.53, 192, 1.00, 1.00, 0.98, 0.98, 1.00000000
8, 0.00052755, 0.00000017, 59.70, 1299.84, 28, 0.00053160, 0.00000074, 1240.13, 200, 0.00048741, 0.00000121, 15476.86, 2496, 1.01, 0.92, 0.95, 11.91, 0.00000129
9, 0.00001119, 0.00000000, 10.92, 382.96, 11, 0.00001119, 0.00000000, 372.04, 60, 0.00001119, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
10, 0.00027838, 0.00000056, 26.87, 1267.01, 11, 0.00027838, 0.00000056, 1240.13, 200, 0.00023554, 0.00000023, 7540.01, 1216, 1.00, 0.85, 0.98, 5.95, 0.00000006
11, 0.00000217, 0.00000001, 9.47, 381.51, 11, 0.00000217, 0.00000001, 372.04, 60, 0.00000217, 0.00000001, 372.04, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
12, 0.00000415, 0.00000000, 10.23, 407.07, 12, 0.00000415, 0.00000000, 396.84, 64, 0.00000415, 0.00000000, 396.84, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
13, 0.00018256, 0.00000032, 16.67, 1256.80, 14, 0.00018256, 0.00000032, 1240.13, 200, 0.00013043, 0.00000049, 8333.69, 1344, 1.00, 0.71, 0.99, 6.63, 0.00000002
14, 0.00014877, 0.00000021, 20.25, 1260.39, 13, 0.00014877, 0.00000021, 1240.13, 200, 0.00013855, 0.00000043, 4365.27, 704, 1.00, 0.93, 0.98, 3.46, 0.00000745
15, 0.00000258, 0.00000000, 6.31, 378.35, 2, 0.00000258, 0.00000000, 372.04, 60, 0.00000258, 0.00000000, 372.04, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
16, 0.00002107, 0.00000001, 11.41, 383.45, 11, 0.00002107, 0.00000001, 372.04, 60, 0.00002107, 0.00000001, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-300 (s), std Ansor-300, tuning time Ansor-300, task Ansor-300, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-300, speedup 10k, speed tuning time top-300, speed tuning time 10k, p-value
0, 0.00031325, 0.00000057, 18.18, 1878.38, 13, 0.00031325, 0.00000057, 1860.20, 300, 0.00030180, 0.00000126, 9524.22, 1536, 1.00, 0.96, 0.99, 5.07, 0.00030494
1, 0.00012483, 0.00000032, 27.24, 1887.44, 11, 0.00012483, 0.00000032, 1860.20, 300, 0.00012460, 0.00000024, 3968.43, 640, 1.00, 1.00, 0.99, 2.10, 0.46617241
2, 0.00004817, 0.00000007, 16.14, 1876.34, 11, 0.00004817, 0.00000007, 1860.20, 300, 0.00004817, 0.00000007, 1984.21, 320, 1.00, 1.00, 0.99, 1.06, 1.00000000
3, 0.00000352, 0.00000000, 10.46, 382.50, 11, 0.00000352, 0.00000000, 372.04, 60, 0.00000352, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
4, 0.00013481, 0.00000037, 25.25, 1885.45, 13, 0.00013481, 0.00000037, 1860.20, 300, 0.00013313, 0.00000021, 4365.27, 704, 1.00, 0.99, 0.99, 2.32, 0.00512339
5, 0.00008803, 0.00000013, 12.46, 1872.65, 13, 0.00008803, 0.00000013, 1860.20, 300, 0.00008800, 0.00000012, 2777.90, 448, 1.00, 1.00, 0.99, 1.48, 0.86374291
6, 0.00000302, 0.00000000, 10.54, 407.38, 11, 0.00000302, 0.00000000, 396.84, 64, 0.00000302, 0.00000000, 396.84, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
7, 0.00003130, 0.00000009, 21.92, 1212.45, 15, 0.00003130, 0.00000009, 1190.53, 192, 0.00003130, 0.00000009, 1190.53, 192, 1.00, 1.00, 0.98, 0.98, 1.00000000
8, 0.00052056, 0.00000074, 39.10, 1899.30, 15, 0.00052056, 0.00000074, 1860.20, 300, 0.00048741, 0.00000121, 15476.86, 2496, 1.00, 0.94, 0.98, 8.15, 0.00000499
9, 0.00001119, 0.00000000, 10.93, 382.97, 11, 0.00001119, 0.00000000, 372.04, 60, 0.00001119, 0.00000000, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
10, 0.00026630, 0.00000077, 30.63, 1890.83, 11, 0.00026630, 0.00000077, 1860.20, 300, 0.00023554, 0.00000023, 7540.01, 1216, 1.00, 0.88, 0.98, 3.99, 0.00000071
11, 0.00000217, 0.00000001, 9.45, 381.49, 11, 0.00000217, 0.00000001, 372.04, 60, 0.00000217, 0.00000001, 372.04, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
12, 0.00000415, 0.00000000, 10.32, 407.16, 12, 0.00000415, 0.00000000, 396.84, 64, 0.00000415, 0.00000000, 396.84, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
13, 0.00018256, 0.00000032, 16.70, 1876.90, 14, 0.00018256, 0.00000032, 1860.20, 300, 0.00013043, 0.00000049, 8333.69, 1344, 1.00, 0.71, 0.99, 4.44, 0.00000002
14, 0.00014351, 0.00000027, 27.52, 1887.72, 13, 0.00014351, 0.00000027, 1860.20, 300, 0.00013855, 0.00000043, 4365.27, 704, 1.00, 0.97, 0.99, 2.31, 0.00016465
15, 0.00000258, 0.00000000, 6.34, 378.38, 2, 0.00000258, 0.00000000, 372.04, 60, 0.00000258, 0.00000000, 372.04, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
16, 0.00002107, 0.00000001, 11.38, 383.42, 11, 0.00002107, 0.00000001, 372.04, 60, 0.00002107, 0.00000001, 372.04, 60, 1.00, 1.00, 0.97, 0.97, 1.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1000 (s), std Ansor-1000, tuning time Ansor-1000, task Ansor-1000, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1000, speedup 10k, speed tuning time top-1000, speed tuning time 10k, p-value
0, 0.00030488, 0.00000080, 21.72, 6222.38, 13, 0.00030488, 0.00000080, 6200.66, 1000, 0.00030180, 0.00000126, 9524.22, 1536, 1.00, 0.99, 1.00, 1.53, 0.04328960
1, 0.00012460, 0.00000024, 27.01, 3995.44, 11, 0.00012460, 0.00000024, 3968.43, 640, 0.00012460, 0.00000024, 3968.43, 640, 1.00, 1.00, 0.99, 0.99, 1.00000000
2, 0.00004817, 0.00000007, 16.20, 2000.41, 11, 0.00004817, 0.00000007, 1984.21, 320, 0.00004817, 0.00000007, 1984.21, 320, 1.00, 1.00, 0.99, 0.99, 1.00000000
