BENCH: resnet101
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
2, 0.00000590, 0.00000000, 12.86, 81.41, 15, 0.00000590, 0.00000000, 68.55, 10, 0.00000590, 0.00000000, 438.72, 64, 1.00, 1.00, 0.84, 5.39, 1.00000000
3, 0.00006734, 0.00000017, 36.45, 105.00, 57, 0.00008606, 0.00000000, 68.55, 10, 0.00002822, 0.00000000, 877.43, 128, 1.28, 0.42, 0.65, 8.36, 0.00000000
4, 0.00000416, 0.00000000, 10.82, 79.37, 13, 0.00000416, 0.00000000, 68.55, 10, 0.00000413, 0.00000000, 438.72, 64, 1.00, 0.99, 0.86, 5.53, 0.00142945
5, 0.00008685, 0.00000000, 14.49, 83.04, 11, 0.00008685, 0.00000000, 68.55, 10, 0.00002603, 0.00000005, 877.43, 128, 1.00, 0.30, 0.83, 10.57, 0.00000000
6, 0.00011583, 0.00000064, 26.05, 94.60, 30, 0.00025224, 0.00000001, 68.55, 10, 0.00006913, 0.00000020, 1754.87, 256, 2.18, 0.60, 0.72, 18.55, 0.00000006
7, 0.00004618, 0.00000017, 41.38, 109.93, 39, 0.00005602, 0.00000000, 68.55, 10, 0.00002155, 0.00000004, 1754.87, 256, 1.21, 0.47, 0.62, 15.96, 0.00000000
8, 0.00003479, 0.00000008, 10.74, 79.28, 14, 0.00003479, 0.00000008, 68.55, 10, 0.00002277, 0.00000005, 877.43, 128, 1.00, 0.65, 0.86, 11.07, 0.00000001
9, 0.00015608, 0.00000017, 28.05, 96.60, 27, 0.00026133, 0.00000002, 68.55, 10, 0.00008823, 0.00000017, 2632.30, 384, 1.67, 0.57, 0.71, 27.25, 0.00000000
10, 0.00004198, 0.00000000, 15.60, 84.15, 13, 0.00004198, 0.00000000, 68.55, 10, 0.00001371, 0.00000001, 1316.15, 192, 1.00, 0.33, 0.81, 15.64, 0.00000000
11, 0.00003722, 0.00000006, 17.11, 85.66, 15, 0.00003722, 0.00000006, 68.55, 10, 0.00003531, 0.00000010, 1754.87, 256, 1.00, 0.95, 0.80, 20.49, 0.00002192
12, 0.00003986, 0.00000003, 13.52, 82.07, 11, 0.00003986, 0.00000003, 68.55, 10, 0.00002703, 0.00000005, 877.43, 128, 1.00, 0.68, 0.84, 10.69, 0.00000000
13, 0.00009998, 0.00000003, 18.88, 87.43, 13, 0.00009998, 0.00000003, 68.55, 10, 0.00003638, 0.00000004, 1316.15, 192, 1.00, 0.36, 0.78, 15.05, 0.00000000
14, 0.00006747, 0.00000002, 15.23, 83.78, 13, 0.00006747, 0.00000002, 68.55, 10, 0.00003208, 0.00000005, 2632.30, 384, 1.00, 0.48, 0.82, 31.42, 0.00000000
15, 0.00000469, 0.00000000, 12.74, 81.29, 13, 0.00000469, 0.00000000, 68.55, 10, 0.00000305, 0.00000000, 438.72, 64, 1.00, 0.65, 0.84, 5.40, 0.00000000
16, 0.00001891, 0.00000002, 12.37, 80.92, 12, 0.00001891, 0.00000002, 68.55, 10, 0.00001483, 0.00000003, 877.43, 128, 1.00, 0.78, 0.85, 10.84, 0.00000001
17, 0.00004856, 0.00000001, 26.99, 95.54, 15, 0.00004856, 0.00000001, 68.55, 10, 0.00001569, 0.00000002, 1316.15, 192, 1.00, 0.32, 0.72, 13.78, 0.00000000
18, 0.00010230, 0.00000037, 23.13, 91.68, 11, 0.00010230, 0.00000037, 68.55, 10, 0.00005673, 0.00000010, 2632.30, 384, 1.00, 0.55, 0.75, 28.71, 0.00000001
19, 0.00026738, 0.00000016, 32.44, 100.99, 21, 0.00031465, 0.00000002, 68.55, 10, 0.00004115, 0.00000004, 17987.37, 2624, 1.18, 0.15, 0.68, 178.11, 0.00000000
20, 0.00003890, 0.00000000, 16.85, 85.40, 15, 0.00003890, 0.00000000, 68.55, 10, 0.00003121, 0.00000007, 877.43, 128, 1.00, 0.80, 0.80, 10.27, 0.00000001
21, 0.00003004, 0.00000000, 24.20, 92.75, 17, 0.00003004, 0.00000000, 68.55, 10, 0.00001914, 0.00000005, 1316.15, 192, 1.00, 0.64, 0.74, 14.19, 0.00000000
22, 0.00009105, 0.00000000, 11.80, 80.35, 11, 0.00009105, 0.00000000, 68.55, 10, 0.00002758, 0.00000000, 12284.06, 1792, 1.00, 0.30, 0.85, 152.88, 0.00000000
23, 0.00002242, 0.00000002, 14.33, 82.88, 15, 0.00002242, 0.00000002, 68.55, 10, 0.00001598, 0.00000003, 7458.18, 1088, 1.00, 0.71, 0.83, 89.98, 0.00000000
24, 0.00000366, 0.00000000, 10.88, 79.43, 11, 0.00000366, 0.00000000, 68.55, 10, 0.00000366, 0.00000000, 411.30, 60, 1.00, 1.00, 0.86, 5.18, 1.00000000
25, 0.00005119, 0.00000027, 46.22, 114.77, 36, 0.00010320, 0.00000000, 68.55, 10, 0.00002426, 0.00000007, 2193.58, 320, 2.02, 0.47, 0.60, 19.11, 0.00000002
26, 0.00011107, 0.00000001, 17.10, 85.65, 15, 0.00011107, 0.00000001, 68.55, 10, 0.00004871, 0.00000007, 1316.15, 192, 1.00, 0.44, 0.80, 15.37, 0.00000000
27, 0.00006184, 0.00000001, 13.59, 82.14, 13, 0.00006184, 0.00000001, 68.55, 10, 0.00003674, 0.00000007, 877.43, 128, 1.00, 0.59, 0.83, 10.68, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), std Ansor-25, tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k, p-value
0, 0.00002128, 0.00000016, 30.41, 201.78, 32, 0.00002465, 0.00000000, 171.37, 25, 0.00001965, 0.00000001, 438.72, 64, 1.16, 0.92, 0.85, 2.17, 0.00014172
1, 0.00009050, 0.00000003, 20.80, 192.18, 11, 0.00009050, 0.00000003, 171.37, 25, 0.00004116, 0.00000012, 877.43, 128, 1.00, 0.45, 0.89, 4.57, 0.00000000
2, 0.00000590, 0.00000000, 12.85, 184.23, 15, 0.00000590, 0.00000000, 171.37, 25, 0.00000590, 0.00000000, 438.72, 64, 1.00, 1.00, 0.93, 2.38, 1.00000000
3, 0.00002826, 0.00000000, 15.00, 186.37, 11, 0.00002826, 0.00000000, 171.37, 25, 0.00002822, 0.00000000, 877.43, 128, 1.00, 1.00, 0.92, 4.71, 0.00079825
4, 0.00000413, 0.00000000, 10.99, 182.37, 13, 0.00000413, 0.00000000, 171.37, 25, 0.00000413, 0.00000000, 438.72, 64, 1.00, 1.00, 0.94, 2.41, 1.00000000
5, 0.00005773, 0.00000002, 14.10, 185.47, 13, 0.00005773, 0.00000002, 171.37, 25, 0.00002603, 0.00000005, 877.43, 128, 1.00, 0.45, 0.92, 4.73, 0.00000000
6, 0.00007885, 0.00000001, 26.70, 198.07, 27, 0.00007984, 0.00000011, 171.37, 25, 0.00006913, 0.00000020, 1754.87, 256, 1.01, 0.88, 0.87, 8.86, 0.00000026
7, 0.00005148, 0.00000001, 13.72, 185.10, 12, 0.00005148, 0.00000001, 171.37, 25, 0.00002155, 0.00000004, 1754.87, 256, 1.00, 0.42, 0.93, 9.48, 0.00000000
8, 0.00003479, 0.00000008, 10.73, 182.10, 14, 0.00003479, 0.00000008, 171.37, 25, 0.00002277, 0.00000005, 877.43, 128, 1.00, 0.65, 0.94, 4.82, 0.00000001
9, 0.00014644, 0.00000007, 14.71, 186.08, 14, 0.00014644, 0.00000007, 171.37, 25, 0.00008823, 0.00000017, 2632.30, 384, 1.00, 0.60, 0.92, 14.15, 0.00000000
10, 0.00001923, 0.00000002, 13.77, 185.15, 15, 0.00001923, 0.00000002, 171.37, 25, 0.00001371, 0.00000001, 1316.15, 192, 1.00, 0.71, 0.93, 7.11, 0.00000000
11, 0.00003722, 0.00000006, 17.07, 188.44, 15, 0.00003722, 0.00000006, 171.37, 25, 0.00003531, 0.00000010, 1754.87, 256, 1.00, 0.95, 0.91, 9.31, 0.00002192
12, 0.00002802, 0.00000004, 48.56, 219.94, 11, 0.00002802, 0.00000004, 171.37, 25, 0.00002703, 0.00000005, 877.43, 128, 1.00, 0.96, 0.78, 3.99, 0.00002251
13, 0.00009998, 0.00000003, 18.86, 190.23, 13, 0.00009998, 0.00000003, 171.37, 25, 0.00003638, 0.00000004, 1316.15, 192, 1.00, 0.36, 0.90, 6.92, 0.00000000
14, 0.00006747, 0.00000002, 15.21, 186.58, 13, 0.00006747, 0.00000002, 171.37, 25, 0.00003208, 0.00000005, 2632.30, 384, 1.00, 0.48, 0.92, 14.11, 0.00000000
15, 0.00000305, 0.00000000, 11.19, 182.56, 11, 0.00000305, 0.00000000, 171.37, 25, 0.00000305, 0.00000000, 438.72, 64, 1.00, 1.00, 0.94, 2.40, 1.00000000
16, 0.00001891, 0.00000002, 12.37, 183.74, 12, 0.00001891, 0.00000002, 171.37, 25, 0.00001483, 0.00000003, 877.43, 128, 1.00, 0.78, 0.93, 4.78, 0.00000001
17, 0.00001822, 0.00000002, 18.27, 189.64, 17, 0.00001822, 0.00000002, 171.37, 25, 0.00001569, 0.00000002, 1316.15, 192, 1.00, 0.86, 0.90, 6.94, 0.00000003
18, 0.00010230, 0.00000037, 23.25, 194.62, 11, 0.00010230, 0.00000037, 171.37, 25, 0.00005673, 0.00000010, 2632.30, 384, 1.00, 0.55, 0.88, 13.53, 0.00000001
19, 0.00009164, 0.00000001, 18.56, 189.94, 13, 0.00009164, 0.00000001, 171.37, 25, 0.00004115, 0.00000004, 17987.37, 2624, 1.00, 0.45, 0.90, 94.70, 0.00000000
20, 0.00003890, 0.00000000, 16.83, 188.21, 15, 0.00003890, 0.00000000, 171.37, 25, 0.00003121, 0.00000007, 877.43, 128, 1.00, 0.80, 0.91, 4.66, 0.00000001
21, 0.00003004, 0.00000000, 24.28, 195.66, 17, 0.00003004, 0.00000000, 171.37, 25, 0.00001914, 0.00000005, 1316.15, 192, 1.00, 0.64, 0.88, 6.73, 0.00000000
22, 0.00004985, 0.00000006, 11.64, 183.01, 11, 0.00004985, 0.00000006, 171.37, 25, 0.00002758, 0.00000000, 12284.06, 1792, 1.00, 0.55, 0.94, 67.12, 0.00000000
23, 0.00002242, 0.00000002, 14.33, 185.70, 15, 0.00002242, 0.00000002, 171.37, 25, 0.00001598, 0.00000003, 7458.18, 1088, 1.00, 0.71, 0.92, 40.16, 0.00000000
24, 0.00000366, 0.00000000, 10.93, 182.30, 11, 0.00000366, 0.00000000, 171.37, 25, 0.00000366, 0.00000000, 411.30, 60, 1.00, 1.00, 0.94, 2.26, 1.00000000
25, 0.00004637, 0.00000011, 31.93, 203.30, 11, 0.00004637, 0.00000011, 171.37, 25, 0.00002426, 0.00000007, 2193.58, 320, 1.00, 0.52, 0.84, 10.79, 0.00000000
26, 0.00011107, 0.00000001, 17.14, 188.52, 15, 0.00011107, 0.00000001, 171.37, 25, 0.00004871, 0.00000007, 1316.15, 192, 1.00, 0.44, 0.91, 6.98, 0.00000000
27, 0.00006184, 0.00000001, 13.55, 184.92, 13, 0.00006184, 0.00000001, 171.37, 25, 0.00003674, 0.00000007, 877.43, 128, 1.00, 0.59, 0.93, 4.74, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), std Ansor-50, tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k, p-value
0, 0.00001965, 0.00000001, 14.32, 357.06, 11, 0.00001965, 0.00000001, 342.75, 50, 0.00001965, 0.00000001, 438.72, 64, 1.00, 1.00, 0.96, 1.23, 1.00000000
1, 0.00009050, 0.00000003, 20.79, 363.54, 11, 0.00009050, 0.00000003, 342.75, 50, 0.00004116, 0.00000012, 877.43, 128, 1.00, 0.45, 0.94, 2.41, 0.00000000
2, 0.00000590, 0.00000000, 12.85, 355.60, 15, 0.00000590, 0.00000000, 342.75, 50, 0.00000590, 0.00000000, 438.72, 64, 1.00, 1.00, 0.96, 1.23, 1.00000000
3, 0.00002826, 0.00000000, 14.97, 357.72, 11, 0.00002826, 0.00000000, 342.75, 50, 0.00002822, 0.00000000, 877.43, 128, 1.00, 1.00, 0.96, 2.45, 0.00079825
4, 0.00000413, 0.00000000, 11.02, 353.77, 13, 0.00000413, 0.00000000, 342.75, 50, 0.00000413, 0.00000000, 438.72, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
5, 0.00002771, 0.00000006, 11.84, 354.59, 14, 0.00002771, 0.00000006, 342.75, 50, 0.00002603, 0.00000005, 877.43, 128, 1.00, 0.94, 0.97, 2.47, 0.00000653
6, 0.00007862, 0.00000043, 26.65, 369.39, 27, 0.00007984, 0.00000011, 342.75, 50, 0.00006913, 0.00000020, 1754.87, 256, 1.02, 0.88, 0.93, 4.75, 0.00000893
7, 0.00002563, 0.00000006, 13.41, 356.16, 15, 0.00002563, 0.00000006, 342.75, 50, 0.00002155, 0.00000004, 1754.87, 256, 1.00, 0.84, 0.96, 4.93, 0.00000013
8, 0.00003479, 0.00000008, 10.74, 353.49, 14, 0.00003479, 0.00000008, 342.75, 50, 0.00002277, 0.00000005, 877.43, 128, 1.00, 0.65, 0.97, 2.48, 0.00000001
9, 0.00014644, 0.00000007, 14.71, 357.45, 14, 0.00014644, 0.00000007, 342.75, 50, 0.00008823, 0.00000017, 2632.30, 384, 1.00, 0.60, 0.96, 7.36, 0.00000000
10, 0.00001923, 0.00000002, 13.78, 356.52, 15, 0.00001923, 0.00000002, 342.75, 50, 0.00001371, 0.00000001, 1316.15, 192, 1.00, 0.71, 0.96, 3.69, 0.00000000
11, 0.00003722, 0.00000006, 17.10, 359.85, 15, 0.00003722, 0.00000006, 342.75, 50, 0.00003531, 0.00000010, 1754.87, 256, 1.00, 0.95, 0.95, 4.88, 0.00002192
12, 0.00002768, 0.00000002, 42.87, 385.61, 11, 0.00002768, 0.00000002, 342.75, 50, 0.00002703, 0.00000005, 877.43, 128, 1.00, 0.98, 0.89, 2.28, 0.00006327
13, 0.00005884, 0.00000001, 13.99, 356.73, 11, 0.00005884, 0.00000001, 342.75, 50, 0.00003638, 0.00000004, 1316.15, 192, 1.00, 0.62, 0.96, 3.69, 0.00000000
14, 0.00006747, 0.00000002, 15.22, 357.97, 13, 0.00006747, 0.00000002, 342.75, 50, 0.00003208, 0.00000005, 2632.30, 384, 1.00, 0.48, 0.96, 7.35, 0.00000000
15, 0.00000305, 0.00000000, 11.15, 353.89, 11, 0.00000305, 0.00000000, 342.75, 50, 0.00000305, 0.00000000, 438.72, 64, 1.00, 1.00, 0.97, 1.24, 1.00000000
16, 0.00001891, 0.00000002, 12.36, 355.11, 12, 0.00001891, 0.00000002, 342.75, 50, 0.00001483, 0.00000003, 877.43, 128, 1.00, 0.78, 0.97, 2.47, 0.00000001
17, 0.00001822, 0.00000002, 18.29, 361.04, 17, 0.00001822, 0.00000002, 342.75, 50, 0.00001569, 0.00000002, 1316.15, 192, 1.00, 0.86, 0.95, 3.65, 0.00000003
18, 0.00010230, 0.00000037, 23.22, 365.97, 11, 0.00010230, 0.00000037, 342.75, 50, 0.00005673, 0.00000010, 2632.30, 384, 1.00, 0.55, 0.94, 7.19, 0.00000001
19, 0.00009164, 0.00000001, 18.45, 361.20, 13, 0.00009164, 0.00000001, 342.75, 50, 0.00004115, 0.00000004, 17987.37, 2624, 1.00, 0.45, 0.95, 49.80, 0.00000000
20, 0.00003890, 0.00000000, 16.83, 359.58, 15, 0.00003890, 0.00000000, 342.75, 50, 0.00003121, 0.00000007, 877.43, 128, 1.00, 0.80, 0.95, 2.44, 0.00000001
21, 0.00002972, 0.00000002, 15.44, 358.19, 13, 0.00002972, 0.00000002, 342.75, 50, 0.00001914, 0.00000005, 1316.15, 192, 1.00, 0.64, 0.96, 3.67, 0.00000000
22, 0.00004985, 0.00000006, 11.62, 354.37, 11, 0.00004985, 0.00000006, 342.75, 50, 0.00002758, 0.00000000, 12284.06, 1792, 1.00, 0.55, 0.97, 34.66, 0.00000000
23, 0.00002242, 0.00000002, 14.31, 357.06, 15, 0.00002242, 0.00000002, 342.75, 50, 0.00001598, 0.00000003, 7458.18, 1088, 1.00, 0.71, 0.96, 20.89, 0.00000000
24, 0.00000366, 0.00000000, 10.92, 353.66, 11, 0.00000366, 0.00000000, 342.75, 50, 0.00000366, 0.00000000, 411.30, 60, 1.00, 1.00, 0.97, 1.16, 1.00000000
25, 0.00004637, 0.00000011, 31.98, 374.73, 11, 0.00004637, 0.00000011, 342.75, 50, 0.00002426, 0.00000007, 2193.58, 320, 1.00, 0.52, 0.91, 5.85, 0.00000000
26, 0.00011107, 0.00000001, 17.09, 359.84, 15, 0.00011107, 0.00000001, 342.75, 50, 0.00004871, 0.00000007, 1316.15, 192, 1.00, 0.44, 0.95, 3.66, 0.00000000
27, 0.00006184, 0.00000001, 13.61, 356.36, 13, 0.00006184, 0.00000001, 342.75, 50, 0.00003674, 0.00000007, 877.43, 128, 1.00, 0.59, 0.96, 2.46, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-100 (s), std Ansor-100, tuning time Ansor-100, task Ansor-100, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-100, speedup 10k, speed tuning time top-100, speed tuning time 10k, p-value
0, 0.00001965, 0.00000001, 14.37, 453.08, 11, 0.00001965, 0.00000001, 438.72, 64, 0.00001965, 0.00000001, 438.72, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
1, 0.00006305, 0.00000001, 17.95, 703.44, 13, 0.00006305, 0.00000001, 685.49, 100, 0.00004116, 0.00000012, 877.43, 128, 1.00, 0.65, 0.97, 1.25, 0.00000000
2, 0.00000590, 0.00000000, 12.85, 451.57, 15, 0.00000590, 0.00000000, 438.72, 64, 0.00000590, 0.00000000, 438.72, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
3, 0.00002822, 0.00000000, 14.33, 699.83, 11, 0.00002822, 0.00000000, 685.49, 100, 0.00002822, 0.00000000, 877.43, 128, 1.00, 1.00, 0.98, 1.25, 1.00000000
4, 0.00000413, 0.00000000, 10.97, 449.68, 13, 0.00000413, 0.00000000, 438.72, 64, 0.00000413, 0.00000000, 438.72, 64, 1.00, 1.00, 0.98, 0.98, 1.00000000
5, 0.00002603, 0.00000005, 12.70, 698.19, 14, 0.00002603, 0.00000005, 685.49, 100, 0.00002603, 0.00000005, 877.43, 128, 1.00, 1.00, 0.98, 1.26, 1.00000000
6, 0.00006997, 0.00000009, 15.29, 700.79, 15, 0.00006997, 0.00000009, 685.49, 100, 0.00006913, 0.00000020, 1754.87, 256, 1.00, 0.99, 0.98, 2.50, 0.00564468
7, 0.00002308, 0.00000004, 13.22, 698.72, 15, 0.00002308, 0.00000004, 685.49, 100, 0.00002155, 0.00000004, 1754.87, 256, 1.00, 0.93, 0.98, 2.51, 0.00000253
8, 0.00002277, 0.00000005, 11.40, 696.89, 14, 0.00002277, 0.00000005, 685.49, 100, 0.00002277, 0.00000005, 877.43, 128, 1.00, 1.00, 0.98, 1.26, 1.00000000
9, 0.00013582, 0.00000000, 14.81, 700.31, 14, 0.00013582, 0.00000000, 685.49, 100, 0.00008823, 0.00000017, 2632.30, 384, 1.00, 0.65, 0.98, 3.76, 0.00000000
10, 0.00001417, 0.00000002, 11.33, 696.83, 11, 0.00001417, 0.00000002, 685.49, 100, 0.00001371, 0.00000001, 1316.15, 192, 1.00, 0.97, 0.98, 1.89, 0.00001346
11, 0.00003597, 0.00000015, 12.79, 698.28, 14, 0.00003597, 0.00000015, 685.49, 100, 0.00003531, 0.00000010, 1754.87, 256, 1.00, 0.98, 0.98, 2.51, 0.00596399
12, 0.00002703, 0.00000005, 63.15, 748.65, 11, 0.00002703, 0.00000005, 685.49, 100, 0.00002703, 0.00000005, 877.43, 128, 1.00, 1.00, 0.92, 1.17, 1.00000000
13, 0.00005281, 0.00000001, 27.93, 713.42, 15, 0.00005281, 0.00000001, 685.49, 100, 0.00003638, 0.00000004, 1316.15, 192, 1.00, 0.69, 0.96, 1.84, 0.00000000
14, 0.00005882, 0.00000000, 17.55, 703.04, 13, 0.00005882, 0.00000000, 685.49, 100, 0.00003208, 0.00000005, 2632.30, 384, 1.00, 0.55, 0.98, 3.74, 0.00000000
15, 0.00000305, 0.00000000, 11.18, 449.89, 11, 0.00000305, 0.00000000, 438.72, 64, 0.00000305, 0.00000000, 438.72, 64, 1.00, 1.00, 0.98, 0.98, 1.00000000
