BENCH: densenet161
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
0, 0.00002867, 0.00000000, 17.67, 24.67, 14, 0.00002867, 0.00000000, 7.00,  1, 0.00001706, 0.00000000, 448.04, 64, 1.00, 0.59, 0.28, 18.16, 0.00000000
1, 0.00006393, 0.00000015, 15.89, 22.89, 22, 0.00010376, 0.00000029, 7.00,  1, 0.00003682, 0.00000001, 448.04, 64, 1.62, 0.58, 0.31, 19.58, 0.00000000
2, 0.00021953, 0.00000001, 12.48, 19.48, 11, 0.00021953, 0.00000001, 7.00,  1, 0.00002912, 0.00000004, 896.07, 128, 1.00, 0.13, 0.36, 45.99, 0.00000000
3, 0.00012732, 0.00000028, 50.08, 57.08, 41, 0.00013675, 0.00000018, 7.00,  1, 0.00004058, 0.00000013, 896.07, 128, 1.07, 0.32, 0.12, 15.70, 0.00000000
4, 0.00007794, 0.00000016, 27.07, 34.07, 27, 0.00008716, 0.00000000, 7.00,  1, 0.00003929, 0.00000002, 448.04, 64, 1.12, 0.50, 0.21, 13.15, 0.00000000
5, 0.00031118, 0.00000032, 20.94, 27.94, 24, 0.00076254, 0.00000006, 7.00,  1, 0.00004260, 0.00000015, 896.07, 128, 2.45, 0.14, 0.25, 32.07, 0.00000000
6, 0.00035840, 0.00000000, 24.35, 31.35, 32, 0.00036195, 0.00000002, 7.00,  1, 0.00004307, 0.00000000, 896.07, 128, 1.01, 0.12, 0.22, 28.59, 0.00000000
7, 0.00035725, 0.00000072, 27.89, 34.89, 40, 0.00052180, 0.00000005, 7.00,  1, 0.00013634, 0.00000031, 1792.15, 256, 1.46, 0.38, 0.20, 51.36, 0.00000000
8, 0.00007025, 0.00000004, 13.56, 20.56, 12, 0.00007025, 0.00000004, 7.00,  1, 0.00003253, 0.00000009, 448.04, 64, 1.00, 0.46, 0.34, 21.79, 0.00000000
9, 0.00007500, 0.00000002, 19.20, 26.20, 13, 0.00007500, 0.00000002, 7.00,  1, 0.00002735, 0.00000000, 448.04, 64, 1.00, 0.36, 0.27, 17.10, 0.00000000
10, 0.00010307, 0.00000022, 17.61, 24.61, 15, 0.00010307, 0.00000022, 7.00,  1, 0.00003157, 0.00000001, 448.04, 64, 1.00, 0.31, 0.28, 18.21, 0.00000000
11, 0.00000592, 0.00000016, 25.53, 32.53, 47, 0.00002567, 0.00000000, 7.00,  1, 0.00000455, 0.00000000, 448.04, 64, 4.34, 0.77, 0.22, 13.77, 0.00027216
12, 0.00018772, 0.00000026, 22.45, 29.45, 30, 0.00024607, 0.00000056, 7.00,  1, 0.00005381, 0.00000009, 3584.30, 512, 1.31, 0.29, 0.24, 121.72, 0.00000000
13, 0.00007149, 0.00000023, 12.05, 19.06, 14, 0.00007149, 0.00000023, 7.00,  1, 0.00002769, 0.00000006, 896.07, 128, 1.00, 0.39, 0.37, 47.02, 0.00000000
14, 0.00068881, 0.00000314, 63.17, 70.17, 52, 0.00078177, 0.00000012, 7.00,  1, 0.00003891, 0.00000001, 896.07, 128, 1.13, 0.06, 0.10, 12.77, 0.00000000
15, 0.00006143, 0.00000028, 22.85, 29.85, 21, 0.00006185, 0.00000001, 7.00,  1, 0.00001918, 0.00000004, 448.04, 64, 1.01, 0.31, 0.23, 15.01, 0.00000000
16, 0.00030162, 0.00000322, 139.01, 146.01, 47, 0.00109738, 0.00000006, 7.00,  1, 0.00001973, 0.00000001, 448.04, 64, 3.64, 0.07, 0.05, 3.07, 0.00000003
17, 0.00002954, 0.00000003, 11.76, 18.76, 11, 0.00002954, 0.00000003, 7.00,  1, 0.00002954, 0.00000003, 448.04, 64, 1.00, 1.00, 0.37, 23.88, 1.00000000
