BENCH: resnet34
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
10, 0.00040015, 0.00000017, 37.30, 44.79, 30, 0.00057779, 0.00000003, 7.49,  1, 0.00005155, 0.00000006, 6229.56, 832, 1.44, 0.13, 0.17, 139.09, 0.00000000
11, 0.00008135, 0.00000002, 34.24, 41.73, 12, 0.00008135, 0.00000002, 7.49,  1, 0.00002145, 0.00000003, 1437.59, 192, 1.00, 0.26, 0.18, 34.45, 0.00000000
12, 0.00001969, 0.00000032, 42.17, 49.66, 43, 0.00003456, 0.00000000, 7.49,  1, 0.00000882, 0.00000000, 958.39, 128, 1.76, 0.45, 0.15, 19.30, 0.00000108
13, 0.00007304, 0.00000028, 18.07, 25.56, 22, 0.00008940, 0.00000003, 7.49,  1, 0.00002670, 0.00000005, 4791.97, 640, 1.22, 0.37, 0.29, 187.49, 0.00000000
14, 0.00003029, 0.00000031, 36.21, 43.70, 28, 0.00004283, 0.00000001, 7.49,  1, 0.00000661, 0.00000000, 958.39, 128, 1.41, 0.22, 0.17, 21.93, 0.00000004
15, 0.00032287, 0.00000031, 27.23, 34.72, 26, 0.00048551, 0.00000000, 7.49,  1, 0.00003294, 0.00000007, 2395.98, 320, 1.50, 0.10, 0.22, 69.01, 0.00000000
16, 0.00014539, 0.00000001, 21.06, 28.55, 11, 0.00014539, 0.00000001, 7.49,  1, 0.00003489, 0.00000008, 11979.92, 1600, 1.00, 0.24, 0.26, 419.66, 0.00000000
17, 0.00000632, 0.00000001, 6.76, 14.24, 2, 0.00000632, 0.00000001, 7.49,  1, 0.00000366, 0.00000000, 449.25, 60, 1.00, 0.58, 0.53, 31.54, 0.00000000
18, 0.00043754, 0.00000002, 80.10, 87.58, 13, 0.00043754, 0.00000002, 7.49,  1, 0.00002098, 0.00000001, 1437.59, 192, 1.00, 0.05, 0.09, 16.41, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), std Ansor-10, tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k, p-value
0, 0.00001050, 0.00000000, 11.56, 86.44, 11, 0.00001050, 0.00000000, 74.87, 10, 0.00000608, 0.00000000, 479.20, 64, 1.00, 0.58, 0.87, 5.54, 0.00000000
1, 0.00008387, 0.00000000, 13.15, 88.02, 11, 0.00008387, 0.00000000, 74.87, 10, 0.00004418, 0.00000002, 12459.12, 1664, 1.00, 0.53, 0.85, 141.55, 0.00000000
2, 0.00004374, 0.00000009, 24.80, 99.67, 16, 0.00004374, 0.00000009, 74.87, 10, 0.00002414, 0.00000004, 4312.77, 576, 1.00, 0.55, 0.75, 43.27, 0.00000000
3, 0.00002040, 0.00000000, 11.76, 86.64, 12, 0.00002040, 0.00000000, 74.87, 10, 0.00000824, 0.00000000, 958.39, 128, 1.00, 0.40, 0.86, 11.06, 0.00000000
4, 0.00000417, 0.00000000, 11.11, 85.98, 13, 0.00000417, 0.00000000, 74.87, 10, 0.00000416, 0.00000001, 479.20, 64, 1.00, 1.00, 0.87, 5.57, 0.16563254
5, 0.00003601, 0.00000006, 11.14, 86.02, 11, 0.00003601, 0.00000006, 74.87, 10, 0.00002363, 0.00000003, 4312.77, 576, 1.00, 0.66, 0.87, 50.14, 0.00000000
6, 0.00025846, 0.00000029, 19.64, 94.51, 21, 0.00047924, 0.00000058, 74.87, 10, 0.00005204, 0.00000005, 8625.54, 1152, 1.85, 0.20, 0.79, 91.26, 0.00000000
7, 0.00005925, 0.00000015, 26.39, 101.26, 31, 0.00009014, 0.00000001, 74.87, 10, 0.00002884, 0.00000004, 1916.79, 256, 1.52, 0.49, 0.74, 18.93, 0.00000000
8, 0.00010557, 0.00000017, 50.48, 125.35, 38, 0.00018478, 0.00000001, 74.87, 10, 0.00002798, 0.00000008, 10542.33, 1408, 1.75, 0.27, 0.60, 84.10, 0.00000000
9, 0.00000305, 0.00000000, 13.65, 88.53, 14, 0.00000305, 0.00000000, 74.87, 10, 0.00000305, 0.00000000, 479.20, 64, 1.00, 1.00, 0.85, 5.41, 1.00000000
10, 0.00014407, 0.00000000, 34.42, 109.29, 15, 0.00014407, 0.00000000, 74.87, 10, 0.00005155, 0.00000006, 6229.56, 832, 1.00, 0.36, 0.69, 57.00, 0.00000000
11, 0.00008135, 0.00000002, 34.18, 109.05, 12, 0.00008135, 0.00000002, 74.87, 10, 0.00002145, 0.00000003, 1437.59, 192, 1.00, 0.26, 0.69, 13.18, 0.00000000
12, 0.00001700, 0.00000000, 27.62, 102.49, 15, 0.00001700, 0.00000000, 74.87, 10, 0.00000882, 0.00000000, 958.39, 128, 1.00, 0.52, 0.73, 9.35, 0.00000000
13, 0.00008306, 0.00000016, 20.97, 95.84, 22, 0.00008483, 0.00000000, 74.87, 10, 0.00002670, 0.00000005, 4791.97, 640, 1.02, 0.32, 0.78, 50.00, 0.00000000
14, 0.00001126, 0.00000028, 47.71, 122.59, 28, 0.00001149, 0.00000000, 74.87, 10, 0.00000661, 0.00000000, 958.39, 128, 1.02, 0.59, 0.61, 7.82, 0.00001918
15, 0.00024064, 0.00000028, 21.06, 95.93, 21, 0.00024182, 0.00000000, 74.87, 10, 0.00003294, 0.00000007, 2395.98, 320, 1.00, 0.14, 0.78, 24.98, 0.00000000
16, 0.00014539, 0.00000001, 21.01, 95.88, 11, 0.00014539, 0.00000001, 74.87, 10, 0.00003489, 0.00000008, 11979.92, 1600, 1.00, 0.24, 0.78, 124.95, 0.00000000
17, 0.00000366, 0.00000000, 10.91, 85.78, 11, 0.00000366, 0.00000000, 74.87, 10, 0.00000366, 0.00000000, 449.25, 60, 1.00, 1.00, 0.87, 5.24, 1.00000000
18, 0.00009414, 0.00000000, 16.67, 91.55, 16, 0.00009414, 0.00000000, 74.87, 10, 0.00002098, 0.00000001, 1437.59, 192, 1.00, 0.22, 0.82, 15.70, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-25 (s), std Ansor-25, tuning time Ansor-25, task Ansor-25, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-25, speedup 10k, speed tuning time top-25, speed tuning time 10k, p-value
0, 0.00000900, 0.00000001, 17.23, 204.42, 15, 0.00000900, 0.00000001, 187.19, 25, 0.00000608, 0.00000000, 479.20, 64, 1.00, 0.68, 0.92, 2.34, 0.00000000
1, 0.00008387, 0.00000000, 13.09, 200.27, 11, 0.00008387, 0.00000000, 187.19, 25, 0.00004418, 0.00000002, 12459.12, 1664, 1.00, 0.53, 0.93, 62.21, 0.00000000
2, 0.00004142, 0.00000009, 11.67, 198.86, 11, 0.00004142, 0.00000009, 187.19, 25, 0.00002414, 0.00000004, 4312.77, 576, 1.00, 0.58, 0.94, 21.69, 0.00000000
3, 0.00001656, 0.00000000, 12.60, 199.79, 15, 0.00001656, 0.00000000, 187.19, 25, 0.00000824, 0.00000000, 958.39, 128, 1.00, 0.50, 0.94, 4.80, 0.00000000
4, 0.00000416, 0.00000001, 11.08, 198.27, 13, 0.00000416, 0.00000001, 187.19, 25, 0.00000416, 0.00000001, 479.20, 64, 1.00, 1.00, 0.94, 2.42, 0.64617117
5, 0.00003601, 0.00000006, 11.20, 198.38, 11, 0.00003601, 0.00000006, 187.19, 25, 0.00002363, 0.00000003, 4312.77, 576, 1.00, 0.66, 0.94, 21.74, 0.00000000
6, 0.00026918, 0.00000001, 9.99, 197.18, 11, 0.00026918, 0.00000001, 187.19, 25, 0.00005204, 0.00000005, 8625.54, 1152, 1.00, 0.19, 0.95, 43.75, 0.00000000
7, 0.00003178, 0.00000007, 17.17, 204.35, 11, 0.00003178, 0.00000007, 187.19, 25, 0.00002884, 0.00000004, 1916.79, 256, 1.00, 0.91, 0.92, 9.38, 0.00000067
8, 0.00004898, 0.00000001, 24.31, 211.49, 11, 0.00004898, 0.00000001, 187.19, 25, 0.00002798, 0.00000008, 10542.33, 1408, 1.00, 0.57, 0.89, 49.85, 0.00000000
9, 0.00000305, 0.00000000, 13.65, 200.83, 14, 0.00000305, 0.00000000, 187.19, 25, 0.00000305, 0.00000000, 479.20, 64, 1.00, 1.00, 0.93, 2.39, 1.00000000
10, 0.00014407, 0.00000000, 34.43, 221.62, 15, 0.00014407, 0.00000000, 187.19, 25, 0.00005155, 0.00000006, 6229.56, 832, 1.00, 0.36, 0.84, 28.11, 0.00000000
11, 0.00005623, 0.00000000, 15.94, 203.13, 11, 0.00005623, 0.00000000, 187.19, 25, 0.00002145, 0.00000003, 1437.59, 192, 1.00, 0.38, 0.92, 7.08, 0.00000000
12, 0.00001258, 0.00000000, 11.53, 198.72, 11, 0.00001258, 0.00000000, 187.19, 25, 0.00000882, 0.00000000, 958.39, 128, 1.00, 0.70, 0.94, 4.82, 0.00000000
13, 0.00005707, 0.00000006, 24.60, 211.78, 13, 0.00005707, 0.00000006, 187.19, 25, 0.00002670, 0.00000005, 4791.97, 640, 1.00, 0.47, 0.88, 22.63, 0.00000000
14, 0.00001149, 0.00000000, 25.59, 212.78, 17, 0.00001149, 0.00000000, 187.19, 25, 0.00000661, 0.00000000, 958.39, 128, 1.00, 0.58, 0.88, 4.50, 0.00000000
15, 0.00005484, 0.00000004, 29.34, 216.52, 11, 0.00005484, 0.00000004, 187.19, 25, 0.00003294, 0.00000007, 2395.98, 320, 1.00, 0.60, 0.86, 11.07, 0.00000000
16, 0.00008887, 0.00000015, 21.08, 208.26, 21, 0.00014317, 0.00000003, 187.19, 25, 0.00003489, 0.00000008, 11979.92, 1600, 1.61, 0.39, 0.90, 57.52, 0.00000000
17, 0.00000366, 0.00000000, 10.93, 198.12, 11, 0.00000366, 0.00000000, 187.19, 25, 0.00000366, 0.00000000, 449.25, 60, 1.00, 1.00, 0.94, 2.27, 1.00000000
18, 0.00003642, 0.00000007, 12.00, 199.19, 13, 0.00003642, 0.00000007, 187.19, 25, 0.00002098, 0.00000001, 1437.59, 192, 1.00, 0.58, 0.94, 7.22, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-50 (s), std Ansor-50, tuning time Ansor-50, task Ansor-50, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-50, speedup 10k, speed tuning time top-50, speed tuning time 10k, p-value
0, 0.00000896, 0.00000000, 20.84, 395.21, 17, 0.00000896, 0.00000000, 374.37, 50, 0.00000608, 0.00000000, 479.20, 64, 1.00, 0.68, 0.95, 1.21, 0.00000000
1, 0.00008387, 0.00000000, 13.09, 387.47, 11, 0.00008387, 0.00000000, 374.37, 50, 0.00004418, 0.00000002, 12459.12, 1664, 1.00, 0.53, 0.97, 32.16, 0.00000000
2, 0.00004142, 0.00000009, 11.72, 386.10, 11, 0.00004142, 0.00000009, 374.37, 50, 0.00002414, 0.00000004, 4312.77, 576, 1.00, 0.58, 0.97, 11.17, 0.00000000
3, 0.00000933, 0.00000016, 30.52, 404.89, 48, 0.00001299, 0.00000000, 374.37, 50, 0.00000824, 0.00000000, 958.39, 128, 1.39, 0.88, 0.92, 2.37, 0.00065844
4, 0.00000416, 0.00000001, 10.72, 385.09, 12, 0.00000416, 0.00000001, 374.37, 50, 0.00000416, 0.00000001, 479.20, 64, 1.00, 1.00, 0.97, 1.24, 0.93401224
5, 0.00003601, 0.00000006, 11.16, 385.53, 11, 0.00003601, 0.00000006, 374.37, 50, 0.00002363, 0.00000003, 4312.77, 576, 1.00, 0.66, 0.97, 11.19, 0.00000000
6, 0.00014022, 0.00000001, 24.54, 398.91, 11, 0.00014022, 0.00000001, 374.37, 50, 0.00005204, 0.00000005, 8625.54, 1152, 1.00, 0.37, 0.94, 21.62, 0.00000000
7, 0.00003178, 0.00000007, 17.11, 391.49, 11, 0.00003178, 0.00000007, 374.37, 50, 0.00002884, 0.00000004, 1916.79, 256, 1.00, 0.91, 0.96, 4.90, 0.00000067
8, 0.00004898, 0.00000001, 24.34, 398.71, 11, 0.00004898, 0.00000001, 374.37, 50, 0.00002798, 0.00000008, 10542.33, 1408, 1.00, 0.57, 0.94, 26.44, 0.00000000
9, 0.00000305, 0.00000000, 13.64, 388.01, 14, 0.00000305, 0.00000000, 374.37, 50, 0.00000305, 0.00000000, 479.20, 64, 1.00, 1.00, 0.96, 1.24, 1.00000000
10, 0.00014407, 0.00000000, 34.41, 408.78, 15, 0.00014407, 0.00000000, 374.37, 50, 0.00005155, 0.00000006, 6229.56, 832, 1.00, 0.36, 0.92, 15.24, 0.00000000
11, 0.00002422, 0.00000027, 30.90, 405.27, 23, 0.00003590, 0.00000009, 374.37, 50, 0.00002145, 0.00000003, 1437.59, 192, 1.48, 0.89, 0.92, 3.55, 0.00014270
12, 0.00001258, 0.00000000, 11.57, 385.94, 11, 0.00001258, 0.00000000, 374.37, 50, 0.00000882, 0.00000000, 958.39, 128, 1.00, 0.70, 0.97, 2.48, 0.00000000
13, 0.00005707, 0.00000006, 24.52, 398.90, 13, 0.00005707, 0.00000006, 374.37, 50, 0.00002670, 0.00000005, 4791.97, 640, 1.00, 0.47, 0.94, 12.01, 0.00000000
14, 0.00001137, 0.00000016, 47.80, 422.17, 28, 0.00001149, 0.00000000, 374.37, 50, 0.00000661, 0.00000000, 958.39, 128, 1.01, 0.58, 0.89, 2.27, 0.00000208
15, 0.00004903, 0.00000033, 60.46, 434.83, 25, 0.00005377, 0.00000003, 374.37, 50, 0.00003294, 0.00000007, 2395.98, 320, 1.10, 0.67, 0.86, 5.51, 0.00000029
16, 0.00014025, 0.00000001, 14.79, 389.17, 11, 0.00014025, 0.00000001, 374.37, 50, 0.00003489, 0.00000008, 11979.92, 1600, 1.00, 0.25, 0.96, 30.78, 0.00000000
17, 0.00000366, 0.00000000, 10.90, 385.27, 11, 0.00000366, 0.00000000, 374.37, 50, 0.00000366, 0.00000000, 449.25, 60, 1.00, 1.00, 0.97, 1.17, 1.00000000
18, 0.00003260, 0.00000001, 19.97, 394.34, 13, 0.00003260, 0.00000001, 374.37, 50, 0.00002098, 0.00000001, 1437.59, 192, 1.00, 0.64, 0.95, 3.65, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-100 (s), std Ansor-100, tuning time Ansor-100, task Ansor-100, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-100, speedup 10k, speed tuning time top-100, speed tuning time 10k, p-value
0, 0.00000608, 0.00000000, 21.67, 500.86, 16, 0.00000608, 0.00000000, 479.20, 64, 0.00000608, 0.00000000, 479.20, 64, 1.00, 1.00, 0.96, 0.96, 1.00000000
1, 0.00005649, 0.00000001, 14.37, 763.12, 11, 0.00005649, 0.00000001, 748.75, 100, 0.00004418, 0.00000002, 12459.12, 1664, 1.00, 0.78, 0.98, 16.33, 0.00000000
2, 0.00003237, 0.00000006, 16.28, 765.02, 13, 0.00003237, 0.00000006, 748.75, 100, 0.00002414, 0.00000004, 4312.77, 576, 1.00, 0.75, 0.98, 5.64, 0.00000001
3, 0.00000824, 0.00000000, 11.09, 759.83, 11, 0.00000824, 0.00000000, 748.75, 100, 0.00000824, 0.00000000, 958.39, 128, 1.00, 1.00, 0.99, 1.26, 1.00000000
4, 0.00000416, 0.00000001, 10.67, 489.87, 12, 0.00000416, 0.00000001, 479.20, 64, 0.00000416, 0.00000001, 479.20, 64, 1.00, 1.00, 0.98, 0.98, 1.00000000
5, 0.00003569, 0.00000008, 12.06, 760.81, 11, 0.00003569, 0.00000008, 748.75, 100, 0.00002363, 0.00000003, 4312.77, 576, 1.00, 0.66, 0.98, 5.67, 0.00000000
6, 0.00012723, 0.00000001, 23.06, 771.80, 11, 0.00012723, 0.00000001, 748.75, 100, 0.00005204, 0.00000005, 8625.54, 1152, 1.00, 0.41, 0.97, 11.18, 0.00000000
7, 0.00002986, 0.00000006, 13.14, 761.88, 13, 0.00002986, 0.00000006, 748.75, 100, 0.00002884, 0.00000004, 1916.79, 256, 1.00, 0.97, 0.98, 2.52, 0.00002981
8, 0.00004592, 0.00000003, 26.46, 775.20, 11, 0.00004592, 0.00000003, 748.75, 100, 0.00002798, 0.00000008, 10542.33, 1408, 1.00, 0.61, 0.97, 13.60, 0.00000000
9, 0.00000305, 0.00000000, 13.60, 492.80, 14, 0.00000305, 0.00000000, 479.20, 64, 0.00000305, 0.00000000, 479.20, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
10, 0.00007218, 0.00000000, 23.27, 772.01, 11, 0.00007218, 0.00000000, 748.75, 100, 0.00005155, 0.00000006, 6229.56, 832, 1.00, 0.71, 0.97, 8.07, 0.00000000
11, 0.00002311, 0.00000005, 18.17, 766.92, 11, 0.00002311, 0.00000005, 748.75, 100, 0.00002145, 0.00000003, 1437.59, 192, 1.00, 0.93, 0.98, 1.87, 0.00000198
12, 0.00000882, 0.00000000, 20.72, 769.47, 17, 0.00000882, 0.00000000, 748.75, 100, 0.00000882, 0.00000000, 958.39, 128, 1.00, 1.00, 0.97, 1.25, 1.00000000
13, 0.00003825, 0.00000002, 26.75, 775.49, 13, 0.00003825, 0.00000002, 748.75, 100, 0.00002670, 0.00000005, 4791.97, 640, 1.00, 0.70, 0.97, 6.18, 0.00000000
14, 0.00000661, 0.00000000, 21.23, 769.97, 15, 0.00000661, 0.00000000, 748.75, 100, 0.00000661, 0.00000000, 958.39, 128, 1.00, 1.00, 0.97, 1.24, 1.00000000
15, 0.00003634, 0.00000001, 25.02, 773.76, 11, 0.00003634, 0.00000001, 748.75, 100, 0.00003294, 0.00000007, 2395.98, 320, 1.00, 0.91, 0.97, 3.10, 0.00000033
16, 0.00009123, 0.00000010, 16.15, 764.89, 13, 0.00009123, 0.00000010, 748.75, 100, 0.00003489, 0.00000008, 11979.92, 1600, 1.00, 0.38, 0.98, 15.66, 0.00000000
17, 0.00000366, 0.00000000, 10.91, 460.16, 11, 0.00000366, 0.00000000, 449.25, 60, 0.00000366, 0.00000000, 449.25, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
18, 0.00002516, 0.00000000, 16.09, 764.84, 13, 0.00002516, 0.00000000, 748.75, 100, 0.00002098, 0.00000001, 1437.59, 192, 1.00, 0.83, 0.98, 1.88, 0.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-200 (s), std Ansor-200, tuning time Ansor-200, task Ansor-200, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-200, speedup 10k, speed tuning time top-200, speed tuning time 10k, p-value
0, 0.00000608, 0.00000000, 21.74, 500.93, 16, 0.00000608, 0.00000000, 479.20, 64, 0.00000608, 0.00000000, 479.20, 64, 1.00, 1.00, 0.96, 0.96, 1.00000000
1, 0.00005093, 0.00000006, 24.80, 1522.29, 11, 0.00005093, 0.00000006, 1497.49, 200, 0.00004418, 0.00000002, 12459.12, 1664, 1.00, 0.87, 0.98, 8.18, 0.00000001
2, 0.00002673, 0.00000004, 22.93, 1520.42, 13, 0.00002673, 0.00000004, 1497.49, 200, 0.00002414, 0.00000004, 4312.77, 576, 1.00, 0.90, 0.98, 2.84, 0.00000030
3, 0.00000824, 0.00000000, 11.12, 969.52, 11, 0.00000824, 0.00000000, 958.39, 128, 0.00000824, 0.00000000, 958.39, 128, 1.00, 1.00, 0.99, 0.99, 1.00000000
4, 0.00000416, 0.00000001, 10.71, 489.90, 12, 0.00000416, 0.00000001, 479.20, 64, 0.00000416, 0.00000001, 479.20, 64, 1.00, 1.00, 0.98, 0.98, 1.00000000
5, 0.00002584, 0.00000006, 17.31, 1514.80, 11, 0.00002584, 0.00000006, 1497.49, 200, 0.00002363, 0.00000003, 4312.77, 576, 1.00, 0.91, 0.99, 2.85, 0.00000115
6, 0.00010125, 0.00000001, 17.56, 1515.05, 11, 0.00010125, 0.00000001, 1497.49, 200, 0.00005204, 0.00000005, 8625.54, 1152, 1.00, 0.51, 0.99, 5.69, 0.00000000
7, 0.00002916, 0.00000005, 15.19, 1512.68, 13, 0.00002916, 0.00000005, 1497.49, 200, 0.00002884, 0.00000004, 1916.79, 256, 1.00, 0.99, 0.99, 1.27, 0.00231314
8, 0.00004391, 0.00000005, 27.68, 1525.17, 11, 0.00004391, 0.00000005, 1497.49, 200, 0.00002798, 0.00000008, 10542.33, 1408, 1.00, 0.64, 0.98, 6.91, 0.00000000
9, 0.00000305, 0.00000000, 13.59, 492.79, 14, 0.00000305, 0.00000000, 479.20, 64, 0.00000305, 0.00000000, 479.20, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
10, 0.00006153, 0.00000001, 24.30, 1521.79, 11, 0.00006153, 0.00000001, 1497.49, 200, 0.00005155, 0.00000006, 6229.56, 832, 1.00, 0.84, 0.98, 4.09, 0.00000000
11, 0.00002145, 0.00000003, 16.63, 1454.22, 11, 0.00002145, 0.00000003, 1437.59, 192, 0.00002145, 0.00000003, 1437.59, 192, 1.00, 1.00, 0.99, 0.99, 1.00000000
12, 0.00000882, 0.00000000, 20.71, 979.11, 17, 0.00000882, 0.00000000, 958.39, 128, 0.00000882, 0.00000000, 958.39, 128, 1.00, 1.00, 0.98, 0.98, 1.00000000
13, 0.00003563, 0.00000001, 31.88, 1529.37, 13, 0.00003563, 0.00000001, 1497.49, 200, 0.00002670, 0.00000005, 4791.97, 640, 1.00, 0.75, 0.98, 3.13, 0.00000000
14, 0.00000661, 0.00000000, 21.19, 979.58, 15, 0.00000661, 0.00000000, 958.39, 128, 0.00000661, 0.00000000, 958.39, 128, 1.00, 1.00, 0.98, 0.98, 1.00000000
15, 0.00003331, 0.00000001, 26.13, 1523.62, 11, 0.00003331, 0.00000001, 1497.49, 200, 0.00003294, 0.00000007, 2395.98, 320, 1.00, 0.99, 0.98, 1.57, 0.00214820
16, 0.00004531, 0.00000005, 14.57, 1512.06, 11, 0.00004531, 0.00000005, 1497.49, 200, 0.00003489, 0.00000008, 11979.92, 1600, 1.00, 0.77, 0.99, 7.92, 0.00000001
17, 0.00000366, 0.00000000, 10.96, 460.21, 11, 0.00000366, 0.00000000, 449.25, 60, 0.00000366, 0.00000000, 449.25, 60, 1.00, 1.00, 0.98, 0.98, 1.00000000
18, 0.00002098, 0.00000001, 23.41, 1461.00, 15, 0.00002098, 0.00000001, 1437.59, 192, 0.00002098, 0.00000001, 1437.59, 192, 1.00, 1.00, 0.98, 0.98, 1.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-300 (s), std Ansor-300, tuning time Ansor-300, task Ansor-300, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-300, speedup 10k, speed tuning time top-300, speed tuning time 10k, p-value
0, 0.00000608, 0.00000000, 21.71, 500.91, 16, 0.00000608, 0.00000000, 479.20, 64, 0.00000608, 0.00000000, 479.20, 64, 1.00, 1.00, 0.96, 0.96, 1.00000000
1, 0.00004641, 0.00000006, 39.70, 2285.93, 13, 0.00004641, 0.00000006, 2246.24, 300, 0.00004418, 0.00000002, 12459.12, 1664, 1.00, 0.95, 0.98, 5.45, 0.00000083
2, 0.00002541, 0.00000003, 17.42, 2263.66, 11, 0.00002541, 0.00000003, 2246.24, 300, 0.00002414, 0.00000004, 4312.77, 576, 1.00, 0.95, 0.99, 1.91, 0.00000403
3, 0.00000824, 0.00000000, 11.09, 969.49, 11, 0.00000824, 0.00000000, 958.39, 128, 0.00000824, 0.00000000, 958.39, 128, 1.00, 1.00, 0.99, 0.99, 1.00000000
4, 0.00000416, 0.00000001, 10.69, 489.89, 12, 0.00000416, 0.00000001, 479.20, 64, 0.00000416, 0.00000001, 479.20, 64, 1.00, 1.00, 0.98, 0.98, 1.00000000
5, 0.00002529, 0.00000004, 17.04, 2263.28, 11, 0.00002529, 0.00000004, 2246.24, 300, 0.00002363, 0.00000003, 4312.77, 576, 1.00, 0.93, 0.99, 1.91, 0.00000142
6, 0.00005989, 0.00000001, 32.96, 2279.19, 11, 0.00005989, 0.00000001, 2246.24, 300, 0.00005204, 0.00000005, 8625.54, 1152, 1.00, 0.87, 0.99, 3.78, 0.00000000
7, 0.00002884, 0.00000004, 18.43, 1935.22, 13, 0.00002884, 0.00000004, 1916.79, 256, 0.00002884, 0.00000004, 1916.79, 256, 1.00, 1.00, 0.99, 0.99, 1.00000000
8, 0.00004335, 0.00000000, 30.25, 2276.49, 11, 0.00004335, 0.00000000, 2246.24, 300, 0.00002798, 0.00000008, 10542.33, 1408, 1.00, 0.65, 0.99, 4.63, 0.00000000
9, 0.00000305, 0.00000000, 13.62, 492.82, 14, 0.00000305, 0.00000000, 479.20, 64, 0.00000305, 0.00000000, 479.20, 64, 1.00, 1.00, 0.97, 0.97, 1.00000000
