BENCH: densenet201
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
0, 0.00021527, 0.00000016, 18.37, 25.46, 21, 0.00022041, 0.00000001, 7.08,  1, 0.00002517, 0.00000000, 906.58, 128, 1.02, 0.12, 0.28, 35.61, 0.00000000
1, 0.00004854, 0.00000001, 15.42, 22.51, 16, 0.00004854, 0.00000001, 7.08,  1, 0.00003414, 0.00000008, 906.58, 128, 1.00, 0.70, 0.31, 40.28, 0.00000000
2, 0.00004610, 0.00000030, 22.55, 29.64, 32, 0.00016264, 0.00000000, 7.08,  1, 0.00001774, 0.00000000, 453.29, 64, 3.53, 0.38, 0.24, 15.29, 0.00000002
3, 0.00022519, 0.00000060, 25.60, 32.68, 15, 0.00022519, 0.00000060, 7.08,  1, 0.00002536, 0.00000008, 453.29, 64, 1.00, 0.11, 0.22, 13.87, 0.00000000
4, 0.00005552, 0.00000016, 17.16, 24.24, 22, 0.00008134, 0.00000001, 7.08,  1, 0.00002324, 0.00000000, 453.29, 64, 1.47, 0.42, 0.29, 18.70, 0.00000000
5, 0.00096802, 0.00000014, 48.90, 55.98, 11, 0.00096802, 0.00000014, 7.08,  1, 0.00002901, 0.00000004, 2719.74, 384, 1.00, 0.03, 0.13, 48.58, 0.00000000
6, 0.00007203, 0.00000000, 12.13, 19.21, 11, 0.00007203, 0.00000000, 7.08,  1, 0.00002285, 0.00000003, 453.29, 64, 1.00, 0.32, 0.37, 23.59, 0.00000000
7, 0.00043529, 0.00000183, 49.56, 56.65, 59, 0.00057659, 0.00000012, 7.08,  1, 0.00009458, 0.00000021, 1359.87, 192, 1.32, 0.22, 0.13, 24.01, 0.00000000
8, 0.00004067, 0.00000032, 26.79, 33.88, 26, 0.00004794, 0.00000013, 7.08,  1, 0.00001533, 0.00000001, 453.29, 64, 1.18, 0.38, 0.21, 13.38, 0.00000004
9, 0.00000569, 0.00000032, 21.35, 28.43, 37, 0.00000982, 0.00000000, 7.08,  1, 0.00000415, 0.00000000, 453.29, 64, 1.73, 0.73, 0.25, 15.94, 0.00252367
10, 0.00015451, 0.00000032, 31.32, 38.40, 33, 0.00030316, 0.00000003, 7.08,  1, 0.00001875, 0.00000001, 453.29, 64, 1.96, 0.12, 0.18, 11.80, 0.00000000
11, 0.00005548, 0.00000000, 11.68, 18.76, 11, 0.00005548, 0.00000000, 7.08,  1, 0.00002364, 0.00000002, 906.58, 128, 1.00, 0.43, 0.38, 48.33, 0.00000000
12, 0.00007793, 0.00000019, 32.46, 39.54, 38, 0.00019770, 0.00000026, 7.08,  1, 0.00002988, 0.00000004, 453.29, 64, 2.54, 0.38, 0.18, 11.46, 0.00000000
13, 0.00006257, 0.00000041, 35.31, 42.39, 28, 0.00006756, 0.00000001, 7.08,  1, 0.00002237, 0.00000005, 453.29, 64, 1.08, 0.36, 0.17, 10.69, 0.00000002
14, 0.00002513, 0.00000015, 33.34, 40.42, 45, 0.00002679, 0.00000001, 7.08,  1, 0.00001999, 0.00000008, 453.29, 64, 1.07, 0.80, 0.18, 11.21, 0.00000198
15, 0.00014700, 0.00000032, 38.04, 45.12, 37, 0.00034848, 0.00000111, 7.08,  1, 0.00001233, 0.00000004, 453.29, 64, 2.37, 0.08, 0.16, 10.05, 0.00000000
16, 0.00002309, 0.00000032, 24.61, 31.70, 39, 0.00003155, 0.00000000, 7.08,  1, 0.00001191, 0.00000001, 453.29, 64, 1.37, 0.52, 0.22, 14.30, 0.00000097
17, 0.00003698, 0.00000016, 31.35, 38.43, 35, 0.00004293, 0.00000003, 7.08,  1, 0.00002118, 0.00000000, 453.29, 64, 1.16, 0.57, 0.18, 11.80, 0.00000002
18, 0.00004155, 0.00000031, 43.30, 50.38, 47, 0.00011684, 0.00000002, 7.08,  1, 0.00002255, 0.00000003, 453.29, 64, 2.81, 0.54, 0.14, 9.00, 0.00000011
19, 0.00005404, 0.00000000, 15.90, 22.98, 15, 0.00005404, 0.00000000, 7.08,  1, 0.00003704, 0.00000000, 453.29, 64, 1.00, 0.69, 0.31, 19.73, 0.00000000
20, 0.00011611, 0.00000012, 13.24, 20.33, 11, 0.00011611, 0.00000012, 7.08,  1, 0.00001557, 0.00000001, 453.29, 64, 1.00, 0.13, 0.35, 22.30, 0.00000000
21, 0.00018603, 0.00000048, 20.46, 27.55, 23, 0.00107539, 0.00000105, 7.08,  1, 0.00003925, 0.00000000, 453.29, 64, 5.78, 0.21, 0.26, 16.46, 0.00000000
