BENCH: resnet18
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
0, 0.00001719, 0.00000000, 16.55, 23.22, 14, 0.00001719, 0.00000000, 6.67,  1, 0.00000618, 0.00000000, 853.91, 128, 1.00, 0.36, 0.29, 36.78, 0.00000000
1, 0.00025098, 0.00000014, 64.13, 70.80, 39, 0.00035025, 0.00000001, 6.67,  1, 0.00004288, 0.00000007, 4269.53, 640, 1.40, 0.17, 0.09, 60.31, 0.00000000
2, 0.00042189, 0.00000107, 8.99, 15.66, 11, 0.00042189, 0.00000107, 6.67,  1, 0.00002496, 0.00000008, 5123.43, 768, 1.00, 0.06, 0.43, 327.08, 0.00000000
3, 0.00001625, 0.00000015, 19.85, 26.52, 24, 0.00001784, 0.00000000, 6.67,  1, 0.00000849, 0.00000000, 853.91, 128, 1.10, 0.52, 0.25, 32.19, 0.00000020
4, 0.00000415, 0.00000001, 11.14, 17.81, 13, 0.00000415, 0.00000001, 6.67,  1, 0.00000412, 0.00000003, 426.95, 64, 1.00, 0.99, 0.37, 23.98, 0.23806585
5, 0.00009306, 0.00000029, 58.68, 65.35, 50, 0.00017295, 0.00000000, 6.67,  1, 0.00002374, 0.00000003, 4696.48, 704, 1.86, 0.26, 0.10, 71.86, 0.00000000
6, 0.00043440, 0.00000004, 12.40, 19.07, 11, 0.00043440, 0.00000004, 6.67,  1, 0.00006799, 0.00000003, 12808.59, 1920, 1.00, 0.16, 0.35, 671.75, 0.00000000
7, 0.00009465, 0.00000017, 26.89, 33.56, 28, 0.00024128, 0.00000001, 6.67,  1, 0.00002746, 0.00000005, 2988.67, 448, 2.55, 0.29, 0.20, 89.04, 0.00000000
8, 0.00018879, 0.00000005, 39.14, 45.82, 11, 0.00018879, 0.00000005, 6.67,  1, 0.00002816, 0.00000006, 5550.39, 832, 1.00, 0.15, 0.15, 121.15, 0.00000000
9, 0.00002761, 0.00000000, 11.45, 18.12, 12, 0.00002761, 0.00000000, 6.67,  1, 0.00000306, 0.00000000, 426.95, 64, 1.00, 0.11, 0.37, 23.56, 0.00000000
10, 0.00047766, 0.00000001, 17.13, 23.80, 15, 0.00047766, 0.00000001, 6.67,  1, 0.00006760, 0.00000012, 6404.29, 960, 1.00, 0.14, 0.28, 269.12, 0.00000000
11, 0.00004141, 0.00000017, 43.71, 50.38, 24, 0.00005282, 0.00000007, 6.67,  1, 0.00002619, 0.00000003, 2561.72, 384, 1.28, 0.63, 0.13, 50.85, 0.00000002
12, 0.00002193, 0.00000000, 13.44, 20.11, 11, 0.00002193, 0.00000000, 6.67,  1, 0.00000886, 0.00000000, 1280.86, 192, 1.00, 0.40, 0.33, 63.69, 0.00000000
13, 0.00009045, 0.00000027, 17.71, 24.38, 22, 0.00016057, 0.00000026, 6.67,  1, 0.00002701, 0.00000004, 2988.67, 448, 1.78, 0.30, 0.27, 122.60, 0.00000000
14, 0.00003300, 0.00000032, 40.72, 47.39, 23, 0.00008870, 0.00000000, 6.67,  1, 0.00000643, 0.00000000, 853.91, 128, 2.69, 0.19, 0.14, 18.02, 0.00000003
15, 0.00019448, 0.00000000, 17.10, 23.77, 15, 0.00019448, 0.00000000, 6.67,  1, 0.00004525, 0.00000006, 4696.48, 704, 1.00, 0.23, 0.28, 197.55, 0.00000000
16, 0.00026142, 0.00000021, 16.34, 23.01, 16, 0.00026142, 0.00000021, 6.67,  1, 0.00004080, 0.00000001, 7685.15, 1152, 1.00, 0.16, 0.29, 333.99, 0.00000000
