BENCH: vgg16
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-1 (s), std Ansor-1, tuning time Ansor-1, task Ansor-1, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-1, speedup 10k, speed tuning time top-1, speed tuning time 10k, p-value
0, 0.00148585, 0.00000111, 31.51, 38.04, 11, 0.00148585, 0.00000111, 6.53,  1, 0.00024090, 0.00000025, 10451.53, 1600, 1.00, 0.16, 0.17, 274.75, 0.00000000
1, 0.00077359, 0.00000074, 29.55, 36.08, 11, 0.00077359, 0.00000074, 6.53,  1, 0.00021652, 0.00000047, 5434.79, 832, 1.00, 0.28, 0.18, 150.64, 0.00000000
2, 0.00023450, 0.00000000, 38.48, 45.02, 48, 0.00033494, 0.00000002, 6.53,  1, 0.00004525, 0.00000000, 1254.18, 192, 1.43, 0.19, 0.15, 27.86, 0.00000000
3, 0.00000489, 0.00000016, 11.94, 18.47, 14, 0.00000889, 0.00000001, 6.53,  1, 0.00000347, 0.00000000, 391.93, 60, 1.82, 0.71, 0.35, 21.22, 0.00023671
4, 0.00027088, 0.00000112, 10.52, 17.05, 11, 0.00027088, 0.00000112, 6.53,  1, 0.00010698, 0.00000011, 6688.98, 1024, 1.00, 0.39, 0.38, 392.34, 0.00000000
5, 0.00125285, 0.00000552, 22.08, 28.61, 13, 0.00125285, 0.00000552, 6.53,  1, 0.00013245, 0.00000049, 2926.43, 448, 1.00, 0.11, 0.23, 102.28, 0.00000000
6, 0.00048612, 0.00000020, 61.55, 68.08, 51, 0.00071595, 0.00000084, 6.53,  1, 0.00008777, 0.00000017, 2090.31, 320, 1.47, 0.18, 0.10, 30.70, 0.00000000
7, 0.00001119, 0.00000001, 7.09, 13.62, 2, 0.00001119, 0.00000001, 6.53,  1, 0.00001117, 0.00000001, 391.93, 60, 1.00, 1.00, 0.48, 28.77, 0.03044009
8, 0.00011321, 0.00000043, 94.04, 100.57, 34, 0.00017543, 0.00000008, 6.53,  1, 0.00002235, 0.00000004, 836.12, 128, 1.55, 0.20, 0.06, 8.31, 0.00000000
9, 0.03382003, 0.00000119, 59.44, 65.97, 11, 0.03382003, 0.00000119, 6.53,  1, 0.00048463, 0.00000078, 10033.47, 1536, 1.00, 0.01, 0.10, 152.10, 0.00000000
10, 0.00002738, 0.00000000, 9.47, 16.00, 11, 0.00002738, 0.00000000, 6.53,  1, 0.00000340, 0.00000000, 418.06, 64, 1.00, 0.12, 0.41, 26.12, 0.00000000
11, 0.00398302, 0.00000949, 18.89, 25.42, 16, 0.00511509, 0.00000352, 6.53,  1, 0.00027365, 0.00000044, 11705.71, 1792, 1.28, 0.07, 0.26, 460.54, 0.00000000
12, 0.00043725, 0.00000028, 29.87, 36.40, 33, 0.00044115, 0.00000078, 6.53,  1, 0.00023506, 0.00000068, 5434.79, 832, 1.01, 0.54, 0.18, 149.30, 0.00000000
13, 0.00000881, 0.00000000, 5.71, 12.24, 2, 0.00000881, 0.00000000, 6.53,  1, 0.00000217, 0.00000000, 391.93, 60, 1.00, 0.25, 0.53, 32.01, 0.00000000
14, 0.00000555, 0.00000000, 9.96, 16.49, 13, 0.00000555, 0.00000000, 6.53,  1, 0.00000414, 0.00000000, 418.06, 64, 1.00, 0.75, 0.40, 25.35, 0.00000000
15, 0.00060356, 0.00000214, 26.17, 32.70, 15, 0.00060356, 0.00000214, 6.53,  1, 0.00013702, 0.00000031, 2926.43, 448, 1.00, 0.23, 0.20, 89.49, 0.00000000
16, 0.00036534, 0.00000032, 74.92, 81.45, 34, 0.00036951, 0.00000036, 6.53,  1, 0.00013315, 0.00000024, 2926.43, 448, 1.01, 0.36, 0.08, 35.93, 0.00000000
17, 0.00002111, 0.00000001, 11.37, 17.90, 11, 0.00002111, 0.00000001, 6.53,  1, 0.00002104, 0.00000001, 391.93, 60, 1.00, 1.00, 0.36, 21.90, 0.00073980
18, 0.00000259, 0.00000000, 9.49, 16.03, 11, 0.00000259, 0.00000000, 6.53,  1, 0.00000259, 0.00000000, 391.93, 60, 1.00, 1.00, 0.41, 24.46, 1.00000000
Layer, Time Droplet (s), std droplet (s), Tuning time Droplet (s), Tuning time Droplet+Ansor (s), tasks Droplet, Time Ansor-10 (s), std Ansor-10, tuning time Ansor-10, task Ansor-10, Time Ansor 10k (s), std Ansor 10k, tuning time 10k (s), tasks Ansor, speedup top-10, speedup 10k, speed tuning time top-10, speed tuning time 10k, p-value
0, 0.00097312, 0.00000073, 13.70, 79.03, 11, 0.00097312, 0.00000073, 65.32, 10, 0.00024090, 0.00000025, 10451.53, 1600, 1.00, 0.25, 0.83, 132.25, 0.00000000
